日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2023-02-10,002460,79.37,76.74,79.37,76.45,334551,2660648389.5,3.67,-3.5,-2.78,2.77
2023-02-13,002460,76.07,76.52,77.1,75.9,176430,1385998042.37,1.56,-0.29,-0.22,1.46
2023-02-14,002460,76.53,75.66,76.87,75.28,213467,1659697302.04,2.08,-1.12,-0.86,1.77
2023-02-15,002460,75.89,74.58,76.32,74.44,203462,1569725367.23,2.48,-1.43,-1.08,1.69
2023-02-16,002460,74.57,73.05,75.48,72.23,247550,1885391125.13,4.36,-2.05,-1.53,2.05
2023-02-17,002460,73.08,71.89,73.43,71.78,181133,1351175211.06,2.26,-1.59,-1.16,1.5
2023-02-20,002460,69.76,71.35,71.38,68.45,285356,2059065501.74,4.08,-0.75,-0.54,2.36
2023-02-21,002460,70.88,71.8,72.39,70.18,219480,1614887279.38,3.1,0.63,0.45,1.82
2023-02-22,002460,71.04,70.71,71.6,70.56,152505,1112985791.14,1.45,-1.52,-1.09,1.26
2023-02-23,002460,70.5,71.15,71.37,70.41,121264,886300599.3,1.36,0.62,0.44,1.0
2023-02-24,002460,71.39,70.9,72.24,70.56,154275,1131215763.8,2.36,-0.35,-0.25,1.28
2023-02-27,002460,71.2,70.83,72.11,70.59,150980,1107531262.56,2.14,-0.1,-0.07,1.25
2023-02-28,002460,70.73,70.3,70.79,69.41,169615,1221750767.28,1.95,-0.75,-0.53,1.4
2023-03-01,002460,70.01,70.15,70.44,69.4,159077,1146690699.84,1.48,-0.21,-0.15,1.32
2023-03-02,002460,70.16,69.41,70.25,69.4,132066,947230141.28,1.21,-1.05,-0.74,1.09
2023-03-03,002460,68.8,68.83,69.6,68.5,159814,1133837501.27,1.58,-0.84,-0.58,1.32
2023-03-06,002460,68.83,69.41,69.66,67.84,190085,1346654750.9,2.64,0.84,0.58,1.57
2023-03-07,002460,69.21,68.18,69.48,68.14,117470,832321431.7,1.93,-1.77,-1.23,0.97
2023-03-08,002460,68.06,68.2,68.36,67.47,104956,734970489.05,1.31,0.03,0.02,0.87
2023-03-09,002460,68.2,68.58,69.56,67.92,131735,935625578.97,2.4,0.56,0.38,1.09
2023-03-10,002460,67.5,67.02,67.9,66.75,159566,1105376704.77,1.68,-2.27,-1.56,1.32
2023-03-13,002460,66.6,65.2,66.82,64.59,230057,1553428248.16,3.33,-2.72,-1.82,1.91
2023-03-14,002460,65.04,65.51,65.84,63.64,260567,1737221550.85,3.37,0.48,0.31,2.16
2023-03-15,002460,65.56,64.98,66.46,64.98,146449,994054531.81,2.26,-0.81,-0.53,1.21
2023-03-16,002460,63.95,62.9,64.82,62.56,204460,1340678138.56,3.48,-3.2,-2.08,1.69
2023-03-17,002460,63.66,63.78,65.18,63.4,217937,1445812492.28,2.83,1.4,0.88,1.81
2023-03-20,002460,63.63,64.9,65.43,62.71,223869,1487503865.69,4.26,1.76,1.12,1.85
2023-03-21,002460,64.9,66.25,66.39,64.52,204037,1380935166.37,2.88,2.08,1.35,1.69
2023-03-22,002460,66.78,65.93,67.25,65.4,195942,1340327390.43,2.79,-0.48,-0.32,1.62
2023-03-23,002460,65.2,65.94,66.15,65.08,130552,885026513.25,1.62,0.02,0.01,1.08
2023-03-24,002460,65.73,65.44,66.59,65.26,163678,1111065785.74,2.02,-0.76,-0.5,1.36
2023-03-27,002460,65.26,65.64,65.97,64.4,147729,995860397.82,2.4,0.31,0.2,1.22
2023-03-28,002460,65.64,64.15,65.85,64.03,161032,1071179590.24,2.77,-2.27,-1.49,1.33
2023-03-29,002460,64.18,65.02,66.0,64.18,232270,1564993923.34,2.84,1.36,0.87,1.92
2023-03-30,002460,64.9,64.7,64.91,63.48,204815,1355199005.77,2.2,-0.49,-0.32,1.7
2023-03-31,002460,64.89,64.37,65.78,64.1,198228,1328542049.19,2.6,-0.51,-0.33,1.64
2023-04-03,002460,63.95,66.24,67.1,63.3,354382,2402604456.35,5.9,2.91,1.87,2.94
2023-04-04,002460,65.66,63.74,65.83,63.42,335992,2228292780.28,3.64,-3.77,-2.5,2.78
2023-04-06,002460,63.39,62.16,63.39,61.71,252893,1624420784.13,2.64,-2.48,-1.58,2.09
2023-04-07,002460,62.12,62.09,62.54,61.86,149798,962139037.78,1.09,-0.11,-0.07,1.24
2023-04-10,002460,62.4,63.13,63.27,62.0,197034,1277424696.6,2.05,1.67,1.04,1.63
2023-04-11,002460,62.9,64.84,64.86,62.16,303736,2007309206.97,4.28,2.71,1.71,2.52
2023-04-12,002460,64.76,63.84,64.76,63.5,158280,1046034219.09,1.94,-1.54,-1.0,1.31
2023-04-13,002460,63.45,63.09,64.35,62.54,140314,918827500.3,2.84,-1.17,-0.75,1.16
2023-04-14,002460,63.36,66.88,68.72,63.36,603845,4148587115.62,8.5,6.01,3.79,5.0
2023-04-17,002460,66.88,67.19,68.18,66.5,279276,1935760807.31,2.51,0.46,0.31,2.31
2023-04-18,002460,67.26,68.01,69.58,67.26,357337,2529827106.93,3.45,1.22,0.82,2.96
2023-04-19,002460,68.42,67.78,68.89,67.1,230753,1614315757.05,2.63,-0.34,-0.23,1.91
2023-04-20,002460,67.4,65.99,67.5,65.45,233052,1586829059.56,3.02,-2.64,-1.79,1.93
2023-04-21,002460,65.8,64.66,67.14,64.55,200763,1360581008.03,3.92,-2.02,-1.33,1.66
2023-04-24,002460,64.66,65.73,67.47,63.13,288006,1956007437.23,6.71,1.65,1.07,2.39
2023-04-25,002460,65.7,59.97,66.0,59.0,522666,3293715537.55,10.65,-8.76,-5.76,4.33
2023-04-26,002460,59.52,61.76,63.5,56.9,353500,2236173848.22,11.01,2.98,1.79,2.93
2023-04-27,002460,61.76,63.58,63.79,61.45,297124,1936813312.5,3.79,2.95,1.82,2.46
2023-04-28,002460,62.9,62.89,64.58,61.96,238541,1551392227.67,4.12,-1.09,-0.69,1.98
2023-05-04,002460,63.76,62.63,64.7,62.26,217337,1423537777.94,3.88,-0.41,-0.26,1.8
2023-05-05,002460,62.22,61.83,62.63,60.9,139627,891354459.61,2.76,-1.28,-0.8,1.16
2023-05-08,002460,62.55,61.9,62.9,61.07,145867,932262718.69,2.96,0.11,0.07,1.21
2023-05-09,002460,62.12,60.77,62.75,60.72,158733,1007818280.3,3.28,-1.83,-1.13,1.31
2023-05-10,002460,60.76,62.68,63.69,60.55,237630,1530878758.67,5.17,3.14,1.91,1.97
2023-05-11,002460,62.63,63.66,64.12,62.15,200291,1312790328.88,3.14,1.56,0.98,1.66
2023-05-12,002460,64.56,62.5,65.39,62.35,175147,1143948098.7,4.78,-1.82,-1.16,1.45
2023-05-15,002460,63.5,68.1,68.4,63.46,597133,4102788488.08,7.9,8.96,5.6,4.95
2023-05-16,002460,68.11,66.98,68.15,66.58,266962,1844338869.64,2.31,-1.64,-1.12,2.21
2023-05-17,002460,66.7,65.9,67.19,65.51,185293,1259910312.61,2.51,-1.61,-1.08,1.53
2023-05-18,002460,65.92,65.84,66.12,64.91,153966,1039674067.82,1.84,-0.09,-0.06,1.28
2023-05-19,002460,65.69,64.91,65.69,64.57,144653,969483811.89,1.7,-1.41,-0.93,1.2
2023-05-22,002460,64.57,64.79,65.1,64.06,113568,757719263.62,1.6,-0.18,-0.12,0.94
2023-05-23,002460,64.79,63.5,65.35,63.5,154680,1028866749.34,2.86,-1.99,-1.29,1.28
2023-05-24,002460,63.5,62.01,63.79,62.01,187836,1217289017.47,2.8,-2.35,-1.49,1.56
2023-05-25,002460,61.6,61.1,61.78,60.52,173771,1097907420.11,2.03,-1.47,-0.91,1.44
2023-05-26,002460,60.88,59.45,60.89,58.6,217861,1338962671.19,3.75,-2.7,-1.65,1.8
2023-05-29,002460,60.68,59.26,60.9,58.7,181039,1116991314.93,3.7,-0.32,-0.19,1.5
2023-05-30,002460,59.26,59.99,60.0,58.13,191957,1172512790.75,3.16,1.23,0.73,1.59
2023-05-31,002460,59.84,59.9,59.97,58.47,145873,895118005.69,2.5,-0.15,-0.09,1.21
2023-06-01,002460,59.59,60.0,61.28,59.28,181555,1137092855.43,3.34,0.17,0.1,1.5
2023-06-02,002460,60.49,62.1,62.48,60.48,268329,1713308990.09,3.33,3.5,2.1,2.22
2023-06-05,002460,62.2,62.56,62.68,61.22,198741,1275979396.99,2.35,0.74,0.46,1.65
2023-06-06,002460,62.41,61.11,62.49,61.0,126681,807550860.01,2.38,-2.32,-1.45,1.05
2023-06-07,002460,61.36,60.2,62.0,59.95,116672,730675617.78,3.35,-1.49,-0.91,0.97
2023-06-08,002460,60.2,61.1,61.87,60.2,139778,885336160.08,2.77,1.5,0.9,1.16
2023-06-09,002460,61.04,61.81,62.61,60.98,171860,1099250396.66,2.67,1.16,0.71,1.42
2023-06-12,002460,61.58,60.99,61.69,60.5,118082,746407045.87,1.93,-1.33,-0.82,0.98
2023-06-13,002460,61.39,61.11,61.89,60.8,99239,628908913.77,1.79,0.2,0.12,0.82
2023-06-14,002460,61.6,60.76,61.86,60.76,134881,852920389.71,1.8,-0.57,-0.35,1.12
2023-06-15,002460,60.9,62.9,63.17,59.9,269224,1725918261.16,5.38,3.52,2.14,2.23
2023-06-16,002460,63.06,63.21,63.5,62.56,176439,1150125802.45,1.49,0.49,0.31,1.46
2023-06-19,002460,62.74,61.85,63.19,61.65,156988,1009831373.09,2.44,-2.15,-1.36,1.3
2023-06-20,002460,61.63,61.23,62.35,61.18,123561,787476823.93,1.89,-1.0,-0.62,1.02
2023-06-21,002460,60.96,60.06,61.79,59.93,125474,788419125.37,3.04,-1.91,-1.17,1.04
2023-06-26,002460,59.61,59.08,60.39,58.64,126859,779763847.79,2.91,-1.63,-0.98,1.05
2023-06-27,002460,59.3,59.32,59.8,58.3,127623,780465253.94,2.54,0.41,0.24,1.06
2023-06-28,002460,59.31,58.6,59.35,58.2,105041,638236346.25,1.94,-1.21,-0.72,0.87
2023-06-29,002460,58.56,57.64,58.56,57.64,154479,927147029.08,1.57,-1.64,-0.96,1.28
2023-06-30,002460,57.68,58.86,59.55,57.68,165829,1010286160.66,3.24,2.12,1.22,1.37
2023-07-03,002460,58.92,59.29,59.99,58.9,129584,796789221.2,1.85,0.73,0.43,1.07
2023-07-04,002460,59.85,59.77,60.17,59.04,115855,715430497.86,1.91,0.81,0.48,0.96
2023-07-05,002460,59.81,59.89,60.1,59.4,105904,655183814.41,1.17,0.2,0.12,0.88
2023-07-06,002460,59.72,58.8,59.8,58.67,106512,651173302.03,1.89,-1.82,-1.09,0.88
2023-07-07,002460,58.67,58.8,59.06,58.42,64136,390235914.7,1.09,0.0,0.0,0.53
2023-07-10,002460,59.39,60.06,60.7,59.12,139851,870799875.78,2.69,2.14,1.26,1.16
2023-07-11,002460,59.73,60.12,60.29,59.25,97768,604957160.96,1.73,0.1,0.06,0.81
2023-07-12,002460,60.21,59.78,60.65,59.75,96088,588239349.78,1.5,-0.57,-0.34,0.8
2023-07-13,002460,60.18,60.06,60.85,59.64,122109,747684039.78,2.02,0.47,0.28,1.01
2023-07-14,002460,60.05,60.08,60.28,59.55,142760,870892681.32,1.22,0.03,0.02,1.18
2023-07-17,002460,60.0,59.46,60.0,59.32,72617,439974359.04,1.13,-1.03,-0.62,0.6
2023-07-18,002460,59.46,59.0,59.68,58.35,118664,710896829.45,2.24,-0.77,-0.46,0.98
2023-07-19,002460,58.83,58.67,59.3,58.46,60662,363232874.78,1.42,-0.56,-0.33,0.5
2023-07-20,002460,58.8,58.83,59.87,58.76,112631,679964693.89,1.89,0.27,0.16,0.93
2023-07-21,002460,58.4,57.34,58.4,56.86,162451,952274979.71,2.62,-2.53,-1.49,1.35
2023-07-24,002460,56.9,54.36,56.9,54.29,277131,1558367959.29,4.55,-5.2,-2.98,2.3
2023-07-25,002460,55.2,57.02,57.12,55.07,271975,1563686749.69,3.77,4.89,2.66,2.25
2023-07-26,002460,57.2,57.48,58.45,57.05,173352,1019712215.63,2.46,0.81,0.46,1.44
2023-07-27,002460,57.42,56.87,57.81,56.83,89566,521624185.29,1.7,-1.06,-0.61,0.74
2023-07-28,002460,56.56,57.97,58.28,56.28,154479,907729167.02,3.52,1.93,1.1,1.28
2023-07-31,002460,58.31,58.73,59.45,58.09,204082,1222017012.66,2.35,1.31,0.76,1.69
2023-08-01,002460,58.6,58.19,58.92,57.9,95401,567074669.31,1.74,-0.92,-0.54,0.79
2023-08-02,002460,58.1,57.49,58.12,57.34,95471,560638513.0,1.34,-1.2,-0.7,0.79
2023-08-03,002460,57.13,57.3,58.05,57.06,89936,526728612.45,1.72,-0.33,-0.19,0.75
2023-08-04,002460,57.5,57.17,58.09,57.14,132958,779691772.94,1.66,-0.23,-0.13,1.1
2023-08-07,002460,56.9,56.99,57.2,56.51,72196,418581063.04,1.21,-0.31,-0.18,0.6
2023-08-08,002460,56.7,56.6,57.09,56.31,76515,441567847.39,1.37,-0.68,-0.39,0.63
2023-08-09,002460,56.55,56.05,56.6,56.02,75238,431004019.67,1.02,-0.97,-0.55,0.62
2023-08-10,002460,56.2,56.36,56.91,55.78,98958,568960318.67,2.02,0.55,0.31,0.82
2023-08-11,002460,56.36,55.0,56.45,55.0,100558,569882873.67,2.57,-2.41,-1.36,0.83
2023-08-14,002460,54.45,52.51,54.78,52.28,251887,1358977305.76,4.55,-4.53,-2.49,2.09
2023-08-15,002460,52.51,51.65,52.69,51.3,135943,718455255.1,2.65,-1.64,-0.86,1.13
2023-08-16,002460,51.64,50.56,52.06,50.56,158027,825645127.98,2.9,-2.11,-1.09,1.31
2023-08-17,002460,50.18,50.45,50.67,49.58,136994,702072023.95,2.16,-0.22,-0.11,1.13
2023-08-18,002460,50.45,48.9,50.62,48.9,171881,870646709.97,3.41,-3.07,-1.55,1.42
2023-08-21,002460,48.75,47.98,49.17,47.98,141073,699569047.93,2.43,-1.88,-0.92,1.17
2023-08-22,002460,48.63,48.14,48.81,47.2,163390,801271670.78,3.36,0.33,0.16,1.35
2023-08-23,002460,48.14,46.41,48.15,46.4,156786,754878923.08,3.64,-3.59,-1.73,1.3
2023-08-24,002460,47.09,46.81,47.53,46.58,129806,624828362.76,2.05,0.86,0.4,1.08
2023-08-25,002460,46.5,45.83,46.54,45.58,126184,594346165.97,2.05,-2.09,-0.98,1.05
2023-08-28,002460,48.89,45.89,48.89,45.71,196903,947699598.18,6.94,0.13,0.06,1.63
2023-08-29,002460,45.8,46.94,47.15,45.3,175540,836062685.21,4.03,2.29,1.05,1.45
2023-08-30,002460,47.5,47.18,47.98,46.9,159857,775367376.94,2.3,0.51,0.24,1.32
2023-08-31,002460,46.77,46.31,46.92,45.68,167329,792153643.65,2.63,-1.84,-0.87,1.39
2023-09-01,002460,46.3,46.39,46.7,46.01,99005,470521716.13,1.49,0.17,0.08,0.82
2023-09-04,002460,46.69,47.94,48.55,46.49,263992,1288702339.09,4.44,3.34,1.55,2.19
2023-09-05,002460,47.73,48.19,48.34,47.55,172424,847096695.02,1.65,0.52,0.25,1.43
2023-09-06,002460,47.95,47.8,48.04,47.35,114951,560261547.9,1.43,-0.81,-0.39,0.95
2023-09-07,002460,47.68,46.55,47.85,46.52,151784,729112869.01,2.78,-2.62,-1.25,1.26
2023-09-08,002460,46.22,45.55,46.54,45.41,107476,503248285.07,2.43,-2.15,-1.0,0.89
2023-09-11,002460,45.2,45.8,46.41,44.7,160897,750942443.73,3.75,0.55,0.25,1.33
2023-09-12,002460,45.98,46.71,48.16,45.91,254557,1225146517.68,4.91,1.99,0.91,2.11
2023-09-13,002460,46.46,45.96,47.02,45.73,119054,564501337.74,2.76,-1.61,-0.75,0.99
2023-09-14,002460,45.9,45.15,46.28,45.1,112609,524282755.79,2.57,-1.76,-0.81,0.93
2023-09-15,002460,45.38,44.4,45.49,44.4,152130,697477930.21,2.41,-1.66,-0.75,1.26
2023-09-18,002460,44.41,46.02,46.99,44.12,282832,1330034962.07,6.46,3.65,1.62,2.34
2023-09-19,002460,45.9,44.95,45.9,44.61,162784,751485266.68,2.8,-2.33,-1.07,1.35
2023-09-20,002460,44.78,44.25,44.8,44.0,114297,520381234.0,1.78,-1.56,-0.7,0.95
2023-09-21,002460,43.98,43.8,44.39,43.56,132621,596467892.72,1.88,-1.02,-0.45,1.1
2023-09-22,002460,44.05,44.5,44.68,43.5,190086,860075760.97,2.69,1.6,0.7,1.57
2023-09-25,002460,44.2,43.78,44.27,43.49,163975,736028880.43,1.75,-1.62,-0.72,1.36
2023-09-26,002460,43.95,42.77,43.99,42.71,179234,792045042.13,2.92,-2.31,-1.01,1.48
2023-09-27,002460,42.54,43.52,44.39,42.49,225420,1005920495.99,4.44,1.75,0.75,1.87
2023-09-28,002460,43.53,43.5,44.51,43.2,217134,972530520.3,3.01,-0.05,-0.02,1.8
2023-10-09,002460,42.61,42.95,43.28,41.97,181479,793838648.77,3.01,-1.26,-0.55,1.5
2023-10-10,002460,43.1,43.53,44.7,42.77,278882,1253229366.68,4.49,1.35,0.58,2.31
2023-10-11,002460,43.83,43.34,43.97,43.22,183946,821273005.61,1.72,-0.44,-0.19,1.52
2023-10-12,002460,43.6,47.1,47.32,43.6,639275,2995294840.65,8.58,8.68,3.76,5.3
2023-10-13,002460,46.7,46.15,47.05,45.72,322708,1530480535.99,2.82,-2.02,-0.95,2.67
2023-10-16,002460,46.16,44.13,46.48,43.9,307695,1410417528.16,5.59,-4.38,-2.02,2.55
2023-10-17,002460,44.32,44.26,44.86,43.91,218380,993771648.72,2.15,0.29,0.13,1.81
2023-10-18,002460,44.26,43.05,44.26,43.05,194614,865621620.47,2.73,-2.73,-1.21,1.61
2023-10-19,002460,42.55,41.69,42.96,41.65,240055,1040877548.34,3.04,-3.16,-1.36,1.99
2023-10-20,002460,41.3,44.31,45.5,41.11,571758,2576466204.6,10.53,6.28,2.62,4.74
2023-10-23,002460,44.26,42.56,44.26,41.99,298214,1307447140.0,5.12,-3.95,-1.75,2.47
2023-10-24,002460,42.63,43.6,44.66,42.63,340459,1524873040.88,4.77,2.44,1.04,2.82
2023-10-25,002460,43.8,42.79,44.0,42.65,283551,1256550312.28,3.1,-1.86,-0.81,2.35
2023-10-26,002460,42.15,42.48,42.64,41.36,274958,1179907766.42,2.99,-0.72,-0.31,2.28
2023-10-27,002460,42.1,44.46,44.74,41.7,473771,2130533559.88,7.16,4.66,1.98,3.93
2023-10-30,002460,44.0,44.63,44.86,43.93,262928,1198282213.42,2.09,0.38,0.17,2.18
2023-10-31,002460,42.5,43.18,43.18,41.9,523010,2280594520.79,2.87,-3.25,-1.45,4.33
2023-11-01,002460,42.73,42.2,42.73,41.9,220813,956792983.55,1.92,-2.27,-0.98,1.83
2023-11-02,002460,42.05,41.53,42.37,41.49,178319,764962200.73,2.09,-1.59,-0.67,1.48
2023-11-03,002460,41.65,41.96,42.16,41.6,163883,704501664.97,1.35,1.04,0.43,1.36
2023-11-06,002460,42.02,43.84,44.05,42.02,463109,2055598370.31,4.84,4.48,1.88,3.84
2023-11-07,002460,43.52,43.35,43.55,42.55,235148,1039223634.86,2.28,-1.12,-0.49,1.95
2023-11-08,002460,43.19,43.14,43.78,42.75,248751,1103015367.21,2.38,-0.48,-0.21,2.06
2023-11-09,002460,42.91,43.5,43.97,42.91,291375,1300184633.34,2.46,0.83,0.36,2.41
2023-11-10,002460,43.52,43.71,44.26,43.16,344268,1544155699.21,2.53,0.48,0.21,2.85
2023-11-13,002460,43.7,43.1,44.0,42.92,235765,1044803447.94,2.47,-1.4,-0.61,1.95
2023-11-14,002460,43.05,42.58,43.33,42.3,234084,1025404482.77,2.39,-1.21,-0.52,1.94
2023-11-15,002460,43.4,44.04,44.6,43.38,556808,2514886464.35,2.87,3.43,1.46,4.61
2023-11-16,002460,43.9,43.17,44.08,43.16,269025,1199056949.63,2.09,-1.98,-0.87,2.23
2023-11-17,002460,42.8,42.95,43.11,42.73,188991,831220415.75,0.88,-0.51,-0.22,1.57
2023-11-20,002460,43.16,42.9,43.27,42.32,189414,829358965.95,2.21,-0.12,-0.05,1.57
2023-11-21,002460,43.11,42.37,43.32,42.31,225894,991665238.04,2.35,-1.24,-0.53,1.87
2023-11-22,002460,42.07,41.28,42.13,41.27,286477,1221595229.54,2.03,-2.57,-1.09,2.37
2023-11-23,002460,41.1,41.23,41.24,40.35,210617,882722026.39,2.16,-0.12,-0.05,1.74
2023-11-24,002460,41.23,40.74,41.23,40.7,133436,559756078.83,1.29,-1.19,-0.49,1.11
2023-11-27,002460,40.41,39.3,40.51,39.3,252643,1028532879.43,2.97,-3.53,-1.44,2.09
2023-11-28,002460,38.9,39.18,39.31,38.5,200411,802945703.15,2.06,-0.31,-0.12,1.66
2023-11-29,002460,39.08,38.39,39.3,38.33,186848,742247082.38,2.48,-2.02,-0.79,1.55
2023-11-30,002460,38.19,37.9,38.28,37.4,220372,857804337.63,2.29,-1.28,-0.49,1.83
2023-12-01,002460,37.5,37.68,38.03,36.68,291022,1117850162.01,3.56,-0.58,-0.22,2.41
2023-12-04,002460,37.34,37.83,38.29,37.21,218131,850183308.47,2.87,0.4,0.15,1.81
2023-12-05,002460,37.51,38.55,39.7,37.31,448916,1795215059.2,6.32,1.9,0.72,3.72
2023-12-06,002460,38.3,41.23,42.18,38.2,801920,3380978413.17,10.32,6.95,2.68,6.64
2023-12-07,002460,40.9,41.17,41.66,40.26,401769,1685131627.93,3.4,-0.15,-0.06,3.33
2023-12-08,002460,41.65,41.05,41.86,40.71,262869,1109435803.18,2.79,-0.29,-0.12,2.18
2023-12-11,002460,40.92,40.37,40.92,39.39,276855,1136721514.58,3.73,-1.66,-0.68,2.29
2023-12-12,002460,39.8,39.67,40.69,39.57,167216,684785383.37,2.77,-1.73,-0.7,1.39
2023-12-13,002460,39.68,38.67,39.68,38.58,183522,733310559.9,2.77,-2.52,-1.0,1.52
2023-12-14,002460,39.33,38.37,39.6,38.34,172114,688570805.91,3.26,-0.78,-0.3,1.43
2023-12-15,002460,38.75,38.97,40.26,38.74,339776,1378462265.91,3.96,1.56,0.6,2.81
2023-12-18,002460,38.53,38.0,39.56,37.87,192034,760061544.7,4.34,-2.49,-0.97,1.59
2023-12-19,002460,37.91,38.03,38.68,37.61,163734,641928303.45,2.82,0.08,0.03,1.36
2023-12-20,002460,38.28,37.5,38.31,37.5,125008,485537878.59,2.13,-1.39,-0.53,1.04
2023-12-21,002460,37.1,37.96,38.51,37.03,203577,790700787.75,3.95,1.23,0.46,1.69
2023-12-22,002460,37.9,38.77,39.79,37.11,359262,1423360674.24,7.06,2.13,0.81,2.98
2023-12-25,002460,38.89,38.82,39.15,38.28,163875,653096039.36,2.24,0.13,0.05,1.36
2023-12-26,002460,39.28,38.8,39.48,38.38,152493,609034997.93,2.83,-0.05,-0.02,1.26
2023-12-27,002460,38.64,38.08,38.75,37.71,163661,640634264.21,2.68,-1.86,-0.72,1.36
2023-12-28,002460,37.88,41.27,41.66,37.87,644395,2675877072.51,9.95,8.38,3.19,5.34
2023-12-29,002460,41.26,41.7,42.28,40.98,373095,1602801311.05,3.15,1.04,0.43,3.09
2024-01-02,002460,41.5,40.57,41.59,40.57,212641,893959700.13,2.45,-2.71,-1.13,1.76
2024-01-03,002460,40.42,40.66,41.09,40.34,154898,646527219.86,1.85,0.22,0.09,1.28
2024-01-04,002460,40.46,39.62,40.52,39.44,160878,657625932.15,2.66,-2.56,-1.04,1.33
2024-01-05,002460,40.42,40.88,42.56,39.25,502631,2137063704.9,8.35,3.18,1.26,4.16
2024-01-08,002460,40.55,41.57,42.68,40.46,478113,2059516386.77,5.43,1.69,0.69,3.96
2024-01-09,002460,41.57,42.18,42.4,40.35,427303,1827148983.85,4.93,1.47,0.61,3.54
2024-01-10,002460,42.1,41.77,43.28,41.28,471257,2051871608.79,4.74,-0.97,-0.41,3.9
2024-01-11,002460,41.4,43.42,44.52,41.22,623302,2745690902.16,7.9,3.95,1.65,5.16
2024-01-12,002460,43.08,42.38,43.48,42.24,419114,1840519999.03,2.86,-2.4,-1.04,3.47
2024-01-15,002460,41.94,41.3,42.36,41.2,260737,1114330780.57,2.74,-2.55,-1.08,2.16
2024-01-16,002460,41.14,41.44,41.8,40.86,248512,1055338677.24,2.28,0.34,0.14,2.06
2024-01-17,002460,41.44,39.99,41.44,39.9,252814,1051045164.61,3.72,-3.5,-1.45,2.09
2024-01-18,002460,39.71,41.1,41.15,39.53,290035,1203246948.46,4.05,2.78,1.11,2.4
2024-01-19,002460,41.11,40.42,42.28,40.41,285222,1205688789.43,4.55,-1.65,-0.68,2.36
2024-01-22,002460,40.0,38.82,40.37,38.58,340427,1376812795.14,4.43,-3.96,-1.6,2.82
2024-01-23,002460,38.82,39.05,39.8,38.33,207628,836625583.9,3.79,0.59,0.23,1.72
2024-01-24,002460,39.23,38.88,39.5,37.44,270136,1065696928.8,5.28,-0.44,-0.17,2.23
2024-01-25,002460,38.56,39.51,39.73,38.17,248509,998643017.98,4.01,1.62,0.63,2.06
2024-01-26,002460,38.98,38.71,39.78,38.71,207620,833545458.93,2.71,-2.02,-0.8,1.72
2024-01-29,002460,38.9,36.72,38.91,36.72,287034,1103515525.47,5.66,-5.14,-1.99,2.37
2024-01-30,002460,36.3,35.86,37.04,35.86,173254,650988705.11,3.21,-2.34,-0.86,1.43
