,新能源,电子,银行,非银金融,食品饮料
新能源,0.0,0.06116971621530714,0.0,0.07690764505272525,0.006223403841107382
电子,0.06116971621530714,0.31936241525756864,0.07554785409344922,0.13651790801370073,0.0
银行,0.0,0.07554785409344922,0.07335927533203744,0.04002220233473881,0.02873056714532197
非银金融,0.07690764505272525,0.13651790801370073,0.04002220233473881,0.00313546151361963,0.11416021242749529
食品饮料,0.006223403841107382,0.0,0.02873056714532197,0.11416021242749529,0.06486333877292837
