window,month_count,legacy_mean_corr,uniform_mean_corr,mean_abs_diff_mean_corr,legacy_industry_gap,uniform_industry_gap,mean_abs_diff_industry_gap,legacy_top1_enrichment,uniform_top1_enrichment,mean_abs_diff_top1_enrichment,legacy_first_index_ratio,uniform_first_index_ratio,legacy_second_index_ratio,uniform_second_index_ratio
60,138,0.32527388406021884,0.32269033411222686,0.003320143836596046,0.06832580214145066,0.07158965323507137,0.00666925177095231,3.3582557905682977,3.4463921664052704,0.5348552778242858,0.2301072838644279,0.33333463070069896,0.6149258655176124,0.6669548110356838
120,135,0.32497394201104524,0.3228086162084814,0.002727314646732929,0.06732986515876238,0.07117309320805755,0.005909859328369585,3.8111101928253843,4.06624199908887,0.6713331828031996,0.23018704310881968,0.3333298284295416,0.6154249579089907,0.6664387415709332
252,129,0.32068554075486494,0.3184143249193897,0.002656518458685529,0.06794076494076642,0.07033774463562115,0.004910493771015596,4.658417177376624,4.697454886841178,0.6536853405517974,0.23006253444003041,0.3331524836524947,0.615286248543152,0.666631416396177
