config_id,description,return_column,stock_valid_ratio,pair_valid_ratio,analysis_date,window,eligible_stock_count,exact_same_pair_share,market_r2_median,raw_mean_corr,raw_same_cross_gap,raw_top1_same_enrichment,residual_mean_corr,residual_same_cross_gap,residual_top1_same_enrichment,raw_residual_top1_overlap,residual_gap_positive,residual_enrichment_gt_1
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2023-12-29,120,5031,0.053774905723678205,0.22047790815037832,0.21192008007838342,0.14384914833965934,7.159473267667237,0.0035819977199467094,0.16296987920829792,9.576957747658772,0.41,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2024-12-31,120,5080,0.05450907162889341,0.4750340622856265,0.4465579015059215,0.0744826925793341,3.577386188625475,0.0018401405448485039,0.10405177382265252,5.045031804471824,0.27,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2025-12-31,120,5142,0.05520767109632063,0.17153022069699264,0.1690027873646459,0.09321124761040794,5.162326074265322,0.00257022750849345,0.09066576780663094,6.249131563584338,0.52,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2026-09-03,120,5179,0.05583278162821586,0.2502802381415497,0.24397868132106404,0.10916510011249356,3.6716780719447524,0.010859364636065315,0.12048714783477214,5.373187422358174,0.46,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2016-12-30,252,2289,0.049185142075050335,0.5549102588716835,0.5292408673392255,0.033451093899032114,3.6492154320364603,0.0020766599833885262,0.05075312954207528,5.421691499025598,0.20512820512820512,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2017-12-29,252,2677,0.04879996962443178,0.2687182478913109,0.2565046342687645,0.04989171235584533,2.2768684482025403,0.003525215783074537,0.04499941783163468,4.967712977896452,0.2436548223350254,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2018-12-28,252,3133,0.050299228865547364,0.39960783004565326,0.3873944162308626,0.03948328880805024,2.6839377669360003,0.0027725387805287087,0.054013286050539976,5.467280636351112,0.20100502512562815,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2019-12-31,252,3565,0.050638062092012534,0.34926013298505715,0.3396262172659285,0.039864356174871385,3.2584185330825783,0.001749614002646926,0.05957482618744203,6.4180971106172,0.31,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2020-12-31,252,3766,0.05169874582040047,0.29937883331040216,0.28755780130617875,0.06583352865148351,6.4798477155282965,0.002615977752176142,0.08600319305210159,8.704273050709652,0.49,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2021-12-31,252,4184,0.04883247726274381,0.13332783378548035,0.13176938188283985,0.0784548157723648,6.655406774703095,0.0014740430320227863,0.08087482955230524,7.8840972561867435,0.54,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2022-12-30,252,4605,0.051151479476374696,0.2739096094332472,0.26990891428239144,0.10369944665119962,6.15817965041439,0.0006133084415899222,0.12342371133606611,9.383892800631452,0.365,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2023-12-29,252,4885,0.05320068370221902,0.1767717794443691,0.17564861714303584,0.13503707270252574,9.398375456951973,0.002070462471142972,0.14866944235421312,10.714148020925247,0.535,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2024-12-31,252,5059,0.05424328237200403,0.4506796795173553,0.4236354399537631,0.09108674639314712,3.5949151945244955,0.0016549177662286017,0.10389294195090665,5.1619295100864555,0.275,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2025-12-31,252,5106,0.055023818265312115,0.26229171265064827,0.25443732976586253,0.08548352755916955,4.725226423697828,0.001855589218106514,0.08695821293350078,7.451318591215806,0.305,True,True
C80,Looser 80% valid-observation requirement,return_network,0.8,0.8,2026-09-03,252,5144,0.05569589975533339,0.21358512274026636,0.20502697968729616,0.11401661742336022,7.181857223909851,0.0056342295972104245,0.11983183528528737,8.528455453392947,0.555,True,True
C95,Stricter 95% valid-observation requirement,return_network,0.95,0.95,2015-12-31,60,1987,0.05027897851644957,0.47660784405634327,0.4538838563223209,0.041818911883772514,2.0883479159316565,0.0040843369371496106,0.05390095780829054,2.6850187490549873,0.4,True,True
C95,Stricter 95% valid-observation requirement,return_network,0.95,0.95,2016-12-30,60,2400,0.049172571904960403,0.31482938509206765,0.29638620581120295,0.029676238859075776,2.643750264909083,0.004338622185083922,0.04064488390532587,3.457211884881109,0.25,True,True
