transition,R3_edges,R4_edges,persistent_edges,lost_edges,gained_edges,gross_support_changes,net_edge_change,rewiring,overall_jaccard,persistent_strengthened,persistent_weakened,persistent_signflip,persistent_stable,transition_intensity_total,transition_intensity_same,transition_intensity_cross,same_intensity_share,cross_intensity_share,support_change_intensity,persistent_change_intensity,support_change_energy_share,persistent_change_energy_share
R3->R4,42,35,26,16,9,25,-7,18,0.5098039215686274,16,10,0,0,0.6293374805077785,0.42717159000640714,0.4621580866578843,0.4607204908761542,0.5392795091238458,0.4532255594204582,0.4366374430347119,0.5186347269909218,0.4813652730090783
