regime,n_networks,mean_pre_R4_centroid_distance,median_pre_R4_centroid_distance,mean_pre_R4_nearest_state_distance,mean_pre_R4_support_novelty,mean_pre_R4_cross_energy_share
R4,4,0.4778575461955298,0.4807463033732201,0.42347673405964337,0.2462962962962963,0.49851396719499086
R5,5,0.5252508832538687,0.5388481219332092,0.521813653782385,0.3194965423494446,0.45690908969136607
