window_id,network_date,regime,pre_R4_centroid_distance,pre_R4_nearest_state_distance,nearest_pre_R4_window,max_pre_R4_support_jaccard,pre_R4_support_novelty,pre_R4_same_novelty,pre_R4_cross_novelty,pre_R4_cross_energy_share
23,2025-11-13,R4,0.44296933285128504,0.3548483641242367,22,0.8148148148148148,0.18518518518518523,0.3252684559008558,0.30070294551697624,0.46081652338693896
24,2025-12-11,R4,0.4678622491735553,0.4153790446247791,22,0.7454545454545455,0.2545454545454545,0.33610371371359554,0.32546793671522756,0.4839276232080241
25,2026-01-12,R4,0.49363035757288487,0.44979368612766696,22,0.7454545454545455,0.2545454545454545,0.3368635333678195,0.36082390414782967,0.5343021009873595
26,2026-02-09,R4,0.506968245184394,0.4738858413618907,22,0.7090909090909091,0.2909090909090909,0.353059026196536,0.36382155742409983,0.5150096211976409
27,2026-03-17,R5,0.4961290136112956,0.48440594609021204,22,0.7192982456140351,0.2807017543859649,0.3586319189922655,0.3428223225328861,0.47747312837867045
28,2026-04-15,R5,0.4984937038611934,0.49510931481399445,22,0.7678571428571429,0.2321428571428571,0.36213132393526665,0.3425739000772566,0.4722687281281305
29,2026-05-18,R5,0.5388481219332092,0.5551658611565998,4,0.6842105263157895,0.3157894736842105,0.3989950951140363,0.362160479050224,0.4517200471919356
30,2026-06-15,R5,0.5510165556237858,0.5514213903850458,4,0.6379310344827587,0.3620689655172413,0.4180474667572041,0.3589645666488338,0.4243985268168344
31,2026-07-14,R5,0.5417670212398598,0.5229657564660729,4,0.5932203389830508,0.4067796610169492,0.3986002699788188,0.36691869681977696,0.4586850179412596
