window_id,network_date,regime,stock,name,industry,node_novelty_score,node_novelty_share,same_node_novelty_score,cross_node_novelty_score,cross_node_novelty_share,node_novelty_rank
13,2025-01-14,R3,000725,京东方A,电子,0.016919643635999217,0.06189336244315868,0.012638138501018463,0.004281505134980757,0.2530493683608784,7
13,2025-01-14,R3,000858,五粮液,食品饮料,0.013279961723267671,0.0485791250603334,0.005532111797784471,0.0077478499254832,0.5834241157418608,10
13,2025-01-14,R3,002415,海康威视,电子,0.022516406174964664,0.08236675182326686,0.015622744699516893,0.00689366147544777,0.3061617125699496,4
13,2025-01-14,R3,002460,赣锋锂业,新能源,0.018706355286080747,0.06842929157494144,0.0,0.018706355286080747,1.0,6
13,2025-01-14,R3,002475,立讯精密,电子,0.0029335487690783685,0.010731147837117358,0.0012690192553824978,0.0016645295136958709,0.5674115703277758,14
13,2025-01-14,R3,600030,中信证券,非银金融,0.04820558173239829,0.17633973895280772,0.007064343165047783,0.041141238567350503,0.8534538343658252,1
13,2025-01-14,R3,600036,招商银行,银行,0.011043478700595827,0.04039789752988578,0.0036466234823643254,0.007396855218231501,0.6697939497843574,12
13,2025-01-14,R3,600519,贵州茅台,食品饮料,0.02106389291325914,0.07705334619284589,0.020530245877748172,0.0005336470355109686,0.0253346823262215,5
13,2025-01-14,R3,600887,伊利股份,食品饮料,0.024696288002768605,0.0903409278138569,0.0190212971157887,0.005674990886979901,0.22979124985680846,3
13,2025-01-14,R3,601288,农业银行,银行,0.00018476924573072542,0.0006759001631706333,8.045996753653707e-06,0.00017672324897707173,0.9564538096054168,15
13,2025-01-14,R3,601318,中国平安,非银金融,0.01624830121927237,0.059437540062033986,0.007064343165047783,0.009183958054224587,0.5652257383886599,8
13,2025-01-14,R3,601398,工商银行,银行,0.0032340958797560737,0.011830572367125832,0.003185127094070419,4.896878568565529e-05,0.015141414326080117,13
13,2025-01-14,R3,603501,韦尔股份,电子,0.046751793294167475,0.1710216686282267,0.013967814624803317,0.03278397866936416,0.7012346769905429,2
