window_id,network_date,regime,pre_R4_centroid_distance,pre_R4_nearest_state_distance,nearest_pre_R4_window,max_pre_R4_support_jaccard,pre_R4_support_novelty,pre_R4_same_novelty,pre_R4_cross_novelty,pre_R4_cross_energy_share,relative_to_first_R4_novelty
23,2025-11-13,R4,0.44296933285128504,0.3548483641242367,22,0.8148148148148148,0.18518518518518523,0.3252684559008558,0.30070294551697624,0.46081652338693896,1.0
24,2025-12-11,R4,0.4678622491735553,0.4153790446247791,22,0.7454545454545455,0.2545454545454545,0.33610371371359554,0.32546793671522756,0.4839276232080241,1.0561955748991485
25,2026-01-12,R4,0.49363035757288487,0.44979368612766696,22,0.7454545454545455,0.2545454545454545,0.3368635333678195,0.36082390414782967,0.5343021009873595,1.11436688945374
26,2026-02-09,R4,0.506968245184394,0.4738858413618907,22,0.7090909090909091,0.2909090909090909,0.353059026196536,0.36382155742409983,0.5150096211976409,1.1444770723091904
