window,label_name,n,mean,std,p01,p05,median,p95,p99
60,future_total_return,528367,0.00753488701961458,0.14246762677259428,-0.30082229965156776,-0.1808241541986515,-0.00495049504950526,0.23752969121140122,0.4612092480956232
60,future_loo_market_return,528367,0.008529793746089897,0.06935499694046958,-0.18875723114016282,-0.09204335437827324,0.0029214401022568948,0.10852361180180807,0.23032353777136982
60,future_excess_return,528367,-0.00099490672647532,0.12433091848236683,-0.24470462213635494,-0.1525628504216489,-0.015652477424652117,0.19626653477456996,0.416447974276437
60,future_relative_return,528367,-0.0010173922371325712,0.12318055109621143,-0.24301608292290824,-0.151880717778606,-0.015532759477610458,0.1957586391266752,0.4118036163132227
60,future_realized_vol_annualized,528367,0.435162270885996,0.22143184670959107,0.1161622191091429,0.16884941964866926,0.3887064639278503,0.8712856257968026,1.145731763039537
60,future_downside_vol_annualized,528367,0.2876282285897221,0.15541739119463158,0.06331188610641139,0.102165535664828,0.2540721277133368,0.5840153735843229,0.8109188661308503
60,future_max_drawdown,528367,0.1152013858797835,0.07415492623742162,0.01655629139072845,0.02993348115299336,0.0990990990990992,0.25592355073486917,0.3782181022023146
60,future_idio_vol_annualized,528367,0.3602476794630148,0.20091924420355825,0.09956120840373556,0.13306630128680466,0.31047603628316617,0.7541264239529074,1.0221213814286803
60,future_worst_daily_return,528367,-0.052001388993821084,0.029523962367180714,-0.14127376690596924,-0.10012360939431408,-0.045083932853717035,-0.017391304347826098,-0.010860357842316598
60,future_var_5pct_daily,528367,-0.03725860312216134,0.02109868042598389,-0.10006646835390957,-0.08278505907699346,-0.03233411923206464,-0.012864479897008793,-0.007825482332530005
120,future_total_return,512831,0.00786690747479975,0.1401901647566094,-0.29116746493640633,-0.17594861719359295,-0.004561824729891966,0.23368283633365394,0.45171723347898374
120,future_loo_market_return,512831,0.008385547257447359,0.06651930076153624,-0.18875596090999214,-0.09085075820043761,0.0029337928317915885,0.10707982351126272,0.2241760094897302
120,future_excess_return,512831,-0.000518639782647609,0.1234301687415642,-0.23865571770656588,-0.14964045802105347,-0.015293644675444522,0.194445258176407,0.41262615957040055
120,future_relative_return,512831,-0.0005135630833925756,0.12243443601379522,-0.2382058713280881,-0.14888502676364668,-0.015178303114342762,0.1942132857773876,0.4089527161780727
120,future_realized_vol_annualized,512831,0.4286998992731906,0.21652376241597493,0.11448998917276247,0.16749305463715536,0.3839952837700961,0.8518512052018294,1.1223538785740848
120,future_downside_vol_annualized,512831,0.28274520153031074,0.15042454491325527,0.0624871453628797,0.10134013853958765,0.2510866819138904,0.5664259161040408,0.7780913253551407
120,future_max_drawdown,512831,0.11314635891265315,0.07149784269425599,0.016270629386836554,0.029679288856566954,0.09799554565701563,0.24814814814814823,0.3564549897231822
120,future_idio_vol_annualized,512831,0.3565466447412992,0.19989760218901206,0.09930579840655956,0.13238798101206994,0.3066553561604194,0.7495711116109587,1.023170726468699
120,future_worst_daily_return,512831,-0.0513436754057826,0.029357866924305084,-0.14202024669516927,-0.10009765624999994,-0.04448742746615075,-0.017241379310344862,-0.010712611980744063
120,future_var_5pct_daily,512831,-0.0366181918664333,0.020504439961689335,-0.10000948627834277,-0.07881709062755891,-0.03194701843671977,-0.012761604187351384,-0.007752211135432579
252,future_total_return,477298,0.008824421386663428,0.13862379105176656,-0.2752890340794965,-0.17023970963158466,-0.0038461538461537067,0.23052025478496022,0.4504509556285258
252,future_loo_market_return,477298,0.008899905383273109,0.06314751576857931,-0.18872700365666384,-0.08722116646559518,0.003633907554459836,0.107039425937038,0.23028709189701468
252,future_excess_return,477298,-7.548399660968168e-05,0.12386668491126815,-0.2391570861895381,-0.14814936006178156,-0.014746902156999833,0.19385477150785063,0.41457776699216853
252,future_relative_return,477298,-1.6076063378458006e-05,0.12277508463037685,-0.23822532164437463,-0.14704614914255706,-0.01464294650629172,0.19378432257733025,0.41111437182975274
252,future_realized_vol_annualized,477298,0.42146550287945644,0.21417366786621284,0.11220211021757698,0.16543697163362386,0.3774317376362778,0.8319829390352873,1.1133068843566336
252,future_downside_vol_annualized,477298,0.27673435606080893,0.14736295118982673,0.0610510001109988,0.09988670341472682,0.24667341832559014,0.5480584372910853,0.7345098624024485
252,future_max_drawdown,477298,0.11094941853988047,0.06947820757882636,0.015873015873015817,0.029215358931552582,0.0966057441253263,0.24123798706971863,0.3356343087274122
252,future_idio_vol_annualized,477298,0.3540202997295784,0.2021032089271731,0.09886804709864767,0.13139019389168677,0.30255404345294235,0.7502413295242969,1.0287261328969468
252,future_worst_daily_return,477298,-0.050471862885653446,0.030120282331659892,-0.14388508740518896,-0.10006295250627976,-0.043565683646112574,-0.01700449871975799,-0.010471204188481686
252,future_var_5pct_daily,477298,-0.035805335209278505,0.019837441310594527,-0.0999295317918553,-0.0750653523117791,-0.03140490626599734,-0.012601912188583846,-0.007590414032852358
