analysis_date,window,next_analysis_date,is_last_date,expected_rows,actual_rows,expected_trade_days,market_trade_day_count,market_date_coverage,min_market_stock_count,suspension_zero_stock_days,reopen_stock_days,reopen_return_recovered_stock_days,unresolved_open_missing_stock_days,unresolved_reopen_missing_stock_days,mean_return_coverage,return_label_valid_share,risk_label_valid_share,mean_suspended_days_per_stock,mean_unresolved_open_missing_days,row_count_ok,key_unique,security_unique,coverage_range_ok,last_date_policy_ok,forward_direction_ok,market_calendar_ok,market_count_ok,reopen_recovery_ok,return_label_complete,risk_label_complete,vol_nonnegative,drawdown_range_ok,total_return_range_ok,qa_pass,qa_errors
2017-03-31,60,2017-04-28,False,2663,2663,18,18,1.0,3168.0,1096,116,116,0,0,1.0,1.0,1.0,0.4115659031167856,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-04-28,60,2017-05-31,False,2696,2696,20,20,1.0,3206.0,1480,83,83,0,0,1.0,1.0,1.0,0.5489614243323442,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-05-31,60,2017-06-30,False,2699,2699,22,22,1.0,3244.0,1090,75,75,0,0,1.0,1.0,1.0,0.40385327899221934,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-06-30,60,2017-07-31,False,2750,2750,21,21,1.0,3280.0,1257,63,63,0,0,1.0,1.0,1.0,0.4570909090909091,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-07-31,60,2017-08-31,False,2783,2783,23,23,1.0,3309.0,894,68,68,0,0,1.0,1.0,1.0,0.3212360761767876,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-08-31,60,2017-09-29,False,2834,2834,21,21,1.0,3345.0,728,65,65,0,0,1.0,1.0,1.0,0.25688073394495414,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-09-29,60,2017-10-31,False,2897,2897,17,17,1.0,3382.0,825,49,49,0,0,1.0,1.0,1.0,0.2847773558853987,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-10-31,60,2017-11-30,False,2941,2941,22,22,1.0,3409.0,1188,50,50,0,0,1.0,1.0,1.0,0.40394423665419926,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-11-30,60,2017-12-29,False,2959,2959,21,21,1.0,3445.0,1271,77,77,0,0,1.0,1.0,1.0,0.42953700574518416,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-12-29,60,2018-01-31,False,2995,2995,22,22,1.0,3468.0,1183,65,65,0,0,1.0,1.0,1.0,0.39499165275459097,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-01-31,60,2018-02-28,False,3026,3026,15,15,1.0,3483.0,1657,95,95,0,0,1.0,1.0,1.0,0.5475875743555849,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-02-28,60,2018-03-30,False,2961,2961,22,22,1.0,3494.0,963,56,56,0,0,1.0,1.0,1.0,0.3252279635258359,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-03-30,60,2018-04-27,False,3008,3008,18,18,1.0,3504.0,754,72,72,0,0,1.0,1.0,1.0,0.25066489361702127,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-04-27,60,2018-05-31,False,3025,3025,22,22,1.0,3513.0,973,70,70,0,0,1.0,1.0,1.0,0.3216528925619835,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-05-31,60,2018-06-29,False,3097,3097,20,20,1.0,3521.0,1223,53,53,0,0,1.0,1.0,1.0,0.3948982886664514,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-06-29,60,2018-07-31,False,3080,3080,22,22,1.0,3530.0,144,15,15,0,0,1.0,1.0,1.0,0.046753246753246755,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-07-31,60,2018-08-31,False,3166,3166,23,23,1.0,3534.0,113,13,13,0,0,1.0,1.0,1.0,0.035691724573594444,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-08-31,60,2018-09-28,False,3263,3263,19,19,1.0,3540.0,271,23,23,0,0,1.0,1.0,1.0,0.08305240576156911,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-09-28,60,2018-10-31,False,3334,3334,18,18,1.0,3551.0,310,30,30,0,0,1.0,1.0,1.0,0.09298140371925614,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-10-31,60,2018-11-30,False,3359,3359,22,22,1.0,3556.0,277,48,48,0,0,1.0,1.0,1.0,0.08246501935099732,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-11-30,60,2018-12-28,False,3374,3374,20,20,1.0,3564.0,110,28,28,0,0,0.9999407231772377,1.0,1.0,0.03260225251926497,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-12-28,60,2019-01-31,False,3426,3426,22,22,1.0,3566.0,126,26,26,0,0,1.0,1.0,1.0,0.03677758318739054,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-01-31,60,2019-02-28,False,3492,3492,15,15,1.0,3582.0,102,15,15,0,0,1.0,1.0,1.0,0.029209621993127148,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-02-28,60,2019-03-29,False,3522,3522,21,21,1.0,3588.0,281,47,47,0,0,1.0,1.0,1.0,0.07978421351504827,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-03-29,60,2019-04-30,False,3517,3517,21,21,1.0,3599.0,366,118,118,0,0,1.0,1.0,1.0,0.10406596531134489,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-04-30,60,2019-05-31,False,3515,3515,20,20,1.0,3609.0,378,63,63,0,0,1.0,1.0,1.0,0.10753911806543386,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-05-31,60,2019-06-28,False,3512,3512,19,19,1.0,3621.0,184,34,34,0,0,1.0,1.0,1.0,0.05239179954441914,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-06-28,60,2019-07-31,False,3528,3528,23,23,1.0,3629.0,178,35,35,0,0,1.0,1.0,1.0,0.05045351473922902,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-07-31,60,2019-08-30,False,3548,3548,22,22,1.0,3664.0,147,24,24,0,0,1.0,1.0,1.0,0.041431792559188274,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-08-30,60,2019-09-30,False,3566,3566,20,20,1.0,3679.0,124,33,33,0,0,1.0,1.0,1.0,0.034772854739203586,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-09-30,60,2019-10-31,False,3588,3588,18,18,1.0,3690.0,133,29,29,0,0,1.0,1.0,1.0,0.03706800445930881,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-10-31,60,2019-11-29,False,3628,3628,21,21,1.0,3704.0,165,45,45,0,0,1.0,1.0,1.0,0.04547960308710033,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-11-29,60,2019-12-31,False,3638,3638,22,22,1.0,3733.0,178,44,44,0,0,1.0,1.0,1.0,0.04892798240791644,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-12-31,60,2020-01-23,False,3641,3641,16,16,1.0,3759.0,125,28,28,0,0,1.0,1.0,1.0,0.034331227684702,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-01-23,60,2020-02-28,False,3663,3663,20,20,1.0,3774.0,15,7,7,0,0,1.0,1.0,1.0,0.004095004095004095,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-02-28,60,2020-03-31,False,3697,3697,22,22,1.0,3795.0,199,28,28,0,0,1.0,1.0,1.0,0.053827427644035704,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-03-31,60,2020-04-30,False,3718,3718,21,21,1.0,3808.0,264,88,88,0,0,1.0,1.0,1.0,0.07100591715976332,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-04-30,60,2020-05-29,False,3744,3744,18,18,1.0,3832.0,295,62,62,0,0,1.0,1.0,1.0,0.07879273504273504,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-05-29,60,2020-06-30,False,3738,3738,20,20,1.0,3850.0,309,67,67,0,0,1.0,1.0,1.0,0.0826645264847512,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-06-30,60,2020-07-31,False,3749,3749,23,23,1.0,3875.0,292,49,49,0,0,1.0,1.0,1.0,0.07788743664977327,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-07-31,60,2020-08-31,False,3765,3765,21,21,1.0,3920.0,170,40,40,0,0,1.0,1.0,1.0,0.0451527224435591,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-08-31,60,2020-09-30,False,3791,3791,22,22,1.0,3974.0,242,51,51,0,0,1.0,1.0,1.0,0.0638353996307043,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-09-30,60,2020-10-30,False,3821,3821,16,16,1.0,4040.0,93,22,22,0,0,1.0,1.0,1.0,0.024339178225595393,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-10-30,60,2020-11-30,False,3864,3864,21,21,1.0,4066.0,85,22,22,0,0,1.0,1.0,1.0,0.02199792960662526,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-11-30,60,2020-12-31,False,3936,3936,23,23,1.0,4086.0,203,32,32,0,0,1.0,1.0,1.0,0.05157520325203252,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-12-31,60,2021-01-29,False,4004,4004,20,20,1.0,4139.0,183,26,26,0,0,0.9999875124875124,1.0,1.0,0.045704295704295704,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-01-29,60,2021-02-26,False,4030,4030,15,15,1.0,4171.0,88,18,18,0,0,1.0,1.0,1.0,0.02183622828784119,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-02-26,60,2021-03-31,False,4045,4045,23,23,1.0,4199.0,195,36,36,0,0,0.9998280217122588,0.9995055624227441,0.9995055624227441,0.048207663782447466,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-03-31,60,2021-04-30,False,4099,4099,21,21,1.0,4233.0,191,91,91,0,0,1.0,1.0,1.0,0.04659673090997804,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-04-30,60,2021-05-31,False,4136,4136,18,18,1.0,4286.0,189,103,103,0,0,1.0,1.0,1.0,0.0456963249516441,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-05-31,60,2021-06-30,False,4160,4160,21,21,1.0,4323.0,197,52,52,0,0,1.0,1.0,1.0,0.04735576923076923,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-06-30,60,2021-07-30,False,4199,4199,22,22,1.0,4372.0,148,24,24,0,0,1.0,1.0,1.0,0.03524648725887116,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-07-30,60,2021-08-31,False,4256,4256,22,22,1.0,4415.0,70,28,28,0,0,1.0,1.0,1.0,0.01644736842105263,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-08-31,60,2021-09-30,False,4309,4309,20,20,1.0,4454.0,145,23,23,0,0,0.9998607565560454,0.9997679275934092,0.9997679275934092,0.03365049895567417,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-09-30,60,2021-10-29,False,4360,4360,16,16,1.0,4493.0,92,19,19,0,0,1.0,1.0,1.0,0.02110091743119266,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-10-29,60,2021-11-30,False,4398,4398,22,22,1.0,4524.0,104,18,18,0,0,1.0,1.0,1.0,0.02364711232378354,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-11-30,60,2021-12-31,False,4432,4432,23,23,1.0,4557.0,160,34,34,0,0,1.0,1.0,1.0,0.036101083032490974,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2021-12-31,60,2022-01-28,False,4472,4472,19,19,1.0,4602.0,153,24,24,0,0,1.0,1.0,1.0,0.0342128801431127,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-01-28,60,2022-02-28,False,4502,4502,16,16,1.0,4631.0,71,11,11,0,0,1.0,1.0,1.0,0.015770768547312304,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-02-28,60,2022-03-31,False,4532,4532,23,23,1.0,4646.0,124,22,22,0,0,1.0,1.0,1.0,0.02736098852603707,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-03-31,60,2022-04-29,False,4578,4578,19,19,1.0,4680.0,292,52,52,0,0,0.9999770067370259,1.0,1.0,0.06378331148973351,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-04-29,60,2022-05-31,False,4602,4602,19,19,1.0,4713.0,938,107,107,0,0,1.0,1.0,1.0,0.2038244241634072,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-05-31,60,2022-06-30,False,4568,4568,21,21,1.0,4716.0,129,32,32,0,0,1.0,1.0,1.0,0.028239929947460597,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-06-30,60,2022-07-29,False,4602,4602,21,21,1.0,4717.0,105,23,23,0,0,1.0,1.0,1.0,0.022816166883963495,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-07-29,60,2022-08-31,False,4643,4643,23,23,1.0,4739.0,91,22,22,0,0,1.0,1.0,1.0,0.019599396941632565,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-08-31,60,2022-09-30,False,4671,4671,21,21,1.0,4786.0,83,20,20,0,0,1.0,1.0,1.0,0.017769214301006208,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-09-30,60,2022-10-31,False,4709,4709,16,16,1.0,4828.0,86,17,17,0,0,1.0,1.0,1.0,0.018262900828201315,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-10-31,60,2022-11-30,False,4734,4734,22,22,1.0,4852.0,119,37,37,0,0,1.0,1.0,1.0,0.025137304604985214,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-11-30,60,2022-12-30,False,4774,4774,22,22,1.0,4876.0,124,30,30,0,0,1.0,1.0,1.0,0.025974025974025976,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2022-12-30,60,2023-01-31,False,4812,4812,16,16,1.0,4904.0,96,11,11,0,0,1.0,1.0,1.0,0.0199501246882793,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-01-31,60,2023-02-28,False,4838,4838,20,20,1.0,4910.0,149,19,19,0,0,0.999896651508888,0.9997933030177759,0.9997933030177759,0.03079785035138487,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-02-28,60,2023-03-31,False,4853,4853,23,23,1.0,4924.0,72,11,11,0,0,0.9999104095180927,0.9995878837832268,0.9995878837832268,0.01483618380383268,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-03-31,60,2023-04-28,False,4884,4884,19,19,1.0,4945.0,144,36,36,0,0,1.0,1.0,1.0,0.029484029484029485,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-04-28,60,2023-05-31,False,4896,4896,20,20,1.0,4972.0,622,82,82,0,0,1.0,1.0,1.0,0.1270424836601307,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-05-31,60,2023-06-30,False,4888,4888,20,20,1.0,4994.0,276,27,27,0,0,0.9999488543371522,0.9997954173486089,0.9997954173486089,0.05646481178396072,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-06-30,60,2023-07-31,False,4899,4899,21,21,1.0,5013.0,51,14,14,0,0,1.0,1.0,1.0,0.010410287813839559,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-07-31,60,2023-08-31,False,4920,4920,23,23,1.0,5029.0,37,8,8,0,0,1.0,1.0,1.0,0.007520325203252033,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-08-31,60,2023-09-28,False,4955,4955,20,20,1.0,5049.0,55,8,8,0,0,1.0,1.0,1.0,0.011099899091826439,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-09-28,60,2023-10-31,False,4998,4998,17,17,1.0,5064.0,44,12,12,0,0,1.0,1.0,1.0,0.008803521408563426,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-10-31,60,2023-11-30,False,5021,5021,22,22,1.0,5071.0,58,20,20,0,0,1.0,1.0,1.0,0.01155148376817367,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-11-30,60,2023-12-29,False,5044,5044,21,21,1.0,5080.0,79,23,23,0,0,1.0,1.0,1.0,0.015662172878667724,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-12-29,60,2024-01-31,False,5056,5056,22,22,1.0,5095.0,109,11,11,0,0,0.9999550489067893,0.9998022151898734,0.9998022151898734,0.02155854430379747,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-01-31,60,2024-02-29,False,5061,5061,15,15,1.0,5103.0,38,3,3,0,0,1.0,1.0,1.0,0.007508397549891326,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-02-29,60,2024-03-29,False,5068,5068,21,21,1.0,5107.0,75,9,9,0,0,0.9999906039763972,1.0,1.0,0.014798737174427782,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-03-29,60,2024-04-30,False,5078,5078,20,20,1.0,5111.0,134,40,40,0,0,1.0,1.0,1.0,0.026388341866876722,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-04-30,60,2024-05-31,False,5091,5091,20,20,1.0,5112.0,439,69,69,0,0,1.0,1.0,1.0,0.08623060302494598,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-05-31,60,2024-06-28,False,5075,5075,19,19,1.0,5112.0,149,30,30,0,0,0.9999792584910552,1.0,1.0,0.02935960591133005,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-06-28,60,2024-07-31,False,5074,5074,23,23,1.0,5105.0,267,16,16,0,0,1.0,1.0,1.0,0.052621206148994876,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-07-31,60,2024-08-30,False,5068,5068,22,22,1.0,5097.0,77,10,10,0,0,1.0,1.0,1.0,0.015193370165745856,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-08-30,60,2024-09-30,False,5068,5068,19,19,1.0,5096.0,129,19,19,0,0,1.0,1.0,1.0,0.025453827940015786,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-09-30,60,2024-10-31,False,5067,5067,18,18,1.0,5099.0,159,18,18,0,0,1.0,1.0,1.0,0.03137951450562463,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-10-31,60,2024-11-29,False,5062,5062,21,21,1.0,5106.0,239,36,36,0,0,1.0,1.0,1.0,0.047214539707625444,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-11-29,60,2024-12-31,False,5054,5054,22,22,1.0,5112.0,168,24,24,0,0,1.0,1.0,1.0,0.0332409972299169,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-12-31,60,2025-01-27,False,5053,5053,18,18,1.0,5120.0,191,20,20,0,0,1.0,1.0,1.0,0.037799327132396594,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-01-27,60,2025-02-28,False,5059,5059,18,18,1.0,5130.0,121,13,13,0,0,1.0,1.0,1.0,0.02391777031033801,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-02-28,60,2025-03-31,False,5071,5071,21,21,1.0,5131.0,256,41,41,0,0,1.0,1.0,1.0,0.0504831394202327,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-03-31,60,2025-04-30,False,5068,5068,21,21,1.0,5140.0,342,108,108,0,0,0.9999718119291916,1.0,1.0,0.06748224151539069,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-04-30,60,2025-05-30,False,5078,5078,19,19,1.0,5146.0,423,61,61,0,0,0.9999792707448021,1.0,1.0,0.08330051201260338,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-05-30,60,2025-06-30,False,5066,5066,20,20,1.0,5147.0,177,43,43,0,0,1.0,1.0,1.0,0.03493880773786025,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-06-30,60,2025-07-31,False,5084,5084,23,23,1.0,5148.0,182,42,42,0,0,1.0,1.0,1.0,0.035798583792289534,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-07-31,60,2025-08-29,False,5093,5093,21,21,1.0,5150.0,167,26,26,0,0,1.0,1.0,1.0,0.03279010406440212,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-08-29,60,2025-09-30,False,5108,5108,22,22,1.0,5152.0,140,30,30,0,0,1.0,1.0,1.0,0.0274079874706343,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-09-30,60,2025-10-31,False,5119,5119,17,17,1.0,5158.0,161,24,24,0,0,1.0,1.0,1.0,0.031451455362375466,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-10-31,60,2025-11-28,False,5118,5118,20,20,1.0,5164.0,198,27,27,0,0,1.0,1.0,1.0,0.038686987104337635,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-11-28,60,2025-12-31,False,5119,5119,23,23,1.0,5169.0,277,60,60,0,0,0.9999915064932858,1.0,1.0,0.054112131275639776,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-12-31,60,2026-01-30,False,5119,5119,20,20,1.0,5182.0,207,38,38,0,0,1.0,1.0,1.0,0.04043758546591131,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-01-30,60,2026-02-27,False,5126,5126,14,14,1.0,5185.0,142,19,19,0,0,1.0,1.0,1.0,0.027701911822083494,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-02-27,60,2026-03-31,False,5126,5126,22,22,1.0,5190.0,166,28,28,0,0,1.0,1.0,1.0,0.03238392508778775,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-03-31,60,2026-04-30,False,5145,5145,21,21,1.0,5193.0,280,108,108,0,0,0.9999629783886343,1.0,1.0,0.05442176870748299,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-04-30,60,2026-05-29,False,5150,5150,18,18,1.0,5201.0,303,62,62,0,0,1.0,1.0,1.0,0.05883495145631068,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-05-29,60,2026-06-30,False,5149,5149,21,21,1.0,5205.0,166,53,53,0,0,1.0,1.0,1.0,0.03223926976111866,0.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
