transition,edges_R3,edges_R4,delta_edges,common_edges,lost_edges,gained_edges,gross_changes,net_edge_change,rewiring,jaccard,lost_same,lost_cross,same_share_of_lost,cross_share_of_lost,gained_same,gained_cross,strengthened_same,strengthened_cross,weakened_same,weakened_cross,signflip_same,signflip_cross,same_edges_R3,same_edges_R4,delta_same_edges,cross_edges_R3,cross_edges_R4,delta_cross_edges,same_ratio_R3,same_ratio_R4,delta_same_ratio,same_coverage_R3,same_coverage_R4,cross_coverage_R3,cross_coverage_R4,mean_abs_partial_R3,mean_abs_partial_R4,delta_mean_abs_partial,same_strength_R3,same_strength_R4,cross_strength_R3,cross_strength_R4
R3->R4,42,35,-7,26,16,9,25,-7,18,0.5098039215686274,3,13,0.1875,0.8125,0,9,10,6,5,5,0,0,18,15,-3,24,20,-4,0.42857142857142855,0.42857142857142855,0.0,0.9473684210526315,0.7894736842105263,0.27906976744186046,0.23255813953488372,0.13282943104269207,0.1405916633609131,0.007762232318221041,0.2165766083802932,0.21849079290066245,0.0700190480394912,0.08216731620610114
