boundary,boundary_TI,mean_within_R3_TI,mean_within_R4_TI,mean_adjacent_within_TI,boundary_vs_R3_ratio,boundary_vs_R4_ratio,boundary_vs_adjacent_mean_ratio
R3→R4,0.3548483641242367,0.09539828513555061,0.12177702133413286,0.10858765323484174,3.719651392265969,2.913918900599487,3.2678518556507403
