window_prev,window_curr,date_prev,date_curr,regime_prev,regime_curr,transition_type,stock,name,industry,driver_score,driver_share,same_driver_score,cross_driver_score,same_driver_share,cross_driver_share,support_change_score,persistent_change_score,support_change_share,persistent_change_share,support_turnover,driver_rank
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,600036,招商银行,银行,0.0009291269029057372,0.05414709899851541,0.0008628397927378899,6.628711016784735e-05,0.928656559227225,0.07134344077277502,0.0,0.0009291269029057372,0.0,1.0,0,9
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,600519,贵州茅台,食品饮料,0.0003404481488538023,0.01984043252024784,0.0001556522100485409,0.00018479593880526147,0.4571979920366146,0.5428020079633855,0.0,0.00034044814885380236,0.0,1.0000000000000002,0,14
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,600887,伊利股份,食品饮料,0.00016864127283557903,0.009827974700663853,1.6640168933269015e-05,0.00015200110390231004,0.09867198375271254,0.9013280162472876,2.0996467646603964e-05,0.00014764480518897506,0.12450373086945915,0.8754962691305408,1,15
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,601288,农业银行,银行,0.000947269283890639,0.055204389769222886,0.000947269283890639,0.0,1.0,0.0,0.0,0.000947269283890639,0.0,1.0,0,8
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,601318,中国平安,非银金融,0.00040217334502897536,0.023437616389908062,1.083986957711783e-06,0.0004010893580712636,0.0026953227286449955,0.9973046772713551,0.0,0.00040217334502897536,0.0,1.0,0,13
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,601398,工商银行,银行,0.0017888616545816778,0.10425020393054865,0.0017888616545816778,0.0,1.0,0.0,0.0,0.0017888616545816778,0.0,1.0,0,4
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,603501,韦尔股份,电子,0.000619000776204276,0.0360737550537714,0.0002379187129487353,0.0003810820632555407,0.384359312774464,0.6156406872255361,0.0,0.000619000776204276,0.0,1.0,0,12
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,000001,平安银行,银行,0.0011255852002394011,0.028110331423721,0.0005662274277614231,0.0005593577724779782,0.5030515927545884,0.4969484072454117,0.0,0.0011255852002394011,0.0,1.0,0,15
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,000568,泸州老窖,食品饮料,0.0027906278930806844,0.06969305827590279,0.0017390587581479207,0.0010515691349327646,0.6231783042303447,0.3768216957696556,0.00025721098690307176,0.002533416906177613,0.09216957500526034,0.9078304249947399,2,6
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,000725,京东方A,电子,0.0027233655308318817,0.06801325003503922,0.001319910262490516,0.0014034552683413657,0.48466144098083486,0.5153385590191651,4.75552804332826e-05,0.002675810250398599,0.0174619528281818,0.9825380471718181,1,7
