stock,name,industry,possible_incident_pairs,degree_R3,degree_R4,persistent_degree,lost_degree,gained_degree,absent_degree,support_turnover,support_turnover_rate,net_degree_change,retention_from_R3,driver_score,same_driver_score,cross_driver_score,same_driver_share,cross_driver_share,support_change_score,persistent_change_score,support_change_share,persistent_change_share,mean_abs_delta,max_abs_delta,driver_share,driver_rank,turnover_rank,cross_driver_rank,is_top_driver
000725,京东方A,电子,14,6,2,2,4,0,8,4,0.2857142857142857,-4,0.3333333333333333,0.1605042754643741,0.12639389504894,0.0341103804154341,0.7874799265206782,0.2125200734793217,0.0832698597540326,0.0772344157103415,0.5188015055244769,0.4811984944755231,0.0622944398018843,0.2403438369602254,0.2026233146452095,1,3,4,True
600030,中信证券,非银金融,14,8,8,5,3,3,3,6,0.4285714285714285,0,0.625,0.1171048375421767,0.0012418486475042,0.1158629888946725,0.0106045887904241,0.9893954112095756,0.0636736790008662,0.0534311585413105,0.5437322687709923,0.4562677312290075,0.0699912267559277,0.1745293027920648,0.1478351294701267,2,1,1,True
002475,立讯精密,电子,14,3,3,2,1,1,10,2,0.1428571428571428,0,0.6666666666666666,0.0761471421005114,0.0564781977607839,0.0196689443397275,0.7416981938236735,0.2583018061763265,0.0757368379999051,0.0004103041006063,0.9946116940270092,0.0053883059729906,0.0288615628439535,0.2374523630467825,0.0961294413405835,3,12,9,True
002415,海康威视,电子,14,5,3,3,2,0,9,2,0.1428571428571428,-2,0.6,0.0683403154184663,0.057765179045937,0.0105751363725293,0.845257717823295,0.154742282176705,0.0099497258990176,0.0583905895194487,0.1455908688464893,0.8544091311535107,0.0262597427546744,0.2403438369602254,0.0862739711694618,4,12,12,True
002460,赣锋锂业,新能源,14,6,2,2,4,0,8,4,0.2857142857142857,-4,0.3333333333333333,0.0571525784023218,0.0,0.0571525784023218,0.0,1.0,0.0263763698129142,0.0307762085894076,0.4615079590502373,0.5384920409497628,0.0335416163031227,0.1745293027920648,0.0721503825545698,5,3,2,True
603501,韦尔股份,电子,14,5,4,2,3,2,7,5,0.3571428571428571,-1,0.4,0.0562044326171932,0.0123397024931322,0.043864730124061,0.2195503436032816,0.7804496563967185,0.0561098404917366,9.459212545660244e-05,0.9983169988370691,0.0016830011629308,0.029598256937259,0.1729679090636128,0.0709534272635423,6,2,3,True
601398,工商银行,银行,14,3,4,3,0,1,10,1,0.0714285714285714,1,1.0,0.0309216441266575,0.0010037465608193,0.0299178975658382,0.0324609699506244,0.9675390300493756,0.0299178975658382,0.0010037465608193,0.9675390300493756,0.0324609699506244,0.0156370631295005,0.1729679090636128,0.0390360070415296,10,15,5,False
600887,伊利股份,食品饮料,14,5,6,4,1,2,7,3,0.2142857142857142,1,0.8,0.0289411328474529,0.0056233627766175,0.0233177700708353,0.1943034782452367,0.8056965217547633,0.0225937056795995,0.0063474271678534,0.7806779989812306,0.2193220010187694,0.0247553740348131,0.1447201181655488,0.0365357760730796,12,8,8,False
