analysis_date,window,eligible_stock_count,possible_unordered_pairs,density_fraction,density_percent,approximate_edge_count,approximate_mean_degree,is_primary_density,important_note
2020-03-31,120,3668,6725278,0.002,0.2,13450,7.3336968375136316,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-03-31,120,3668,6725278,0.005,0.5,33626,18.334787350054526,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-03-31,120,3668,6725278,0.01,1.0,67252,36.66957470010905,True,Approximation only. Step 2 will use the exact common valid pair universe.
2020-03-31,120,3668,6725278,0.02,2.0,134505,73.33969465648855,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-04-30,120,3700,6843150,0.002,0.2,13686,7.397837837837838,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-04-30,120,3700,6843150,0.005,0.5,34215,18.494594594594595,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-04-30,120,3700,6843150,0.01,1.0,68431,36.98972972972973,True,Approximation only. Step 2 will use the exact common valid pair universe.
2020-04-30,120,3700,6843150,0.02,2.0,136863,73.98,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-05-29,120,3715,6898755,0.002,0.2,13797,7.427725437415882,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-05-29,120,3715,6898755,0.005,0.5,34493,18.569582772543743,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-05-29,120,3715,6898755,0.01,1.0,68987,37.13970390309556,True,Approximation only. Step 2 will use the exact common valid pair universe.
2020-05-29,120,3715,6898755,0.02,2.0,137975,74.27994616419919,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-06-30,120,3729,6950856,0.002,0.2,13901,7.4556181281845,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-06-30,120,3729,6950856,0.005,0.5,34754,18.639849825690533,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-06-30,120,3729,6950856,0.01,1.0,69508,37.279699651381065,True,Approximation only. Step 2 will use the exact common valid pair universe.
2020-06-30,120,3729,6950856,0.02,2.0,139017,74.55993563958165,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-07-31,120,3752,7036876,0.002,0.2,14073,7.501599147121535,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-07-31,120,3752,7036876,0.005,0.5,35184,18.754797441364605,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-07-31,120,3752,7036876,0.01,1.0,70368,37.50959488272921,True,Approximation only. Step 2 will use the exact common valid pair universe.
2020-07-31,120,3752,7036876,0.02,2.0,140737,75.01972281449893,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-08-31,120,3761,7070680,0.002,0.2,14141,7.519808561552779,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-08-31,120,3761,7070680,0.005,0.5,35353,18.799787290614198,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-08-31,120,3761,7070680,0.01,1.0,70706,37.599574581228396,True,Approximation only. Step 2 will use the exact common valid pair universe.
2020-08-31,120,3761,7070680,0.02,2.0,141413,75.1996809359213,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-09-30,120,3780,7142310,0.002,0.2,14284,7.557671957671958,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-09-30,120,3780,7142310,0.005,0.5,35711,18.894708994708996,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-09-30,120,3780,7142310,0.01,1.0,71423,37.78994708994709,True,Approximation only. Step 2 will use the exact common valid pair universe.
2020-09-30,120,3780,7142310,0.02,2.0,142846,75.57989417989418,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-10-30,120,3802,7225701,0.002,0.2,14451,7.601788532351394,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-10-30,120,3802,7225701,0.005,0.5,36128,19.004734350341927,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-10-30,120,3802,7225701,0.01,1.0,72257,38.00999473961073,True,Approximation only. Step 2 will use the exact common valid pair universe.
2020-10-30,120,3802,7225701,0.02,2.0,144514,76.01998947922146,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-11-30,120,3828,7324878,0.002,0.2,14649,7.653605015673981,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-11-30,120,3828,7324878,0.005,0.5,36624,19.134796238244515,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-11-30,120,3828,7324878,0.01,1.0,73248,38.26959247648903,True,Approximation only. Step 2 will use the exact common valid pair universe.
2020-11-30,120,3828,7324878,0.02,2.0,146497,76.53970741901776,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-12-31,120,3879,7521381,0.002,0.2,15042,7.755607115235885,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-12-31,120,3879,7521381,0.005,0.5,37606,19.389533384893014,False,Approximation only. Step 2 will use the exact common valid pair universe.
2020-12-31,120,3879,7521381,0.01,1.0,75213,38.779582366589324,True,Approximation only. Step 2 will use the exact common valid pair universe.
2020-12-31,120,3879,7521381,0.02,2.0,150427,77.55968032998196,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-01-29,120,3922,7689081,0.002,0.2,15378,7.8419173890872,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-01-29,120,3922,7689081,0.005,0.5,38445,19.604793472718,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-01-29,120,3922,7689081,0.01,1.0,76890,39.209586945436,True,Approximation only. Step 2 will use the exact common valid pair universe.
2021-01-29,120,3922,7689081,0.02,2.0,153781,78.41968383477817,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-02-26,120,3971,7882435,0.002,0.2,15764,7.939561823218333,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-02-26,120,3971,7882435,0.005,0.5,39412,19.849911860992194,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-02-26,120,3971,7882435,0.01,1.0,78824,39.69982372198439,True,Approximation only. Step 2 will use the exact common valid pair universe.
2021-02-26,120,3971,7882435,0.02,2.0,157648,79.39964744396877,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-03-31,120,4028,8110378,0.002,0.2,16220,8.053624627606753,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-03-31,120,4028,8110378,0.005,0.5,40551,20.134558093346573,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-03-31,120,4028,8110378,0.01,1.0,81103,40.26961271102284,True,Approximation only. Step 2 will use the exact common valid pair universe.
2021-03-31,120,4028,8110378,0.02,2.0,162207,80.53972194637537,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-04-30,120,4055,8219485,0.002,0.2,16438,8.107521578298398,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-04-30,120,4055,8219485,0.005,0.5,41097,20.269790382244143,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-04-30,120,4055,8219485,0.01,1.0,82194,40.539580764488285,True,Approximation only. Step 2 will use the exact common valid pair universe.
2021-04-30,120,4055,8219485,0.02,2.0,164389,81.07965474722565,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-05-31,120,4085,8341570,0.002,0.2,16683,8.167931456548347,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-05-31,120,4085,8341570,0.005,0.5,41707,20.419583843329253,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-05-31,120,4085,8341570,0.01,1.0,83415,40.83965728274174,True,Approximation only. Step 2 will use the exact common valid pair universe.
2021-05-31,120,4085,8341570,0.02,2.0,166831,81.67980416156671,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-06-30,120,4120,8485140,0.002,0.2,16970,8.237864077669903,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-06-30,120,4120,8485140,0.005,0.5,42425,20.594660194174757,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-06-30,120,4120,8485140,0.01,1.0,84851,41.18980582524272,True,Approximation only. Step 2 will use the exact common valid pair universe.
2021-06-30,120,4120,8485140,0.02,2.0,169702,82.37961165048544,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-07-30,120,4163,8663203,0.002,0.2,17326,8.323804948354551,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-07-30,120,4163,8663203,0.005,0.5,43316,20.80999279365842,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-07-30,120,4163,8663203,0.01,1.0,86632,41.61998558731684,True,Approximation only. Step 2 will use the exact common valid pair universe.
2021-07-30,120,4163,8663203,0.02,2.0,173264,83.23997117463368,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-08-31,120,4196,8801110,0.002,0.2,17602,8.389895138226883,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-08-31,120,4196,8801110,0.005,0.5,44005,20.97473784556721,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-08-31,120,4196,8801110,0.01,1.0,88011,41.949952335557676,True,Approximation only. Step 2 will use the exact common valid pair universe.
2021-08-31,120,4196,8801110,0.02,2.0,176022,83.89990467111535,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-09-30,120,4249,9024876,0.002,0.2,18049,8.495646034361027,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-09-30,120,4249,9024876,0.005,0.5,45124,21.23982113438456,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-09-30,120,4249,9024876,0.01,1.0,90248,42.47964226876912,True,Approximation only. Step 2 will use the exact common valid pair universe.
2021-09-30,120,4249,9024876,0.02,2.0,180497,84.95975523652623,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-10-29,120,4289,9195616,0.002,0.2,18391,8.57589181627419,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-10-29,120,4289,9195616,0.005,0.5,45978,21.439962695266964,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-10-29,120,4289,9195616,0.01,1.0,91956,42.87992539053393,True,Approximation only. Step 2 will use the exact common valid pair universe.
2021-10-29,120,4289,9195616,0.02,2.0,183912,85.75985078106785,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-11-30,120,4340,9415630,0.002,0.2,18831,8.677880184331798,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-11-30,120,4340,9415630,0.005,0.5,47078,21.694930875576038,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-11-30,120,4340,9415630,0.01,1.0,94156,43.389861751152075,True,Approximation only. Step 2 will use the exact common valid pair universe.
2021-11-30,120,4340,9415630,0.02,2.0,188312,86.77972350230415,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-12-31,120,4390,9633855,0.002,0.2,19267,8.777676537585421,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-12-31,120,4390,9633855,0.005,0.5,48169,21.94487471526196,False,Approximation only. Step 2 will use the exact common valid pair universe.
2021-12-31,120,4390,9633855,0.01,1.0,96338,43.88974943052392,True,Approximation only. Step 2 will use the exact common valid pair universe.
2021-12-31,120,4390,9633855,0.02,2.0,192677,87.77995444191345,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-01-28,120,4433,9823528,0.002,0.2,19647,8.863974734942477,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-01-28,120,4433,9823528,0.005,0.5,49117,22.15971125648545,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-01-28,120,4433,9823528,0.01,1.0,98235,44.31987367471238,True,Approximation only. Step 2 will use the exact common valid pair universe.
2022-01-28,120,4433,9823528,0.02,2.0,196470,88.63974734942477,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-02-28,120,4458,9934653,0.002,0.2,19869,8.913862718707941,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-02-28,120,4458,9934653,0.005,0.5,49673,22.28488111260655,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-02-28,120,4458,9934653,0.01,1.0,99346,44.5697622252131,True,Approximation only. Step 2 will use the exact common valid pair universe.
2022-02-28,120,4458,9934653,0.02,2.0,198693,89.1399730820996,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-03-31,120,4501,10127250,0.002,0.2,20254,8.999777827149522,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-03-31,120,4501,10127250,0.005,0.5,50636,22.49988891357476,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-03-31,120,4501,10127250,0.01,1.0,101272,44.99977782714952,True,Approximation only. Step 2 will use the exact common valid pair universe.
2022-03-31,120,4501,10127250,0.02,2.0,202545,90.0,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-04-29,120,4532,10267246,0.002,0.2,20534,9.061782877316858,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-04-29,120,4532,10267246,0.005,0.5,51336,22.654898499558694,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-04-29,120,4532,10267246,0.01,1.0,102672,45.30979699911739,True,Approximation only. Step 2 will use the exact common valid pair universe.
2022-04-29,120,4532,10267246,0.02,2.0,205344,90.61959399823478,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-05-31,120,4521,10217460,0.002,0.2,20434,9.03959301039593,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-05-31,120,4521,10217460,0.005,0.5,51087,22.599867285998673,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-05-31,120,4521,10217460,0.01,1.0,102174,45.19973457199735,True,Approximation only. Step 2 will use the exact common valid pair universe.
2022-05-31,120,4521,10217460,0.02,2.0,204349,90.39991152399911,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-06-30,120,4555,10371735,0.002,0.2,20743,9.107793633369923,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-06-30,120,4555,10371735,0.005,0.5,51858,22.769703622392974,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-06-30,120,4555,10371735,0.01,1.0,103717,45.53984632272228,True,Approximation only. Step 2 will use the exact common valid pair universe.
2022-06-30,120,4555,10371735,0.02,2.0,207434,91.07969264544457,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-07-29,120,4585,10508820,0.002,0.2,21017,9.16772082878953,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-07-29,120,4585,10508820,0.005,0.5,52544,22.919956379498363,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-07-29,120,4585,10508820,0.01,1.0,105088,45.839912758996725,True,Approximation only. Step 2 will use the exact common valid pair universe.
2022-07-29,120,4585,10508820,0.02,2.0,210176,91.67982551799345,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-08-31,120,4615,10646805,0.002,0.2,21293,9.227735644637052,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-08-31,120,4615,10646805,0.005,0.5,53234,23.069989165763815,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-08-31,120,4615,10646805,0.01,1.0,106468,46.13997833152763,True,Approximation only. Step 2 will use the exact common valid pair universe.
2022-08-31,120,4615,10646805,0.02,2.0,212936,92.27995666305526,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-09-30,120,4652,10818226,0.002,0.2,21636,9.301805674978503,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-09-30,120,4652,10818226,0.005,0.5,54091,23.25494411006019,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-09-30,120,4652,10818226,0.01,1.0,108182,46.50988822012038,True,Approximation only. Step 2 will use the exact common valid pair universe.
2022-09-30,120,4652,10818226,0.02,2.0,216364,93.01977644024076,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-10-31,120,4667,10888111,0.002,0.2,21776,9.33190486393829,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-10-31,120,4667,10888111,0.005,0.5,54440,23.329762159845725,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-10-31,120,4667,10888111,0.01,1.0,108881,46.65995286050996,True,Approximation only. Step 2 will use the exact common valid pair universe.
2022-10-31,120,4667,10888111,0.02,2.0,217762,93.31990572101992,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-11-30,120,4692,11005086,0.002,0.2,22010,9.381926683716966,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-11-30,120,4692,11005086,0.005,0.5,55025,23.454816709292412,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-11-30,120,4692,11005086,0.01,1.0,110050,46.909633418584825,True,Approximation only. Step 2 will use the exact common valid pair universe.
2022-11-30,120,4692,11005086,0.02,2.0,220101,93.81969309462916,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-12-30,120,4729,11179356,0.002,0.2,22358,9.455698879255657,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-12-30,120,4729,11179356,0.005,0.5,55896,23.639670120532884,False,Approximation only. Step 2 will use the exact common valid pair universe.
2022-12-30,120,4729,11179356,0.01,1.0,111793,47.279763163459506,True,Approximation only. Step 2 will use the exact common valid pair universe.
2022-12-30,120,4729,11179356,0.02,2.0,223587,94.55994924931275,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-01-31,120,4754,11297881,0.002,0.2,22595,9.50567942785023,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-01-31,120,4754,11297881,0.005,0.5,56489,23.764829617164494,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-01-31,120,4754,11297881,0.01,1.0,112978,47.52965923432899,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-01-31,120,4754,11297881,0.02,2.0,225957,95.05973916701726,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-02-28,120,4794,11488821,0.002,0.2,22977,9.585732165206508,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-02-28,120,4794,11488821,0.005,0.5,57444,23.964956195244056,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-02-28,120,4794,11488821,0.01,1.0,114888,47.92991239048811,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-02-28,120,4794,11488821,0.02,2.0,229776,95.85982478097623,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-03-31,120,4833,11676528,0.002,0.2,23353,9.663976825988,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-03-31,120,4833,11676528,0.005,0.5,58382,24.159735154148564,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-03-31,120,4833,11676528,0.01,1.0,116765,48.31988412993999,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-03-31,120,4833,11676528,0.02,2.0,233530,96.63976825987999,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-04-28,120,4862,11817091,0.002,0.2,23634,9.72192513368984,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-04-28,120,4862,11817091,0.005,0.5,59085,24.3048128342246,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-04-28,120,4862,11817091,0.01,1.0,118170,48.6096256684492,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-04-28,120,4862,11817091,0.02,2.0,236341,97.21966269025093,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-05-31,120,4856,11787940,0.002,0.2,23575,9.709637561779243,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-05-31,120,4856,11787940,0.005,0.5,58939,24.27471169686985,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-05-31,120,4856,11787940,0.01,1.0,117879,48.5498352553542,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-05-31,120,4856,11787940,0.02,2.0,235758,97.0996705107084,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-06-30,120,4858,11797653,0.002,0.2,23595,9.713874022231371,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-06-30,120,4858,11797653,0.005,0.5,58988,24.2848909016056,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-06-30,120,4858,11797653,0.01,1.0,117976,48.5697818032112,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-06-30,120,4858,11797653,0.02,2.0,235953,97.13997529847674,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-07-31,120,4876,11885250,0.002,0.2,23770,9.749794913863823,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-07-31,120,4876,11885250,0.005,0.5,59426,24.37489745693191,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-07-31,120,4876,11885250,0.01,1.0,118852,48.74979491386382,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-07-31,120,4876,11885250,0.02,2.0,237705,97.5,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-08-31,120,4897,11987856,0.002,0.2,23975,9.791709209720237,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-08-31,120,4897,11987856,0.005,0.5,59939,24.479885644272002,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-08-31,120,4897,11987856,0.01,1.0,119878,48.959771288544005,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-08-31,120,4897,11987856,0.02,2.0,239757,97.91995099040228,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-09-28,120,4929,12145056,0.002,0.2,24290,9.855954554676405,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-09-28,120,4929,12145056,0.005,0.5,60725,24.639886386691014,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-09-28,120,4929,12145056,0.01,1.0,121450,49.27977277338203,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-09-28,120,4929,12145056,0.02,2.0,242901,98.55995130858186,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-10-31,120,4946,12228985,0.002,0.2,24457,9.889607763849575,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-10-31,120,4946,12228985,0.005,0.5,61144,24.724625960372016,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-10-31,120,4946,12228985,0.01,1.0,122289,49.44965628790942,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-10-31,120,4946,12228985,0.02,2.0,244579,98.89971694298423,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-11-30,120,4976,12377800,0.002,0.2,24755,9.94975884244373,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-11-30,120,4976,12377800,0.005,0.5,61889,24.875,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-11-30,120,4976,12377800,0.01,1.0,123778,49.75,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-11-30,120,4976,12377800,0.02,2.0,247556,99.5,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-12-29,120,5014,12567591,0.002,0.2,25135,10.025927403270842,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-12-29,120,5014,12567591,0.005,0.5,62837,25.06461906661348,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-12-29,120,5014,12567591,0.01,1.0,125675,50.12963701635421,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-12-29,120,5014,12567591,0.02,2.0,251351,100.25967291583567,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-01-31,120,5041,12703320,0.002,0.2,25406,10.079746082126562,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-01-31,120,5041,12703320,0.005,0.5,63516,25.19976195199365,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-01-31,120,5041,12703320,0.01,1.0,127033,50.39992065066455,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-01-31,120,5041,12703320,0.02,2.0,254066,100.7998413013291,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-02-29,120,5047,12733581,0.002,0.2,25467,10.091935803447592,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-02-29,120,5047,12733581,0.005,0.5,63667,25.22964137111155,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-02-29,120,5047,12733581,0.01,1.0,127335,50.45967901723796,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-02-29,120,5047,12733581,0.02,2.0,254671,100.91975430949078,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-03-29,120,5057,12784096,0.002,0.2,25568,10.111924065651571,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-03-29,120,5057,12784096,0.005,0.5,63920,25.27981016412893,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-03-29,120,5057,12784096,0.01,1.0,127840,50.55962032825786,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-03-29,120,5057,12784096,0.02,2.0,255681,101.11963614791378,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-04-30,120,5068,12839778,0.002,0.2,25679,10.133780584056828,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-04-30,120,5068,12839778,0.005,0.5,64198,25.334648776637728,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-04-30,120,5068,12839778,0.01,1.0,128397,50.66969218626677,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-04-30,120,5068,12839778,0.02,2.0,256795,101.33977900552486,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-05-31,120,5057,12784096,0.002,0.2,25568,10.111924065651571,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-05-31,120,5057,12784096,0.005,0.5,63920,25.27981016412893,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-05-31,120,5057,12784096,0.01,1.0,127840,50.55962032825786,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-05-31,120,5057,12784096,0.02,2.0,255681,101.11963614791378,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-06-28,120,5065,12824580,0.002,0.2,25649,10.127936821322804,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-06-28,120,5065,12824580,0.005,0.5,64122,25.31964461994077,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-06-28,120,5065,12824580,0.01,1.0,128245,50.63968410661402,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-06-28,120,5065,12824580,0.02,2.0,256491,101.27976307996052,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-07-31,120,5061,12804330,0.002,0.2,25608,10.119739181979845,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-07-31,120,5061,12804330,0.005,0.5,64021,25.29974313376803,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-07-31,120,5061,12804330,0.01,1.0,128043,50.59988144635447,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-07-31,120,5061,12804330,0.02,2.0,256086,101.19976289270895,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-08-30,120,5061,12804330,0.002,0.2,25608,10.119739181979845,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-08-30,120,5061,12804330,0.005,0.5,64021,25.29974313376803,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-08-30,120,5061,12804330,0.01,1.0,128043,50.59988144635447,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-08-30,120,5061,12804330,0.02,2.0,256086,101.19976289270895,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-09-30,120,5064,12819516,0.002,0.2,25639,10.125987361769353,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-09-30,120,5064,12819516,0.005,0.5,64097,25.31477093206951,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-09-30,120,5064,12819516,0.01,1.0,128195,50.629936808846765,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-09-30,120,5064,12819516,0.02,2.0,256390,101.25987361769353,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-10-31,120,5066,12829645,0.002,0.2,25659,10.12988551125148,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-10-31,120,5066,12829645,0.005,0.5,64148,25.3249111725227,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-10-31,120,5066,12829645,0.01,1.0,128296,50.6498223450454,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-10-31,120,5066,12829645,0.02,2.0,256592,101.2996446900908,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-11-29,120,5066,12829645,0.002,0.2,25659,10.12988551125148,False,Approximation only. Step 2 will use the exact common valid pair universe.
