analysis_date,window,eligible_stock_count,possible_unordered_pairs,density_fraction,density_percent,approximate_edge_count,approximate_mean_degree,is_primary_density,important_note
2023-11-30,60,5044,12718446,0.01,1.0,127184,50.429817605075336,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-11-30,60,5044,12718446,0.02,2.0,254368,100.85963521015067,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-12-29,60,5056,12779040,0.002,0.2,25558,10.10996835443038,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-12-29,60,5056,12779040,0.005,0.5,63895,25.27492088607595,False,Approximation only. Step 2 will use the exact common valid pair universe.
2023-12-29,60,5056,12779040,0.01,1.0,127790,50.5498417721519,True,Approximation only. Step 2 will use the exact common valid pair universe.
2023-12-29,60,5056,12779040,0.02,2.0,255580,101.0996835443038,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-01-31,60,5061,12804330,0.002,0.2,25608,10.119739181979845,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-01-31,60,5061,12804330,0.005,0.5,64021,25.29974313376803,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-01-31,60,5061,12804330,0.01,1.0,128043,50.59988144635447,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-01-31,60,5061,12804330,0.02,2.0,256086,101.19976289270895,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-02-29,60,5068,12839778,0.002,0.2,25679,10.133780584056828,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-02-29,60,5068,12839778,0.005,0.5,64198,25.334648776637728,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-02-29,60,5068,12839778,0.01,1.0,128397,50.66969218626677,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-02-29,60,5068,12839778,0.02,2.0,256795,101.33977900552486,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-03-29,60,5078,12890503,0.002,0.2,25781,10.153997636864908,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-03-29,60,5078,12890503,0.005,0.5,64452,25.384797164237888,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-03-29,60,5078,12890503,0.01,1.0,128905,50.76998818432454,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-03-29,60,5078,12890503,0.02,2.0,257810,101.53997636864908,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-04-30,60,5091,12956595,0.002,0.2,25913,10.179925358475742,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-04-30,60,5091,12956595,0.005,0.5,64782,25.449616971125515,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-04-30,60,5091,12956595,0.01,1.0,129565,50.899626792378704,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-04-30,60,5091,12956595,0.02,2.0,259131,101.79964643488509,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-05-31,60,5075,12875275,0.002,0.2,25750,10.147783251231527,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-05-31,60,5075,12875275,0.005,0.5,64376,25.369852216748768,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-05-31,60,5075,12875275,0.01,1.0,128752,50.739704433497536,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-05-31,60,5075,12875275,0.02,2.0,257505,101.47980295566502,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-06-28,60,5074,12870201,0.002,0.2,25740,10.145841545132045,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-06-28,60,5074,12870201,0.005,0.5,64351,25.36499802916831,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-06-28,60,5074,12870201,0.01,1.0,128702,50.72999605833662,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-06-28,60,5074,12870201,0.02,2.0,257404,101.45999211667323,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-07-31,60,5068,12839778,0.002,0.2,25679,10.133780584056828,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-07-31,60,5068,12839778,0.005,0.5,64198,25.334648776637728,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-07-31,60,5068,12839778,0.01,1.0,128397,50.66969218626677,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-07-31,60,5068,12839778,0.02,2.0,256795,101.33977900552486,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-08-30,60,5068,12839778,0.002,0.2,25679,10.133780584056828,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-08-30,60,5068,12839778,0.005,0.5,64198,25.334648776637728,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-08-30,60,5068,12839778,0.01,1.0,128397,50.66969218626677,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-08-30,60,5068,12839778,0.02,2.0,256795,101.33977900552486,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-09-30,60,5067,12834711,0.002,0.2,25669,10.131833432011051,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-09-30,60,5067,12834711,0.005,0.5,64173,25.329780935464772,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-09-30,60,5067,12834711,0.01,1.0,128347,50.659956581803826,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-09-30,60,5067,12834711,0.02,2.0,256694,101.31991316360765,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-10-31,60,5062,12809391,0.002,0.2,25618,10.12169103121296,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-10-31,60,5062,12809391,0.005,0.5,64046,25.30462267878309,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-10-31,60,5062,12809391,0.01,1.0,128093,50.60964045831687,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-10-31,60,5062,12809391,0.02,2.0,256187,101.21967601738443,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-11-29,60,5054,12768931,0.002,0.2,25537,10.105658884052236,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-11-29,60,5054,12768931,0.005,0.5,63844,25.264740799366837,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-11-29,60,5054,12768931,0.01,1.0,127689,50.529877324891174,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-11-29,60,5054,12768931,0.02,2.0,255378,101.05975464978235,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-12-31,60,5053,12763878,0.002,0.2,25527,10.10370077181872,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-12-31,60,5053,12763878,0.005,0.5,63819,25.25984563625569,False,Approximation only. Step 2 will use the exact common valid pair universe.
2024-12-31,60,5053,12763878,0.01,1.0,127638,50.51969127251138,True,Approximation only. Step 2 will use the exact common valid pair universe.
2024-12-31,60,5053,12763878,0.02,2.0,255277,101.03977834949535,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-01-27,60,5059,12794211,0.002,0.2,25588,10.115833168610397,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-01-27,60,5059,12794211,0.005,0.5,63971,25.289978256572446,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-01-27,60,5059,12794211,0.01,1.0,127942,50.57995651314489,True,Approximation only. Step 2 will use the exact common valid pair universe.
2025-01-27,60,5059,12794211,0.02,2.0,255884,101.15991302628979,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-02-28,60,5071,12854985,0.002,0.2,25709,10.139617432459081,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-02-28,60,5071,12854985,0.005,0.5,64274,25.349635180437783,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-02-28,60,5071,12854985,0.01,1.0,128549,50.699664760402285,True,Approximation only. Step 2 will use the exact common valid pair universe.
2025-02-28,60,5071,12854985,0.02,2.0,257099,101.3997239203313,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-03-31,60,5068,12839778,0.002,0.2,25679,10.133780584056828,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-03-31,60,5068,12839778,0.005,0.5,64198,25.334648776637728,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-03-31,60,5068,12839778,0.01,1.0,128397,50.66969218626677,True,Approximation only. Step 2 will use the exact common valid pair universe.
2025-03-31,60,5068,12839778,0.02,2.0,256795,101.33977900552486,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-04-30,60,5078,12890503,0.002,0.2,25781,10.153997636864908,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-04-30,60,5078,12890503,0.005,0.5,64452,25.384797164237888,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-04-30,60,5078,12890503,0.01,1.0,128905,50.76998818432454,True,Approximation only. Step 2 will use the exact common valid pair universe.
2025-04-30,60,5078,12890503,0.02,2.0,257810,101.53997636864908,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-05-30,60,5066,12829645,0.002,0.2,25659,10.12988551125148,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-05-30,60,5066,12829645,0.005,0.5,64148,25.3249111725227,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-05-30,60,5066,12829645,0.01,1.0,128296,50.6498223450454,True,Approximation only. Step 2 will use the exact common valid pair universe.
2025-05-30,60,5066,12829645,0.02,2.0,256592,101.2996446900908,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-06-30,60,5084,12920986,0.002,0.2,25841,10.165617623918175,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-06-30,60,5084,12920986,0.005,0.5,64604,25.414634146341463,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-06-30,60,5084,12920986,0.01,1.0,129209,50.82966168371361,True,Approximation only. Step 2 will use the exact common valid pair universe.
2025-06-30,60,5084,12920986,0.02,2.0,258419,101.6597167584579,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-07-31,60,5093,12966778,0.002,0.2,25933,10.183781661103476,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-07-31,60,5093,12966778,0.005,0.5,64833,25.459650500687218,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-07-31,60,5093,12966778,0.01,1.0,129667,50.919693697231494,True,Approximation only. Step 2 will use the exact common valid pair universe.
2025-07-31,60,5093,12966778,0.02,2.0,259335,101.83978009032005,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-08-29,60,5108,13043278,0.002,0.2,26086,10.213782302270948,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-08-29,60,5108,13043278,0.005,0.5,65216,25.53484729835552,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-08-29,60,5108,13043278,0.01,1.0,130432,51.06969459671104,True,Approximation only. Step 2 will use the exact common valid pair universe.
2025-08-29,60,5108,13043278,0.02,2.0,260865,102.13978073610024,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-09-30,60,5119,13099521,0.002,0.2,26199,10.235983590545029,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-09-30,60,5119,13099521,0.005,0.5,65497,25.589763625708144,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-09-30,60,5119,13099521,0.01,1.0,130995,51.17991795272514,True,Approximation only. Step 2 will use the exact common valid pair universe.
2025-09-30,60,5119,13099521,0.02,2.0,261990,102.35983590545028,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-10-31,60,5118,13094403,0.002,0.2,26188,10.2336850332161,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-10-31,60,5118,13094403,0.005,0.5,65472,25.584994138335286,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-10-31,60,5118,13094403,0.01,1.0,130944,51.16998827667057,True,Approximation only. Step 2 will use the exact common valid pair universe.
2025-10-31,60,5118,13094403,0.02,2.0,261888,102.33997655334115,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-11-28,60,5119,13099521,0.002,0.2,26199,10.235983590545029,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-11-28,60,5119,13099521,0.005,0.5,65497,25.589763625708144,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-11-28,60,5119,13099521,0.01,1.0,130995,51.17991795272514,True,Approximation only. Step 2 will use the exact common valid pair universe.
2025-11-28,60,5119,13099521,0.02,2.0,261990,102.35983590545028,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-12-31,60,5119,13099521,0.002,0.2,26199,10.235983590545029,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-12-31,60,5119,13099521,0.005,0.5,65497,25.589763625708144,False,Approximation only. Step 2 will use the exact common valid pair universe.
2025-12-31,60,5119,13099521,0.01,1.0,130995,51.17991795272514,True,Approximation only. Step 2 will use the exact common valid pair universe.
2025-12-31,60,5119,13099521,0.02,2.0,261990,102.35983590545028,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-01-30,60,5126,13135375,0.002,0.2,26270,10.249707374170894,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-01-30,60,5126,13135375,0.005,0.5,65676,25.624658603199375,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-01-30,60,5126,13135375,0.01,1.0,131353,51.249707374170896,True,Approximation only. Step 2 will use the exact common valid pair universe.
2026-01-30,60,5126,13135375,0.02,2.0,262707,102.49980491611393,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-02-27,60,5126,13135375,0.002,0.2,26270,10.249707374170894,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-02-27,60,5126,13135375,0.005,0.5,65676,25.624658603199375,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-02-27,60,5126,13135375,0.01,1.0,131353,51.249707374170896,True,Approximation only. Step 2 will use the exact common valid pair universe.
2026-02-27,60,5126,13135375,0.02,2.0,262707,102.49980491611393,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-03-31,60,5145,13232940,0.002,0.2,26465,10.287657920310982,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-03-31,60,5145,13232940,0.005,0.5,66164,25.719727891156463,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-03-31,60,5145,13232940,0.01,1.0,132329,51.439844509232266,True,Approximation only. Step 2 will use the exact common valid pair universe.
2026-03-31,60,5145,13232940,0.02,2.0,264658,102.87968901846453,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-04-30,60,5150,13258675,0.002,0.2,26517,10.297864077669903,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-04-30,60,5150,13258675,0.005,0.5,66293,25.74485436893204,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-04-30,60,5150,13258675,0.01,1.0,132586,51.48970873786408,True,Approximation only. Step 2 will use the exact common valid pair universe.
2026-04-30,60,5150,13258675,0.02,2.0,265173,102.97980582524272,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-05-29,60,5149,13253526,0.002,0.2,26507,10.295979801903282,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-05-29,60,5149,13253526,0.005,0.5,66267,25.739755292289765,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-05-29,60,5149,13253526,0.01,1.0,132535,51.47989900951641,True,Approximation only. Step 2 will use the exact common valid pair universe.
2026-05-29,60,5149,13253526,0.02,2.0,265070,102.95979801903282,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-06-30,60,5156,13289590,0.002,0.2,26579,10.309930178432893,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-06-30,60,5156,13289590,0.005,0.5,66447,25.774631497284716,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-06-30,60,5156,13289590,0.01,1.0,132895,51.54965089216447,True,Approximation only. Step 2 will use the exact common valid pair universe.
2026-06-30,60,5156,13289590,0.02,2.0,265791,103.09968968192398,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-07-31,60,5172,13372206,0.002,0.2,26744,10.341840680587781,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-07-31,60,5172,13372206,0.005,0.5,66861,25.854988399071924,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-07-31,60,5172,13372206,0.01,1.0,133722,51.70997679814385,True,Approximation only. Step 2 will use the exact common valid pair universe.
2026-07-31,60,5172,13372206,0.02,2.0,267444,103.4199535962877,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-08-31,60,5175,13387725,0.002,0.2,26775,10.347826086956522,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-08-31,60,5175,13387725,0.005,0.5,66938,25.86975845410628,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-08-31,60,5175,13387725,0.01,1.0,133877,51.73990338164251,True,Approximation only. Step 2 will use the exact common valid pair universe.
2026-08-31,60,5175,13387725,0.02,2.0,267754,103.47980676328503,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-09-03,60,5176,13392900,0.002,0.2,26785,10.349690880989181,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-09-03,60,5176,13392900,0.005,0.5,66964,25.874806800618238,False,Approximation only. Step 2 will use the exact common valid pair universe.
2026-09-03,60,5176,13392900,0.01,1.0,133929,51.75,True,Approximation only. Step 2 will use the exact common valid pair universe.
2026-09-03,60,5176,13392900,0.02,2.0,267858,103.5,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-07-31,120,1534,1175811,0.002,0.2,2351,3.065189048239896,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-07-31,120,1534,1175811,0.005,0.5,5879,7.664928292046936,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-07-31,120,1534,1175811,0.01,1.0,11758,15.329856584093871,True,Approximation only. Step 2 will use the exact common valid pair universe.
2015-07-31,120,1534,1175811,0.02,2.0,23516,30.659713168187743,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-08-31,120,1506,1133265,0.002,0.2,2266,3.00929614873838,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-08-31,120,1506,1133265,0.005,0.5,5666,7.52456839309429,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-08-31,120,1506,1133265,0.01,1.0,11332,15.04913678618858,True,Approximation only. Step 2 will use the exact common valid pair universe.
2015-08-31,120,1506,1133265,0.02,2.0,22665,30.099601593625497,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-09-30,120,1562,1219141,0.002,0.2,2438,3.121638924455826,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-09-30,120,1562,1219141,0.005,0.5,6095,7.804097311139564,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-09-30,120,1562,1219141,0.01,1.0,12191,15.609475032010243,True,Approximation only. Step 2 will use the exact common valid pair universe.
2015-09-30,120,1562,1219141,0.02,2.0,24382,31.218950064020486,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-10-30,120,1618,1308153,0.002,0.2,2616,3.2336217552533992,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-10-30,120,1618,1308153,0.005,0.5,6540,8.084054388133499,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-10-30,120,1618,1308153,0.01,1.0,13081,16.169344870210136,True,Approximation only. Step 2 will use the exact common valid pair universe.
2015-10-30,120,1618,1308153,0.02,2.0,26163,32.33992583436341,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-11-30,120,1723,1483503,0.002,0.2,2967,3.4439930354033663,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-11-30,120,1723,1483503,0.005,0.5,7417,8.6094022054556,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-11-30,120,1723,1483503,0.01,1.0,14835,17.21996517701683,True,Approximation only. Step 2 will use the exact common valid pair universe.
2015-11-30,120,1723,1483503,0.02,2.0,29670,34.43993035403366,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-12-31,120,1836,1684530,0.002,0.2,3369,3.6699346405228757,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-12-31,120,1836,1684530,0.005,0.5,8422,9.174291938997822,False,Approximation only. Step 2 will use the exact common valid pair universe.
2015-12-31,120,1836,1684530,0.01,1.0,16845,18.34967320261438,True,Approximation only. Step 2 will use the exact common valid pair universe.
2015-12-31,120,1836,1684530,0.02,2.0,33690,36.69934640522876,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-01-29,120,1972,1943406,0.002,0.2,3886,3.9411764705882355,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-01-29,120,1972,1943406,0.005,0.5,9717,9.854969574036511,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-01-29,120,1972,1943406,0.01,1.0,19434,19.709939148073023,True,Approximation only. Step 2 will use the exact common valid pair universe.
2016-01-29,120,1972,1943406,0.02,2.0,38868,39.419878296146045,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-02-29,120,2013,2025078,0.002,0.2,4050,4.023845007451565,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-02-29,120,2013,2025078,0.005,0.5,10125,10.059612518628912,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-02-29,120,2013,2025078,0.01,1.0,20250,20.119225037257824,True,Approximation only. Step 2 will use the exact common valid pair universe.
2016-02-29,120,2013,2025078,0.02,2.0,40501,40.2394436164928,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-03-31,120,2061,2122830,0.002,0.2,4245,4.119359534206696,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-03-31,120,2061,2122830,0.005,0.5,10614,10.299854439592432,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-03-31,120,2061,2122830,0.01,1.0,21228,20.599708879184863,True,Approximation only. Step 2 will use the exact common valid pair universe.
2016-03-31,120,2061,2122830,0.02,2.0,42456,41.19941775836973,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-04-29,120,2077,2155926,0.002,0.2,4311,4.151179585941262,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-04-29,120,2077,2155926,0.005,0.5,10779,10.379393355801637,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-04-29,120,2077,2155926,0.01,1.0,21559,20.759749638902264,True,Approximation only. Step 2 will use the exact common valid pair universe.
2016-04-29,120,2077,2155926,0.02,2.0,43118,41.51949927780453,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-05-31,120,2124,2254626,0.002,0.2,4509,4.245762711864407,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-05-31,120,2124,2254626,0.005,0.5,11273,10.61487758945386,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-05-31,120,2124,2254626,0.01,1.0,22546,21.22975517890772,True,Approximation only. Step 2 will use the exact common valid pair universe.
2016-05-31,120,2124,2254626,0.02,2.0,45092,42.45951035781544,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-06-30,120,2171,2355535,0.002,0.2,4711,4.339935513588208,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-06-30,120,2171,2355535,0.005,0.5,11777,10.849378166743437,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-06-30,120,2171,2355535,0.01,1.0,23555,21.69967756794104,True,Approximation only. Step 2 will use the exact common valid pair universe.
2016-06-30,120,2171,2355535,0.02,2.0,47110,43.39935513588208,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-07-29,120,2198,2414503,0.002,0.2,4829,4.393994540491356,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-07-29,120,2198,2414503,0.005,0.5,12072,10.984531392174704,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-07-29,120,2198,2414503,0.01,1.0,24145,21.96997270245678,True,Approximation only. Step 2 will use the exact common valid pair universe.
2016-07-29,120,2198,2414503,0.02,2.0,48290,43.93994540491356,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-08-31,120,2258,2548153,0.002,0.2,5096,4.5137289636846765,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-08-31,120,2258,2548153,0.005,0.5,12740,11.284322409211692,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-08-31,120,2258,2548153,0.01,1.0,25481,22.569530558015945,True,Approximation only. Step 2 will use the exact common valid pair universe.
2016-08-31,120,2258,2548153,0.02,2.0,50963,45.139946855624444,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-09-30,120,2294,2630071,0.002,0.2,5260,4.585876198779425,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-09-30,120,2294,2630071,0.005,0.5,13150,11.464690496948561,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-09-30,120,2294,2630071,0.01,1.0,26300,22.929380993897123,True,Approximation only. Step 2 will use the exact common valid pair universe.
2016-09-30,120,2294,2630071,0.02,2.0,52601,45.85963382737576,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-10-31,120,2315,2678455,0.002,0.2,5356,4.627213822894168,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-10-31,120,2315,2678455,0.005,0.5,13392,11.56976241900648,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-10-31,120,2315,2678455,0.01,1.0,26784,23.13952483801296,True,Approximation only. Step 2 will use the exact common valid pair universe.
2016-10-31,120,2315,2678455,0.02,2.0,53569,46.27991360691145,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-11-30,120,2356,2774190,0.002,0.2,5548,4.709677419354839,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-11-30,120,2356,2774190,0.005,0.5,13870,11.774193548387096,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-11-30,120,2356,2774190,0.01,1.0,27741,23.54923599320883,True,Approximation only. Step 2 will use the exact common valid pair universe.
2016-11-30,120,2356,2774190,0.02,2.0,55483,47.09932088285229,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-12-30,120,2394,2864421,0.002,0.2,5728,4.785296574770259,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-12-30,120,2394,2864421,0.005,0.5,14322,11.964912280701755,False,Approximation only. Step 2 will use the exact common valid pair universe.
2016-12-30,120,2394,2864421,0.01,1.0,28644,23.92982456140351,True,Approximation only. Step 2 will use the exact common valid pair universe.
2016-12-30,120,2394,2864421,0.02,2.0,57288,47.85964912280702,False,Approximation only. Step 2 will use the exact common valid pair universe.
2017-01-26,120,2428,2946378,0.002,0.2,5892,4.85337726523888,False,Approximation only. Step 2 will use the exact common valid pair universe.
2017-01-26,120,2428,2946378,0.005,0.5,14731,12.134266886326195,False,Approximation only. Step 2 will use the exact common valid pair universe.
2017-01-26,120,2428,2946378,0.01,1.0,29463,24.269357495881383,True,Approximation only. Step 2 will use the exact common valid pair universe.
2017-01-26,120,2428,2946378,0.02,2.0,58927,48.539538714991764,False,Approximation only. Step 2 will use the exact common valid pair universe.
2017-02-28,120,2432,2956096,0.002,0.2,5912,4.8618421052631575,False,Approximation only. Step 2 will use the exact common valid pair universe.
2017-02-28,120,2432,2956096,0.005,0.5,14780,12.154605263157896,False,Approximation only. Step 2 will use the exact common valid pair universe.
2017-02-28,120,2432,2956096,0.01,1.0,29560,24.30921052631579,True,Approximation only. Step 2 will use the exact common valid pair universe.
2017-02-28,120,2432,2956096,0.02,2.0,59121,48.61924342105263,False,Approximation only. Step 2 will use the exact common valid pair universe.
2017-03-31,120,2490,3098805,0.002,0.2,6197,4.9775100401606425,False,Approximation only. Step 2 will use the exact common valid pair universe.
2017-03-31,120,2490,3098805,0.005,0.5,15494,12.444979919678715,False,Approximation only. Step 2 will use the exact common valid pair universe.
2017-03-31,120,2490,3098805,0.01,1.0,30988,24.88995983935743,True,Approximation only. Step 2 will use the exact common valid pair universe.
2017-03-31,120,2490,3098805,0.02,2.0,61976,49.77991967871486,False,Approximation only. Step 2 will use the exact common valid pair universe.
2017-04-28,120,2519,3171421,0.002,0.2,6342,5.035331480746328,False,Approximation only. Step 2 will use the exact common valid pair universe.
2017-04-28,120,2519,3171421,0.005,0.5,15857,12.589916633584755,False,Approximation only. Step 2 will use the exact common valid pair universe.
