analysis_date,window,density_fraction,degree_spearman_raw_residual,strength_spearman_raw_residual,median_abs_degree_percentile_change,p90_abs_degree_percentile_change,median_abs_strength_percentile_change,p90_abs_strength_percentile_change,top1pct_degree_hub_overlap,top1pct_degree_hub_jaccard,top1pct_strength_hub_overlap,top1pct_strength_hub_jaccard,top5pct_degree_hub_overlap,top5pct_degree_hub_jaccard,top5pct_strength_hub_overlap,top5pct_strength_hub_jaccard
2019-07-31,120,0.01,0.3659735524911758,0.37326430790421106,0.19825893640518188,0.5525133609771729,0.20008425414562225,0.5495647192001343,0.0,0.0,0.0,0.0,0.11173184357541899,0.05917159763313609,0.1005586592178771,0.052941176470588235
2019-08-30,120,0.01,0.3916743970616022,0.39839501305312625,0.1866946816444397,0.5393837094306946,0.1910364031791687,0.5348317623138428,0.0,0.0,0.0,0.0,0.1340782122905028,0.0718562874251497,0.1452513966480447,0.0783132530120482
2019-09-30,120,0.01,0.376593820448071,0.3828515088197646,0.19036316871643066,0.5557262301445007,0.19189947843551636,0.5496366024017334,0.027777777777777776,0.014084507042253521,0.027777777777777776,0.014084507042253521,0.1340782122905028,0.0718562874251497,0.1340782122905028,0.0718562874251497
2019-10-31,120,0.01,0.4556738062163156,0.4609474852869891,0.1726488620042801,0.5123817324638367,0.17842239141464233,0.5067334175109863,0.08333333333333333,0.043478260869565216,0.08333333333333333,0.043478260869565216,0.2388888888888889,0.13564668769716087,0.22777777777777777,0.12852664576802508
2019-11-29,120,0.01,0.5123947944968856,0.5159915931052517,0.17048609256744385,0.4784303903579712,0.1688888818025589,0.4728055000305176,0.08333333333333333,0.043478260869565216,0.08333333333333333,0.043478260869565216,0.22777777777777777,0.12852664576802508,0.2222222222222222,0.125
2019-12-31,120,0.01,0.5163564717450225,0.5240771904053304,0.16671250760555267,0.48192572593688965,0.16602475941181183,0.473864883184433,0.10810810810810811,0.05714285714285714,0.10810810810810811,0.05714285714285714,0.27472527472527475,0.1592356687898089,0.24725274725274726,0.14106583072100312
2020-01-23,120,0.01,0.5374255397193364,0.5445001234117682,0.16342198848724365,0.46482038497924805,0.1625993847846985,0.4603509306907654,0.16216216216216217,0.08823529411764706,0.16216216216216217,0.08823529411764706,0.2677595628415301,0.15457413249211358,0.2568306010928962,0.14733542319749215
2020-02-28,120,0.01,0.5620014482821559,0.566361283804877,0.1446540802717209,0.45449817180633545,0.15340441465377808,0.451654314994812,0.21621621621621623,0.12121212121212122,0.24324324324324326,0.13846153846153847,0.3825136612021858,0.23648648648648649,0.366120218579235,0.22408026755852842
2020-03-31,120,0.01,0.5381381741205193,0.5445505852731157,0.14231187105178833,0.47542232275009155,0.14830970764160156,0.4717552959918976,0.2972972972972973,0.1746031746031746,0.24324324324324326,0.13846153846153847,0.375,0.23076923076923078,0.33695652173913043,0.20261437908496732
2020-04-30,120,0.01,0.5101928474889339,0.5154641636853466,0.16067567467689514,0.48216214776039124,0.16067567467689514,0.4808647632598877,0.1891891891891892,0.1044776119402985,0.1891891891891892,0.1044776119402985,0.2972972972972973,0.1746031746031746,0.2864864864864865,0.167192429022082
2020-05-29,120,0.01,0.5087549701171383,0.5146943412140477,0.1600269228219986,0.4850332736968994,0.15989232063293457,0.48290714621543884,0.15789473684210525,0.08571428571428572,0.15789473684210525,0.08571428571428572,0.3010752688172043,0.17721518987341772,0.2903225806451613,0.16981132075471697
2020-06-30,120,0.01,0.5149483473343195,0.5206886776885066,0.15607401728630066,0.4815499186515808,0.15607401728630066,0.47910964488983154,0.15789473684210525,0.08571428571428572,0.13157894736842105,0.07042253521126761,0.32620320855614976,0.19488817891373802,0.3155080213903743,0.1873015873015873
2020-07-31,120,0.01,0.5754596835515481,0.5816385903626385,0.14725476503372192,0.4554904103279114,0.14458957314491272,0.4486672282218933,0.10526315789473684,0.05555555555555555,0.15789473684210525,0.08571428571428572,0.34574468085106386,0.2090032154340836,0.35106382978723405,0.2129032258064516
