window,degree_spearman_raw_residual_mean,degree_spearman_raw_residual_median,strength_spearman_raw_residual_mean,strength_spearman_raw_residual_median,median_abs_degree_percentile_change_mean,median_abs_degree_percentile_change_median,p90_abs_degree_percentile_change_mean,p90_abs_degree_percentile_change_median,median_abs_strength_percentile_change_mean,median_abs_strength_percentile_change_median,p90_abs_strength_percentile_change_mean,p90_abs_strength_percentile_change_median,top1pct_degree_hub_overlap_mean,top1pct_degree_hub_overlap_median,top5pct_degree_hub_overlap_mean,top5pct_degree_hub_overlap_median,top1pct_strength_hub_overlap_mean,top1pct_strength_hub_overlap_median,top5pct_strength_hub_overlap_mean,top5pct_strength_hub_overlap_median
60,0.47572379719382374,0.48678091917164623,0.4803563768750876,0.49121990936235665,0.17318348667543867,0.1694125309586525,0.49214824861374457,0.4958970546722412,0.17284569268425307,0.16995513439178467,0.48967656579570495,0.49135103821754456,0.0620575193946149,0.0196078431372549,0.16894675855910596,0.1372861303239898,0.06038044285515072,0.009615384615384616,0.1666300705518843,0.14049232158988256
120,0.5046196435890667,0.48976359455917756,0.5105100306562637,0.49557719861552085,0.16530654148923027,0.16863715648651123,0.47941656200974075,0.4954599142074585,0.1649577824053941,0.16896960139274597,0.4758052455054389,0.49426203966140747,0.06262636612843477,0.02040816326530612,0.16492936458263913,0.12429378531073447,0.0635447849243435,0.0196078431372549,0.16175358921628033,0.12350597609561753
252,0.5107497812999394,0.4928963405749362,0.518575302548844,0.4969450716877201,0.16069373315156893,0.1614583432674408,0.4801950276822083,0.4959336817264557,0.15991314026967499,0.16243135929107666,0.4752927584241527,0.4923623502254486,0.05761619971391548,0.019230769230769232,0.14846453436024504,0.12138728323699421,0.060274360012154346,0.0,0.15005409886880203,0.12334801762114538
