window,analysis_date_count,isolated_node_share_residual_minus_raw_mean,isolated_node_share_residual_minus_raw_median,isolated_node_share_residual_minus_raw_share_positive,n_connected_components_residual_minus_raw_mean,n_connected_components_residual_minus_raw_median,n_connected_components_residual_minus_raw_share_positive,giant_component_share_residual_minus_raw_mean,giant_component_share_residual_minus_raw_median,giant_component_share_residual_minus_raw_share_positive,degree_cv_residual_minus_raw_mean,degree_cv_residual_minus_raw_median,degree_cv_residual_minus_raw_share_positive,degree_gini_residual_minus_raw_mean,degree_gini_residual_minus_raw_median,degree_gini_residual_minus_raw_share_positive,degree_hhi_residual_minus_raw_mean,degree_hhi_residual_minus_raw_median,degree_hhi_residual_minus_raw_share_positive,top1pct_degree_share_residual_minus_raw_mean,top1pct_degree_share_residual_minus_raw_median,top1pct_degree_share_residual_minus_raw_share_positive,top5pct_degree_share_residual_minus_raw_mean,top5pct_degree_share_residual_minus_raw_median,top5pct_degree_share_residual_minus_raw_share_positive,strength_cv_residual_minus_raw_mean,strength_cv_residual_minus_raw_median,strength_cv_residual_minus_raw_share_positive,strength_gini_residual_minus_raw_mean,strength_gini_residual_minus_raw_median,strength_gini_residual_minus_raw_share_positive,strength_hhi_residual_minus_raw_mean,strength_hhi_residual_minus_raw_median,strength_hhi_residual_minus_raw_share_positive,top1pct_strength_share_residual_minus_raw_mean,top1pct_strength_share_residual_minus_raw_median,top1pct_strength_share_residual_minus_raw_share_positive,top5pct_strength_share_residual_minus_raw_mean,top5pct_strength_share_residual_minus_raw_median,top5pct_strength_share_residual_minus_raw_share_positive,degree_assortativity_residual_minus_raw_mean,degree_assortativity_residual_minus_raw_median,degree_assortativity_residual_minus_raw_share_positive,transitivity_residual_minus_raw_mean,transitivity_residual_minus_raw_median,transitivity_residual_minus_raw_share_positive,mean_local_clustering_residual_minus_raw_mean,mean_local_clustering_residual_minus_raw_median,mean_local_clustering_residual_minus_raw_share_positive
60,138,-0.2846868531120332,-0.299824896132347,0.0,-1091.5217391304348,-1035.0,0.0,0.30447944780650665,0.31826420165692626,1.0,-0.9523713187625127,-0.9257984811694298,0.0,-0.26979778330744497,-0.2640006539016361,0.0,-0.0008587345817144658,-0.0007829286969413547,0.0,-0.05722420201457365,-0.05442453788063603,0.0,-0.18821351825753788,-0.18227049499300607,0.0,-0.9156237529222186,-0.8974796077777515,0.0,-0.25585410825554183,-0.25000006994462887,0.0,-0.0008412804600213527,-0.0007492226963328947,0.0,-0.05514216351189698,-0.052786793447545145,0.0,-0.1806400772602881,-0.17502830787198054,0.0,0.34583046353910246,0.36160564617805663,0.9710144927536232,-0.04959087519854179,-0.04731144962104861,0.2608695652173913,-0.038005258213900606,-0.04365473443612451,0.11594202898550725
120,135,-0.27974132252604483,-0.31538088306647255,0.0,-1053.9037037037037,-1029.0,0.0,0.294575263686954,0.33243606998654107,1.0,-0.8774023082941548,-0.8878961015092854,0.0,-0.214687698785393,-0.21485490105020788,0.0,-0.0008572883807879916,-0.0007337657673311524,0.0,-0.060700970584034265,-0.061669320870975916,0.0,-0.18072884420244778,-0.1886363636363636,0.0,-0.827147280229805,-0.8448688863184997,0.0,-0.19792285553164646,-0.1978842435891115,0.007407407407407408,-0.0008231757310504912,-0.0007202267810790882,0.0,-0.05765206649355825,-0.059303880968342104,0.0,-0.16942780436052937,-0.16824102224943233,0.0,0.4105627884648695,0.4549930429740065,1.0,-0.006047863916148899,-0.005017568537654005,0.4740740740740741,-0.04998524703756622,-0.05714090752465567,0.1037037037037037
252,129,-0.22382264242269811,-0.2356909239574816,0.007751937984496124,-818.2170542635658,-845.0,0.023255813953488372,0.23507459846615936,0.24640766365087818,0.9689922480620154,-0.7714898172291984,-0.7673865599304508,0.0,-0.1548869242400478,-0.16211046603476764,0.031007751937984496,-0.000813469085705212,-0.0006369497992944513,0.0,-0.06427534116498974,-0.060234149048569385,0.0,-0.16474403204661794,-0.16801977503628446,0.0,-0.7095710688392481,-0.7511832256045206,0.0,-0.13740272810753654,-0.14558433234367363,0.03875968992248062,-0.0007596685633478532,-0.0006155458057304612,0.0,-0.060032272899186064,-0.05841726805983856,0.0,-0.14944897713547212,-0.15536853677363727,0.0,0.45366204099948804,0.4775370650766488,1.0,0.05727922228936614,0.06269068921552934,0.7751937984496124,-0.05042019450029744,-0.052639809378406066,0.06976744186046512
