analysis_date,window,isolated_node_share_raw,n_connected_components_raw,giant_component_share_raw,degree_cv_raw,degree_gini_raw,degree_hhi_raw,top1pct_degree_share_raw,top5pct_degree_share_raw,strength_cv_raw,strength_gini_raw,strength_hhi_raw,top1pct_strength_share_raw,top5pct_strength_share_raw,degree_assortativity_raw,transitivity_raw,mean_local_clustering_raw,isolated_node_share_residual,n_connected_components_residual,giant_component_share_residual,degree_cv_residual,degree_gini_residual,degree_hhi_residual,top1pct_degree_share_residual,top5pct_degree_share_residual,strength_cv_residual,strength_gini_residual,strength_hhi_residual,top1pct_strength_share_residual,top5pct_strength_share_residual,degree_assortativity_residual,transitivity_residual,mean_local_clustering_residual,isolated_node_share_residual_minus_raw,n_connected_components_residual_minus_raw,giant_component_share_residual_minus_raw,degree_cv_residual_minus_raw,degree_gini_residual_minus_raw,degree_hhi_residual_minus_raw,top1pct_degree_share_residual_minus_raw,top5pct_degree_share_residual_minus_raw,strength_cv_residual_minus_raw,strength_gini_residual_minus_raw,strength_hhi_residual_minus_raw,top1pct_strength_share_residual_minus_raw,top5pct_strength_share_residual_minus_raw,degree_assortativity_residual_minus_raw,transitivity_residual_minus_raw,mean_local_clustering_residual_minus_raw
2022-05-31,120,0.2744967927449679,1269,0.7104622871046229,2.1709428133120094,0.7979617883643084,0.001263656867655621,0.1376932270135773,0.44247761603416863,2.19191636498753,0.7995598482503639,0.0012838967819288091,0.14068477328011209,0.446613953895142,-0.0056118290582992825,0.40589060524539095,0.3909018170610692,0.019907100199071003,91,0.980092899800929,1.249361390401049,0.587205635037727,0.0005664463357276803,0.06683352598891087,0.2524930937873474,1.3129768654312894,0.6033127415457056,0.000602501271656221,0.07313905492548345,0.2666224522000189,0.4174841885257863,0.4339151084137965,0.33220628978812083,-0.2545896925458969,-1178,0.26963061269630606,-0.9215814229109605,-0.21075615332658137,-0.0006972105319279406,-0.07085970102466643,-0.18998452224682122,-0.8789394995562405,-0.19624710670465828,-0.0006813955102725881,-0.06754571835462864,-0.17999150169512312,0.42309601758408555,0.028024503168405546,-0.058695527272948356
2022-06-30,120,0.28342480790340285,1319,0.7016465422612513,2.1925937386104346,0.7991371034530912,0.0012749653792741348,0.13894491030676148,0.44850961584853954,2.2140371299250843,0.8007507941768361,0.0012957102991628766,0.14186221521073936,0.4528859740102684,-0.024271142236911316,0.40323059353826307,0.3996833869694928,0.02941822173435785,136,0.9701427003293085,1.2485245010271724,0.5869139894852589,0.0005617592600801647,0.06610473699954647,0.25242446758209414,1.3116831770687576,0.6028665505877246,0.0005972585635576707,0.07231720494588108,0.26598251888902086,0.4307219007370952,0.43759802699588857,0.33882241774609967,-0.254006586169045,-1183,0.26849615806805716,-0.9440692375832622,-0.21222311396783233,-0.0007132061191939701,-0.07284017330721501,-0.1960851482664454,-0.9023539528563267,-0.1978842435891115,-0.0006984517356052059,-0.06954501026485828,-0.18690345512124756,0.4549930429740065,0.034367433457625496,-0.060860969223393124
2022-07-29,120,0.2813522355507088,1311,0.7092693565976008,2.1704125092676714,0.7957379167744139,0.001245515912843095,0.13502485382901327,0.4443597996457615,2.1911649397825204,0.7973048701061614,0.0012652570977823637,0.13789125938472174,0.4485378185501233,-0.0007633148249420883,0.4059747490456749,0.39643630679120634,0.02050163576881134,95,0.9794983642311886,1.160333752492039,0.5575506191530488,0.0005117501455119425,0.06353914716133087,0.2341973451158893,1.2243218539601908,0.5753498030532522,0.0005450303167032755,0.0691378061727052,0.24758850819780057,0.4528981471460816,0.4206975335371236,0.3286632018654213,-0.26085059978189745,-1216,0.2702290076335878,-1.0100787567756324,-0.23818729762136504,-0.0007337657673311524,-0.0714857066676824,-0.2101624545298722,-0.9668430858223296,-0.22195506705290913,-0.0007202267810790882,-0.06875345321201655,-0.20094931035232275,0.4536614619710237,0.014722784491448704,-0.06777310492578503
2022-08-31,120,0.27843986998916576,1305,0.7120260021668472,2.145827891845376,0.7946816291852823,0.0012144262928324091,0.13380738429146144,0.43728146031507314,2.1673714801138333,0.7965325397401999,0.0012345610255278063,0.1367535909440548,0.4417553731288369,0.017791635077065156,0.4086214854154122,0.38836446772404154,0.018418201516793065,87,0.981148429035753,1.1224978886302353,0.5462347475140668,0.0004897078028124239,0.0634752039703726,0.22771835169380006,1.1932270967296064,0.5657288329214767,0.000525198462485323,0.06955433456163089,0.2430750910171129,0.49348532856257016,0.4100433772145387,0.32089842701806015,-0.2600216684723727,-1218,0.26912242686890575,-1.0233300032151407,-0.24844688167121554,-0.0007247184900199853,-0.07033218032108884,-0.2095631086212731,-0.9741443833842269,-0.2308037068187232,-0.0007093625630424834,-0.0671992563824239,-0.198680282111724,0.475693693485505,0.0014218917991264957,-0.06746604070598139
2022-09-30,120,0.3046001719690456,1449,0.6775580395528805,2.2129713867332432,0.8069317244743022,0.0012676789248710352,0.13601002719553032,0.45419310676558194,2.24000779033771,0.8090709632800113,0.001293558663106971,0.1395671436389862,0.46012955830583174,0.0097151386324121,0.43222410952827456,0.38397554163610376,0.026225279449699053,126,0.9724849527085124,1.136582772361058,0.5585430136330478,0.0004926527081745376,0.06137957190165208,0.2263657891328881,1.2007914232188863,0.5760227889855289,0.0005249140245219343,0.06701201207144854,0.24106197659131526,0.4716599339279669,0.3982817844411714,0.3259221116936996,-0.27837489251934655,-1323,0.2949269131556319,-1.0763886143721852,-0.24838871084125436,-0.0007750262166964976,-0.07463045529387824,-0.22782731763269384,-1.0392163671188235,-0.23304817429448232,-0.0007686446385850367,-0.07255513156753766,-0.21906758171451648,0.4619447952955548,-0.03394232508710315,-0.058053429942404144
2022-10-31,120,0.24341118491536318,1156,0.7460895650310692,1.9984928301017295,0.7742641718189789,0.0010700607653670495,0.11847291771948362,0.40741489410575643,2.0235533180898773,0.7768859266788286,0.0010916580311018968,0.12181794282018223,0.41292632598782025,0.11962625156646782,0.42092328493606856,0.4007522504796671,0.05013927576601671,239,0.9481465609599314,1.282753126128396,0.6080900895294359,0.0005668428503518689,0.06977075389350852,0.254986906785501,1.3403071988793052,0.6219377112936655,0.0005991907836656716,0.07539975728620774,0.26736339092846545,0.44514227950273677,0.43491399267117664,0.35397742960854817,-0.19327190914934647,-917,0.20205699592886228,-0.7157397039733335,-0.166174082289543,-0.0005032179150151806,-0.0487021638259751,-0.15242798732025542,-0.6832461192105721,-0.15494821538516312,-0.0004924672474362252,-0.04641818553397449,-0.1455629350593548,0.32551602793626894,0.013990707735108077,-0.04677482087111895
2022-11-30,120,0.2259164535379369,1081,0.7636402387041773,1.8113223304085857,0.7439957401531054,0.0009123803462567754,0.1045594197102187,0.36336738960495935,1.832007536745827,0.7467912910954961,0.0009284423731230845,0.10711978460696508,0.3678564408554096,0.15830319799592438,0.40741247035125167,0.4117164952792699,0.08248081841432225,404,0.9106990622335891,1.445117093810532,0.654998518672606,0.0006582189716162401,0.07944443434471976,0.2902812369334812,1.5081101156607253,0.6676617705539489,0.0006978678859672223,0.08578943725646454,0.3043081102859332,0.44825208390855376,0.4786374719236754,0.3691713481961795,-0.14343563512361465,-677,0.1470588235294118,-0.3662052365980537,-0.08899722148049949,-0.0002541613746405353,-0.025114985365498943,-0.07308615267147817,-0.3238974210851018,-0.0791295205415472,-0.0002305744871558622,-0.021330347350500545,-0.0635483305694764,0.28994888591262935,0.07122500157242373,-0.04254514708309037
2022-12-30,120,0.2342990061323747,1130,0.7553393952209769,1.8001892230409395,0.7466132177238989,0.0008967395302923961,0.102390071048911,0.3590564990962292,1.8200011684588897,0.7492497667463291,0.0009119061647688143,0.1047690018368735,0.3637621099664668,0.1353813485571503,0.4046428471434017,0.40908073971199277,0.10340452526961302,503,0.8910974836117572,1.4842743392584952,0.6655786962795245,0.0006773250822967315,0.08326771301250963,0.29865150240707267,1.5441969560249544,0.6769399079032048,0.0007156997756389797,0.08970977471084136,0.3124538770755322,0.4340062142719316,0.4912946028399992,0.3777941150336652,-0.13089448086276168,-627,0.1357580883907803,-0.31591488378244437,-0.0810345214443744,-0.00021941444799566457,-0.019122358036401374,-0.060404996689156554,-0.27580421243393527,-0.07230985884312435,-0.00019620638912983468,-0.015059227126032138,-0.05130823289093461,0.2986248657147813,0.0866517556965975,-0.031286624678327546
2023-01-31,120,0.2538914598233067,1234,0.7334875893984013,1.8438835013538515,0.7547372222092676,0.0009255166946918255,0.10489197804143793,0.3706481317513724,1.8621937668035262,0.7570576396262592,0.0009397908340601401,0.10709317200611176,0.3749117286036806,0.1377646982068251,0.4101906594537398,0.4061940688836192,0.09802271771140092,480,0.8962978544383677,1.404190118441894,0.648997243073582,0.0006251051511842363,0.07805029219054366,0.2780193022843988,1.4614072749705296,0.6608338521743742,0.0006595942834111883,0.08383999294268953,0.29127666049868656,0.40775926658885114,0.4832835218943079,0.3856196795162126,-0.15586874211190577,-754,0.16281026503996643,-0.4396933829119576,-0.10573997913568567,-0.0003004115435075892,-0.026841685850894276,-0.0926288294669736,-0.40078649183299664,-0.09622378745188498,-0.0002801965506489518,-0.02325317906342224,-0.08363506810499405,0.26999456838202607,0.07309286244056812,-0.020574389367406576
2023-02-28,120,0.26303712974551524,1292,0.7221526908635795,1.9302036087820753,0.7663008018627862,0.0009857500983219331,0.11162292541056408,0.3916424304696888,1.9504550611209273,0.768543416708632,0.001002143292751823,0.11429313369322809,0.3963014031990171,0.13231261431260238,0.4204347699951786,0.40902688305651586,0.08156028368794327,408,0.9115561118064247,1.3442679684692562,0.6363751621398364,0.0005855353297981771,0.0719292593302102,0.2618902492119608,1.4037982337973094,0.6492704930442006,0.0006196598834402263,0.0775938944825822,0.27643809517480095,0.3815034196696568,0.4794911167876927,0.3888474192393973,-0.18147684605757197,-884,0.18940342094284524,-0.5859356403128191,-0.1299256397229498,-0.000400214768523756,-0.03969366608035388,-0.12975218125772797,-0.5466568273236179,-0.11927292366443143,-0.00038248340931159675,-0.036699239210645884,-0.11986330802421613,0.2491908053570544,0.05905634679251409,-0.020179463817118548
2023-03-31,120,0.19594454789985516,970,0.7935030002069108,1.7371637059437317,0.7216772026088032,0.0008313134163559196,0.10344044753231844,0.3519348233943579,1.7541253321443917,0.7242050884159694,0.0008435662488869589,0.10557004094715235,0.355216258099588,0.1414287743817201,0.3830695274548935,0.4248827027928101,0.05607283260914546,284,0.9383405752120836,1.2895054575113323,0.6179539754176246,0.0005509671684153757,0.06806363457238561,0.25162984348362444,1.3485549511825046,0.6318026572705808,0.0005831989357249839,0.07316248697375578,0.26614489235594213,0.3891956778330632,0.4765063126881437,0.37808243626129306,-0.13987171529070969,-686,0.1448375750051728,-0.44765824843239943,-0.10372322719117855,-0.00028034624794054386,-0.035376812959932835,-0.10030497991073345,-0.40557038096188713,-0.0924024311453886,-0.00026036731316197504,-0.03240755397339656,-0.08907136574364588,0.24776690345134308,0.09343678523325022,-0.04680026653151703
2023-04-28,120,0.16371863430686961,819,0.8266145619086795,1.5632981545315026,0.688063224873432,0.0007083301357387089,0.08999483615369638,0.31328462951519104,1.5775379900767774,0.6910709334341274,0.0007175290230636526,0.09153779845883744,0.3157974731628249,0.13579275263815652,0.37200388934669226,0.4241922821647091,0.05614973262032086,284,0.9389140271493213,1.21201621867142,0.6041215952556647,0.0005078122818433911,0.058029781002124796,0.22727695993363187,1.2648154041927793,0.6180633341049513,0.0005347095859077218,0.06253180411977831,0.24033133041724583,0.3149722105037142,0.4687783097122004,0.37978964891606726,-0.10756890168654876,-535,0.11229946524064172,-0.3512819358600825,-0.0839416296177673,-0.00020051785389531773,-0.03196505515157159,-0.08600766958155917,-0.31272258588399815,-0.07300759932917611,-0.00018281943715593078,-0.029005994339059135,-0.07546614274557908,0.1791794578655577,0.09677442036550815,-0.044402633248641854
2023-05-31,120,0.1534184514003295,770,0.8354612850082372,1.6193713400465637,0.6961411487517699,0.000745956247315528,0.09479919883219608,0.3263018976813661,1.6355378676478909,0.6989229626499947,0.0007567924457393348,0.09696943265097568,0.3294386744927381,0.1812868020461079,0.3885501882345881,0.42890243379235693,0.04056836902800659,205,0.9563426688632619,1.1249588508009252,0.5737620441943156,0.00046654291927416354,0.052105611569406254,0.20880011542248023,1.175465791575038,0.588294702967253,0.0004904694866480911,0.056351181587571464,0.2221310720904667,0.29035658201714987,0.4543568392000038,0.3784409084388045,-0.11285008237232291,-565,0.12088138385502467,-0.4944124892456385,-0.12237910455745427,-0.0002794133280413644,-0.04269358726278982,-0.11750178225888586,-0.46007207607285294,-0.1106282596827417,-0.00026632295909124375,-0.04061825106340422,-0.10730760240227141,0.10906977997104197,0.06580665096541571,-0.05046152535355242
2023-06-30,120,0.1517085220255249,755,0.840057636887608,1.6445792910972468,0.7001878043925873,0.0007625856411498401,0.09568424622689503,0.33181278616245546,1.6650071268986137,0.7033996880813143,0.0007765024151138693,0.09817313290039625,0.33647317361757245,0.17423145771172988,0.3926203280340849,0.4200958517521613,0.03128859613009469,154,0.968299711815562,1.06450090672317,0.5504045623187066,0.00043910296015118385,0.05071222655587587,0.1972570798711209,1.107783049120714,0.5648286411280397,0.0004584568307779303,0.053884234320488736,0.2064975590391217,0.280926649555917,0.42815818820117796,0.36475897722595846,-0.12041992589543021,-601,0.12824207492795392,-0.5800783843740767,-0.14978324207388072,-0.0003234826809986563,-0.04497201967101916,-0.13455570629133456,-0.5572240777778998,-0.1385710469532746,-0.00031804558433593894,-0.04428889857990752,-0.12997561457845075,0.10669519184418713,0.03553786016709304,-0.05533687452620284
2023-07-31,120,0.15648072190319934,778,0.8371616078753076,1.5642494259709452,0.690964856723606,0.0007069065354082102,0.08722584120251141,0.31041593024625896,1.5811500577041209,0.6943937717091717,0.0007178087581988814,0.08888613874607225,0.3139035861647751,0.17572076240696,0.3917903310796661,0.4200642310024121,0.03712059064807219,184,0.962059064807219,1.0829458723780772,0.5574024302767551,0.00044560536556618427,0.04984514130855594,0.20132892322712048,1.1321123937238615,0.5723561342726182,0.00046794062182591706,0.05380576653174227,0.21377959264408627,0.3277466031009731,0.42799403002942377,0.3684786229966342,-0.11936013125512715,-594,0.12489745693191145,-0.481303553592868,-0.1335624264468509,-0.0002613011698420259,-0.03738069989395547,-0.10908700701913848,-0.44903766398025935,-0.12203763743655349,-0.00024986813637296434,-0.035080372214329976,-0.10012399352068882,0.1520258406940131,0.03620369894975767,-0.05158560800577788
2023-08-31,120,0.14396569328160097,717,0.8509291402899735,1.5178354774073715,0.6803452327798285,0.0006746629643611321,0.08115978306216104,0.30271589486858574,1.5347219227870865,0.6836874847499743,0.0006851891730208887,0.08313258300042779,0.3064780438270121,0.1633049766056826,0.39057334848310377,0.43560553691314924,0.0414539513988156,210,0.955278742086992,1.1373820011918938,0.5696309652602476,0.00046837611121814933,0.05742594910304547,0.21797663746349605,1.1844382167345413,0.5831595218101033,0.0004906869285810293,0.060871900591313526,0.22930402844853393,0.35144518066317454,0.42882312712962517,0.38267235700078583,-0.10251174188278536,-507,0.10434960179701858,-0.38045347621547765,-0.11071426751958091,-0.00020628685314298277,-0.023733833959115568,-0.0847392574050897,-0.3502837060525452,-0.10052796293987099,-0.00019450224443985946,-0.022260682409114267,-0.07717401537847818,0.18814020405749193,0.038249778646521404,-0.052933179912363404
2023-09-28,120,0.13004666260904849,653,0.8648813146682898,1.492759736779293,0.6722514792495913,0.0006549668557008287,0.08286250803011086,0.29720469782075143,1.5094190531900697,0.6754802766663996,0.0006651137914654507,0.08497728614704668,0.3009081837977108,0.15551677161424005,0.3827317770483028,0.43300434265530746,0.03469263542300669,175,0.9640900791235545,1.1115457891426326,0.5597831479154749,0.00045354717820262085,0.05684494885437085,0.2136133028051854,1.1597718736957414,0.5738230881703574,0.0004757700951543378,0.05994407966597698,0.22545882063502562,0.34337141502396795,0.4247874561730588,0.38133651942523344,-0.0953540271860418,-478,0.09920876445526472,-0.3812139476366605,-0.11246833133411638,-0.0002014196774982078,-0.02601755917574001,-0.08359139501556603,-0.34964717949432833,-0.10165718849604222,-0.00018934369631111296,-0.0250332064810697,-0.07544936316268516,0.1878546434097279,0.042055679124755996,-0.05166782323007402
2023-10-31,120,0.13708046906591184,688,0.8588758592802265,1.500509030684733,0.6763802993983836,0.0006574054490833881,0.08070254355115727,0.29888770753251004,1.5153745372608585,0.6794983294405368,0.0006664698722560776,0.08225987641357918,0.302118650472148,0.1645062842451405,0.38327178879221974,0.4394312303096544,0.040436716538617065,208,0.9567327133036797,1.1896851742573387,0.5779204465229468,0.0004883442810043903,0.0636951010059704,0.23493497996237833,1.236814010866096,0.5908538605513738,0.0005114656080620056,0.06696995389558583,0.24636109816109952,0.3772314872638311,0.4248732213941979,0.3900370008097497,-0.09664375252729478,-480,0.09785685402345323,-0.3108238564273944,-0.09845985287543679,-0.00016906116807899785,-0.01700744254518688,-0.0639527275701317,-0.27856052639476236,-0.088644468889163,-0.00015500426419407204,-0.015289922517993354,-0.05575755231104845,0.2127252030186906,0.04160143260197818,-0.04939422949990474
