analysis_date,previous_analysis_date,window,factor_name,method,portfolio_leg,strategy_nav_cny,leg_gross_notional_cny,strategy_gross_exposure,turnover,total_abs_trade_weight,trade_notional_cny
2015-08-31,2015-07-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,1000000000.0,1000000000.0,2.0,0.5403493571389684,1.0806987142779367,1080698714.2779367
2015-08-31,2015-07-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,2000000000.0,2000000000.0,2.0,0.5403493571389684,1.0806987142779367,2161397428.5558734
2015-08-31,2015-07-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,5000000000.0,5000000000.0,2.0,0.5403493571389684,1.0806987142779367,5403493571.389684
2015-08-31,2015-07-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,10000000000.0,10000000000.0,2.0,0.5403493571389684,1.0806987142779367,10806987142.779367
2015-08-31,2015-07-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,100000000.0,100000000.0,2.0,0.5926360897556515,1.185272179511303,118527217.9511303
2015-08-31,2015-07-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,500000000.0,500000000.0,2.0,0.5926360897556515,1.185272179511303,592636089.7556515
2015-08-31,2015-07-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,1000000000.0,1000000000.0,2.0,0.5926360897556515,1.185272179511303,1185272179.511303
2015-08-31,2015-07-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,2000000000.0,2000000000.0,2.0,0.5926360897556515,1.185272179511303,2370544359.022606
2015-08-31,2015-07-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,5000000000.0,5000000000.0,2.0,0.5926360897556515,1.185272179511303,5926360897.556515
2015-08-31,2015-07-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,10000000000.0,10000000000.0,2.0,0.5926360897556515,1.185272179511303,11852721795.11303
2015-08-31,2015-07-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,100000000.0,100000000.0,2.0,0.42622365452427524,0.8524473090485505,85244730.90485504
2015-08-31,2015-07-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,500000000.0,500000000.0,2.0,0.42622365452427524,0.8524473090485505,426223654.52427524
2015-08-31,2015-07-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,1000000000.0,1000000000.0,2.0,0.42622365452427524,0.8524473090485505,852447309.0485505
2015-08-31,2015-07-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,2000000000.0,2000000000.0,2.0,0.42622365452427524,0.8524473090485505,1704894618.097101
2015-08-31,2015-07-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,5000000000.0,5000000000.0,2.0,0.42622365452427524,0.8524473090485505,4262236545.2427526
2015-08-31,2015-07-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,10000000000.0,10000000000.0,2.0,0.42622365452427524,0.8524473090485505,8524473090.485505
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,100000000.0,100000000.0,2.0,0.5083108246862232,1.0166216493724465,101662164.93724465
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,500000000.0,500000000.0,2.0,0.5083108246862232,1.0166216493724465,508310824.68622327
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,1000000000.0,1000000000.0,2.0,0.5083108246862232,1.0166216493724465,1016621649.3724465
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,2000000000.0,2000000000.0,2.0,0.5083108246862232,1.0166216493724465,2033243298.744893
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,5000000000.0,5000000000.0,2.0,0.5083108246862232,1.0166216493724465,5083108246.862232
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,10000000000.0,10000000000.0,2.0,0.5083108246862232,1.0166216493724465,10166216493.724464
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,100000000.0,100000000.0,2.0,0.34619960127675997,0.6923992025535199,69239920.25535199
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,500000000.0,500000000.0,2.0,0.34619960127675997,0.6923992025535199,346199601.27676
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,1000000000.0,1000000000.0,2.0,0.34619960127675997,0.6923992025535199,692399202.55352
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,2000000000.0,2000000000.0,2.0,0.34619960127675997,0.6923992025535199,1384798405.10704
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,5000000000.0,5000000000.0,2.0,0.34619960127675997,0.6923992025535199,3461996012.7675996
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,10000000000.0,10000000000.0,2.0,0.34619960127675997,0.6923992025535199,6923992025.535199
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,100000000.0,100000000.0,2.0,0.44487077792325713,0.8897415558465143,88974155.58465143
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,500000000.0,500000000.0,2.0,0.44487077792325713,0.8897415558465143,444870777.9232571
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,1000000000.0,1000000000.0,2.0,0.44487077792325713,0.8897415558465143,889741555.8465142
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,2000000000.0,2000000000.0,2.0,0.44487077792325713,0.8897415558465143,1779483111.6930285
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,5000000000.0,5000000000.0,2.0,0.44487077792325713,0.8897415558465143,4448707779.232572
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,10000000000.0,10000000000.0,2.0,0.44487077792325713,0.8897415558465143,8897415558.465143
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,100000000.0,100000000.0,2.0,0.43363286006067,0.86726572012134,86726572.012134
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,500000000.0,500000000.0,2.0,0.43363286006067,0.86726572012134,433632860.06066996
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,1000000000.0,1000000000.0,2.0,0.43363286006067,0.86726572012134,867265720.1213399
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,2000000000.0,2000000000.0,2.0,0.43363286006067,0.86726572012134,1734531440.2426798
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,5000000000.0,5000000000.0,2.0,0.43363286006067,0.86726572012134,4336328600.6067
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,10000000000.0,10000000000.0,2.0,0.43363286006067,0.86726572012134,8672657201.2134
2015-08-31,2015-07-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,100000000.0,100000000.0,2.0,0.4140301515840643,0.8280603031681286,82806030.31681286
2015-08-31,2015-07-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,500000000.0,500000000.0,2.0,0.4140301515840643,0.8280603031681286,414030151.5840643
2015-08-31,2015-07-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,1000000000.0,1000000000.0,2.0,0.4140301515840643,0.8280603031681286,828060303.1681286
2015-08-31,2015-07-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,2000000000.0,2000000000.0,2.0,0.4140301515840643,0.8280603031681286,1656120606.3362572
