block_length,resample,valid,converged,n_iter,dual_gap,n_edges,reason
40,166,True,True,5,-2.8846500827572896e-05,45,
40,167,True,True,5,8.777846832908054e-05,53,
40,168,True,True,5,-2.458717971531854e-05,51,
40,169,True,True,4,6.801674390599644e-05,47,
40,170,True,True,5,6.215854451729896e-05,55,
40,171,True,True,5,3.204264917222588e-05,47,
40,172,True,True,6,4.4880606591135574e-05,49,
40,173,True,True,5,1.651371261424117e-05,45,
40,174,True,True,5,-3.365507747821184e-05,49,
40,175,True,True,6,7.67336023415055e-05,50,
40,176,True,True,6,4.653322645431501e-05,52,
40,177,True,True,4,3.8016576850097294e-05,47,
40,178,True,True,5,6.27000057913385e-05,52,
40,179,True,True,5,5.6971986645670825e-05,52,
40,180,True,True,6,-6.316640011050367e-08,54,
40,181,True,True,5,2.217308549079533e-05,51,
40,182,True,True,5,7.690101193880139e-05,46,
40,183,True,True,5,1.8470113517743414e-05,40,
40,184,True,True,4,-8.822164334709726e-05,49,
40,185,True,True,4,-4.079935104073229e-05,51,
40,186,True,True,5,4.318038444495187e-05,48,
40,187,True,True,5,9.234320187623268e-05,50,
40,188,True,True,4,3.8501420121850316e-05,47,
40,189,True,True,5,4.2351361948522737e-05,45,
40,190,True,True,4,-4.6210646765132424e-05,50,
40,191,True,True,5,3.856912864641515e-05,54,
40,192,True,True,6,7.805825207629624e-05,48,
40,193,True,True,4,9.425315055544559e-05,47,
40,194,True,True,6,5.313678627594243e-05,48,
40,195,True,True,5,3.840457826420618e-05,47,
40,196,True,True,4,7.384013104161369e-05,53,
40,197,True,True,5,4.6649520519803644e-05,48,
40,198,True,True,5,7.146302251115344e-05,49,
40,199,True,True,6,3.131483899387888e-05,56,
40,200,True,True,5,3.994046369593107e-05,53,
