stock_1,stock_2,windows_selected,total_windows,mean_partial_all_windows,mean_abs_partial_all_windows,persistence,mean_partial_when_selected,mean_abs_partial_when_selected,first_selected_date,last_selected_date,dynamic_persistent,always_persistent,name_1,name_2,industry_1,industry_2,same_industry,static_stable,frequency_L10,frequency_L20,frequency_L40,min_frequency,mean_frequency,max_frequency,frequency_range,stable_all_block_lengths,core_all_block_lengths,stability_class
002415,600030,31,31,0.08671714050062376,0.08671714050062376,1.0,0.08671714050062376,0.08671714050062376,2024-01-16,2026-07-14,True,True,海康威视,中信证券,电子,非银金融,False,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,True,Static stable + Dynamic persistent
002460,600030,31,31,0.08376510272717724,0.08376510272717724,1.0,0.08376510272717724,0.08376510272717724,2024-01-16,2026-07-14,True,True,赣锋锂业,中信证券,新能源,非银金融,False,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,True,Static stable + Dynamic persistent
000568,600887,31,31,0.08367575775262764,0.08367575775262764,1.0,0.08367575775262764,0.08367575775262764,2024-01-16,2026-07-14,True,True,泸州老窖,伊利股份,食品饮料,食品饮料,True,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,True,Static stable + Dynamic persistent
600519,601318,31,31,0.08238858332427963,0.08238858332427963,1.0,0.08238858332427963,0.08238858332427963,2024-01-16,2026-07-14,True,True,贵州茅台,中国平安,食品饮料,非银金融,False,True,0.995,1.0,1.0,0.995,0.9983333333333334,1.0,0.005,True,True,Static stable + Dynamic persistent
000858,601318,31,31,0.06521810565355521,0.06521810565355521,1.0,0.06521810565355521,0.06521810565355521,2024-01-16,2026-07-14,True,True,五粮液,中国平安,食品饮料,非银金融,False,True,1.0,1.0,0.995,0.995,0.9983333333333334,1.0,0.005,True,True,Static stable + Dynamic persistent
600036,600519,31,31,0.059279181374151606,0.059279181374151606,1.0,0.059279181374151606,0.059279181374151606,2024-01-16,2026-07-14,True,True,招商银行,贵州茅台,银行,食品饮料,False,True,0.995,1.0,1.0,0.995,0.9983333333333334,1.0,0.005,True,True,Static stable + Dynamic persistent
000001,601398,31,31,0.05721163167269065,0.05721163167269065,1.0,0.05721163167269065,0.05721163167269065,2024-01-16,2026-07-14,True,True,平安银行,工商银行,银行,银行,True,True,0.995,1.0,1.0,0.995,0.9983333333333334,1.0,0.005,True,True,Static stable + Dynamic persistent
000001,600887,31,31,0.05286457544898218,0.05286457544898218,1.0,0.05286457544898218,0.05286457544898218,2024-01-16,2026-07-14,True,True,平安银行,伊利股份,银行,食品饮料,False,True,0.98,1.0,1.0,0.98,0.9933333333333332,1.0,0.02,True,True,Static stable + Dynamic persistent
000725,002475,30,31,0.1353927041839877,0.1353927041839877,0.967741935483871,0.13990579432345393,0.13990579432345393,2024-01-16,2026-06-15,True,False,京东方A,立讯精密,电子,电子,True,True,0.955,0.955,0.97,0.955,0.96,0.97,0.015,True,True,Static stable + Dynamic persistent
002415,002460,30,31,0.08091367914498859,0.08091367914498859,0.967741935483871,0.08361080178315489,0.08361080178315489,2024-02-21,2026-07-14,True,False,海康威视,赣锋锂业,电子,新能源,False,True,0.975,0.975,0.96,0.96,0.97,0.975,0.015,True,True,Static stable + Dynamic persistent
000001,000858,30,31,0.0440378344589143,0.0440378344589143,0.967741935483871,0.04550576227421144,0.04550576227421144,2024-01-16,2026-07-14,True,False,平安银行,五粮液,银行,食品饮料,False,True,0.985,0.985,0.995,0.985,0.9883333333333332,0.995,0.01,True,True,Static stable + Dynamic persistent
000725,002460,29,31,0.10004516012000451,0.10004516012000451,0.9354838709677419,0.10694482633517724,0.10694482633517724,2024-01-16,2026-05-18,True,False,京东方A,赣锋锂业,电子,新能源,False,True,0.88,0.84,0.84,0.84,0.8533333333333334,0.88,0.04,True,False,Static stable + Dynamic persistent
002415,002475,29,31,0.07237700363424722,0.07237700363424722,0.9354838709677419,0.07736852112626427,0.07736852112626427,2024-01-16,2026-07-14,True,False,海康威视,立讯精密,电子,电子,True,True,1.0,0.995,1.0,0.995,0.9983333333333334,1.0,0.005,True,True,Static stable + Dynamic persistent
600887,601318,29,31,0.04943510661958332,0.04943510661958332,0.9354838709677419,0.05284442431748562,0.05284442431748562,2024-01-16,2026-07-14,True,False,伊利股份,中国平安,食品饮料,非银金融,False,True,0.98,0.995,0.995,0.98,0.99,0.995,0.015,True,True,Static stable + Dynamic persistent
002460,002475,28,31,0.04161150951718828,0.04161150951718828,0.9032258064516129,0.046069885536887026,0.046069885536887026,2024-01-16,2026-07-14,True,False,赣锋锂业,立讯精密,新能源,电子,False,True,0.975,0.97,0.935,0.935,0.96,0.975,0.0399999999999999,True,True,Static stable + Dynamic persistent
000858,002415,28,31,0.028539835344206045,0.028539835344206045,0.9032258064516129,0.03159767484537098,0.03159767484537098,2024-01-16,2026-05-18,True,False,五粮液,海康威视,食品饮料,电子,False,True,0.94,0.925,0.89,0.89,0.9183333333333332,0.94,0.0499999999999999,True,False,Static stable + Dynamic persistent
000568,600030,26,31,0.03963342001381256,0.03963342001381256,0.8387096774193549,0.04725523155493035,0.04725523155493035,2024-01-16,2026-07-14,True,False,泸州老窖,中信证券,食品饮料,非银金融,False,True,0.93,0.965,0.96,0.93,0.9516666666666668,0.965,0.0349999999999999,True,True,Static stable + Dynamic persistent
600036,601288,26,31,0.030792905423763544,0.030792905423763544,0.8387096774193549,0.036714618005256536,0.036714618005256536,2024-01-16,2026-07-14,True,False,招商银行,农业银行,银行,银行,True,True,0.915,0.915,0.895,0.895,0.9083333333333332,0.915,0.02,True,False,Static stable + Dynamic persistent
000725,600030,25,31,0.08805523534210243,0.08805523534210243,0.8064516129032258,0.109188491824207,0.109188491824207,2024-01-16,2026-05-18,True,False,京东方A,中信证券,电子,非银金融,False,True,0.905,0.895,0.915,0.895,0.905,0.915,0.02,True,False,Static stable + Dynamic persistent
000568,601318,25,31,0.05379986985774593,0.05379986985774593,0.8064516129032258,0.06671183862360495,0.06671183862360495,2024-01-16,2026-07-14,True,False,泸州老窖,中国平安,食品饮料,非银金融,False,True,0.955,0.955,0.91,0.91,0.94,0.955,0.0449999999999999,True,True,Static stable + Dynamic persistent
000858,002460,25,31,0.038363819773769514,0.038363819773769514,0.8064516129032258,0.0475711365194742,0.0475711365194742,2024-01-16,2026-01-12,True,False,五粮液,赣锋锂业,食品饮料,新能源,False,True,0.84,0.855,0.855,0.84,0.85,0.855,0.015,True,False,Static stable + Dynamic persistent
600030,600887,25,31,0.03546667652246733,0.03546667652246733,0.8064516129032258,0.04397867888785949,0.04397867888785949,2024-01-16,2026-07-14,True,False,中信证券,伊利股份,非银金融,食品饮料,False,True,0.915,0.91,0.96,0.91,0.9283333333333332,0.96,0.0499999999999999,True,True,Static stable + Dynamic persistent
600030,603501,24,31,0.1235147209661719,0.1235147209661719,0.7741935483870968,0.1595398479146387,0.1595398479146387,2024-08-15,2026-07-14,False,False,中信证券,韦尔股份,非银金融,电子,False,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,True,Static stable only
000858,600030,24,31,0.028230704779472496,0.028230704779472496,0.7741935483870968,0.03646466034015197,0.03646466034015197,2024-02-21,2026-07-14,False,False,五粮液,中信证券,食品饮料,非银金融,False,True,0.955,0.985,0.99,0.955,0.9766666666666666,0.99,0.035,True,True,Static stable only
002415,601318,23,31,0.08948754048903734,0.08948754048903734,0.7419354838709677,0.1206136415287025,0.1206136415287025,2024-01-16,2025-11-13,False,False,海康威视,中国平安,电子,非银金融,False,True,0.925,0.915,0.905,0.905,0.915,0.925,0.02,True,True,Static stable only
002460,603501,23,31,0.06184434866185904,0.06184434866185904,0.7419354838709677,0.08335542645728827,0.08335542645728827,2024-03-20,2026-04-15,False,False,赣锋锂业,韦尔股份,新能源,电子,False,True,0.875,0.87,0.935,0.87,0.8933333333333334,0.935,0.065,True,False,Static stable only
600030,600519,28,31,0.0236445245496929,0.0236445245496929,0.9032258064516129,0.026177866465731423,0.026177866465731423,2024-01-16,2026-04-15,True,False,中信证券,贵州茅台,非银金融,食品饮料,False,False,0.68,0.735,0.79,0.68,0.735,0.79,0.1099999999999999,False,False,Dynamic persistent only
000725,601318,27,31,0.03753493171049317,0.03753493171049317,0.8709677419354839,0.04309566233426994,0.04309566233426994,2024-01-16,2026-04-15,True,False,京东方A,中国平安,电子,非银金融,False,False,0.345,0.43,0.605,0.345,0.4599999999999999,0.605,0.26,False,False,Dynamic persistent only
000001,000568,27,31,0.030862843682878113,0.030862843682878113,0.8709677419354839,0.03543511682108228,0.03543511682108228,2024-02-21,2026-04-15,True,False,平安银行,泸州老窖,银行,食品饮料,False,False,0.69,0.64,0.7,0.64,0.6766666666666667,0.7,0.0599999999999999,False,False,Dynamic persistent only
000725,000858,22,31,0.015283683307460829,0.015283683307460829,0.7096774193548387,0.02153609920596753,0.02153609920596753,2024-02-21,2025-12-11,False,False,京东方A,五粮液,电子,食品饮料,False,False,0.07,0.115,0.165,0.07,0.1166666666666666,0.165,0.095,False,False,Neither
000001,601288,20,31,0.02950423793795819,0.02950423793795819,0.6451612903225806,0.04573156880383519,0.04573156880383519,2024-04-19,2026-07-14,False,False,平安银行,农业银行,银行,银行,True,False,0.695,0.7,0.745,0.695,0.7133333333333334,0.745,0.05,False,False,Neither
000568,002460,18,31,0.0333766925244602,0.0333766925244602,0.5806451612903226,0.05748208156990367,0.05748208156990367,2024-05-22,2025-10-16,False,False,泸州老窖,赣锋锂业,食品饮料,新能源,False,False,0.44,0.5,0.62,0.44,0.52,0.62,0.18,False,False,Neither
000001,000725,16,31,0.03648262830361797,0.03648262830361797,0.5161290322580645,0.07068509233825981,0.07068509233825981,2024-09-12,2026-04-15,False,False,平安银行,京东方A,银行,电子,False,False,0.155,0.21,0.3,0.155,0.2216666666666666,0.3,0.145,False,False,Neither
002415,600887,15,31,0.023682421662558507,0.023682421662558507,0.4838709677419355,0.048943671435954246,0.048943671435954246,2024-05-22,2026-06-15,False,False,海康威视,伊利股份,电子,食品饮料,False,False,0.47,0.475,0.49,0.47,0.4783333333333333,0.49,0.02,False,False,Neither
000858,002475,14,31,0.014184056583373987,0.014184056583373987,0.45161290322580644,0.03140755386318526,0.03140755386318526,2024-02-21,2025-03-19,False,False,五粮液,立讯精密,食品饮料,电子,False,False,0.045,0.095,0.085,0.045,0.075,0.095,0.05,False,False,Neither
000725,600887,14,31,0.009334652114601168,0.009334652114601168,0.45161290322580644,0.0206695868251883,0.0206695868251883,2024-08-15,2025-10-16,False,False,京东方A,伊利股份,电子,食品饮料,False,False,0.01,0.08,0.185,0.01,0.0916666666666666,0.185,0.175,False,False,Neither
000568,002415,14,31,0.0037174808406246454,0.0037174808406246454,0.45161290322580644,0.008231564718526001,0.008231564718526001,2024-01-16,2025-09-10,False,False,泸州老窖,海康威视,食品饮料,电子,False,False,0.695,0.585,0.58,0.58,0.62,0.695,0.1149999999999999,False,False,Neither
002475,600030,13,31,0.02216508969521746,0.02216508969521746,0.41935483870967744,0.05285521388859548,0.05285521388859548,2024-05-22,2026-07-14,False,False,立讯精密,中信证券,电子,非银金融,False,False,0.61,0.655,0.59,0.59,0.6183333333333333,0.655,0.065,False,False,Neither
002460,600887,13,31,0.014046091890621741,0.014046091890621741,0.41935483870967744,0.033494526816098,0.033494526816098,2024-09-12,2025-09-10,False,False,赣锋锂业,伊利股份,新能源,食品饮料,False,False,0.39,0.385,0.425,0.385,0.3999999999999999,0.425,0.0399999999999999,False,False,Neither
002460,601288,11,31,-0.013010094698434506,0.013010094698434506,0.3548387096774194,-0.03666481233195179,0.03666481233195179,2024-08-15,2025-06-18,False,False,赣锋锂业,农业银行,新能源,银行,False,False,0.07,0.1,0.11,0.07,0.0933333333333333,0.11,0.0399999999999999,False,False,Neither
000001,600030,10,31,0.03253381787111242,0.03253381787111242,0.3225806451612903,0.10085483540044851,0.10085483540044851,2024-01-16,2026-03-17,False,False,平安银行,中信证券,银行,非银金融,False,False,0.59,0.535,0.65,0.535,0.5916666666666667,0.65,0.1149999999999999,False,False,Neither
002475,601318,10,31,0.005520440693840859,0.005520440693840859,0.3225806451612903,0.01711336615090666,0.01711336615090666,2025-01-14,2025-10-16,False,False,立讯精密,中国平安,电子,非银金融,False,False,0.085,0.085,0.14,0.085,0.1033333333333333,0.14,0.055,False,False,Neither
000858,600036,9,31,0.012476704146985778,0.012476704146985778,0.2903225806451613,0.04297531428406212,0.04297531428406212,2024-01-16,2024-09-12,False,False,五粮液,招商银行,食品饮料,银行,False,False,0.635,0.52,0.58,0.52,0.5783333333333333,0.635,0.1149999999999999,False,False,Neither
002415,600519,9,31,0.011771286326050661,0.011771286326050661,0.2903225806451613,0.04054554178973005,0.04054554178973005,2025-02-19,2025-10-16,False,False,海康威视,贵州茅台,电子,食品饮料,False,False,0.065,0.11,0.11,0.065,0.0949999999999999,0.11,0.045,False,False,Neither
600030,600036,7,31,0.014901165698621167,0.014901165698621167,0.22580645161290322,0.06599087666532231,0.06599087666532231,2024-01-16,2024-07-18,False,False,中信证券,招商银行,非银金融,银行,False,False,0.12,0.095,0.17,0.095,0.1283333333333333,0.17,0.075,False,False,Neither
601288,603501,7,31,-0.006390857668958068,0.006390857668958068,0.22580645161290322,-0.028302369676814303,0.028302369676814303,2024-09-12,2026-07-14,False,False,农业银行,韦尔股份,银行,电子,False,False,0.4,0.32,0.28,0.28,0.3333333333333333,0.4,0.12,False,False,Neither
000568,000725,7,31,0.0013484091089257936,0.0013484091089257936,0.22580645161290322,0.005971526053814229,0.005971526053814229,2024-11-18,2025-10-16,False,False,泸州老窖,京东方A,食品饮料,电子,False,False,0.05,0.055,0.06,0.05,0.055,0.06,0.0099999999999999,False,False,Neither
600036,600887,6,31,0.015945833707972795,0.015945833707972795,0.1935483870967742,0.08238680749119277,0.08238680749119277,2024-01-16,2024-06-20,False,False,招商银行,伊利股份,银行,食品饮料,False,False,0.745,0.685,0.6,0.6,0.6766666666666667,0.745,0.145,False,False,Neither
000001,002460,6,31,0.0029272609311664904,0.0029272609311664904,0.1935483870967742,0.015124181477693533,0.015124181477693533,2024-03-20,2024-10-21,False,False,平安银行,赣锋锂业,银行,新能源,False,False,0.105,0.04,0.025,0.025,0.0566666666666666,0.105,0.0799999999999999,False,False,Neither
002460,601318,5,31,0.010285488099736806,0.010285488099736806,0.16129032258064516,0.0637700262183682,0.0637700262183682,2024-01-16,2024-05-22,False,False,赣锋锂业,中国平安,新能源,非银金融,False,False,0.425,0.45,0.44,0.425,0.4383333333333333,0.45,0.025,False,False,Neither
601398,603501,5,31,-0.0062111412037324,0.0062111412037324,0.16129032258064516,-0.03850907546314088,0.03850907546314088,2026-03-17,2026-07-14,False,False,工商银行,韦尔股份,银行,电子,False,False,0.07,0.06,0.045,0.045,0.0583333333333333,0.07,0.025,False,False,Neither
000568,603501,5,31,0.0027472529828706615,0.0027472529828706615,0.16129032258064516,0.017032968493798102,0.017032968493798102,2024-09-12,2025-01-14,False,False,泸州老窖,韦尔股份,食品饮料,电子,False,False,0.045,0.035,0.05,0.035,0.0433333333333333,0.05,0.015,False,False,Neither
002460,601398,4,31,-0.0026254361447395035,0.0026254361447395035,0.12903225806451613,-0.02034713012173115,0.02034713012173115,2024-08-15,2026-07-14,False,False,赣锋锂业,工商银行,新能源,银行,False,False,0.075,0.105,0.12,0.075,0.0999999999999999,0.12,0.045,False,False,Neither
600030,601288,4,31,0.001938173535698058,0.001938173535698058,0.12903225806451613,0.01502084490165995,0.01502084490165995,2024-01-16,2024-04-19,False,False,中信证券,农业银行,非银金融,银行,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
002475,600519,4,31,0.0016344065293908323,0.0016344065293908323,0.12903225806451613,0.01266665060277895,0.01266665060277895,2024-05-22,2024-12-16,False,False,立讯精密,贵州茅台,电子,食品饮料,False,False,0.0,0.005,0.02,0.0,0.0083333333333333,0.02,0.02,False,False,Neither
600030,601398,3,31,0.002418689277349158,0.002418689277349158,0.0967741935483871,0.024993122532607964,0.024993122532607964,2024-01-16,2024-03-20,False,False,中信证券,工商银行,非银金融,银行,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
002460,600036,3,31,0.0008797348073576839,0.0008797348073576839,0.0967741935483871,0.009090593009362734,0.009090593009362734,2024-01-16,2024-05-22,False,False,赣锋锂业,招商银行,新能源,银行,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
002460,600519,3,31,0.0006158675797185774,0.0006158675797185774,0.0967741935483871,0.0063639649904253,0.0063639649904253,2025-08-13,2026-01-12,False,False,赣锋锂业,贵州茅台,新能源,食品饮料,False,False,0.025,0.04,0.07,0.025,0.045,0.07,0.045,False,False,Neither
000568,600036,3,31,0.0003975998510615064,0.0003975998510615064,0.0967741935483871,0.004108531794302233,0.004108531794302233,2024-10-21,2025-10-16,False,False,泸州老窖,招商银行,食品饮料,银行,False,False,0.335,0.33,0.37,0.33,0.345,0.37,0.0399999999999999,False,False,Neither
000001,600519,2,31,0.0009565507799672064,0.0009565507799672064,0.06451612903225806,0.0148265370894917,0.0148265370894917,2024-01-16,2025-07-16,False,False,平安银行,贵州茅台,银行,食品饮料,False,False,0.065,0.095,0.065,0.065,0.075,0.095,0.03,False,False,Neither
601288,601318,2,31,0.0002734099898378709,0.0002734099898378709,0.06451612903225806,0.0042378548424869995,0.0042378548424869995,2024-01-16,2024-03-20,False,False,农业银行,中国平安,银行,非银金融,False,False,0.025,0.03,0.035,0.025,0.03,0.035,0.01,False,False,Neither
600887,603501,2,31,5.991720262538065e-05,5.991720262538065e-05,0.06451612903225806,0.0009287166406934,0.0009287166406934,2024-01-16,2024-08-15,False,False,伊利股份,韦尔股份,食品饮料,电子,False,False,0.005,0.02,0.01,0.005,0.0116666666666666,0.02,0.015,False,False,Neither
002475,600887,1,31,0.0008039145353591936,0.0008039145353591936,0.03225806451612903,0.024921350596135,0.024921350596135,2024-01-16,2024-01-16,False,False,立讯精密,伊利股份,电子,食品饮料,False,False,0.06,0.05,0.05,0.05,0.0533333333333333,0.06,0.0099999999999999,False,False,Neither
000725,600519,1,31,0.0002224526991620871,0.0002224526991620871,0.03225806451612903,0.0068960336740247,0.0068960336740247,2025-10-16,2025-10-16,False,False,京东方A,贵州茅台,电子,食品饮料,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
000001,002475,1,31,0.00016126246867768064,0.00016126246867768064,0.03225806451612903,0.0049991365290081,0.0049991365290081,2025-03-19,2025-03-19,False,False,平安银行,立讯精密,银行,电子,False,False,0.005,0.0,0.005,0.0,0.0033333333333333,0.005,0.005,False,False,Neither
600887,601288,1,31,0.00011981567198044838,0.00011981567198044838,0.03225806451612903,0.0037142858313939,0.0037142858313939,2024-06-20,2024-06-20,False,False,伊利股份,农业银行,食品饮料,银行,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
000725,601398,1,31,-0.00011787969707663548,0.00011787969707663548,0.03225806451612903,-0.0036542706093757,0.0036542706093757,2026-07-14,2026-07-14,False,False,京东方A,工商银行,电子,银行,False,False,0.0,0.0,0.015,0.0,0.005,0.015,0.015,False,False,Neither
000001,002415,0,31,0.0,0.0,0.0,,,,,False,False,平安银行,海康威视,银行,电子,False,False,0.2,0.175,0.075,0.075,0.15,0.2,0.125,False,False,Neither
000001,603501,0,31,0.0,0.0,0.0,,,,,False,False,平安银行,韦尔股份,银行,电子,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
000568,002475,0,31,0.0,0.0,0.0,,,,,False,False,泸州老窖,立讯精密,食品饮料,电子,False,False,0.0,0.0,0.005,0.0,0.0016666666666666,0.005,0.005,False,False,Neither
000568,601288,0,31,0.0,0.0,0.0,,,,,False,False,泸州老窖,农业银行,食品饮料,银行,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
000568,601398,0,31,0.0,0.0,0.0,,,,,False,False,泸州老窖,工商银行,食品饮料,银行,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
000725,600036,0,31,0.0,0.0,0.0,,,,,False,False,京东方A,招商银行,电子,银行,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
000725,601288,0,31,0.0,0.0,0.0,,,,,False,False,京东方A,农业银行,电子,银行,False,False,0.0,0.0,0.005,0.0,0.0016666666666666,0.005,0.005,False,False,Neither
000858,601288,0,31,0.0,0.0,0.0,,,,,False,False,五粮液,农业银行,食品饮料,银行,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
000858,601398,0,31,0.0,0.0,0.0,,,,,False,False,五粮液,工商银行,食品饮料,银行,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
000858,603501,0,31,0.0,0.0,0.0,,,,,False,False,五粮液,韦尔股份,食品饮料,电子,False,False,0.01,0.01,0.02,0.01,0.0133333333333333,0.02,0.01,False,False,Neither
002415,600036,0,31,0.0,0.0,0.0,,,,,False,False,海康威视,招商银行,电子,银行,False,False,0.005,0.0,0.0,0.0,0.0016666666666666,0.005,0.005,False,False,Neither
002415,601288,0,31,0.0,0.0,0.0,,,,,False,False,海康威视,农业银行,电子,银行,False,False,0.0,0.0,0.005,0.0,0.0016666666666666,0.005,0.005,False,False,Neither
002415,601398,0,31,0.0,0.0,0.0,,,,,False,False,海康威视,工商银行,电子,银行,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
002475,600036,0,31,0.0,0.0,0.0,,,,,False,False,立讯精密,招商银行,电子,银行,False,False,0.01,0.01,0.005,0.005,0.0083333333333333,0.01,0.005,False,False,Neither
002475,601288,0,31,0.0,0.0,0.0,,,,,False,False,立讯精密,农业银行,电子,银行,False,False,0.015,0.01,0.02,0.01,0.015,0.02,0.01,False,False,Neither
002475,601398,0,31,0.0,0.0,0.0,,,,,False,False,立讯精密,工商银行,电子,银行,False,False,0.005,0.0,0.015,0.0,0.0066666666666666,0.015,0.015,False,False,Neither
600036,603501,0,31,0.0,0.0,0.0,,,,,False,False,招商银行,韦尔股份,银行,电子,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
600519,601288,0,31,0.0,0.0,0.0,,,,,False,False,贵州茅台,农业银行,食品饮料,银行,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
600519,601398,0,31,0.0,0.0,0.0,,,,,False,False,贵州茅台,工商银行,食品饮料,银行,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
600519,603501,0,31,0.0,0.0,0.0,,,,,False,False,贵州茅台,韦尔股份,食品饮料,电子,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,Neither
600887,601398,0,31,0.0,0.0,0.0,,,,,False,False,伊利股份,工商银行,食品饮料,银行,False,False,0.0,0.0,0.005,0.0,0.0016666666666666,0.005,0.005,False,False,Neither
601318,601398,0,31,0.0,0.0,0.0,,,,,False,False,中国平安,工商银行,非银金融,银行,False,False,0.02,0.005,0.005,0.005,0.01,0.02,0.015,False,False,Neither
