window_id,window_start,window_end,network_date,code,name,industry,degree,strength
20,2024-07-31,2025-08-13,2025-08-13,000725,京东方A,电子,10,0.9185320128374495
20,2024-07-31,2025-08-13,2025-08-13,603501,韦尔股份,电子,5,0.8071906878566041
20,2024-07-31,2025-08-13,2025-08-13,002475,立讯精密,电子,5,0.5886470119122255
20,2024-07-31,2025-08-13,2025-08-13,601318,中国平安,非银金融,10,1.1416910384725272
20,2024-07-31,2025-08-13,2025-08-13,600030,中信证券,非银金融,9,0.7708186865518069
21,2024-08-28,2025-09-10,2025-09-10,000001,平安银行,银行,8,0.8762944182439895
21,2024-08-28,2025-09-10,2025-09-10,600036,招商银行,银行,5,0.8359891774595816
21,2024-08-28,2025-09-10,2025-09-10,601398,工商银行,银行,3,0.8521870292745011
21,2024-08-28,2025-09-10,2025-09-10,601288,农业银行,银行,3,0.6763362475742889
21,2024-08-28,2025-09-10,2025-09-10,600519,贵州茅台,食品饮料,8,0.9701238657761386
21,2024-08-28,2025-09-10,2025-09-10,000858,五粮液,食品饮料,9,1.1547194455391951
21,2024-08-28,2025-09-10,2025-09-10,000568,泸州老窖,食品饮料,9,0.9990816343184746
21,2024-08-28,2025-09-10,2025-09-10,600887,伊利股份,食品饮料,7,0.6628201887446034
21,2024-08-28,2025-09-10,2025-09-10,002460,赣锋锂业,新能源,9,0.5992852925529121
21,2024-08-28,2025-09-10,2025-09-10,002415,海康威视,电子,9,0.9026151940244052
21,2024-08-28,2025-09-10,2025-09-10,000725,京东方A,电子,10,0.9024475984052601
21,2024-08-28,2025-09-10,2025-09-10,603501,韦尔股份,电子,5,0.8010357204250291
21,2024-08-28,2025-09-10,2025-09-10,002475,立讯精密,电子,5,0.5864523485936407
21,2024-08-28,2025-09-10,2025-09-10,601318,中国平安,非银金融,10,1.1445475402996825
21,2024-08-28,2025-09-10,2025-09-10,600030,中信证券,非银金融,8,0.7372851484664642
22,2024-09-27,2025-10-16,2025-10-16,000001,平安银行,银行,8,0.8789739652080433
22,2024-09-27,2025-10-16,2025-10-16,600036,招商银行,银行,6,0.8562779532921231
22,2024-09-27,2025-10-16,2025-10-16,601398,工商银行,银行,3,0.7908920339476374
22,2024-09-27,2025-10-16,2025-10-16,601288,农业银行,银行,4,0.712910312265469
22,2024-09-27,2025-10-16,2025-10-16,600519,贵州茅台,食品饮料,8,0.9495275322202724
22,2024-09-27,2025-10-16,2025-10-16,000858,五粮液,食品饮料,9,1.1706821370743106
22,2024-09-27,2025-10-16,2025-10-16,000568,泸州老窖,食品饮料,9,0.9472168229739709
22,2024-09-27,2025-10-16,2025-10-16,600887,伊利股份,食品饮料,6,0.6144781069294457
22,2024-09-27,2025-10-16,2025-10-16,002460,赣锋锂业,新能源,7,0.5152270961712078
22,2024-09-27,2025-10-16,2025-10-16,002415,海康威视,电子,8,0.8290213835555711
22,2024-09-27,2025-10-16,2025-10-16,000725,京东方A,电子,11,1.0215589504422162
22,2024-09-27,2025-10-16,2025-10-16,603501,韦尔股份,电子,6,0.7890413522223986
22,2024-09-27,2025-10-16,2025-10-16,002475,立讯精密,电子,5,0.5424679561790933
22,2024-09-27,2025-10-16,2025-10-16,601318,中国平安,非银金融,10,1.1546896134855618
22,2024-09-27,2025-10-16,2025-10-16,600030,中信证券,非银金融,8,0.6789941279355889
23,2024-11-01,2025-11-13,2025-11-13,000001,平安银行,银行,8,0.7262531897380753
23,2024-11-01,2025-11-13,2025-11-13,600036,招商银行,银行,5,0.8028816041031269
23,2024-11-01,2025-11-13,2025-11-13,601398,工商银行,银行,3,0.8499008721376032
23,2024-11-01,2025-11-13,2025-11-13,601288,农业银行,银行,3,0.6445184255763997
23,2024-11-01,2025-11-13,2025-11-13,600519,贵州茅台,食品饮料,6,0.9828249771628668
23,2024-11-01,2025-11-13,2025-11-13,000858,五粮液,食品饮料,9,1.114845715009816
23,2024-11-01,2025-11-13,2025-11-13,000568,泸州老窖,食品饮料,5,0.8011798399618885
23,2024-11-01,2025-11-13,2025-11-13,600887,伊利股份,食品饮料,5,0.5055899427848213
23,2024-11-01,2025-11-13,2025-11-13,002460,赣锋锂业,新能源,6,0.3327221906198723
23,2024-11-01,2025-11-13,2025-11-13,002415,海康威视,电子,6,0.6422900593479702
23,2024-11-01,2025-11-13,2025-11-13,000725,京东方A,电子,8,0.9255807728036447
23,2024-11-01,2025-11-13,2025-11-13,603501,韦尔股份,电子,5,0.6749383401341569
23,2024-11-01,2025-11-13,2025-11-13,002475,立讯精密,电子,3,0.5099624743989156
23,2024-11-01,2025-11-13,2025-11-13,601318,中国平安,非银金融,8,1.072080971148813
23,2024-11-01,2025-11-13,2025-11-13,600030,中信证券,非银金融,8,0.9473936693352883
24,2024-11-29,2025-12-11,2025-12-11,000001,平安银行,银行,6,0.6988137062773254
24,2024-11-29,2025-12-11,2025-12-11,600036,招商银行,银行,5,0.7927417533327226
24,2024-11-29,2025-12-11,2025-12-11,601398,工商银行,银行,3,0.8471163088934177
24,2024-11-29,2025-12-11,2025-12-11,601288,农业银行,银行,3,0.6278683796377375
24,2024-11-29,2025-12-11,2025-12-11,600519,贵州茅台,食品饮料,6,0.9604405909203205
24,2024-11-29,2025-12-11,2025-12-11,000858,五粮液,食品饮料,8,1.117894161370473
24,2024-11-29,2025-12-11,2025-12-11,000568,泸州老窖,食品饮料,5,0.7612179913669003
24,2024-11-29,2025-12-11,2025-12-11,600887,伊利股份,食品饮料,5,0.4560629095214242
24,2024-11-29,2025-12-11,2025-12-11,002460,赣锋锂业,新能源,5,0.3268713189809866
24,2024-11-29,2025-12-11,2025-12-11,002415,海康威视,电子,6,0.5621854546562639
24,2024-11-29,2025-12-11,2025-12-11,000725,京东方A,电子,7,0.8444006666388004
24,2024-11-29,2025-12-11,2025-12-11,603501,韦尔股份,电子,4,0.6065945754167685
24,2024-11-29,2025-12-11,2025-12-11,002475,立讯精密,电子,5,0.5454486920988607
24,2024-11-29,2025-12-11,2025-12-11,601318,中国平安,非银金融,7,0.9608321454184293
24,2024-11-29,2025-12-11,2025-12-11,600030,中信证券,非银金融,9,1.0677582992938177
25,2024-12-27,2026-01-12,2026-01-12,000001,平安银行,银行,7,0.6693800919847014
25,2024-12-27,2026-01-12,2026-01-12,600036,招商银行,银行,5,0.7372070460601781
25,2024-12-27,2026-01-12,2026-01-12,601398,工商银行,银行,3,0.8514288545040268
25,2024-12-27,2026-01-12,2026-01-12,601288,农业银行,银行,3,0.6101965592132023
25,2024-12-27,2026-01-12,2026-01-12,600519,贵州茅台,食品饮料,7,0.9712694611614557
25,2024-12-27,2026-01-12,2026-01-12,000858,五粮液,食品饮料,8,1.107497278652724
25,2024-12-27,2026-01-12,2026-01-12,000568,泸州老窖,食品饮料,4,0.7366123382625844
25,2024-12-27,2026-01-12,2026-01-12,600887,伊利股份,食品饮料,5,0.40919940977832464
25,2024-12-27,2026-01-12,2026-01-12,002460,赣锋锂业,新能源,6,0.342753603538763
25,2024-12-27,2026-01-12,2026-01-12,002415,海康威视,电子,6,0.5895549146038211
25,2024-12-27,2026-01-12,2026-01-12,000725,京东方A,电子,6,0.755832518577619
25,2024-12-27,2026-01-12,2026-01-12,603501,韦尔股份,电子,4,0.6049699172285004
25,2024-12-27,2026-01-12,2026-01-12,002475,立讯精密,电子,5,0.5369038425895849
25,2024-12-27,2026-01-12,2026-01-12,601318,中国平安,非银金融,7,0.8907744248624008
25,2024-12-27,2026-01-12,2026-01-12,600030,中信证券,非银金融,8,1.0982402307734886
26,2025-01-27,2026-02-09,2026-02-09,000001,平安银行,银行,7,0.6262040952285264
26,2025-01-27,2026-02-09,2026-02-09,600036,招商银行,银行,5,0.7747281995219619
26,2025-01-27,2026-02-09,2026-02-09,601398,工商银行,银行,3,0.8519566524054911
26,2025-01-27,2026-02-09,2026-02-09,601288,农业银行,银行,3,0.585516241502748
26,2025-01-27,2026-02-09,2026-02-09,600519,贵州茅台,食品饮料,6,0.9802397182372973
26,2025-01-27,2026-02-09,2026-02-09,000858,五粮液,食品饮料,6,1.0539911662211223
26,2025-01-27,2026-02-09,2026-02-09,000568,泸州老窖,食品饮料,5,0.7465512697259988
26,2025-01-27,2026-02-09,2026-02-09,600887,伊利股份,食品饮料,6,0.44034949991726924
26,2025-01-27,2026-02-09,2026-02-09,002460,赣锋锂业,新能源,4,0.29790657158388284
26,2025-01-27,2026-02-09,2026-02-09,002415,海康威视,电子,4,0.5223006319209429
26,2025-01-27,2026-02-09,2026-02-09,000725,京东方A,电子,6,0.6668369220246946
26,2025-01-27,2026-02-09,2026-02-09,603501,韦尔股份,电子,4,0.5642347807819994
26,2025-01-27,2026-02-09,2026-02-09,002475,立讯精密,电子,4,0.48685404189149956
26,2025-01-27,2026-02-09,2026-02-09,601318,中国平安,非银金融,7,0.8744808615299898
26,2025-01-27,2026-02-09,2026-02-09,600030,中信证券,非银金融,10,1.0564245910686871
27,2025-03-04,2026-03-17,2026-03-17,000001,平安银行,银行,8,0.6535356453243394
27,2025-03-04,2026-03-17,2026-03-17,600036,招商银行,银行,5,0.7706618077890992
27,2025-03-04,2026-03-17,2026-03-17,601398,工商银行,银行,4,0.8898492610808791
27,2025-03-04,2026-03-17,2026-03-17,601288,农业银行,银行,3,0.5740273300518601
27,2025-03-04,2026-03-17,2026-03-17,600519,贵州茅台,食品饮料,6,0.95375849167068
27,2025-03-04,2026-03-17,2026-03-17,000858,五粮液,食品饮料,7,1.0490824185897798
27,2025-03-04,2026-03-17,2026-03-17,000568,泸州老窖,食品饮料,5,0.7651542435069889
27,2025-03-04,2026-03-17,2026-03-17,600887,伊利股份,食品饮料,6,0.4602890898372319
27,2025-03-04,2026-03-17,2026-03-17,002460,赣锋锂业,新能源,5,0.30113343329520414
27,2025-03-04,2026-03-17,2026-03-17,002415,海康威视,电子,6,0.5324218874538135
27,2025-03-04,2026-03-17,2026-03-17,000725,京东方A,电子,5,0.6717166403540128
27,2025-03-04,2026-03-17,2026-03-17,603501,韦尔股份,电子,6,0.684322404493877
27,2025-03-04,2026-03-17,2026-03-17,002475,立讯精密,电子,5,0.5024124798825668
27,2025-03-04,2026-03-17,2026-03-17,601318,中国平安,非银金融,6,0.8732397770937688
27,2025-03-04,2026-03-17,2026-03-17,600030,中信证券,非银金融,11,1.051596948396979
28,2025-04-01,2026-04-15,2026-04-15,000001,平安银行,银行,8,0.8326857633658192
28,2025-04-01,2026-04-15,2026-04-15,600036,招商银行,银行,5,0.7989078181329851
28,2025-04-01,2026-04-15,2026-04-15,601398,工商银行,银行,4,0.8653098438204418
28,2025-04-01,2026-04-15,2026-04-15,601288,农业银行,银行,3,0.5879095243832165
28,2025-04-01,2026-04-15,2026-04-15,600519,贵州茅台,食品饮料,6,0.8769537588369137
28,2025-04-01,2026-04-15,2026-04-15,000858,五粮液,食品饮料,7,1.0415581116601795
28,2025-04-01,2026-04-15,2026-04-15,000568,泸州老窖,食品饮料,5,0.8116537624625634
28,2025-04-01,2026-04-15,2026-04-15,600887,伊利股份,食品饮料,6,0.42916811351340045
28,2025-04-01,2026-04-15,2026-04-15,002460,赣锋锂业,新能源,5,0.2649798770786762
28,2025-04-01,2026-04-15,2026-04-15,002415,海康威视,电子,7,0.6314104285106054
28,2025-04-01,2026-04-15,2026-04-15,000725,京东方A,电子,7,0.7085314540334039
28,2025-04-01,2026-04-15,2026-04-15,603501,韦尔股份,电子,6,0.6921049368498379
28,2025-04-01,2026-04-15,2026-04-15,002475,立讯精密,电子,5,0.5185661702961752
28,2025-04-01,2026-04-15,2026-04-15,601318,中国平安,非银金融,6,0.8435178355467103
28,2025-04-01,2026-04-15,2026-04-15,600030,中信证券,非银金融,10,1.0211428915656702
29,2025-04-30,2026-05-18,2026-05-18,000001,平安银行,银行,6,0.69624901767141
29,2025-04-30,2026-05-18,2026-05-18,600036,招商银行,银行,5,0.7391101902896262
29,2025-04-30,2026-05-18,2026-05-18,601398,工商银行,银行,4,0.9010291903686721
29,2025-04-30,2026-05-18,2026-05-18,601288,农业银行,银行,4,0.5751324750724994
29,2025-04-30,2026-05-18,2026-05-18,600519,贵州茅台,食品饮料,5,0.8089274329141208
29,2025-04-30,2026-05-18,2026-05-18,000858,五粮液,食品饮料,7,0.916560159751046
29,2025-04-30,2026-05-18,2026-05-18,000568,泸州老窖,食品饮料,5,0.8247941572959798
29,2025-04-30,2026-05-18,2026-05-18,600887,伊利股份,食品饮料,6,0.39307676970860234
29,2025-04-30,2026-05-18,2026-05-18,002460,赣锋锂业,新能源,4,0.13219237768817524
29,2025-04-30,2026-05-18,2026-05-18,002415,海康威视,电子,7,0.48798485513592227
29,2025-04-30,2026-05-18,2026-05-18,000725,京东方A,电子,5,0.52904706603396
29,2025-04-30,2026-05-18,2026-05-18,603501,韦尔股份,电子,6,0.665687773707966
29,2025-04-30,2026-05-18,2026-05-18,002475,立讯精密,电子,5,0.49982686506627794
29,2025-04-30,2026-05-18,2026-05-18,601318,中国平安,非银金融,7,0.8595135225982071
29,2025-04-30,2026-05-18,2026-05-18,600030,中信证券,非银金融,8,0.8897105284174053
30,2025-06-03,2026-06-15,2026-06-15,000001,平安银行,银行,6,0.7821370985312756
30,2025-06-03,2026-06-15,2026-06-15,600036,招商银行,银行,5,0.7278416938501333
30,2025-06-03,2026-06-15,2026-06-15,601398,工商银行,银行,5,0.9398350416499811
30,2025-06-03,2026-06-15,2026-06-15,601288,农业银行,银行,4,0.5609286251224285
30,2025-06-03,2026-06-15,2026-06-15,600519,贵州茅台,食品饮料,5,0.823398743807554
30,2025-06-03,2026-06-15,2026-06-15,000858,五粮液,食品饮料,6,0.9382650292722098
30,2025-06-03,2026-06-15,2026-06-15,000568,泸州老窖,食品饮料,5,0.7746873453740742
30,2025-06-03,2026-06-15,2026-06-15,600887,伊利股份,食品饮料,7,0.5294115074294156
30,2025-06-03,2026-06-15,2026-06-15,002460,赣锋锂业,新能源,4,0.11270572311442059
30,2025-06-03,2026-06-15,2026-06-15,002415,海康威视,电子,6,0.4279353312662143
30,2025-06-03,2026-06-15,2026-06-15,000725,京东方A,电子,3,0.16786590912935961
30,2025-06-03,2026-06-15,2026-06-15,603501,韦尔股份,电子,6,0.6881662345415209
30,2025-06-03,2026-06-15,2026-06-15,002475,立讯精密,电子,5,0.43451403508601866
30,2025-06-03,2026-06-15,2026-06-15,601318,中国平安,非银金融,7,0.8352834863352877
30,2025-06-03,2026-06-15,2026-06-15,600030,中信证券,非银金融,8,0.7225978818830554
31,2025-07-01,2026-07-14,2026-07-14,000001,平安银行,银行,6,0.862743898212327
31,2025-07-01,2026-07-14,2026-07-14,600036,招商银行,银行,5,0.7342611466982633
31,2025-07-01,2026-07-14,2026-07-14,601398,工商银行,银行,6,0.9782599505004459
31,2025-07-01,2026-07-14,2026-07-14,601288,农业银行,银行,4,0.5854495269774084
31,2025-07-01,2026-07-14,2026-07-14,600519,贵州茅台,食品饮料,5,0.8586771250134388
31,2025-07-01,2026-07-14,2026-07-14,000858,五粮液,食品饮料,6,0.9468357482904199
31,2025-07-01,2026-07-14,2026-07-14,000568,泸州老窖,食品饮料,5,0.7793380717806289
31,2025-07-01,2026-07-14,2026-07-14,600887,伊利股份,食品饮料,6,0.5166310764827937
31,2025-07-01,2026-07-14,2026-07-14,002460,赣锋锂业,新能源,4,0.1905948426166932
31,2025-07-01,2026-07-14,2026-07-14,002415,海康威视,电子,5,0.5050023153095099
31,2025-07-01,2026-07-14,2026-07-14,000725,京东方A,电子,3,0.24886860339690636
31,2025-07-01,2026-07-14,2026-07-14,603501,韦尔股份,电子,6,0.6990869375152126
31,2025-07-01,2026-07-14,2026-07-14,002475,立讯精密,电子,4,0.4360315715341623
31,2025-07-01,2026-07-14,2026-07-14,601318,中国平安,非银金融,7,0.9001700611973068
31,2025-07-01,2026-07-14,2026-07-14,600030,中信证券,非银金融,8,0.6682234272898318
