window_id,window_start,window_end,network_date,stock_1,name_1,industry_1,stock_2,name_2,industry_2,precision,partial_correlation,abs_partial_correlation,selected,same_industry
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,600036,招商银行,银行,-0.8099754147779354,0.4287803685753549,0.4287803685753549,True,True
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,601398,工商银行,银行,-0.11016393751039862,0.05730792868703593,0.05730792868703593,True,True
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,601288,农业银行,银行,-0.0,0.0,0.0,False,True
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,600519,贵州茅台,食品饮料,-0.03664407539656398,0.019896888283459993,0.019896888283459993,True,False
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,000858,五粮液,食品饮料,-0.09251211373939792,0.04692195268690328,0.04692195268690328,True,False
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,000568,泸州老窖,食品饮料,-0.0,0.0,0.0,False,False
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,600887,伊利股份,食品饮料,-0.052957156335968335,0.03336439493991325,0.03336439493991325,True,False
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,002460,赣锋锂业,新能源,-0.0,0.0,0.0,False,False
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,002415,海康威视,电子,-0.0,0.0,0.0,False,False
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,000725,京东方A,电子,-0.0,0.0,0.0,False,False
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,603501,韦尔股份,电子,-0.0,0.0,0.0,False,False
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,002475,立讯精密,电子,-0.0,0.0,0.0,False,False
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,601318,中国平安,非银金融,-0.5766496980317734,0.3252175704004443,0.3252175704004443,True,False
1,2023-01-04,2024-01-16,2024-01-16,000001,平安银行,银行,600030,中信证券,非银金融,-0.2440131165443996,0.14534364810281986,0.14534364810281986,True,False
1,2023-01-04,2024-01-16,2024-01-16,600036,招商银行,银行,601398,工商银行,银行,-0.10264287822062283,0.05652176636735275,0.05652176636735275,True,True
1,2023-01-04,2024-01-16,2024-01-16,600036,招商银行,银行,601288,农业银行,银行,-0.042186314382265104,0.02351519073149483,0.02351519073149483,True,True
1,2023-01-04,2024-01-16,2024-01-16,600036,招商银行,银行,600519,贵州茅台,食品饮料,-0.051711543575217,0.029722171605385705,0.029722171605385705,True,False
1,2023-01-04,2024-01-16,2024-01-16,600036,招商银行,银行,000858,五粮液,食品饮料,-0.09518797996835485,0.05110592181407995,0.05110592181407995,True,False
