security_id,EXPLICIT_SUSPENSION,OPEN_BUT_RETURN_MISSING,RETURN_OBSERVED,NO_RAW_RECORD,OTHER,expected_trade_days,diagnostic_raw_coverage,suspension_adjusted_coverage,missing_day_count,suspension_share_of_missing,analysis_date,next_analysis_date,window,future_return_coverage,future_valid_return_days
000530.XSHE,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
000539.XSHE,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
000543.XSHE,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
000558.XSHE,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
000566.XSHE,8,0,13,0,0,21,0.6190476190476191,1.0,8,1.0,2015-05-29,2015-06-30,60,0.6190476190476191,13
000567.XSHE,9,0,12,0,0,21,0.5714285714285714,1.0,9,1.0,2015-05-29,2015-06-30,60,0.5714285714285714,12
000608.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
000629.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
000650.XSHE,12,0,9,0,0,21,0.42857142857142855,1.0,12,1.0,2015-05-29,2015-06-30,60,0.42857142857142855,9
000655.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
000665.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
000668.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
000672.XSHE,19,0,2,0,0,21,0.09523809523809523,1.0,19,1.0,2015-05-29,2015-06-30,60,0.09523809523809523,2
000679.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
000683.XSHE,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
000688.XSHE,14,0,7,0,0,21,0.3333333333333333,1.0,14,1.0,2015-05-29,2015-06-30,60,0.3333333333333333,7
000707.XSHE,15,0,6,0,0,21,0.2857142857142857,1.0,15,1.0,2015-05-29,2015-06-30,60,0.2857142857142857,6
000711.XSHE,15,2,4,0,0,21,0.19047619047619047,0.9047619047619048,17,0.8823529411764706,2015-05-29,2015-06-30,60,0.19047619047619047,4
000716.XSHE,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
000718.XSHE,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
000720.XSHE,12,0,9,0,0,21,0.42857142857142855,1.0,12,1.0,2015-05-29,2015-06-30,60,0.42857142857142855,9
000723.XSHE,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
000737.XSHE,13,0,8,0,0,21,0.38095238095238093,1.0,13,1.0,2015-05-29,2015-06-30,60,0.38095238095238093,8
000748.XSHE,8,0,13,0,0,21,0.6190476190476191,1.0,8,1.0,2015-05-29,2015-06-30,60,0.6190476190476191,13
000761.XSHE,6,0,15,0,0,21,0.7142857142857143,1.0,6,1.0,2015-05-29,2015-06-30,60,0.7142857142857143,15
000778.XSHE,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
000782.XSHE,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
000788.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
000799.XSHE,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
000811.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
000812.XSHE,6,0,15,0,0,21,0.7142857142857143,1.0,6,1.0,2015-05-29,2015-06-30,60,0.7142857142857143,15
000818.XSHE,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
000833.XSHE,8,0,13,0,0,21,0.6190476190476191,1.0,8,1.0,2015-05-29,2015-06-30,60,0.6190476190476191,13
000878.XSHE,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
000882.XSHE,18,0,3,0,0,21,0.14285714285714285,1.0,18,1.0,2015-05-29,2015-06-30,60,0.14285714285714285,3
000893.XSHE,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
000902.XSHE,13,1,7,0,0,21,0.3333333333333333,0.9523809523809523,14,0.9285714285714286,2015-05-29,2015-06-30,60,0.3333333333333333,7
000903.XSHE,20,0,1,0,0,21,0.047619047619047616,1.0,20,1.0,2015-05-29,2015-06-30,60,0.047619047619047616,1
000917.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002002.XSHE,8,0,13,0,0,21,0.6190476190476191,1.0,8,1.0,2015-05-29,2015-06-30,60,0.6190476190476191,13
002003.XSHE,17,0,4,0,0,21,0.19047619047619047,1.0,17,1.0,2015-05-29,2015-06-30,60,0.19047619047619047,4
002005.XSHE,8,1,12,0,0,21,0.5714285714285714,0.9523809523809523,9,0.8888888888888888,2015-05-29,2015-06-30,60,0.5714285714285714,12
002008.XSHE,6,1,14,0,0,21,0.6666666666666666,0.9523809523809523,7,0.8571428571428571,2015-05-29,2015-06-30,60,0.6666666666666666,14
002012.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002014.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
002018.XSHE,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
002043.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002045.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002048.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
002050.XSHE,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
002056.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
002061.XSHE,17,0,4,0,0,21,0.19047619047619047,1.0,17,1.0,2015-05-29,2015-06-30,60,0.19047619047619047,4
002069.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002091.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002102.XSHE,13,1,7,0,0,21,0.3333333333333333,0.9523809523809523,14,0.9285714285714286,2015-05-29,2015-06-30,60,0.3333333333333333,7
002112.XSHE,10,1,10,0,0,21,0.47619047619047616,0.9523809523809523,11,0.9090909090909091,2015-05-29,2015-06-30,60,0.47619047619047616,10
002136.XSHE,8,1,12,0,0,21,0.5714285714285714,0.9523809523809523,9,0.8888888888888888,2015-05-29,2015-06-30,60,0.5714285714285714,12
002147.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002166.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002177.XSHE,17,1,3,0,0,21,0.14285714285714285,0.9523809523809523,18,0.9444444444444444,2015-05-29,2015-06-30,60,0.14285714285714285,3
002183.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002191.XSHE,8,0,13,0,0,21,0.6190476190476191,1.0,8,1.0,2015-05-29,2015-06-30,60,0.6190476190476191,13
002194.XSHE,8,0,13,0,0,21,0.6190476190476191,1.0,8,1.0,2015-05-29,2015-06-30,60,0.6190476190476191,13
002200.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002206.XSHE,9,1,11,0,0,21,0.5238095238095238,0.9523809523809523,10,0.9,2015-05-29,2015-06-30,60,0.5238095238095238,11
002209.XSHE,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
002214.XSHE,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
002226.XSHE,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
002242.XSHE,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
002244.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
002245.XSHE,10,1,10,0,0,21,0.47619047619047616,0.9523809523809523,11,0.9090909090909091,2015-05-29,2015-06-30,60,0.47619047619047616,10
002269.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002278.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002288.XSHE,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
002289.XSHE,13,0,8,0,0,21,0.38095238095238093,1.0,13,1.0,2015-05-29,2015-06-30,60,0.38095238095238093,8
002303.XSHE,15,0,6,0,0,21,0.2857142857142857,1.0,15,1.0,2015-05-29,2015-06-30,60,0.2857142857142857,6
002306.XSHE,19,0,2,0,0,21,0.09523809523809523,1.0,19,1.0,2015-05-29,2015-06-30,60,0.09523809523809523,2
002308.XSHE,12,0,9,0,0,21,0.42857142857142855,1.0,12,1.0,2015-05-29,2015-06-30,60,0.42857142857142855,9
002309.XSHE,20,0,1,0,0,21,0.047619047619047616,1.0,20,1.0,2015-05-29,2015-06-30,60,0.047619047619047616,1
002310.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002322.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
002329.XSHE,14,1,6,0,0,21,0.2857142857142857,0.9523809523809523,15,0.9333333333333333,2015-05-29,2015-06-30,60,0.2857142857142857,6
002336.XSHE,15,0,6,0,0,21,0.2857142857142857,1.0,15,1.0,2015-05-29,2015-06-30,60,0.2857142857142857,6
002353.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002367.XSHE,20,0,1,0,0,21,0.047619047619047616,1.0,20,1.0,2015-05-29,2015-06-30,60,0.047619047619047616,1
002369.XSHE,19,0,2,0,0,21,0.09523809523809523,1.0,19,1.0,2015-05-29,2015-06-30,60,0.09523809523809523,2
002375.XSHE,9,0,12,0,0,21,0.5714285714285714,1.0,9,1.0,2015-05-29,2015-06-30,60,0.5714285714285714,12
002379.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002396.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
002398.XSHE,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
002404.XSHE,14,0,7,0,0,21,0.3333333333333333,1.0,14,1.0,2015-05-29,2015-06-30,60,0.3333333333333333,7
002405.XSHE,15,1,5,0,0,21,0.23809523809523808,0.9523809523809523,16,0.9375,2015-05-29,2015-06-30,60,0.23809523809523808,5
002435.XSHE,13,1,7,0,0,21,0.3333333333333333,0.9523809523809523,14,0.9285714285714286,2015-05-29,2015-06-30,60,0.3333333333333333,7
002436.XSHE,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
002438.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002445.XSHE,20,0,1,0,0,21,0.047619047619047616,1.0,20,1.0,2015-05-29,2015-06-30,60,0.047619047619047616,1
002456.XSHE,6,1,14,0,0,21,0.6666666666666666,0.9523809523809523,7,0.8571428571428571,2015-05-29,2015-06-30,60,0.6666666666666666,14
002461.XSHE,19,1,1,0,0,21,0.047619047619047616,0.9523809523809523,20,0.95,2015-05-29,2015-06-30,60,0.047619047619047616,1
002488.XSHE,15,1,5,0,0,21,0.23809523809523808,0.9523809523809523,16,0.9375,2015-05-29,2015-06-30,60,0.23809523809523808,5
002499.XSHE,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
002505.XSHE,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
002511.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002516.XSHE,8,1,12,0,0,21,0.5714285714285714,0.9523809523809523,9,0.8888888888888888,2015-05-29,2015-06-30,60,0.5714285714285714,12
002522.XSHE,6,0,15,0,0,21,0.7142857142857143,1.0,6,1.0,2015-05-29,2015-06-30,60,0.7142857142857143,15
002523.XSHE,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
002527.XSHE,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
002530.XSHE,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
002531.XSHE,8,1,12,0,0,21,0.5714285714285714,0.9523809523809523,9,0.8888888888888888,2015-05-29,2015-06-30,60,0.5714285714285714,12
002532.XSHE,18,1,2,0,0,21,0.09523809523809523,0.9523809523809523,19,0.9473684210526315,2015-05-29,2015-06-30,60,0.09523809523809523,2
002546.XSHE,9,0,12,0,0,21,0.5714285714285714,1.0,9,1.0,2015-05-29,2015-06-30,60,0.5714285714285714,12
002547.XSHE,15,1,5,0,0,21,0.23809523809523808,0.9523809523809523,16,0.9375,2015-05-29,2015-06-30,60,0.23809523809523808,5
002572.XSHE,17,1,3,0,0,21,0.14285714285714285,0.9523809523809523,18,0.9444444444444444,2015-05-29,2015-06-30,60,0.14285714285714285,3
002574.XSHE,18,0,3,0,0,21,0.14285714285714285,1.0,18,1.0,2015-05-29,2015-06-30,60,0.14285714285714285,3
002575.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002577.XSHE,14,0,7,0,0,21,0.3333333333333333,1.0,14,1.0,2015-05-29,2015-06-30,60,0.3333333333333333,7
002581.XSHE,8,0,13,0,0,21,0.6190476190476191,1.0,8,1.0,2015-05-29,2015-06-30,60,0.6190476190476191,13
002582.XSHE,16,1,4,0,0,21,0.19047619047619047,0.9523809523809523,17,0.9411764705882353,2015-05-29,2015-06-30,60,0.19047619047619047,4
002583.XSHE,16,1,4,0,0,21,0.19047619047619047,0.9523809523809523,17,0.9411764705882353,2015-05-29,2015-06-30,60,0.19047619047619047,4
002588.XSHE,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
002591.XSHE,5,0,16,0,0,21,0.7619047619047619,1.0,5,1.0,2015-05-29,2015-06-30,60,0.7619047619047619,16
002599.XSHE,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
002600.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
002605.XSHE,10,0,11,0,0,21,0.5238095238095238,1.0,10,1.0,2015-05-29,2015-06-30,60,0.5238095238095238,11
002620.XSHE,15,0,6,0,0,21,0.2857142857142857,1.0,15,1.0,2015-05-29,2015-06-30,60,0.2857142857142857,6
002648.XSHE,8,1,12,0,0,21,0.5714285714285714,0.9523809523809523,9,0.8888888888888888,2015-05-29,2015-06-30,60,0.5714285714285714,12
002649.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002664.XSHE,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
002674.XSHE,11,1,9,0,0,21,0.42857142857142855,0.9523809523809523,12,0.9166666666666666,2015-05-29,2015-06-30,60,0.42857142857142855,9
002688.XSHE,20,0,1,0,0,21,0.047619047619047616,1.0,20,1.0,2015-05-29,2015-06-30,60,0.047619047619047616,1
002703.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
002706.XSHE,7,0,14,0,0,21,0.6666666666666666,1.0,7,1.0,2015-05-29,2015-06-30,60,0.6666666666666666,14
002718.XSHE,16,1,4,0,0,21,0.19047619047619047,0.9523809523809523,17,0.9411764705882353,2015-05-29,2015-06-30,60,0.19047619047619047,4
002725.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
002740.XSHE,15,0,6,0,0,21,0.2857142857142857,1.0,15,1.0,2015-05-29,2015-06-30,60,0.2857142857142857,6
002741.XSHE,20,0,1,0,0,21,0.047619047619047616,1.0,20,1.0,2015-05-29,2015-06-30,60,0.047619047619047616,1
002743.XSHE,20,1,0,0,0,21,0.0,0.9523809523809523,21,0.9523809523809523,2015-05-29,2015-06-30,60,0.0,0
002746.XSHE,13,1,7,0,0,21,0.3333333333333333,0.9523809523809523,14,0.9285714285714286,2015-05-29,2015-06-30,60,0.3333333333333333,7
300012.XSHE,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
300013.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
300028.XSHE,14,0,7,0,0,21,0.3333333333333333,1.0,14,1.0,2015-05-29,2015-06-30,60,0.3333333333333333,7
300031.XSHE,13,0,8,0,0,21,0.38095238095238093,1.0,13,1.0,2015-05-29,2015-06-30,60,0.38095238095238093,8
300047.XSHE,19,0,2,0,0,21,0.09523809523809523,1.0,19,1.0,2015-05-29,2015-06-30,60,0.09523809523809523,2
300048.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
300057.XSHE,19,0,2,0,0,21,0.09523809523809523,1.0,19,1.0,2015-05-29,2015-06-30,60,0.09523809523809523,2
300062.XSHE,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
300084.XSHE,19,0,2,0,0,21,0.09523809523809523,1.0,19,1.0,2015-05-29,2015-06-30,60,0.09523809523809523,2
300087.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
300096.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
300099.XSHE,6,0,15,0,0,21,0.7142857142857143,1.0,6,1.0,2015-05-29,2015-06-30,60,0.7142857142857143,15
300109.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
300117.XSHE,14,1,6,0,0,21,0.2857142857142857,0.9523809523809523,15,0.9333333333333333,2015-05-29,2015-06-30,60,0.2857142857142857,6
300142.XSHE,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
300147.XSHE,6,1,14,0,0,21,0.6666666666666666,0.9523809523809523,7,0.8571428571428571,2015-05-29,2015-06-30,60,0.6666666666666666,14
300155.XSHE,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
300161.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
300164.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
300165.XSHE,8,1,12,0,0,21,0.5714285714285714,0.9523809523809523,9,0.8888888888888888,2015-05-29,2015-06-30,60,0.5714285714285714,12
300189.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
300190.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
300195.XSHE,6,0,15,0,0,21,0.7142857142857143,1.0,6,1.0,2015-05-29,2015-06-30,60,0.7142857142857143,15
300197.XSHE,16,1,4,0,0,21,0.19047619047619047,0.9523809523809523,17,0.9411764705882353,2015-05-29,2015-06-30,60,0.19047619047619047,4
300215.XSHE,10,0,11,0,0,21,0.5238095238095238,1.0,10,1.0,2015-05-29,2015-06-30,60,0.5238095238095238,11
300226.XSHE,16,1,4,0,0,21,0.19047619047619047,0.9523809523809523,17,0.9411764705882353,2015-05-29,2015-06-30,60,0.19047619047619047,4
300228.XSHE,5,0,16,0,0,21,0.7619047619047619,1.0,5,1.0,2015-05-29,2015-06-30,60,0.7619047619047619,16
300249.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
300255.XSHE,19,0,2,0,0,21,0.09523809523809523,1.0,19,1.0,2015-05-29,2015-06-30,60,0.09523809523809523,2
300266.XSHE,19,0,2,0,0,21,0.09523809523809523,1.0,19,1.0,2015-05-29,2015-06-30,60,0.09523809523809523,2
300287.XSHE,20,0,1,0,0,21,0.047619047619047616,1.0,20,1.0,2015-05-29,2015-06-30,60,0.047619047619047616,1
300310.XSHE,10,0,11,0,0,21,0.5238095238095238,1.0,10,1.0,2015-05-29,2015-06-30,60,0.5238095238095238,11
300311.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
300317.XSHE,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
300320.XSHE,6,0,15,0,0,21,0.7142857142857143,1.0,6,1.0,2015-05-29,2015-06-30,60,0.7142857142857143,15
300342.XSHE,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
300345.XSHE,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
300352.XSHE,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
300360.XSHE,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
300363.XSHE,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
300372.XSHE,9,1,11,0,0,21,0.5238095238095238,0.9523809523809523,10,0.9,2015-05-29,2015-06-30,60,0.5238095238095238,11
300373.XSHE,15,0,6,0,0,21,0.2857142857142857,1.0,15,1.0,2015-05-29,2015-06-30,60,0.2857142857142857,6
300383.XSHE,9,0,12,0,0,21,0.5714285714285714,1.0,9,1.0,2015-05-29,2015-06-30,60,0.5714285714285714,12
300399.XSHE,12,1,8,0,0,21,0.38095238095238093,0.9523809523809523,13,0.9230769230769231,2015-05-29,2015-06-30,60,0.38095238095238093,8
300409.XSHE,6,1,14,0,0,21,0.6666666666666666,0.9523809523809523,7,0.8571428571428571,2015-05-29,2015-06-30,60,0.6666666666666666,14
300411.XSHE,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
300421.XSHE,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600000.XSHG,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
600061.XSHG,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
600075.XSHG,18,0,3,0,0,21,0.14285714285714285,1.0,18,1.0,2015-05-29,2015-06-30,60,0.14285714285714285,3
600078.XSHG,15,0,6,0,0,21,0.2857142857142857,1.0,15,1.0,2015-05-29,2015-06-30,60,0.2857142857142857,6
600079.XSHG,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
600091.XSHG,4,2,15,0,0,21,0.7142857142857143,0.9047619047619048,6,0.6666666666666666,2015-05-29,2015-06-30,60,0.7142857142857143,15
600097.XSHG,17,0,4,0,0,21,0.19047619047619047,1.0,17,1.0,2015-05-29,2015-06-30,60,0.19047619047619047,4
600109.XSHG,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
600110.XSHG,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
600113.XSHG,10,0,11,0,0,21,0.5238095238095238,1.0,10,1.0,2015-05-29,2015-06-30,60,0.5238095238095238,11
600139.XSHG,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
600167.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600173.XSHG,6,1,14,0,0,21,0.6666666666666666,0.9523809523809523,7,0.8571428571428571,2015-05-29,2015-06-30,60,0.6666666666666666,14
600187.XSHG,9,1,11,0,0,21,0.5238095238095238,0.9523809523809523,10,0.9,2015-05-29,2015-06-30,60,0.5238095238095238,11
600201.XSHG,6,1,14,0,0,21,0.6666666666666666,0.9523809523809523,7,0.8571428571428571,2015-05-29,2015-06-30,60,0.6666666666666666,14
600202.XSHG,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
600211.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600217.XSHG,13,0,8,0,0,21,0.38095238095238093,1.0,13,1.0,2015-05-29,2015-06-30,60,0.38095238095238093,8
600241.XSHG,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
600256.XSHG,6,1,14,0,0,21,0.6666666666666666,0.9523809523809523,7,0.8571428571428571,2015-05-29,2015-06-30,60,0.6666666666666666,14
600277.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600291.XSHG,20,0,1,0,0,21,0.047619047619047616,1.0,20,1.0,2015-05-29,2015-06-30,60,0.047619047619047616,1
