security_id,EXPLICIT_SUSPENSION,OPEN_BUT_RETURN_MISSING,RETURN_OBSERVED,NO_RAW_RECORD,OTHER,expected_trade_days,diagnostic_raw_coverage,suspension_adjusted_coverage,missing_day_count,suspension_share_of_missing,analysis_date,next_analysis_date,window,future_return_coverage,future_valid_return_days
600299.XSHG,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
600312.XSHG,6,0,15,0,0,21,0.7142857142857143,1.0,6,1.0,2015-05-29,2015-06-30,60,0.7142857142857143,15
600318.XSHG,11,1,9,0,0,21,0.42857142857142855,0.9523809523809523,12,0.9166666666666666,2015-05-29,2015-06-30,60,0.42857142857142855,9
600327.XSHG,10,1,10,0,0,21,0.47619047619047616,0.9523809523809523,11,0.9090909090909091,2015-05-29,2015-06-30,60,0.47619047619047616,10
600330.XSHG,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
600333.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600335.XSHG,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
600366.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600375.XSHG,10,1,10,0,0,21,0.47619047619047616,0.9523809523809523,11,0.9090909090909091,2015-05-29,2015-06-30,60,0.47619047619047616,10
600387.XSHG,19,1,1,0,0,21,0.047619047619047616,0.9523809523809523,20,0.95,2015-05-29,2015-06-30,60,0.047619047619047616,1
600393.XSHG,10,1,10,0,0,21,0.47619047619047616,0.9523809523809523,11,0.9090909090909091,2015-05-29,2015-06-30,60,0.47619047619047616,10
600395.XSHG,15,0,6,0,0,21,0.2857142857142857,1.0,15,1.0,2015-05-29,2015-06-30,60,0.2857142857142857,6
600410.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600416.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600470.XSHG,8,1,12,0,0,21,0.5714285714285714,0.9523809523809523,9,0.8888888888888888,2015-05-29,2015-06-30,60,0.5714285714285714,12
600482.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600499.XSHG,14,0,7,0,0,21,0.3333333333333333,1.0,14,1.0,2015-05-29,2015-06-30,60,0.3333333333333333,7
600515.XSHG,20,0,1,0,0,21,0.047619047619047616,1.0,20,1.0,2015-05-29,2015-06-30,60,0.047619047619047616,1
600520.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600521.XSHG,6,1,14,0,0,21,0.6666666666666666,0.9523809523809523,7,0.8571428571428571,2015-05-29,2015-06-30,60,0.6666666666666666,14
600531.XSHG,13,0,8,0,0,21,0.38095238095238093,1.0,13,1.0,2015-05-29,2015-06-30,60,0.38095238095238093,8
600555.XSHG,20,0,1,0,0,21,0.047619047619047616,1.0,20,1.0,2015-05-29,2015-06-30,60,0.047619047619047616,1
600569.XSHG,6,1,14,0,0,21,0.6666666666666666,0.9523809523809523,7,0.8571428571428571,2015-05-29,2015-06-30,60,0.6666666666666666,14
600571.XSHG,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
600582.XSHG,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
600587.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600595.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600619.XSHG,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
600622.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600634.XSHG,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
600641.XSHG,12,0,9,0,0,21,0.42857142857142855,1.0,12,1.0,2015-05-29,2015-06-30,60,0.42857142857142855,9
600648.XSHG,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
600652.XSHG,12,0,9,0,0,21,0.42857142857142855,1.0,12,1.0,2015-05-29,2015-06-30,60,0.42857142857142855,9
600671.XSHG,10,1,10,0,0,21,0.47619047619047616,0.9523809523809523,11,0.9090909090909091,2015-05-29,2015-06-30,60,0.47619047619047616,10
600676.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600682.XSHG,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
600703.XSHG,11,1,9,0,0,21,0.42857142857142855,0.9523809523809523,12,0.9166666666666666,2015-05-29,2015-06-30,60,0.42857142857142855,9
600738.XSHG,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
600744.XSHG,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
600753.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600763.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600778.XSHG,20,0,1,0,0,21,0.047619047619047616,1.0,20,1.0,2015-05-29,2015-06-30,60,0.047619047619047616,1
600790.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
600831.XSHG,12,1,8,0,0,21,0.38095238095238093,0.9523809523809523,13,0.9230769230769231,2015-05-29,2015-06-30,60,0.38095238095238093,8
600886.XSHG,5,0,16,0,0,21,0.7619047619047619,1.0,5,1.0,2015-05-29,2015-06-30,60,0.7619047619047619,16
600900.XSHG,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
600978.XSHG,8,0,13,0,0,21,0.6190476190476191,1.0,8,1.0,2015-05-29,2015-06-30,60,0.6190476190476191,13
600981.XSHG,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
600984.XSHG,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
601003.XSHG,10,0,11,0,0,21,0.5238095238095238,1.0,10,1.0,2015-05-29,2015-06-30,60,0.5238095238095238,11
601009.XSHG,5,1,15,0,0,21,0.7142857142857143,0.9523809523809523,6,0.8333333333333334,2015-05-29,2015-06-30,60,0.7142857142857143,15
601311.XSHG,8,0,13,0,0,21,0.6190476190476191,1.0,8,1.0,2015-05-29,2015-06-30,60,0.6190476190476191,13
601599.XSHG,11,1,9,0,0,21,0.42857142857142855,0.9523809523809523,12,0.9166666666666666,2015-05-29,2015-06-30,60,0.42857142857142855,9
601633.XSHG,7,0,14,0,0,21,0.6666666666666666,1.0,7,1.0,2015-05-29,2015-06-30,60,0.6666666666666666,14
601718.XSHG,9,0,12,0,0,21,0.5714285714285714,1.0,9,1.0,2015-05-29,2015-06-30,60,0.5714285714285714,12
601789.XSHG,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
601989.XSHG,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
603001.XSHG,4,1,16,0,0,21,0.7619047619047619,0.9523809523809523,5,0.8,2015-05-29,2015-06-30,60,0.7619047619047619,16
603017.XSHG,6,0,15,0,0,21,0.7142857142857143,1.0,6,1.0,2015-05-29,2015-06-30,60,0.7142857142857143,15
603118.XSHG,11,1,9,0,0,21,0.42857142857142855,0.9523809523809523,12,0.9166666666666666,2015-05-29,2015-06-30,60,0.42857142857142855,9
603308.XSHG,11,1,9,0,0,21,0.42857142857142855,0.9523809523809523,12,0.9166666666666666,2015-05-29,2015-06-30,60,0.42857142857142855,9
603558.XSHG,13,1,7,0,0,21,0.3333333333333333,0.9523809523809523,14,0.9285714285714286,2015-05-29,2015-06-30,60,0.3333333333333333,7
603618.XSHG,13,1,7,0,0,21,0.3333333333333333,0.9523809523809523,14,0.9285714285714286,2015-05-29,2015-06-30,60,0.3333333333333333,7
603686.XSHG,7,1,13,0,0,21,0.6190476190476191,0.9523809523809523,8,0.875,2015-05-29,2015-06-30,60,0.6190476190476191,13
603799.XSHG,18,1,2,0,0,21,0.09523809523809523,0.9523809523809523,19,0.9473684210526315,2015-05-29,2015-06-30,60,0.09523809523809523,2
603898.XSHG,11,0,10,0,0,21,0.47619047619047616,1.0,11,1.0,2015-05-29,2015-06-30,60,0.47619047619047616,10
603939.XSHG,16,0,5,0,0,21,0.23809523809523808,1.0,16,1.0,2015-05-29,2015-06-30,60,0.23809523809523808,5
603998.XSHG,21,0,0,0,0,21,0.0,1.0,21,1.0,2015-05-29,2015-06-30,60,0.0,0
000009.XSHE,19,0,4,0,0,23,0.17391304347826086,1.0,19,1.0,2015-06-30,2015-07-31,60,0.17391304347826086,4
000020.XSHE,9,1,13,0,0,23,0.5652173913043478,0.9565217391304348,10,0.9,2015-06-30,2015-07-31,60,0.5652173913043478,13
000023.XSHE,14,1,8,0,0,23,0.34782608695652173,0.9565217391304348,15,0.9333333333333333,2015-06-30,2015-07-31,60,0.34782608695652173,8
000040.XSHE,19,0,4,0,0,23,0.17391304347826086,1.0,19,1.0,2015-06-30,2015-07-31,60,0.17391304347826086,4
000042.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000048.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000050.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000055.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000056.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000058.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000060.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000069.XSHE,7,1,15,0,0,23,0.6521739130434783,0.9565217391304348,8,0.875,2015-06-30,2015-07-31,60,0.6521739130434783,15
000070.XSHE,13,2,8,0,0,23,0.34782608695652173,0.9130434782608695,15,0.8666666666666667,2015-06-30,2015-07-31,60,0.34782608695652173,8
000090.XSHE,7,1,15,0,0,23,0.6521739130434783,0.9565217391304348,8,0.875,2015-06-30,2015-07-31,60,0.6521739130434783,15
000153.XSHE,7,1,15,0,0,23,0.6521739130434783,0.9565217391304348,8,0.875,2015-06-30,2015-07-31,60,0.6521739130434783,15
000158.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000301.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000407.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000408.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000413.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000417.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000425.XSHE,7,1,15,0,0,23,0.6521739130434783,0.9565217391304348,8,0.875,2015-06-30,2015-07-31,60,0.6521739130434783,15
000426.XSHE,18,0,5,0,0,23,0.21739130434782608,1.0,18,1.0,2015-06-30,2015-07-31,60,0.21739130434782608,5
000504.XSHE,19,1,3,0,0,23,0.13043478260869565,0.9565217391304348,20,0.95,2015-06-30,2015-07-31,60,0.13043478260869565,3
000507.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000509.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000513.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000517.XSHE,10,1,12,0,0,23,0.5217391304347826,0.9565217391304348,11,0.9090909090909091,2015-06-30,2015-07-31,60,0.5217391304347826,12
000523.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000525.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000546.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000552.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000560.XSHE,13,1,9,0,0,23,0.391304347826087,0.9565217391304348,14,0.9285714285714286,2015-06-30,2015-07-31,60,0.391304347826087,9
000581.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000589.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000590.XSHE,5,0,18,0,0,23,0.782608695652174,1.0,5,1.0,2015-06-30,2015-07-31,60,0.782608695652174,18
000592.XSHE,10,2,11,0,0,23,0.4782608695652174,0.9130434782608695,12,0.8333333333333334,2015-06-30,2015-07-31,60,0.4782608695652174,11
000599.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000610.XSHE,6,1,16,0,0,23,0.6956521739130435,0.9565217391304348,7,0.8571428571428571,2015-06-30,2015-07-31,60,0.6956521739130435,16
000615.XSHE,6,1,16,0,0,23,0.6956521739130435,0.9565217391304348,7,0.8571428571428571,2015-06-30,2015-07-31,60,0.6956521739130435,16
000628.XSHE,18,0,5,0,0,23,0.21739130434782608,1.0,18,1.0,2015-06-30,2015-07-31,60,0.21739130434782608,5
000638.XSHE,5,2,16,0,0,23,0.6956521739130435,0.9130434782608695,7,0.7142857142857143,2015-06-30,2015-07-31,60,0.6956521739130435,16
000662.XSHE,7,1,15,0,0,23,0.6521739130434783,0.9565217391304348,8,0.875,2015-06-30,2015-07-31,60,0.6521739130434783,15
000666.XSHE,10,1,12,0,0,23,0.5217391304347826,0.9565217391304348,11,0.9090909090909091,2015-06-30,2015-07-31,60,0.5217391304347826,12
000670.XSHE,8,1,14,0,0,23,0.6086956521739131,0.9565217391304348,9,0.8888888888888888,2015-06-30,2015-07-31,60,0.6086956521739131,14
000673.XSHE,11,1,11,0,0,23,0.4782608695652174,0.9565217391304348,12,0.9166666666666666,2015-06-30,2015-07-31,60,0.4782608695652174,11
000681.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000685.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000693.XSHE,23,0,0,0,0,23,0.0,1.0,23,1.0,2015-06-30,2015-07-31,60,0.0,0
000698.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000709.XSHE,23,0,0,0,0,23,0.0,1.0,23,1.0,2015-06-30,2015-07-31,60,0.0,0
000710.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000712.XSHE,18,0,5,0,0,23,0.21739130434782608,1.0,18,1.0,2015-06-30,2015-07-31,60,0.21739130434782608,5
000721.XSHE,12,1,10,0,0,23,0.43478260869565216,0.9565217391304348,13,0.9230769230769231,2015-06-30,2015-07-31,60,0.43478260869565216,10
000732.XSHE,11,2,10,0,0,23,0.43478260869565216,0.9130434782608695,13,0.8461538461538461,2015-06-30,2015-07-31,60,0.43478260869565216,10
000733.XSHE,7,1,15,0,0,23,0.6521739130434783,0.9565217391304348,8,0.875,2015-06-30,2015-07-31,60,0.6521739130434783,15
000756.XSHE,6,0,17,0,0,23,0.7391304347826086,1.0,6,1.0,2015-06-30,2015-07-31,60,0.7391304347826086,17
000761.XSHE,14,1,8,0,0,23,0.34782608695652173,0.9565217391304348,15,0.9333333333333333,2015-06-30,2015-07-31,60,0.34782608695652173,8
000790.XSHE,6,1,16,0,0,23,0.6956521739130435,0.9565217391304348,7,0.8571428571428571,2015-06-30,2015-07-31,60,0.6956521739130435,16
000792.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000797.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000798.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000802.XSHE,8,1,14,0,0,23,0.6086956521739131,0.9565217391304348,9,0.8888888888888888,2015-06-30,2015-07-31,60,0.6086956521739131,14
000807.XSHE,6,1,16,0,0,23,0.6956521739130435,0.9565217391304348,7,0.8571428571428571,2015-06-30,2015-07-31,60,0.6956521739130435,16
000810.XSHE,11,1,11,0,0,23,0.4782608695652174,0.9565217391304348,12,0.9166666666666666,2015-06-30,2015-07-31,60,0.4782608695652174,11
000812.XSHE,23,0,0,0,0,23,0.0,1.0,23,1.0,2015-06-30,2015-07-31,60,0.0,0
000821.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000826.XSHE,8,1,14,0,0,23,0.6086956521739131,0.9565217391304348,9,0.8888888888888888,2015-06-30,2015-07-31,60,0.6086956521739131,14
000837.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000839.XSHE,23,0,0,0,0,23,0.0,1.0,23,1.0,2015-06-30,2015-07-31,60,0.0,0
000852.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000856.XSHE,6,1,16,0,0,23,0.6956521739130435,0.9565217391304348,7,0.8571428571428571,2015-06-30,2015-07-31,60,0.6956521739130435,16
000861.XSHE,21,0,2,0,0,23,0.08695652173913043,1.0,21,1.0,2015-06-30,2015-07-31,60,0.08695652173913043,2
000887.XSHE,23,0,0,0,0,23,0.0,1.0,23,1.0,2015-06-30,2015-07-31,60,0.0,0
000901.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000908.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000911.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000918.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000925.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000926.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000933.XSHE,8,1,14,0,0,23,0.6086956521739131,0.9565217391304348,9,0.8888888888888888,2015-06-30,2015-07-31,60,0.6086956521739131,14
000935.XSHE,6,1,16,0,0,23,0.6956521739130435,0.9565217391304348,7,0.8571428571428571,2015-06-30,2015-07-31,60,0.6956521739130435,16
000939.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000948.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000955.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000960.XSHE,8,2,13,0,0,23,0.5652173913043478,0.9130434782608695,10,0.8,2015-06-30,2015-07-31,60,0.5652173913043478,13
000963.XSHE,23,0,0,0,0,23,0.0,1.0,23,1.0,2015-06-30,2015-07-31,60,0.0,0
000967.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000970.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
000971.XSHE,9,2,12,0,0,23,0.5217391304347826,0.9130434782608695,11,0.8181818181818182,2015-06-30,2015-07-31,60,0.5217391304347826,12
000973.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
000975.XSHE,7,1,15,0,0,23,0.6521739130434783,0.9565217391304348,8,0.875,2015-06-30,2015-07-31,60,0.6521739130434783,15
001696.XSHE,23,0,0,0,0,23,0.0,1.0,23,1.0,2015-06-30,2015-07-31,60,0.0,0
002001.XSHE,8,1,14,0,0,23,0.6086956521739131,0.9565217391304348,9,0.8888888888888888,2015-06-30,2015-07-31,60,0.6086956521739131,14
002006.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
002009.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
002016.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
002022.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
002023.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
002026.XSHE,7,0,16,0,0,23,0.6956521739130435,1.0,7,1.0,2015-06-30,2015-07-31,60,0.6956521739130435,16
002029.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
002030.XSHE,10,0,13,0,0,23,0.5652173913043478,1.0,10,1.0,2015-06-30,2015-07-31,60,0.5652173913043478,13
002031.XSHE,6,1,16,0,0,23,0.6956521739130435,0.9565217391304348,7,0.8571428571428571,2015-06-30,2015-07-31,60,0.6956521739130435,16
002034.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
002040.XSHE,5,0,18,0,0,23,0.782608695652174,1.0,5,1.0,2015-06-30,2015-07-31,60,0.782608695652174,18
002042.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
002052.XSHE,21,0,2,0,0,23,0.08695652173913043,1.0,21,1.0,2015-06-30,2015-07-31,60,0.08695652173913043,2
002054.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
002055.XSHE,8,1,14,0,0,23,0.6086956521739131,0.9565217391304348,9,0.8888888888888888,2015-06-30,2015-07-31,60,0.6086956521739131,14
002060.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
002062.XSHE,13,1,9,0,0,23,0.391304347826087,0.9565217391304348,14,0.9285714285714286,2015-06-30,2015-07-31,60,0.391304347826087,9
002063.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
002067.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
002070.XSHE,8,1,14,0,0,23,0.6086956521739131,0.9565217391304348,9,0.8888888888888888,2015-06-30,2015-07-31,60,0.6086956521739131,14
002072.XSHE,5,0,18,0,0,23,0.782608695652174,1.0,5,1.0,2015-06-30,2015-07-31,60,0.782608695652174,18
002074.XSHE,10,1,12,0,0,23,0.5217391304347826,0.9565217391304348,11,0.9090909090909091,2015-06-30,2015-07-31,60,0.5217391304347826,12
002075.XSHE,23,0,0,0,0,23,0.0,1.0,23,1.0,2015-06-30,2015-07-31,60,0.0,0
002076.XSHE,22,0,1,0,0,23,0.043478260869565216,1.0,22,1.0,2015-06-30,2015-07-31,60,0.043478260869565216,1
002077.XSHE,4,1,18,0,0,23,0.782608695652174,0.9565217391304348,5,0.8,2015-06-30,2015-07-31,60,0.782608695652174,18
002078.XSHE,10,1,12,0,0,23,0.5217391304347826,0.9565217391304348,11,0.9090909090909091,2015-06-30,2015-07-31,60,0.5217391304347826,12
002079.XSHE,18,0,5,0,0,23,0.21739130434782608,1.0,18,1.0,2015-06-30,2015-07-31,60,0.21739130434782608,5
002085.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
002088.XSHE,9,1,13,0,0,23,0.5652173913043478,0.9565217391304348,10,0.9,2015-06-30,2015-07-31,60,0.5652173913043478,13
002090.XSHE,19,0,4,0,0,23,0.17391304347826086,1.0,19,1.0,2015-06-30,2015-07-31,60,0.17391304347826086,4
002094.XSHE,8,1,14,0,0,23,0.6086956521739131,0.9565217391304348,9,0.8888888888888888,2015-06-30,2015-07-31,60,0.6086956521739131,14
002098.XSHE,5,1,17,0,0,23,0.7391304347826086,0.9565217391304348,6,0.8333333333333334,2015-06-30,2015-07-31,60,0.7391304347826086,17
002099.XSHE,5,0,18,0,0,23,0.782608695652174,1.0,5,1.0,2015-06-30,2015-07-31,60,0.782608695652174,18
002103.XSHE,20,1,2,0,0,23,0.08695652173913043,0.9565217391304348,21,0.9523809523809523,2015-06-30,2015-07-31,60,0.08695652173913043,2
002111.XSHE,12,1,10,0,0,23,0.43478260869565216,0.9565217391304348,13,0.9230769230769231,2015-06-30,2015-07-31,60,0.43478260869565216,10
