factor_order,factor_name,factor_orientation,target_name,model_spec,window,month_count,mean_network_beta,mean_network_beta_bps_per_1sd,median_network_beta,std_network_beta,positive_beta_share,negative_beta_share,mean_cross_section_n,mean_partial_r2,naive_se,naive_t_stat,hac_lag,hac_se,hac_t_stat,factor_sign_flipped,window_selected
2,delta_degree_percentile,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,60,133,-0.0028449205467673748,-28.449205467673746,-0.003288991940492298,0.005083237189205672,0.24812030075187969,0.7518796992481203,3861.5714285714284,0.0023340719228130686,0.0004407725644216003,-6.454395705187766,4,0.0003806948706962887,-7.472967895690403,False,False
2,delta_degree_percentile,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,60,133,-0.0009318594803122741,-9.31859480312274,-0.0006421555783138929,0.005072864731753247,0.44360902255639095,0.556390977443609,3861.5714285714284,0.0016856951661090012,0.0004398731582950541,-2.118473161499911,4,0.00040659776739810196,-2.29184603318268,False,False
2,delta_degree_percentile,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,120,133,-0.004042085719121396,-40.42085719121396,-0.0035920675491102616,0.010103540994237523,0.3157894736842105,0.6842105263157895,3843.5864661654136,0.008161928861943581,0.0008760881123598995,-4.613789026577837,4,0.0008826414698738092,-4.579532978095048,False,False
2,delta_degree_percentile,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,120,133,-0.0027587718625121634,-27.587718625121635,-0.002643349961491839,0.005946118991033035,0.3082706766917293,0.6917293233082706,3843.5864661654136,0.0026294758789432104,0.0005155939057101446,-5.350668097429148,4,0.00045489577199819993,-6.06462410145918,False,False
2,delta_degree_percentile,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,120,133,-0.000932174270838573,-9.32174270838573,-0.0005239905764038423,0.005378450516495662,0.44360902255639095,0.556390977443609,3843.5864661654136,0.001706685343597413,0.0004663708063445541,-1.998783496216279,4,0.0004845920106129765,-1.9236269901755805,False,False
2,delta_degree_percentile,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,252,127,-0.0033299801800013283,-33.299801800013284,-0.002336502550156931,0.010697099355624322,0.3464566929133858,0.6535433070866141,3758.251968503937,0.008742255857751246,0.0009492140745084158,-3.508144547609955,4,0.0009534750641908403,-3.4924669821620262,False,False
2,delta_degree_percentile,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,252,127,-0.0026203597287252646,-26.203597287252645,-0.0015683342132599603,0.005759747496350036,0.33858267716535434,0.6614173228346457,3758.251968503937,0.0024902065350419183,0.0005110949433479369,-5.126952952342963,4,0.0005147624088404983,-5.090425570561031,False,False
2,delta_degree_percentile,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,252,127,-0.0010670348342231087,-10.670348342231087,-0.000656180753466238,0.005409396564612308,0.4330708661417323,0.5669291338582677,3758.251968503937,0.0017495089641456083,0.0004800063253621895,-2.222959944159019,4,0.0005081106829108189,-2.1000047235975736,False,False
3,cross_industry_degree_percentile,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,60,133,-0.00048581752073435406,-4.858175207343541,-0.00014706500747505255,0.010818675426520015,0.48872180451127817,0.5112781954887218,3861.5714285714284,0.0066991501394098865,0.0009380981319381115,-0.5178749474009234,4,0.0008486401972632463,-0.5724658368776921,False,False
3,cross_industry_degree_percentile,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,60,133,0.0004153620290099173,4.153620290099173,0.0001558307365016147,0.006894542994093767,0.5037593984962406,0.49624060150375937,3861.5714285714284,0.0030528877404951875,0.0005978326965491381,0.6947797124638818,4,0.000619708368300538,0.6702540263398227,False,False
3,cross_industry_degree_percentile,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,60,133,0.0002547409403713763,2.547409403713763,0.00010003648570533324,0.005339899096072598,0.5263157894736842,0.47368421052631576,3861.5714285714284,0.0019953400290291623,0.00046302797424573863,0.5501631748845048,4,0.0005127975291989737,0.49676709786277606,False,False
3,cross_industry_degree_percentile,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,120,133,-0.0008179376061163101,-8.1793760611631,7.97673854178255e-05,0.010995907862728155,0.5037593984962406,0.49624060150375937,3843.5864661654136,0.0071229589134679545,0.0009534661331740241,-0.8578570099741784,4,0.0008394427118351194,-0.9743816874986064,False,False
3,cross_industry_degree_percentile,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,120,133,0.0006004181045659298,6.0041810456592986,0.00029725248838911655,0.007192512328713526,0.5338345864661654,0.46616541353383456,3843.5864661654136,0.0031292652634366497,0.0006236699146152643,0.9627177622257469,4,0.0005669531150955772,1.0590260262785771,False,False
3,cross_industry_degree_percentile,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,120,133,0.0006154279335689981,6.154279335689981,0.0002764975206471894,0.005909632397068998,0.5338345864661654,0.46616541353383456,3843.5864661654136,0.0022508158215650003,0.0005124301167721251,1.2009987575392171,4,0.0005200943265724234,1.1833006093814782,False,False
3,cross_industry_degree_percentile,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,252,127,-0.000587732184657838,-5.877321846578379,-0.00042470506401465083,0.010129638485691272,0.47244094488188976,0.5275590551181102,3758.251968503937,0.006657262259571947,0.0008988600648310136,-0.6538639412891617,4,0.000782750279487881,-0.7508552855993423,False,False
3,cross_industry_degree_percentile,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,252,127,0.0007623946427783494,7.623946427783494,0.0006423621549181816,0.0067975551439455485,0.5511811023622047,0.44881889763779526,3758.251968503937,0.002648269099601892,0.0006031854805095071,1.2639472722956782,4,0.0005927326189398962,1.286237029002882,False,False
3,cross_industry_degree_percentile,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,252,127,0.0009183580128617641,9.183580128617642,0.0006274771951373359,0.005757143461996897,0.5354330708661418,0.4645669291338583,3758.251968503937,0.002125998940246091,0.0005108638726645367,1.7976569924035557,4,0.0005830841361986355,1.5750008546775367,False,False
4,cross_industry_degree_ratio,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,60,133,0.0003711160723785921,3.711160723785921,0.0007691789228850715,0.007973002747051802,0.5639097744360902,0.43609022556390975,3789.5864661654136,0.0043837176523055825,0.0006913470169011812,0.5368014373476905,4,0.0006685359391821458,0.5551176094326318,False,False
4,cross_industry_degree_ratio,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,60,133,-0.00040980174314923453,-4.098017431492345,-0.0005516220864261946,0.005404735870284521,0.47368421052631576,0.5263157894736842,3789.5864661654136,0.001441037156681161,0.00046865003557683286,-0.874430197460317,4,0.0003929718195806339,-1.042827303969432,False,False
4,cross_industry_degree_ratio,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,60,133,-0.0006702774069862668,-6.702774069862667,-0.00038172016157818204,0.0049480765564873805,0.45112781954887216,0.5488721804511278,3789.5864661654136,0.001370069376236777,0.00042905265120987847,-1.562226465903806,4,0.0003691251377604959,-1.8158541329720308,False,False
4,cross_industry_degree_ratio,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,120,133,0.00015517917183908615,1.5517917183908614,0.0011249676668150651,0.007895087314072303,0.5714285714285714,0.42857142857142855,3694.812030075188,0.004360938746316238,0.0006845908920295501,0.22667431548649336,4,0.0006726452179372063,0.23069988115722045,False,False
4,cross_industry_degree_ratio,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,120,133,-0.00032190426465896437,-3.2190426465896436,8.486445664181563e-05,0.0054706230394713775,0.5112781954887218,0.48872180451127817,3694.812030075188,0.0015410594137462174,0.00047436317770339746,-0.6786029771902736,4,0.00042208453029679143,-0.7626535481710627,False,False
4,cross_industry_degree_ratio,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,120,133,-0.0005523329952931145,-5.523329952931145,-0.0006571800944534679,0.004957378148901313,0.44360902255639095,0.556390977443609,3694.812030075188,0.0014309735325731033,0.0004298592015613356,-1.284916068533439,4,0.0003914314091141249,-1.4110594664417375,False,False
4,cross_industry_degree_ratio,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,252,127,-0.0006040863770182729,-6.040863770182729,-7.0323844951830845e-06,0.007252141608747993,0.49606299212598426,0.5039370078740157,3456.2913385826773,0.0037224023766306846,0.0006435235063729979,-0.9387168783048828,4,0.0006476595771998729,-0.9327220630782813,False,False
4,cross_industry_degree_ratio,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,252,127,-0.0007013441257399796,-7.013441257399796,-0.00037519565820073365,0.005077533824294106,0.48031496062992124,0.5196850393700787,3456.2913385826773,0.0014652714607160395,0.0004505582690767869,-1.5566113727688622,4,0.0004213667603633403,-1.664450525559296,False,False
4,cross_industry_degree_ratio,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,252,127,-0.0008212565988378143,-8.212565988378143,-0.0003543362394185342,0.004403104343107746,0.4330708661417323,0.5669291338582677,3456.2913385826773,0.001259952154565221,0.00039071233004950203,-2.1019469714041623,4,0.0003828727548104811,-2.144985738785017,False,False
5,delta_residual_degree_percentile_1m,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,60,133,0.0007907138141052145,7.907138141052145,0.0010658738870803273,0.005318810548309141,0.556390977443609,0.44360902255639095,3824.466165413534,0.0019792964627460335,0.00046119936524489073,1.7144729019419964,4,0.00048768608482411814,1.6213581619626938,False,False
5,delta_residual_degree_percentile_1m,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,60,133,0.0006885719840676481,6.885719840676481,0.0011233539487167442,0.003762784198195462,0.5488721804511278,0.45112781954887216,3824.466165413534,0.0012164492223785304,0.0003262747691423107,2.110405244872964,4,0.00036335752603267117,1.895026068637795,False,False
5,delta_residual_degree_percentile_1m,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,60,133,0.00026174348505217805,2.6174348505217804,0.00014182812270126387,0.003261923333011092,0.518796992481203,0.48120300751879697,3824.466165413534,0.0009388563591127943,0.0002828446241877264,0.9253967113706099,4,0.0003022403262750719,0.8660111252459498,False,False
5,delta_residual_degree_percentile_1m,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,120,132,0.0005010335990400147,5.010335990400146,0.0013317595814039875,0.00536214962637084,0.5833333333333334,0.4166666666666667,3828.780303030303,0.0019779907198495313,0.00046671521892117837,1.073531735687051,4,0.0005025743388097179,0.9969343047371811,False,False
5,delta_residual_degree_percentile_1m,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,120,132,0.0004756986268977045,4.7569862689770455,0.0007176874605814189,0.0038874250612410625,0.5757575757575758,0.42424242424242425,3828.780303030303,0.001241247161771644,0.0003383569211821396,1.4059077770176098,4,0.0003477626993458627,1.3678828344514455,False,False
5,delta_residual_degree_percentile_1m,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,120,132,0.00025691171281337513,2.5691171281337515,0.0003446493952066432,0.0032864460967920056,0.5378787878787878,0.4621212121212121,3828.780303030303,0.000889754195386934,0.0002860484164771524,0.8981406573662871,4,0.0002697483850514281,0.9524124222815805,False,False
5,delta_residual_degree_percentile_1m,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,252,126,0.00010817282050608127,1.0817282050608128,0.00033310356917929296,0.0054021650579098805,0.5396825396825397,0.4603174603174603,3737.5079365079364,0.0020554435435842532,0.0004812631141309662,0.22476856698526076,4,0.0004666112570542514,0.23182642696831543,False,False
5,delta_residual_degree_percentile_1m,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,252,126,0.00048492264070230977,4.849226407023098,0.0001241974467860693,0.004179601475896867,0.5158730158730159,0.48412698412698413,3737.5079365079364,0.0013908025708122367,0.00037234849371573284,1.302335443506644,4,0.0003840311831474859,1.262716836502511,False,False
5,delta_residual_degree_percentile_1m,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,252,126,0.0002766842941439954,2.7668429414399545,-7.197506230637347e-05,0.003529403914011468,0.5,0.5,3737.5079365079364,0.0010096030522565968,0.0003144242910897588,0.8799711154155399,4,0.0003140117253751102,0.8811272694147826,False,False
6,delta_cross_industry_degree_percentile_1m,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,60,133,0.0008733396213910703,8.733396213910703,0.0009091993850477251,0.0048343518506755515,0.5939849624060151,0.40601503759398494,3824.466165413534,0.001655452868347008,0.00041919146859081504,2.0833907338976942,4,0.00044412615852437487,1.9664223883879586,False,False
6,delta_cross_industry_degree_percentile_1m,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,60,133,0.0007046781500552587,7.046781500552587,0.0008286854396246961,0.0035676543443293606,0.556390977443609,0.44360902255639095,3824.466165413534,0.001112338380160344,0.0003093548649784026,2.2778958077948936,4,0.00034069333834127165,2.0683649216216384,False,False
6,delta_cross_industry_degree_percentile_1m,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,60,133,0.0002752712247495546,2.7527122474955457,0.0003588906155537318,0.003102171796649875,0.5488721804511278,0.45112781954887216,3824.466165413534,0.0008675004518900234,0.00026899240920516575,1.0233419804036175,4,0.0002775067203964919,0.9919443549196093,False,False
6,delta_cross_industry_degree_percentile_1m,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,120,132,0.00046218708987466633,4.621870898746663,0.0009537169718095754,0.0047958191799148215,0.5681818181818182,0.4318181818181818,3828.780303030303,0.0016061567386551337,0.0004174224806134746,1.1072405328898491,4,0.0004221249920699547,1.0949057709382735,False,False
6,delta_cross_industry_degree_percentile_1m,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,120,132,0.00039332525125335274,3.9332525125335276,0.00044865915565762385,0.003495979606888459,0.5681818181818182,0.4318181818181818,3828.780303030303,0.0010289142896911443,0.00030428596761803247,1.2926171204420787,4,0.00030860243373631303,1.2745371009919888,False,False
6,delta_cross_industry_degree_percentile_1m,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,120,132,0.00019700334178619704,1.9700334178619703,-3.120068813601994e-05,0.003026025152326546,0.49242424242424243,0.5075757575757576,3828.780303030303,0.0007555769273060243,0.0002633816826899943,0.7479766237885042,4,0.00023670127304909445,0.8322867859917947,False,False
6,delta_cross_industry_degree_percentile_1m,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,252,126,4.6235983709352115e-05,0.46235983709352113,0.00010094783176402842,0.004770930600305361,0.5238095238095238,0.47619047619047616,3737.5079365079364,0.001641538071741163,0.00042502827910519966,0.10878331156385984,4,0.00041596666374545696,0.1111530988878603,False,False
6,delta_cross_industry_degree_percentile_1m,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,252,126,0.0002733978995257527,2.733978995257527,0.0004729525823052497,0.003724459097217252,0.5396825396825397,0.4603174603174603,3737.5079365079364,0.0011752988479480347,0.0003318011879247699,0.8239810750398545,4,0.0003187696446278519,0.8576660423389167,False,False
6,delta_cross_industry_degree_percentile_1m,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,252,126,0.00010986128941584972,1.0986128941584972,0.0001067861912638301,0.0032535338448594895,0.5158730158730159,0.48412698412698413,3737.5079365079364,0.0009144056139936055,0.00028984783199375073,0.3790309165335361,4,0.000272560462511211,0.40307126134015453,False,False
7,neighbor_jaccard_1m,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,60,133,-0.0008318334822660911,-8.318334822660912,-0.0004283966332881547,0.00897156013033167,0.48872180451127817,0.5112781954887218,3802.842105263158,0.004615621350752514,0.0007779329231195704,-1.0692868980661923,4,0.0007391697651300183,-1.1253618877657605,False,False
7,neighbor_jaccard_1m,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,60,133,0.0004645773908184473,4.645773908184473,3.955160528329597e-05,0.005847236608741438,0.518796992481203,0.48120300751879697,3802.842105263158,0.001942192077770031,0.0005070197157606107,0.9162905827468798,4,0.0005269642867083489,0.8816107704763113,False,False
7,neighbor_jaccard_1m,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,60,133,0.0003415170228383515,3.415170228383515,0.0005234559848376614,0.005117243595160043,0.5488721804511278,0.45112781954887216,3802.842105263158,0.0016285885318323165,0.0004437212937846723,0.769665615831549,4,0.0004912204942769707,0.695241804479334,False,False
7,neighbor_jaccard_1m,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,120,132,-0.0002328316054939693,-2.328316054939693,-3.1776751383866505e-06,0.00968278653572766,0.5,0.5,3751.2348484848485,0.005794125671299578,0.0008427783916294315,-0.27626670048316215,4,0.0006499227325166276,-0.3582450556736182,False,False
7,neighbor_jaccard_1m,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,120,132,0.000768909865608601,7.68909865608601,0.0005149963253335808,0.006969168908193261,0.553030303030303,0.44696969696969696,3751.2348484848485,0.0027698713127172273,0.0006065882937488063,1.2675976004360767,4,0.0004939722706493346,1.5565850783442892,False,False
7,neighbor_jaccard_1m,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,120,132,9.58854512277321e-05,0.958854512277321,-9.32199659791804e-05,0.005061431696024725,0.49242424242424243,0.5075757575757576,3751.2348484848485,0.001730388662654291,0.0004405410827119281,0.21765382387828752,4,0.0004133007559699709,0.23199921568664836,False,False
7,neighbor_jaccard_1m,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,252,126,0.0007348082501576753,7.348082501576752,0.0007439278315686893,0.008307896681326457,0.5476190476190477,0.4523809523809524,3519.0793650793653,0.004534506401466953,0.0007401262615771393,0.9928147240605517,4,0.0005550962090495547,1.3237493576398704,False,False
7,neighbor_jaccard_1m,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,252,126,0.0011672966919757022,11.672966919757021,0.0008567886700496786,0.006266983676074988,0.5793650793650794,0.42063492063492064,3519.0793650793653,0.002432756516087764,0.0005583072801042307,2.090778203282212,4,0.00044126079091263753,2.6453669032352525,False,False
7,neighbor_jaccard_1m,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,252,126,0.0005302425908581541,5.302425908581541,0.00023883404343361922,0.004352009136850986,0.5158730158730159,0.48412698412698413,3519.0793650793653,0.0015152145464119124,0.0003877077889096708,1.3676346104609505,4,0.0004204198884333621,1.261221472737723,False,False
8,neighbor_retention_1m,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,60,133,-0.00030305721469374723,-3.0305721469374722,-0.000244192362889107,0.008608308662127253,0.48120300751879697,0.518796992481203,3760.4210526315787,0.004084846347912149,0.000746435026167138,-0.40600615468155726,4,0.0005924858011309939,-0.5115012277344747,False,False
8,neighbor_retention_1m,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,60,133,0.0008202984187006247,8.202984187006248,0.0006809866657934524,0.005709329447322481,0.5488721804511278,0.45112781954887216,3760.4210526315787,0.00192213250984025,0.0004950616483070957,1.65696216118882,4,0.00045935092815792213,1.7857772095730065,False,False
8,neighbor_retention_1m,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,60,133,0.00041680271792048654,4.1680271792048655,0.0008409139204962865,0.004772564625528869,0.5714285714285714,0.42857142857142855,3760.4210526315787,0.0015027067034994652,0.0004138338366994231,1.0071740900762056,4,0.00044359125581380185,0.9396098603337667,False,False
8,neighbor_retention_1m,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,120,132,6.381974969253233e-05,0.6381974969253233,0.00029257166693646497,0.008810296042063,0.5151515151515151,0.48484848484848486,3685.7045454545455,0.00456801952200123,0.0007668378416390446,0.08322457008136629,4,0.0005690416711158818,0.11215303365636264,False,False
8,neighbor_retention_1m,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,120,132,0.0009386224065776893,9.386224065776894,0.0009793033153343074,0.0064360278157160455,0.5681818181818182,0.4318181818181818,3685.7045454545455,0.002525109210514384,0.0005601843179127596,1.6755599479738843,4,0.00044292160560664533,2.119161482971936,False,False
8,neighbor_retention_1m,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,120,132,0.00013303620082585473,1.3303620082585472,0.00035071943803234443,0.004605940725602942,0.5378787878787878,0.4621212121212121,3685.7045454545455,0.0015055713468238214,0.0004008956824919231,0.33184742723821936,4,0.000371553536003338,0.35805392207237546,False,False
8,neighbor_retention_1m,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,252,126,0.00044268859590705975,4.426885959070598,0.000338660375620681,0.007535674626241893,0.5396825396825397,0.4603174603174603,3440.753968253968,0.0034858838385399956,0.0006713312530857843,0.6594190183642351,4,0.0004870955952468467,0.9088330919574776,False,False
8,neighbor_retention_1m,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,252,126,0.001124849864822524,11.24849864822524,0.0004913181581560411,0.005714258489992257,0.5714285714285714,0.42857142857142855,3440.753968253968,0.0021130023956586483,0.0005090666068813151,2.2096320002478063,4,0.00043601113324581367,2.579865005851486,False,False
8,neighbor_retention_1m,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,252,126,0.0003951544205033113,3.951544205033113,0.00013813464713415504,0.004162744720761306,0.5158730158730159,0.48412698412698413,3440.753968253968,0.0013521721336374342,0.00037084677461168494,1.0655463322205754,4,0.0003833595235947586,1.0307671941939829,False,False
9,outside_community_degree_percentile,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,60,133,-0.0004271819541048583,-4.2718195410485835,-0.0006746089158225291,0.014293873896948932,0.48120300751879697,0.518796992481203,3861.5714285714284,0.00956765985333116,0.0012394360559165002,-0.34465832429651155,4,0.0009657468571793307,-0.4423332583784266,False,False
9,outside_community_degree_percentile,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,60,133,0.00024057670887275934,2.4057670887275933,-3.7694074049054074e-05,0.008810792215641697,0.49624060150375937,0.5037593984962406,3861.5714285714284,0.0038538410759110433,0.0007639925769588425,0.3148940397175084,4,0.0006066335654094982,0.3965766528437343,False,False
9,outside_community_degree_percentile,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,60,133,-0.00031079300208744547,-3.1079300208744547,-0.0006428848639099537,0.005288982564170338,0.47368421052631576,0.5263157894736842,3861.5714285714284,0.0017360896485454926,0.0004586129510031344,-0.6776803869311605,4,0.000501662029129127,-0.6195266614596574,False,False
9,outside_community_degree_percentile,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,120,133,-0.0010594454648312312,-10.594454648312313,-0.000763721180155696,0.014246420505925174,0.46616541353383456,0.5338345864661654,3843.5864661654136,0.01063197190663048,0.0012353213250720575,-0.8576274393785218,4,0.0010246051974834827,-1.0340036020052594,False,False
9,outside_community_degree_percentile,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,120,133,0.0001943032117053168,1.943032117053168,0.0006442675792080178,0.008757674219537754,0.5338345864661654,0.46616541353383456,3843.5864661654136,0.004154871255618746,0.0007593866625605553,0.25586861250650766,4,0.000641526846769504,0.3028761971283932,False,False
9,outside_community_degree_percentile,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,120,133,-0.0002594482350256025,-2.5944823502560252,-2.8136037609843015e-05,0.006025265066266758,0.49624060150375937,0.5037593984962406,3843.5864661654136,0.0023650132524518992,0.0005224567407985313,-0.4965927602523755,4,0.0005625989768493185,-0.46116016150361894,False,False
9,outside_community_degree_percentile,ORIGINAL,future_excess_return,M1_NETWORK_ONLY,252,127,-0.00018861863468497018,-1.8861863468497018,-0.00033484366497183316,0.012846227110274236,0.49606299212598426,0.5039370078740157,3758.251968503937,0.009257232003801734,0.0011399183247739596,-0.1654667975640907,4,0.0009121176750754669,-0.20679199607590568,False,False
9,outside_community_degree_percentile,ORIGINAL,future_excess_return,M2_INDUSTRY_SIZE,252,127,0.0011941543507344955,11.941543507344955,0.0021076690211006173,0.008200865384645508,0.6299212598425197,0.3700787401574803,3758.251968503937,0.0036055413390978027,0.0007277091281910474,1.6409775616020457,4,0.0006533203891887897,1.8278234852232986,False,False
9,outside_community_degree_percentile,ORIGINAL,future_excess_return,M3_FULL_CONTROLS,252,127,0.0008843410298420147,8.843410298420146,0.0008316561914217047,0.005809727134613738,0.5748031496062992,0.4251968503937008,3758.251968503937,0.002269101573257353,0.0005155299190830928,1.7154019526449196,4,0.0006057506263783747,1.4599093939518635,False,False
