n_nodes,CR1,CR2,CR3,CR5,CR10,HHI,HHI_equal_benchmark,effective_nodes_HHI,entropy,normalized_entropy,effective_nodes_entropy,gini
15,0.2026233146452095,0.3504584441153362,0.4465878854559197,0.6050122391799514,0.8597053273961008,0.10313856608673987,0.06666666666666667,9.69569422905295,2.4712167037818467,0.912544642922805,11.836840021778107,0.3732922680921569
