analysis_date,window,factor_name,n,nonmissing_count,missing_share,mean,std,p01,p05,median,p95,p99
2019-04-30,60,lost_neighbor_count_1m,3515,3489,0.007396870554765292,19.25995987388937,14.902849781569723,1.0,3.0,15.0,49.0,72.0
2019-05-31,60,lost_neighbor_count_1m,3512,3490,0.006264236902050114,16.75243553008596,12.351607487903829,2.0,4.0,13.0,42.0,60.0
2019-06-28,60,lost_neighbor_count_1m,3528,3494,0.00963718820861678,20.5220377790498,18.85712711454287,1.0,3.0,14.0,61.0,90.0
2019-07-31,60,lost_neighbor_count_1m,3548,3514,0.009582863585118376,25.16107000569152,22.544541597184878,1.0,3.0,19.0,67.0,118.0
2019-08-30,60,lost_neighbor_count_1m,3566,3537,0.008132361189007292,25.0941475826972,18.651602797758418,3.0,5.0,20.0,62.0,87.0
2019-09-30,60,lost_neighbor_count_1m,3588,3556,0.008918617614269788,23.722722159730033,14.256829950549676,4.0,7.0,21.0,52.0,70.44999999999982
2019-10-31,60,lost_neighbor_count_1m,3628,3581,0.012954796030871003,20.47416922647305,13.267897405045362,3.0,6.0,17.0,46.0,68.0
2019-11-29,60,lost_neighbor_count_1m,3638,3617,0.00577240241891149,22.644180259883882,15.034850860286635,4.0,7.0,18.0,52.0,75.68000000000029
2019-12-31,60,lost_neighbor_count_1m,3641,3622,0.005218346608074705,21.752070679182772,20.68934429301616,2.0,4.0,15.0,65.0,103.0
2020-01-23,60,lost_neighbor_count_1m,3663,3630,0.009009009009009009,22.641322314049585,19.262969239616634,2.0,5.0,17.0,60.54999999999973,93.71000000000004
2020-02-28,60,lost_neighbor_count_1m,3697,3662,0.009467135515282662,25.985800109229928,26.603800917679525,2.0,4.0,17.0,81.0,133.0
2020-03-31,60,lost_neighbor_count_1m,3718,3679,0.01048951048951049,18.8757814623539,30.140489348372608,0.0,0.0,7.0,82.0,146.2199999999998
2020-04-30,60,lost_neighbor_count_1m,3744,3707,0.009882478632478632,19.0186134340437,25.091006278768724,0.0,0.0,9.0,73.0,118.94000000000005
2020-05-29,60,lost_neighbor_count_1m,3738,3724,0.003745318352059925,20.501611170784102,24.657334694259873,0.0,1.0,12.0,67.0,130.0
2020-06-30,60,lost_neighbor_count_1m,3749,3721,0.007468658308882369,23.306100510615426,23.402799784718376,1.0,3.0,15.0,74.0,108.80000000000018
2020-07-31,60,lost_neighbor_count_1m,3765,3727,0.010092961487383798,27.40273678561846,18.461153582529523,4.0,7.0,22.0,64.0,93.0
2020-08-31,60,lost_neighbor_count_1m,3791,3753,0.010023740437879188,19.66160405009326,20.109414521471805,1.0,3.0,14.0,55.0,97.48000000000002
2020-09-30,60,lost_neighbor_count_1m,3821,3770,0.013347291285003926,21.66631299734748,23.890634002414235,1.0,3.0,14.0,73.0,122.92999999999984
2020-10-30,60,lost_neighbor_count_1m,3864,3815,0.012681159420289856,19.540235910878113,23.15820326472336,0.0,1.0,11.0,64.29999999999973,108.86000000000013
2020-11-30,60,lost_neighbor_count_1m,3936,3859,0.0195630081300813,23.78129048976419,22.352516313234005,1.0,3.0,17.0,69.0,106.0
2020-12-31,60,lost_neighbor_count_1m,4004,3921,0.020729270729270728,27.33996429482275,31.077150697651973,1.0,3.0,16.0,94.0,150.80000000000018
2021-01-29,60,lost_neighbor_count_1m,4030,3989,0.010173697270471464,26.624216595638003,19.01345791853154,3.0,6.0,22.0,65.0,90.0
2021-02-26,60,lost_neighbor_count_1m,4045,4025,0.004944375772558714,19.918509316770187,17.09470348437952,1.0,3.0,15.0,55.0,83.0
2021-03-31,60,lost_neighbor_count_1m,4099,4032,0.016345450109782875,21.864583333333332,20.07992501273013,1.0,3.0,15.5,61.0,96.38000000000011
2021-04-30,60,lost_neighbor_count_1m,4136,4094,0.010154738878143133,24.678065461651197,26.465237867956844,1.0,2.0,16.0,77.0,130.0
2021-05-31,60,lost_neighbor_count_1m,4160,4123,0.008894230769230769,23.677419354838708,21.57246117597444,2.0,4.0,17.0,70.89999999999964,105.55999999999949
2021-06-30,60,lost_neighbor_count_1m,4199,4144,0.013098356751607526,25.561293436293436,23.859165044656965,2.0,4.0,17.0,77.84999999999991,114.56999999999971
2021-07-30,60,lost_neighbor_count_1m,4256,4188,0.015977443609022556,26.79512893982808,18.26200996033562,4.0,6.0,22.0,62.0,89.13000000000011
2021-08-31,60,lost_neighbor_count_1m,4309,4251,0.013460199582269667,26.244177840508115,20.005448231111355,3.0,6.0,20.0,67.0,99.0
2021-09-30,60,lost_neighbor_count_1m,4360,4300,0.013761467889908258,25.50139534883721,21.1344477518087,2.0,5.0,20.0,67.0,102.0
2021-10-29,60,lost_neighbor_count_1m,4398,4351,0.010686675761709868,20.039531142266146,20.66135439184322,0.0,2.0,13.0,61.0,95.0
2021-11-30,60,lost_neighbor_count_1m,4432,4392,0.009025270758122744,23.10655737704918,24.63541131579577,1.0,2.0,14.0,74.0,113.09000000000015
2021-12-31,60,lost_neighbor_count_1m,4472,4418,0.012075134168157423,28.948392937980987,30.372689693523554,1.0,2.0,19.0,93.0,135.82999999999993
2022-01-28,60,lost_neighbor_count_1m,4502,4459,0.009551310528653932,25.453240636914106,23.249145427353227,1.0,4.0,18.0,71.0,104.42000000000007
2022-02-28,60,lost_neighbor_count_1m,4532,4498,0.007502206531332745,19.84304135171187,23.7665165110191,0.0,2.0,13.0,60.0,116.0
2022-03-31,60,lost_neighbor_count_1m,4578,4524,0.011795543905635648,24.875331564986737,29.207857816406154,0.0,2.0,15.0,82.84999999999945,146.0
2022-04-29,60,lost_neighbor_count_1m,4602,4560,0.009126466753585397,25.768859649122806,32.497450568259076,0.0,1.0,14.0,96.0,152.40999999999985
2022-05-31,60,lost_neighbor_count_1m,4568,4547,0.004597197898423818,21.00637783153728,23.87638062148233,0.0,1.0,12.0,72.0,112.07999999999993
2022-06-30,60,lost_neighbor_count_1m,4602,4561,0.008909169926119079,23.957903968427978,22.59149788542777,1.0,3.0,17.0,70.0,109.39999999999964
2022-07-29,60,lost_neighbor_count_1m,4643,4595,0.010338143441740255,27.955168661588683,25.797557748719917,1.0,3.0,21.0,79.0,133.0
2022-08-31,60,lost_neighbor_count_1m,4671,4636,0.0074930421751231,26.151855047454703,23.07082491974863,1.0,3.0,20.0,70.0,107.0
2022-09-30,60,lost_neighbor_count_1m,4709,4666,0.009131450414100658,22.507929704243463,29.5674568798868,0.0,1.0,12.0,77.0,135.35000000000036
2022-10-31,60,lost_neighbor_count_1m,4734,4704,0.0063371356147021544,22.78996598639456,39.406115516946066,0.0,0.0,8.0,108.0,189.0
2022-11-30,60,lost_neighbor_count_1m,4774,4727,0.009844993715961458,24.486566532684577,32.62830816891186,0.0,1.0,12.0,92.0,157.73999999999978
2022-12-30,60,lost_neighbor_count_1m,4812,4765,0.009767248545303408,20.86463798530955,25.651820303634047,0.0,0.0,11.0,72.0,122.0
2023-01-31,60,lost_neighbor_count_1m,4838,4807,0.0064076064489458455,19.608903682130226,23.29614491689238,0.0,0.0,11.0,67.0,104.0
2023-02-28,60,lost_neighbor_count_1m,4853,4825,0.00576962703482382,21.14155440414508,26.5166535542957,0.0,0.0,12.0,74.0,114.76000000000022
2023-03-31,60,lost_neighbor_count_1m,4884,4850,0.006961506961506962,29.138144329896907,35.982348030004445,0.0,1.0,15.0,108.0,167.51000000000022
2023-04-28,60,lost_neighbor_count_1m,4896,4878,0.003676470588235294,29.451414514145142,27.986656990499327,1.0,4.0,21.0,88.0,136.22999999999956
2023-05-31,60,lost_neighbor_count_1m,4888,4863,0.005114566284779051,23.264651449722393,21.58250024910728,1.0,2.0,17.0,65.0,104.0
2023-06-30,60,lost_neighbor_count_1m,4899,4867,0.006531945294958155,21.55742757345387,20.99638789658269,0.0,2.0,15.0,63.0,98.34000000000015
2023-07-31,60,lost_neighbor_count_1m,4920,4895,0.00508130081300813,28.05760980592441,30.065892070464074,0.0,1.0,17.0,92.0,135.0
2023-08-31,60,lost_neighbor_count_1m,4955,4918,0.007467204843592331,26.655551037006912,26.701444944995163,0.0,2.0,18.0,80.0,121.0
2023-09-28,60,lost_neighbor_count_1m,4998,4952,0.009203681472589036,22.946284329563813,28.918670815495457,0.0,1.0,13.0,80.0,138.0
2023-10-31,60,lost_neighbor_count_1m,5021,4995,0.005178251344353714,23.45025025025025,27.272503862028177,0.0,1.0,14.0,80.0,130.0600000000004
2023-11-30,60,lost_neighbor_count_1m,5044,5019,0.0049563838223632035,25.378362223550507,31.9020357729558,0.0,1.0,14.0,88.0,154.8199999999997
2023-12-29,60,lost_neighbor_count_1m,5056,5040,0.0031645569620253164,26.08888888888889,30.020575542588944,0.0,1.0,15.0,89.0,142.0
2024-01-31,60,lost_neighbor_count_1m,5061,5047,0.0027662517289073307,31.793540717257777,33.05508389514561,0.0,2.0,21.0,100.0,152.53999999999996
2024-02-29,60,lost_neighbor_count_1m,5068,5059,0.001775848460931334,38.59972326546748,45.25113958175893,0.0,1.0,21.0,133.0,204.84000000000015
2024-03-29,60,lost_neighbor_count_1m,5078,5063,0.0029539188656951556,20.58700375271578,44.2015865526551,0.0,0.0,2.0,107.89999999999964,216.76000000000022
2024-04-30,60,lost_neighbor_count_1m,5091,5075,0.003142801021410332,22.63566502463054,45.30166722240111,0.0,0.0,2.0,121.0,208.26000000000022
2024-05-31,60,lost_neighbor_count_1m,5075,5069,0.0011822660098522167,36.73979088577629,74.81376335969676,0.0,0.0,3.0,213.0,340.0
2024-06-28,60,lost_neighbor_count_1m,5074,5063,0.0021679148600709497,23.36282836263085,21.265718631619002,1.0,3.0,17.0,68.0,100.0
2024-07-31,60,lost_neighbor_count_1m,5068,5061,0.0013812154696132596,30.65125469274847,31.44161063587753,0.0,2.0,20.0,95.0,145.79999999999927
2024-08-30,60,lost_neighbor_count_1m,5068,5063,0.0009865824782951855,27.655935216274937,30.054879815764124,0.0,1.0,17.0,88.89999999999964,134.0
2024-09-30,60,lost_neighbor_count_1m,5067,5059,0.0015788434971383462,26.963431508203204,36.31984988021035,0.0,1.0,14.0,107.0,175.42000000000007
2024-10-31,60,lost_neighbor_count_1m,5062,5056,0.001185302252074279,33.767405063291136,31.84731196415567,1.0,4.0,24.0,100.25,147.44999999999982
2024-11-29,60,lost_neighbor_count_1m,5054,5043,0.0021764938662445586,26.29506246281975,30.040817453539507,0.0,2.0,16.0,84.89999999999964,144.0
2024-12-31,60,lost_neighbor_count_1m,5053,5038,0.002968533544429052,23.947201270345374,34.461530051652886,0.0,1.0,11.0,94.0,177.0
2025-01-27,60,lost_neighbor_count_1m,5059,5036,0.004546353034196481,27.792692613185068,38.75219015842453,0.0,1.0,12.0,114.25,177.64999999999964
2025-02-28,60,lost_neighbor_count_1m,5071,5052,0.0037467955038453953,27.083927157561362,34.66009709647926,0.0,1.0,14.0,103.0,163.48999999999978
2025-03-31,60,lost_neighbor_count_1m,5068,5048,0.003946329913180742,29.339144215530904,35.06055827639851,0.0,2.0,17.0,105.0,166.0
2025-04-30,60,lost_neighbor_count_1m,5078,5049,0.005710909807010634,33.00257476728065,36.229848119156955,1.0,3.0,21.0,107.59999999999945,177.51999999999953
2025-05-30,60,lost_neighbor_count_1m,5066,5051,0.002960915909988156,23.982973668580478,26.59147272428339,0.0,2.0,16.0,74.0,125.5
2025-06-30,60,lost_neighbor_count_1m,5084,5054,0.005900865460267506,25.02453502176494,26.439000874564304,0.0,2.0,17.0,75.0,119.0
2025-07-31,60,lost_neighbor_count_1m,5093,5072,0.004123306499116434,38.480283911671926,58.23560467862701,0.0,1.0,15.0,172.0,278.28999999999996
2025-08-29,60,lost_neighbor_count_1m,5108,5082,0.005090054815974941,28.882723337268793,27.516343764488195,1.0,4.0,20.0,82.0,133.0
2025-09-30,60,lost_neighbor_count_1m,5119,5099,0.003907013088493847,29.33830162777015,32.0896513017697,1.0,3.0,20.0,89.0,162.0799999999981
2025-10-31,60,lost_neighbor_count_1m,5118,5109,0.0017584994138335288,27.68447837150127,37.61132982710467,1.0,2.0,14.0,108.0,187.92000000000007
2025-11-28,60,lost_neighbor_count_1m,5119,5106,0.0025395585075210004,28.17783000391696,43.62808070767157,1.0,2.0,14.0,110.5,224.94999999999982
2025-12-31,60,lost_neighbor_count_1m,5119,5103,0.003125610470795077,28.41779345483049,31.441528536423007,1.0,2.0,18.0,87.89999999999964,153.95999999999913
2026-01-30,60,lost_neighbor_count_1m,5126,5106,0.0039016777214202106,31.9921660791226,34.496716371160836,1.0,3.0,21.0,105.0,163.94999999999982
2026-02-27,60,lost_neighbor_count_1m,5126,5116,0.0019508388607101053,20.537138389366692,21.748401142360482,0.0,1.0,13.0,62.0,99.0
2026-03-31,60,lost_neighbor_count_1m,5145,5114,0.006025267249757046,25.198670316777473,31.479059688270166,0.0,1.0,15.0,89.0,155.8699999999999
2026-04-30,60,lost_neighbor_count_1m,5150,5131,0.0036893203883495147,27.34125901383746,34.17031600813268,0.0,1.0,14.0,100.5,155.0
2026-05-29,60,lost_neighbor_count_1m,5149,5133,0.003107399495047582,27.759594778881745,30.735409045130126,0.0,2.0,17.0,91.0,138.0
2026-06-30,60,lost_neighbor_count_1m,5156,5141,0.0029092319627618307,28.246255592297217,31.508054318729116,0.0,2.0,18.0,87.0,163.60000000000036
2026-07-31,60,lost_neighbor_count_1m,5172,5148,0.004640371229698376,25.649184149184148,35.57497643626537,0.0,1.0,12.0,101.0,165.52999999999975
2026-08-31,60,lost_neighbor_count_1m,5175,5166,0.0017391304347826088,24.372822299651567,56.96538391026533,0.0,0.0,3.0,139.0,285.35000000000036
2026-09-03,60,lost_neighbor_count_1m,5176,5175,0.00019319938176197836,7.143188405797101,14.40531904843515,0.0,0.0,2.0,32.0,57.0
2015-04-30,60,neighbor_jaccard_1m,1993,0,1.0,,,,,,,
2015-05-29,60,neighbor_jaccard_1m,1914,1816,0.051201671891327065,0.18410549745621632,0.15919941677205374,0.0,0.0,0.15202876219825373,0.500968992248062,0.6455645161290314
2015-06-30,60,neighbor_jaccard_1m,1802,1662,0.07769145394006659,0.17518709029569626,0.15698015796874626,0.0,0.0,0.14285714285714285,0.491220238095238,0.5875862068965513
2015-07-31,60,neighbor_jaccard_1m,1572,1412,0.10178117048346055,0.1265615001105104,0.1476274283627476,0.0,0.0,0.08333333333333333,0.42169302659956875,0.5625
2015-08-31,60,neighbor_jaccard_1m,1645,1394,0.15258358662613983,0.20187631928087008,0.2169035414972103,0.0,0.0,0.14907407407407408,0.6289166367229606,0.8058079130172149
2015-09-30,60,neighbor_jaccard_1m,1769,1478,0.16449971735443752,0.19333299587579278,0.2058186173218504,0.0,0.0,0.1473499361430396,0.600291262135922,0.75
2015-10-30,60,neighbor_jaccard_1m,1962,1584,0.1926605504587156,0.225117709678163,0.23875722951062223,0.0,0.0,0.15789473684210525,0.6666666666666666,0.8684453057708905
2015-11-30,60,neighbor_jaccard_1m,2037,1852,0.09081983308787432,0.15567891376105275,0.17856200379726675,0.0,0.0,0.1,0.5233127721335252,0.6666666666666666
2015-12-31,60,neighbor_jaccard_1m,2119,1933,0.0877772534214252,0.17189770447082417,0.18177496939575918,0.0,0.0,0.125,0.5397435897435893,0.6698113207547169
2016-01-29,60,neighbor_jaccard_1m,2199,2008,0.08685766257389722,0.19539650534005107,0.20073405234492514,0.0,0.0,0.14285714285714285,0.5837211093990751,0.7612973484848485
2016-02-29,60,neighbor_jaccard_1m,2241,2105,0.0606871932173137,0.2358069241029667,0.21658103787601643,0.0,0.0,0.2,0.6320629159104658,0.7720222634508355
2016-03-31,60,neighbor_jaccard_1m,2290,2115,0.07641921397379912,0.18626557795274376,0.19062840808108988,0.0,0.0,0.13333333333333333,0.5692948717948718,0.6686436781609199
2016-04-29,60,neighbor_jaccard_1m,2246,2146,0.04452359750667854,0.15797344391015,0.16320014944947744,0.0,0.0,0.1111111111111111,0.5,0.6271619496855353
2016-05-31,60,neighbor_jaccard_1m,2265,2152,0.04988962472406181,0.16155610159593273,0.14773534310206016,0.0,0.0,0.125,0.4640832106038291,0.5690342024109896
2016-06-30,60,neighbor_jaccard_1m,2284,2183,0.044220665499124345,0.18439260644041203,0.158904197242035,0.0,0.0,0.15,0.48975249674337823,0.6037749546279488
