analysis_date,window,is_first_date,expected_node_count,actual_node_count,expected_edge_count,expected_common_node_count,dynamic_comparable_count,dynamic_comparable_share,current_common_edge_count,previous_common_edge_count,mean_neighbor_jaccard,median_neighbor_jaccard,mean_neighbor_retention,mean_abs_delta_residual_degree_percentile,mean_abs_delta_cross_industry_degree_percentile,mean_new_neighbor_count,mean_lost_neighbor_count,node_count_ok,key_unique,first_date_policy_ok,neighbor_identity_ok,neighbor_jaccard_valid,neighbor_retention_valid,common_degree_handshake_ok,delta_identity_ok,max_delta_identity_error,qa_pass,qa_errors
2016-03-31,60,False,2290,2290,26045,2127,2127,0.9288209606986899,23453,23195,0.18626557795274376,0.13333333333333333,0.34322235923238864,0.16087739635434056,0.16797207469182326,11.956746591443347,11.714151386929949,True,True,True,True,True,True,True,True,0.0,True,
2016-04-29,60,False,2246,2246,25028,2148,2148,0.956366874443455,23355,23799,0.15797344391015,0.1111111111111111,0.30325772587947875,0.19042344283450435,0.20453984619577714,13.006517690875233,13.419925512104284,True,True,True,True,True,True,True,True,0.0,True,
2016-05-31,60,False,2265,2265,25417,2152,2152,0.9501103752759382,23353,23536,0.16155610159593273,0.125,0.329437226012348,0.19831788665016717,0.21150310796684296,14.058550185873607,14.228624535315985,True,True,True,True,True,True,True,True,0.0,True,
2016-06-30,60,False,2284,2284,25884,2183,2183,0.9557793345008757,24157,23494,0.18439260644041203,0.15,0.30682129254252305,0.17644965781347524,0.19010442740094213,14.167659184608338,13.560238204306001,True,True,True,True,True,True,True,True,0.0,True,
2016-07-29,60,False,2332,2332,27072,2209,2209,0.9472555746140652,25002,24409,0.18156275052330853,0.14814814814814814,0.29633966374724374,0.18335107026649947,0.19851975007876307,15.21321865097329,14.676324128564962,True,True,True,True,True,True,True,True,0.0,True,
2016-08-31,60,False,2409,2409,28881,2270,2270,0.9422997094229971,26009,25929,0.21593951459255015,0.19462481962481964,0.36739492168750226,0.1703989312192733,0.18506344341045902,13.451101321585902,13.380616740088106,True,True,True,True,True,True,True,True,0.0,True,
2016-09-30,60,False,2429,2429,29342,2314,2314,0.9526554137505147,27188,26880,0.20221129413094452,0.15384615384615385,0.33714332917837603,0.18049781389405983,0.19869772565130964,14.006050129645635,13.739844425237683,True,True,True,True,True,True,True,True,0.0,True,
2016-10-31,60,False,2451,2451,29911,2359,2359,0.9624643002855977,28085,28154,0.18919358187148,0.14285714285714285,0.34547138530827093,0.19432789054101868,0.21359509686629977,15.690546841882153,15.7490462060195,True,True,True,True,True,True,True,True,0.0,True,
2016-11-30,60,False,2460,2460,30101,2358,2358,0.9585365853658536,28150,27876,0.14698460077599435,0.11010101010101009,0.24403547720781749,0.2049132450705659,0.22500446946713012,17.34096692111959,17.108566581849026,True,True,True,True,True,True,True,True,0.0,True,
2016-12-30,60,False,2499,2499,31101,2367,2367,0.9471788715486195,28581,27833,0.20624452222048367,0.16666666666666666,0.3264247977464317,0.16536565712105156,0.17779909742292951,14.242501056189269,13.61047739754964,True,True,True,True,True,True,True,True,0.0,True,
2017-01-26,60,False,2537,2537,32057,2436,2436,0.9601891998423334,30112,30012,0.2410166935059123,0.2,0.36402378111585676,0.14767448563385435,0.16109734124343839,13.308702791461412,13.226600985221674,True,True,True,True,True,True,True,True,0.0,True,
2017-02-28,60,False,2579,2579,33152,2468,2468,0.9569600620395502,30792,30462,0.22558453802288733,0.1935483870967742,0.36224529499057384,0.15851253113663918,0.17006904772601164,14.555105348460291,14.287682333873581,True,True,True,True,True,True,True,True,0.0,True,
2017-03-31,60,False,2663,2663,35348,2512,2512,0.9432970334209538,31905,32037,0.16615291865590937,0.125,0.2851021879091824,0.166942231037836,0.17888378183063608,16.79299363057325,16.898089171974522,True,True,True,True,True,True,True,True,0.0,True,
2017-04-28,60,False,2696,2696,36197,2584,2584,0.9584569732937686,32962,33878,0.16139483502361512,0.11764705882352941,0.2456232302237015,0.1988778099846675,0.21043046127962275,17.184984520123837,17.893962848297214,True,True,True,True,True,True,True,True,0.0,True,
2017-05-31,60,False,2699,2699,36257,2606,2606,0.9655427936272694,33290,34484,0.22862868973207376,0.19478319783197834,0.3510079639373349,0.13528003528694882,0.14454553677366672,13.251726784343822,14.168073676132003,True,True,True,True,True,True,True,True,0.0,True,
2017-06-30,60,False,2750,2750,37626,2635,2635,0.9581818181818181,33347,34898,0.2722722689825205,0.25,0.39427583294014773,0.12749578114837565,0.13557946070021398,11.51650853889943,12.693738140417457,True,True,True,True,True,True,True,True,0.0,True,
2017-07-31,60,False,2783,2783,38606,2661,2661,0.9561624146604384,35382,35610,0.1416012427310626,0.10391260162601626,0.2736227907621139,0.20484959791632834,0.2116071329080584,19.397219090567457,19.568583239383692,True,True,True,True,True,True,True,True,0.0,True,
2017-08-31,60,False,2834,2834,40066,2726,2726,0.9618913196894848,37646,37362,0.1707815011193733,0.12838827838827838,0.28178589535838683,0.1665433676495208,0.17757861915081766,17.079236977256052,16.870873074101247,True,True,True,True,True,True,True,True,0.0,True,
2017-09-29,60,False,2897,2897,41851,2787,2787,0.9620296858819468,39261,38790,0.2558635946687514,0.21621621621621623,0.37788536030501274,0.1367501071198958,0.1422724776722299,13.329745245783997,12.991747398636527,True,True,True,True,True,True,True,True,0.0,True,
2017-10-31,60,False,2941,2941,43133,2835,2835,0.9639578374702482,40693,40424,0.23304250376436084,0.2,0.3973554120922735,0.15142563997683275,0.16285668702335437,15.291710758377425,15.101940035273369,True,True,True,True,True,True,True,True,0.0,True,
2017-11-30,60,False,2959,2959,43668,2864,2864,0.9678945589726259,41543,41056,0.1922969692264467,0.15217391304347827,0.3153419052790094,0.17760400231463028,0.2003662826361345,17.752094972067038,17.412011173184357,True,True,True,True,True,True,True,True,0.0,True,
2017-12-29,60,False,2995,2995,44751,2875,2875,0.9599332220367279,41611,41806,0.22728783506490996,0.1956521739130435,0.36040253945551887,0.15118605348766456,0.16792022472177465,16.542608695652174,16.678260869565218,True,True,True,True,True,True,True,True,0.0,True,
2018-01-31,60,False,3026,3026,45680,2916,2916,0.9636483807005949,42699,42622,0.1837942484020713,0.14285714285714285,0.29363255725783993,0.17375005170017976,0.1843704407376786,18.636488340192045,18.583676268861453,True,True,True,True,True,True,True,True,0.0,True,
2018-02-28,60,False,2961,2961,43725,2893,2893,0.9770347855454239,42341,43005,0.20211963009447326,0.16666666666666666,0.3022376960892312,0.17454504546990798,0.18950178442967602,17.65157276183892,18.110611821638436,True,True,True,True,True,True,True,True,0.0,True,
2018-03-30,60,False,3008,3008,45124,2907,2907,0.9664228723404256,42970,42394,0.2277048160285655,0.1875,0.3510593031957777,0.15468675507127463,0.16570140898008245,15.970416236670106,15.574131406948744,True,True,True,True,True,True,True,True,0.0,True,
2018-04-27,60,False,3025,3025,45637,2955,2955,0.9768595041322314,43420,43537,0.24978648676812468,0.21951219512195122,0.3778190182894086,0.13418829329816118,0.14503453969438418,14.665313028764805,14.744500846023689,True,True,True,True,True,True,True,True,0.0,True,
2018-05-31,60,False,3097,3097,47832,2968,2968,0.9583467872134324,45067,43977,0.1923876064186847,0.15789473684210525,0.3591836014664224,0.1717714923062513,0.17908488371506728,18.484501347708896,17.75,True,True,True,True,True,True,True,True,0.0,True,
2018-06-29,60,False,3080,3080,47343,3007,3007,0.9762987012987013,45687,46121,0.21757308524404198,0.18181818181818182,0.3418412191393178,0.16272291069783967,0.17875913503054736,17.648819421350183,17.937479215164615,True,True,True,True,True,True,True,True,0.0,True,
2018-07-31,60,False,3166,3166,50065,3071,3071,0.9699936828806064,48335,47175,0.18191135045445483,0.14285714285714285,0.3068707100630633,0.17228088393047053,0.18530176042267998,19.979811136437643,19.224356887007488,True,True,True,True,True,True,True,True,0.0,True,
2018-08-31,60,False,3263,3263,53204,3159,3159,0.9681274900398407,50660,49918,0.21834646420174778,0.18840579710144928,0.3526908578864086,0.15510288602921268,0.1669254241907192,18.334283000949668,17.86451408673631,True,True,True,True,True,True,True,True,0.0,True,
2018-09-28,60,False,3334,3334,55549,3243,3243,0.9727054589082184,53069,52656,0.2236441423250771,0.2,0.3807845848388909,0.16652877900623875,0.18616682272306678,19.136601911810054,18.881899475794018,True,True,True,True,True,True,True,True,0.0,True,
2018-10-31,60,False,3359,3359,56379,3310,3310,0.985412325096755,55233,54807,0.17013497238677094,0.12698412698412698,0.2784423680362485,0.19222256414991631,0.2060606758080383,23.19335347432024,22.93595166163142,True,True,True,True,True,True,True,True,0.0,True,
2018-11-30,60,False,3374,3374,56889,3330,3330,0.9869590989922941,55944,55626,0.19276028070576556,0.15,0.31212039361473487,0.1737499581010227,0.18829451589550492,21.58138138138138,21.39039039039039,True,True,True,True,True,True,True,True,0.0,True,
2018-12-28,60,False,3426,3426,58655,3368,3368,0.9830706363105662,56758,56720,0.3108240443766176,0.3,0.4614257528810356,0.13368398114320124,0.14482953025318526,15.788598574821853,15.76603325415677,True,True,True,True,True,True,True,True,0.0,True,
2019-01-31,60,False,3492,3492,60937,3416,3416,0.9782359679266895,58586,58226,0.1635441533084591,0.11904761904761904,0.2791176726530918,0.20174781886674792,0.2131317694964978,23.74648711943794,23.535714285714285,True,True,True,True,True,True,True,True,0.0,True,
2019-02-28,60,False,3522,3522,61991,3484,3484,0.9892106757524134,61085,60729,0.23549053348921117,0.20705187946567255,0.36132938647629326,0.16310815535854037,0.1766404817039425,20.936280137772677,20.731917336394947,True,True,True,True,True,True,True,True,0.0,True,
2019-03-29,60,False,3517,3517,61817,3501,3501,0.9954506681831106,61574,61105,0.1546508351406978,0.1111111111111111,0.23843327932395963,0.214312810636987,0.22962004321110674,23.97200799771494,23.70408454727221,True,True,True,True,True,True,True,True,0.0,True,
2019-04-30,60,False,3515,3515,61735,3489,3489,0.9926031294452347,60840,60930,0.22677208340584215,0.19444444444444445,0.3495920248872056,0.1561793209241996,0.16714590991382766,19.208369160217828,19.25995987388937,True,True,True,True,True,True,True,True,0.0,True,
2019-05-31,60,False,3512,3512,61618,3490,3490,0.9937357630979499,60808,60842,0.29265369313553496,0.2831023543162464,0.4391957747484939,0.134015004022129,0.14874215442229918,16.73295128939828,16.75243553008596,True,True,True,True,True,True,True,True,0.0,True,
2019-06-28,60,False,3528,3528,62184,3494,3494,0.9903628117913832,61060,61014,0.22220591076518212,0.2,0.3829171636128174,0.17440672383767666,0.19463640064577034,20.54836863194047,20.5220377790498,True,True,True,True,True,True,True,True,0.0,True,
2019-07-31,60,False,3548,3548,62916,3514,3514,0.9904171364148816,61806,61773,0.1512807062645153,0.1038961038961039,0.2911369727367032,0.22681274386781758,0.24595294659122247,25.17985202048947,25.16107000569152,True,True,True,True,True,True,True,True,0.0,True,
2019-08-30,60,False,3566,3566,63555,3537,3537,0.9918676388109927,62527,62462,0.1603266703359021,0.11627906976744186,0.278195383910204,0.21151742196312331,0.2215554106895901,25.130901894260674,25.0941475826972,True,True,True,True,True,True,True,True,0.0,True,
2019-09-30,60,False,3588,3588,64340,3556,3556,0.9910813823857302,63502,63125,0.1854342239420845,0.15,0.2963043338446079,0.18066743085720602,0.19149284431010685,23.934758155230597,23.722722159730033,True,True,True,True,True,True,True,True,0.0,True,
2019-10-31,60,False,3628,3628,65783,3581,3581,0.987045203969129,64225,64126,0.24246926945520342,0.21739130434782608,0.3652138851610845,0.14698845171212754,0.15854391350285832,20.529461044401007,20.47416922647305,True,True,True,True,True,True,True,True,0.0,True,
2019-11-29,60,False,3638,3638,66142,3617,3617,0.9942275975810885,65647,65479,0.21422773030255302,0.18181818181818182,0.32356484210945413,0.16884543774448985,0.17463767379476397,22.73707492397014,22.644180259883882,True,True,True,True,True,True,True,True,0.0,True,
2019-12-31,60,False,3641,3641,66254,3622,3622,0.9947816533919253,65526,65692,0.1932158698057375,0.156544545529055,0.3188098640773484,0.16799584298601544,0.1766655486708911,21.6604086140254,21.752070679182772,True,True,True,True,True,True,True,True,0.0,True,
2020-01-23,60,False,3663,3663,67055,3630,3630,0.990990990990991,66387,65982,0.18699937049018694,0.14285714285714285,0.2814389619129751,0.1734168030042586,0.179133839885132,22.864462809917356,22.641322314049585,True,True,True,True,True,True,True,True,0.0,True,
2020-02-28,60,False,3697,3697,68314,3662,3662,0.9905328644847173,67719,67039,0.11525897143419468,0.0706923477355544,0.18425164798575663,0.21768025131693952,0.23471693617410094,26.357181867831788,25.985800109229928,True,True,True,True,True,True,True,True,0.0,True,
2020-03-31,60,False,3718,3718,69094,3679,3679,0.9895104895104895,68048,67997,0.23855616579334302,0.2,0.43067128128256016,0.13163776056282578,0.14771822202897225,18.90350638760533,18.8757814623539,True,True,True,True,True,True,True,True,0.0,True,
2020-04-30,60,False,3744,3744,70054,3707,3707,0.9901175213675214,69118,68718,0.24960497584067162,0.23076923076923078,0.4495494995653081,0.15171995096444774,0.1668062881505874,19.234421364985163,19.0186134340437,True,True,True,True,True,True,True,True,0.0,True,
2020-05-29,60,False,3738,3738,69827,3724,3724,0.9962546816479401,69122,69513,0.2396018733655135,0.21712938711367208,0.4162084607690414,0.1602688487676838,0.17930912220076456,20.291621911922665,20.501611170784102,True,True,True,True,True,True,True,True,0.0,True,
2020-06-30,60,False,3749,3749,70222,3721,3721,0.9925313416911177,69220,69430,0.19380559707459322,0.16666666666666666,0.3529143518944933,0.17216651482050405,0.19706300048281858,23.193227626981994,23.306100510615426,True,True,True,True,True,True,True,True,0.0,True,
2020-07-31,60,False,3765,3765,70835,3727,3727,0.9899070385126162,69983,69563,0.1324730864875742,0.1,0.21334891516299062,0.19953206872466112,0.22524153872176741,27.628119130668097,27.40273678561846,True,True,True,True,True,True,True,True,0.0,True,
2020-08-31,60,False,3791,3791,71816,3753,3753,0.9899762595621208,70994,70425,0.2123183010831074,0.16923076923076924,0.3324407766907158,0.14691756605718467,0.16247592917891282,19.96482813749001,19.66160405009326,True,True,True,True,True,True,True,True,0.0,True,
2020-09-30,60,False,3821,3821,72960,3770,3770,0.9866527087149961,71689,71033,0.227789463890105,0.2042305973484284,0.3493976620372675,0.16478475905069834,0.18123616565748338,22.014323607427055,21.66631299734748,True,True,True,True,True,True,True,True,0.0,True,
2020-10-30,60,False,3864,3864,74612,3815,3815,0.9873188405797102,73191,72567,0.23690760529956978,0.20454545454545456,0.4114909822155988,0.14007302190001375,0.15483472941682208,19.867365661861076,19.540235910878113,True,True,True,True,True,True,True,True,0.0,True,
2020-11-30,60,False,3936,3936,77425,3859,3859,0.9804369918699187,75392,74554,0.17310373288213368,0.125,0.2922037918157397,0.14767352486220287,0.1628358244309585,24.215599896346205,23.78129048976419,True,True,True,True,True,True,True,True,0.0,True,
2020-12-31,60,False,4004,4004,80127,3921,3921,0.9792707292707292,78099,76998,0.14965316724342545,0.11764705882352941,0.28598031300041554,0.1898725944377409,0.20439913489621206,27.90155572558021,27.33996429482275,True,True,True,True,True,True,True,True,0.0,True,
2021-01-29,60,False,4030,4030,81174,3989,3989,0.9898263027295285,80027,79605,0.16437611332684068,0.125,0.2610649210710419,0.18322254305372845,0.20373251070652795,26.835798445725747,26.624216595638003,True,True,True,True,True,True,True,True,0.0,True,
2021-02-26,60,False,4045,4045,81778,4025,4025,0.9950556242274413,81348,80921,0.2892794608809907,0.273972602739726,0.4269427523591528,0.11673204942855128,0.1280884345839817,20.130683229813666,19.918509316770187,True,True,True,True,True,True,True,True,0.0,True,
2021-03-31,60,False,4099,4099,83973,4032,4032,0.9836545498902172,81843,81313,0.24225814929107053,0.225,0.377912407931844,0.14249356091415163,0.15429715250875825,22.127480158730158,21.864583333333332,True,True,True,True,True,True,True,True,0.0,True,
2021-04-30,60,False,4136,4136,85486,4094,4094,0.9898452611218569,84068,83808,0.19151219163697997,0.15384615384615385,0.341898160396743,0.15204628159014197,0.1681829409916102,24.805080605764534,24.678065461651197,True,True,True,True,True,True,True,True,0.0,True,
2021-05-31,60,False,4160,4160,86480,4123,4123,0.9911057692307692,85335,85078,0.22103240947525132,0.19230769230769232,0.3643018789963738,0.15029783062755583,0.16700798574912426,23.802085859810816,23.677419354838708,True,True,True,True,True,True,True,True,0.0,True,
2021-06-30,60,False,4199,4199,88094,4144,4144,0.9869016432483925,86226,86008,0.2029547439314192,0.17543859649122806,0.34132046669835786,0.15986606502193287,0.17764315717464904,25.66650579150579,25.561293436293436,True,True,True,True,True,True,True,True,0.0,True,
2021-07-30,60,False,4256,4256,90518,4188,4188,0.9840225563909775,88354,87686,0.1788476081681896,0.14285714285714285,0.29120313258838476,0.1624962976535659,0.1835564586654471,27.114135625596944,26.79512893982808,True,True,True,True,True,True,True,True,0.0,True,
2021-08-31,60,False,4309,4309,92800,4251,4251,0.9865398004177304,91125,90132,0.19104954093611218,0.15942028985507245,0.3062125583651398,0.16623912753883285,0.19263059841222516,26.71136203246295,26.244177840508115,True,True,True,True,True,True,True,True,0.0,True,
2021-09-30,60,False,4360,4360,95013,4300,4300,0.9862385321100917,93369,92600,0.21052682326444955,0.17647058823529413,0.31951825335173406,0.15303481868959606,0.1721834342301997,25.85906976744186,25.50139534883721,True,True,True,True,True,True,True,True,0.0,True,
2021-10-29,60,False,4398,4398,96678,4351,4351,0.9893133242382901,95422,94774,0.287536451165334,0.2702702702702703,0.44204669242203615,0.10773406093804218,0.12336937916297026,20.337393702597105,20.039531142266146,True,True,True,True,True,True,True,True,0.0,True,
2021-11-30,60,False,4432,4432,98181,4392,4392,0.9909747292418772,97223,96489,0.2256997905512248,0.1935483870967742,0.36804141181539757,0.131961319312913,0.14730003976309716,23.4408014571949,23.10655737704918,True,True,True,True,True,True,True,True,0.0,True,
2021-12-31,60,False,4472,4472,99964,4418,4418,0.9879248658318426,98490,97669,0.1703295498757445,0.14285714285714285,0.30157617013263227,0.1528154483968084,0.16994138757304683,29.32005432322318,28.948392937980987,True,True,True,True,True,True,True,True,0.0,True,
2022-01-28,60,False,4502,4502,101310,4459,4459,0.9904486894713461,100577,99286,0.212412822434412,0.1891891891891892,0.33126085477283324,0.1416636707588494,0.16112861449895483,26.03229423637587,25.453240636914106,True,True,True,True,True,True,True,True,0.0,True,
2022-02-28,60,False,4532,4532,102663,4498,4498,0.9924977934686673,101893,101098,0.2931941279661513,0.2727272727272727,0.4408605144147378,0.12226408596985827,0.13818617041002143,20.196531791907514,19.84304135171187,True,True,True,True,True,True,True,True,0.0,True,
2022-03-31,60,False,4578,4578,104760,4524,4524,0.9882044560943644,103365,102508,0.19753047522571768,0.16,0.32656771313690375,0.14137476838048083,0.1557439471667564,25.25419982316534,24.875331564986737,True,True,True,True,True,True,True,True,0.0,True,
2022-04-29,60,False,4602,4602,105854,4560,4560,0.9908735332464146,104187,104059,0.20452708175236392,0.16666666666666666,0.3456732459346003,0.15261713131044974,0.1639531958916785,25.825,25.768859649122806,True,True,True,True,True,True,True,True,0.0,True,
2022-05-31,60,False,4568,4568,104293,4547,4547,0.9954028021015762,103675,104743,0.29843686594689073,0.28846153846153844,0.4761157231713796,0.12351784648262915,0.13490939516664227,20.53661755003299,21.00637783153728,True,True,True,True,True,True,True,True,0.0,True,
2022-06-30,60,False,4602,4602,105846,4561,4561,0.9910908300738809,104839,103947,0.25176408970275305,0.23404255319148937,0.4037312427143249,0.14958488411163443,0.16853201901544598,24.349046261784697,23.957903968427978,True,True,True,True,True,True,True,True,0.0,True,
2022-07-29,60,False,4643,4643,107744,4595,4595,0.9896618565582598,105931,105664,0.2013797103175125,0.17832681017612523,0.3372903318619259,0.16495653882447145,0.18668265912898638,28.07138193688792,27.955168661588683,True,True,True,True,True,True,True,True,0.0,True,
2022-08-31,60,False,4671,4671,109061,4636,4636,0.9925069578248769,108510,107324,0.20127812215836385,0.17307692307692307,0.308312471509107,0.1427564101070294,0.16592561274241296,26.663503019844693,26.151855047454703,True,True,True,True,True,True,True,True,0.0,True,
2022-09-30,60,False,4709,4709,110843,4666,4666,0.9908685495858993,110034,108726,0.2535726666312802,0.25,0.3874635821731659,0.11373166598465838,0.13674188929051342,23.068581225889414,22.507929704243463,True,True,True,True,True,True,True,True,0.0,True,
2022-10-31,60,False,4734,4734,112021,4704,4704,0.9936628643852978,111321,110783,0.2559660424125043,0.2474182902161184,0.44737938405857736,0.11332705256103089,0.12894230823808692,23.018707482993197,22.78996598639456,True,True,True,True,True,True,True,True,0.0,True,
2022-11-30,60,False,4774,4774,113921,4727,4727,0.9901550062840385,112779,111791,0.2143187844124843,0.18518518518518517,0.3699168563149639,0.1348978589384052,0.1579022135797127,24.904590649460545,24.486566532684577,True,True,True,True,True,True,True,True,0.0,True,
2022-12-30,60,False,4812,4812,115741,4765,4765,0.9902327514546966,114719,113143,0.2734620506276904,0.2727272727272727,0.44103165030584585,0.11696038478819296,0.1427476312974652,21.526128016789087,20.86463798530955,True,True,True,True,True,True,True,True,0.0,True,
2023-01-31,60,False,4838,4838,116993,4807,4807,0.9935923935510541,116647,115576,0.2951610050602575,0.28125,0.4631003466406203,0.11008650394296457,0.12744701578133283,20.05450384855419,19.608903682130226,True,True,True,True,True,True,True,True,0.0,True,
2023-02-28,60,False,4853,4853,117727,4825,4825,0.9942303729651761,116777,116906,0.2664976226101224,0.23300970873786409,0.4425051559719576,0.11329577453588884,0.13344442349384525,21.088082901554404,21.14155440414508,True,True,True,True,True,True,True,True,0.0,True,
2023-03-31,60,False,4884,4884,119238,4850,4850,0.993038493038493,118072,117722,0.19432346099073353,0.1724137931034483,0.36739197389195816,0.16065071761708938,0.1777622642210972,29.282474226804123,29.138144329896907,True,True,True,True,True,True,True,True,0.0,True,
2023-04-28,60,False,4896,4896,119821,4878,4878,0.9963235294117647,119307,119064,0.19827166895661988,0.17425810904071773,0.32105456924656156,0.16878079211339544,0.1980526484525155,29.551045510455104,29.451414514145142,True,True,True,True,True,True,True,True,0.0,True,
2023-05-31,60,False,4888,4888,119425,4863,4863,0.994885433715221,119020,119203,0.2840680455110526,0.2777777777777778,0.42153260150792893,0.124719384434077,0.14740815779868588,23.189389265885257,23.264651449722393,True,True,True,True,True,True,True,True,0.0,True,
2023-06-30,60,False,4899,4899,119955,4867,4867,0.9934680547050418,119282,118762,0.30181882375451397,0.29781257470714795,0.45170634378314345,0.1224040802100718,0.1414097922654993,21.771111567700842,21.55742757345387,True,True,True,True,True,True,True,True,0.0,True,
2023-07-31,60,False,4920,4920,121000,4895,4895,0.9949186991869918,120532,119640,0.21407300214673392,0.19047619047619047,0.36888655918397184,0.16605057805886947,0.18010541635066565,28.4220633299285,28.05760980592441,True,True,True,True,True,True,True,True,0.0,True,
2023-08-31,60,False,4955,4955,122731,4918,4918,0.9925327951564077,121962,120958,0.22734652127823524,0.20208513396715644,0.3606082954786186,0.14936160835291282,0.1558485815124684,27.06384709231395,26.655551037006912,True,True,True,True,True,True,True,True,0.0,True,
2023-09-28,60,False,4998,4998,124872,4952,4952,0.990796318527411,123429,122675,0.26914038314116706,0.2467444613563335,0.43804970652734165,0.13620032348989033,0.14281608880117325,23.25080775444265,22.946284329563813,True,True,True,True,True,True,True,True,0.0,True,
2023-10-31,60,False,5021,5021,126025,4995,4995,0.9948217486556463,125465,124824,0.26961823035325727,0.25,0.428048870284387,0.12995997864447228,0.15178463962587452,23.706906906906905,23.45025025025025,True,True,True,True,True,True,True,True,0.0,True,
2023-11-30,60,False,5044,5044,127181,5019,5019,0.9950436161776368,126554,125915,0.2579096152415414,0.25,0.44365457883799275,0.14184890573903322,0.16470138886317576,25.632994620442318,25.378362223550507,True,True,True,True,True,True,True,True,0.0,True,
2023-12-29,60,False,5056,5056,127785,5040,5040,0.9968354430379747,127394,127133,0.27624090375547616,0.2689655172413793,0.44098348309198954,0.1473952596206107,0.16422076187842646,26.192460317460316,26.08888888888889,True,True,True,True,True,True,True,True,0.0,True,
2024-01-31,60,False,5061,5061,128040,5047,5047,0.9972337482710927,127911,127721,0.18694096502295354,0.14814814814814814,0.308973433915415,0.17067212654635303,0.1792380706775277,31.868832970081236,31.793540717257777,True,True,True,True,True,True,True,True,0.0,True,
2024-02-29,60,False,5068,5068,128395,5059,5059,0.9982241515390686,128393,128039,0.08052435453472426,0.034482758620689655,0.15618990815997352,0.21295858828145087,0.2287191487991644,38.73967187191145,38.59972326546748,True,True,True,True,True,True,True,True,0.0,True,
2024-03-29,60,False,5078,5078,128903,5063,5063,0.9970460811343048,128700,128353,0.27176452683704583,0.25,0.5148707983611966,0.10223569505692187,0.10645550781959802,20.72407663440648,20.58700375271578,True,True,True,True,True,True,True,True,0.0,True,
2024-04-30,60,False,5091,5091,129560,5075,5075,0.9968571989785897,129493,128349,0.2431483071169534,0.2222222222222222,0.5118695521432487,0.10879059212254773,0.12006671288265638,23.086502463054188,22.63566502463054,True,True,True,True,True,True,True,True,0.0,True,
