analysis_date,window,is_first_date,expected_node_count,actual_node_count,expected_edge_count,expected_common_node_count,dynamic_comparable_count,dynamic_comparable_share,current_common_edge_count,previous_common_edge_count,mean_neighbor_jaccard,median_neighbor_jaccard,mean_neighbor_retention,mean_abs_delta_residual_degree_percentile,mean_abs_delta_cross_industry_degree_percentile,mean_new_neighbor_count,mean_lost_neighbor_count,node_count_ok,key_unique,first_date_policy_ok,neighbor_identity_ok,neighbor_jaccard_valid,neighbor_retention_valid,common_degree_handshake_ok,delta_identity_ok,max_delta_identity_error,qa_pass,qa_errors
2024-05-31,60,False,5075,5075,128745,5069,5069,0.9988177339901478,128633,129504,0.12240156988547836,0.09523809523809523,0.5012615849103308,0.20139406569304655,0.21620083436764126,36.39613335963701,36.73979088577629,True,True,True,True,True,True,True,True,0.0,True,
2024-06-28,60,False,5074,5074,128694,5063,5063,0.997832085139929,128516,128395,0.3055488112511653,0.3,0.45040858998421196,0.1303588164195495,0.14188072605049162,23.41062611100138,23.36282836263085,True,True,True,True,True,True,True,True,0.0,True,
2024-07-31,60,False,5068,5068,128394,5061,5061,0.9986187845303868,128123,128522,0.20089384318500572,0.16710296684118675,0.3391917653082763,0.16173651000211373,0.1777918174261533,30.49357834420075,30.65125469274847,True,True,True,True,True,True,True,True,0.0,True,
2024-08-30,60,False,5068,5068,128396,5063,5063,0.9990134175217048,128312,128287,0.23928744341852992,0.22456373853889383,0.3948351927237528,0.14224884470911123,0.15792720482769512,27.665810784120087,27.655935216274937,True,True,True,True,True,True,True,True,0.0,True,
2024-09-30,60,False,5067,5067,128345,5059,5059,0.9984211565028617,128197,127848,0.27234463395029507,0.265625,0.4723122284428113,0.15480656245030075,0.1773467292453245,27.101403439414906,26.963431508203204,True,True,True,True,True,True,True,True,0.0,True,
2024-10-31,60,False,5062,5062,128089,5056,5056,0.9988146977479258,127623,127951,0.17243174864688074,0.13793103448275862,0.2746581964960861,0.1980051624350496,0.21670453002208256,33.6376582278481,33.767405063291136,True,True,True,True,True,True,True,True,0.0,True,
2024-11-29,60,False,5054,5054,127681,5043,5043,0.9978235061337555,126759,127275,0.21876866233363143,0.18181818181818182,0.3434396126635746,0.14115992126910298,0.14952432624897724,26.09042236763831,26.29506246281975,True,True,True,True,True,True,True,True,0.0,True,
2024-12-31,60,False,5053,5053,127631,5038,5038,0.997031466455571,126729,126773,0.27605454961623327,0.2608695652173913,0.4432780258078696,0.1366044097538792,0.1516814883146576,23.929734021437078,23.947201270345374,True,True,True,True,True,True,True,True,0.0,True,
2025-01-27,60,False,5059,5059,127935,5036,5036,0.9954536469658035,127648,127170,0.2277193364267821,0.2061157796451914,0.4058593568247333,0.14920503137523355,0.16272634737735236,27.982525814138206,27.792692613185068,True,True,True,True,True,True,True,True,0.0,True,
2025-02-28,60,False,5071,5071,128544,5052,5052,0.9962532044961546,128130,127123,0.22581403998922966,0.19322033898305085,0.3902568472496606,0.13381391027712788,0.1514678943973193,27.48258115597783,27.083927157561362,True,True,True,True,True,True,True,True,0.0,True,
2025-03-31,60,False,5068,5068,128390,5048,5048,0.9960536700868192,127853,127512,0.20832875882413152,0.18181818181818182,0.3582108170878806,0.14833456921337132,0.16414704406688702,29.474247226624406,29.339144215530904,True,True,True,True,True,True,True,True,0.0,True,
2025-04-30,60,False,5078,5078,128885,5049,5049,0.9942890901929894,128200,127865,0.19171095856962,0.16666666666666666,0.309337612810359,0.18366840188527084,0.2016525425096276,33.1352743117449,33.00257476728065,True,True,True,True,True,True,True,True,0.0,True,
2025-05-30,60,False,5066,5066,128263,5051,5051,0.9970390840900119,127711,128283,0.2857662851359951,0.2714285714285714,0.4445882194689645,0.13194253634437594,0.14276044826126222,23.75648386458127,23.982973668580478,True,True,True,True,True,True,True,True,0.0,True,
2025-06-30,60,False,5084,5084,129171,5054,5054,0.9940991345397325,128472,127933,0.2625012949340666,0.24031007751937986,0.3923006759827538,0.1218576743818457,0.13088191120764306,25.237831420656907,25.02453502176494,True,True,True,True,True,True,True,True,0.0,True,
2025-07-31,60,False,5093,5093,129650,5072,5072,0.9958766935008836,129187,128877,0.13646581792444035,0.09782608695652174,0.32130425172260585,0.2123938490084087,0.22587235186975274,38.602523659305994,38.480283911671926,True,True,True,True,True,True,True,True,0.0,True,
2025-08-29,60,False,5108,5108,130414,5082,5082,0.9949099451840251,129353,129100,0.21773361119252146,0.16666666666666666,0.3365921490015423,0.16094966853516332,0.1726235033893401,28.982290436835893,28.882723337268793,True,True,True,True,True,True,True,True,0.0,True,
2025-09-30,60,False,5119,5119,130977,5099,5099,0.9960929869115062,130532,129885,0.22295297079463589,0.2,0.34515474479823355,0.14344704455196414,0.1562861885207145,29.59207687781918,29.33830162777015,True,True,True,True,True,True,True,True,0.0,True,
2025-10-31,60,False,5118,5118,130931,5109,5109,0.9982415005861665,130744,130705,0.2708270275237482,0.25806451612903225,0.41723545977258725,0.1249259256264791,0.13711122701971803,27.699745547073793,27.68447837150127,True,True,True,True,True,True,True,True,0.0,True,
2025-11-28,60,False,5119,5119,130979,5106,5106,0.997460441492479,130490,130433,0.24462561592029453,0.22697210982030197,0.4065469658274919,0.13191051640881782,0.14448038078026484,28.20015667841755,28.17783000391696,True,True,True,True,True,True,True,True,0.0,True,
2025-12-31,60,False,5119,5119,130969,5103,5103,0.9968743895292049,130118,130587,0.22520148928181055,0.2112676056338028,0.37133227035300015,0.14085327689424587,0.1576552324709155,28.23398001175779,28.41779345483049,True,True,True,True,True,True,True,True,0.0,True,
2026-01-30,60,False,5126,5126,131324,5106,5106,0.9960983222785798,130815,130161,0.1883772985271804,0.15735538909696212,0.3079792889825064,0.16546503072268925,0.1845542507007241,32.248335291813554,31.9921660791226,True,True,True,True,True,True,True,True,0.0,True,
2026-02-27,60,False,5126,5126,131327,5116,5116,0.9980491611392899,131190,130774,0.3548768886549331,0.36585365853658536,0.5054461503361579,0.10130583038169488,0.11252877830508558,20.699765441751367,20.537138389366692,True,True,True,True,True,True,True,True,0.0,True,
2026-03-31,60,False,5145,5145,132312,5114,5114,0.993974732750243,131513,131071,0.2633776829380916,0.25,0.4033648933832624,0.1289177380510783,0.14461719607841306,25.371529135705906,25.198670316777473,True,True,True,True,True,True,True,True,0.0,True,
2026-04-30,60,False,5150,5150,132554,5131,5131,0.9963106796116505,132045,131819,0.22258065921835601,0.1895988280369619,0.379257965925353,0.13076765045793728,0.14511201175709662,27.429351003702983,27.34125901383746,True,True,True,True,True,True,True,True,0.0,True,
2026-05-29,60,False,5149,5149,132502,5133,5133,0.9968926005049524,131904,132195,0.2311147157468789,0.20512820512820512,0.36812097700738344,0.1414184863471364,0.15616296571479923,27.64621079290863,27.759594778881745,True,True,True,True,True,True,True,True,0.0,True,
2026-06-30,60,False,5156,5156,132854,5141,5141,0.9970907680372382,132615,132086,0.20700224970095374,0.18100524205982116,0.31630778741417415,0.14261119926275503,0.16053584835900672,28.45205212993581,28.246255592297217,True,True,True,True,True,True,True,True,0.0,True,
2026-07-31,60,False,5172,5172,133698,5148,5148,0.9953596287703016,133295,132486,0.20252418331022862,0.16666666666666666,0.29509377196117687,0.12919403841211038,0.1459861619603879,25.963480963480965,25.649184149184148,True,True,True,True,True,True,True,True,0.0,True,
2026-08-31,60,False,5175,5175,133858,5166,5166,0.9982608695652174,133498,133414,0.2788789903443375,0.2564102564102564,0.5226937014550322,0.10556900725230153,0.11598570971330648,24.40534262485482,24.372822299651567,True,True,True,True,True,True,True,True,0.0,True,
2026-09-03,60,False,5176,5176,133908,5175,5175,0.999806800618238,133905,133858,0.6615149698907039,0.736106346483705,0.7777179106133765,0.03462107676382802,0.040443882869945186,7.161352657004831,7.143188405797101,True,True,True,True,True,True,True,True,0.0,True,
2015-07-31,120,True,1534,1534,10899,0,0,,0,0,,,,,,,,True,True,True,True,True,True,True,True,0.0,True,
2015-08-31,120,False,1506,1506,10457,1437,1437,0.954183266932271,10015,10236,0.40548782081017243,0.4166666666666667,0.5460708037606329,0.10096462561425519,0.11054536020772768,3.672929714683368,3.9805149617258175,True,True,True,True,True,True,True,True,0.0,True,
2015-09-30,120,False,1562,1562,11229,1455,1455,0.9314980793854033,10037,10186,0.44567303024371424,0.5,0.5823567041825906,0.08890933907523597,0.09317821591008503,3.0529209621993125,3.2577319587628866,True,True,True,True,True,True,True,True,0.0,True,
2015-10-30,120,False,1618,1618,12072,1499,1499,0.9264524103831892,11333,10636,0.5107024209973522,0.5434782608695652,0.6822562652471613,0.06546947791963677,0.07102266190952683,3.002001334222815,2.0720480320213475,True,True,True,True,True,True,True,True,0.0,True,
2015-11-30,120,False,1723,1723,13733,1558,1558,0.9042367962855484,12694,11635,0.41329371525696684,0.42105263157894735,0.6443515981356532,0.08486361701677485,0.09143554450845914,4.205391527599486,2.845956354300385,True,True,True,True,True,True,True,True,0.0,True,
2015-12-31,120,False,1836,1836,15991,1666,1666,0.9074074074074074,14332,13448,0.3078910260037936,0.2727272727272727,0.46852198433798997,0.10869145350439065,0.11499373988174431,6.3061224489795915,5.244897959183674,True,True,True,True,True,True,True,True,0.0,True,
2016-01-29,120,False,1972,1972,18964,1794,1794,0.90973630831643,18054,15805,0.27928322990195126,0.25,0.6011623880276747,0.1202425003599961,0.12983039965688345,8.681159420289855,6.173913043478261,True,True,True,True,True,True,True,True,0.0,True,
2016-02-29,120,False,2013,2013,19794,1931,1931,0.9592647789369101,19026,18346,0.39513781202830306,0.3990291262135922,0.5852007479405477,0.08986779134517997,0.09917771790905572,5.717244950802693,5.0129466597617816,True,True,True,True,True,True,True,True,0.0,True,
2016-03-31,120,False,2061,2061,20712,1945,1945,0.9437166424065987,19968,18743,0.3018117379232302,0.2857142857142857,0.5423282145766104,0.11653008634143133,0.1248690818012789,8.556298200514139,7.296658097686375,True,True,True,True,True,True,True,True,0.0,True,
2016-04-29,120,False,2077,2077,21073,1961,1961,0.9441502166586423,20154,19228,0.3825579863306428,0.38095238095238093,0.543046887079672,0.09397375481825347,0.09942814531979897,5.74706782253952,4.802651708312085,True,True,True,True,True,True,True,True,0.0,True,
2016-05-31,120,False,2124,2124,22091,2014,2014,0.948210922787194,21128,20587,0.2893228773983517,0.25,0.5531424177938523,0.13001427920803413,0.14024601726900912,7.3584905660377355,6.821251241310824,True,True,True,True,True,True,True,True,0.0,True,
2016-06-30,120,False,2171,2171,23088,2064,2064,0.9507139567019807,21691,21199,0.37140416905821405,0.3651515151515151,0.55626692756722,0.09427511650985901,0.10368036949668105,6.126937984496124,5.650193798449612,True,True,True,True,True,True,True,True,0.0,True,
2016-07-29,120,False,2198,2198,23671,2127,2127,0.967697907188353,22822,22328,0.2682522901684257,0.25,0.4810746466849071,0.1353936715556819,0.1500872586813504,9.612599905970852,9.148095909732017,True,True,True,True,True,True,True,True,0.0,True,
2016-08-31,120,False,2258,2258,24962,2163,2163,0.95792736935341,23420,23268,0.28595928585634556,0.2727272727272727,0.5698047091168188,0.1327920765338282,0.14996167973680083,10.490060101710586,10.349514563106796,True,True,True,True,True,True,True,True,0.0,True,
2016-09-30,120,False,2294,2294,25698,2210,2210,0.963382737576286,24206,24198,0.38196159556273135,0.38461538461538464,0.5393482735578987,0.10231968688855488,0.11754198235744769,8.081447963800905,8.07420814479638,True,True,True,True,True,True,True,True,0.0,True,
2016-10-31,120,False,2315,2315,26275,2244,2244,0.9693304535637149,24992,24902,0.42739347807514305,0.4444444444444444,0.5984900881401872,0.09527053115195296,0.10914787149725734,7.587344028520499,7.507130124777183,True,True,True,True,True,True,True,True,0.0,True,
2016-11-30,120,False,2356,2356,27165,2265,2265,0.9613752122241087,25672,25471,0.3535541657762302,0.34782608695652173,0.509677028058243,0.11000097810165343,0.125300207418435,9.437527593818984,9.260044150110375,True,True,True,True,True,True,True,True,0.0,True,
2016-12-30,120,False,2394,2394,28109,2299,2299,0.9603174603174603,26658,26061,0.3114803247886466,0.2894736842105263,0.4754218470025206,0.12215808221002698,0.1373200947290516,10.346237494562853,9.826881252718573,True,True,True,True,True,True,True,True,0.0,True,
2017-01-26,120,False,2428,2428,28941,2351,2351,0.9682866556836903,27870,27288,0.3232139271398558,0.30612244897959184,0.4982712762104347,0.13200564204299445,0.1484928335540202,10.576775840068056,10.081667375584857,True,True,True,True,True,True,True,True,0.0,True,
2017-02-28,120,False,2432,2432,29084,2379,2379,0.9782072368421053,28315,28103,0.4040176457908697,0.4090909090909091,0.5564675799578164,0.09939085916977551,0.11248888653151926,8.664985287936108,8.486759142496847,True,True,True,True,True,True,True,True,0.0,True,
2017-03-31,120,False,2490,2490,30542,2384,2384,0.957429718875502,28678,28489,0.3682876372578169,0.35413423283169,0.5280194030835484,0.1072057260653737,0.11822305185174645,9.182046979865772,9.023489932885907,True,True,True,True,True,True,True,True,0.0,True,
2017-04-28,120,False,2519,2519,31237,2453,2453,0.9737991266375546,30147,29826,0.3252654513692712,0.3076923076923077,0.448319812373381,0.12726983801109426,0.14061162421785928,11.307786384019568,11.046066041581737,True,True,True,True,True,True,True,True,0.0,True,
2017-05-31,120,False,2528,2528,31517,2444,2444,0.9667721518987342,29910,30007,0.3417570427145374,0.3333333333333333,0.49894524233255677,0.10488214156626222,0.11364941034106937,9.785597381342063,9.864975450081833,True,True,True,True,True,True,True,True,0.0,True,
2017-06-30,120,False,2594,2594,33235,2479,2479,0.9556669236700077,30651,30736,0.3805121772857875,0.3684210526315789,0.5363301665706722,0.09638088405565834,0.10452459647699275,8.922146026623638,8.990722065348931,True,True,True,True,True,True,True,True,0.0,True,
2017-07-31,120,False,2639,2639,34394,2545,2545,0.9643804471390678,31545,32238,0.35307667014776006,0.34782608695652173,0.47326490279393313,0.11155490055314334,0.12110654257886093,9.845972495088409,10.390569744597249,True,True,True,True,True,True,True,True,0.0,True,
2017-08-31,120,False,2674,2674,35358,2599,2599,0.9719521316379955,33451,33857,0.40615099434074514,0.4166666666666667,0.5399608245575264,0.08577035360985012,0.09562186174344002,8.508657175836861,8.821085032704886,True,True,True,True,True,True,True,True,0.0,True,
2017-09-29,120,False,2754,2754,37513,2649,2649,0.9618736383442266,34378,34471,0.3865891461364433,0.38223338115734096,0.5805595845306439,0.09259837232642622,0.10213921428496515,9.03510758776897,9.105322763306908,True,True,True,True,True,True,True,True,0.0,True,
2017-10-31,120,False,2795,2795,38654,2724,2724,0.9745974955277281,37141,36697,0.3605692347634319,0.34210526315789475,0.5430701758106586,0.103425084550013,0.11702848661182245,10.059471365638766,9.733480176211454,True,True,True,True,True,True,True,True,0.0,True,
2017-11-30,120,False,2837,2837,39831,2752,2752,0.9700387733521325,38265,37779,0.33300067181468057,0.3076923076923077,0.4840677308092809,0.10648878020685176,0.12312982964930007,10.252180232558139,9.898982558139535,True,True,True,True,True,True,True,True,0.0,True,
2017-12-29,120,False,2851,2851,40274,2782,2782,0.9757979656260961,38877,38831,0.44275736345954586,0.45,0.5881758568511144,0.07645274153967488,0.08907312001451388,7.485981308411215,7.452911574406902,True,True,True,True,True,True,True,True,0.0,True,
2018-01-31,120,False,2901,2901,41679,2805,2805,0.9669079627714581,39068,39503,0.3307568151106161,0.3125,0.5014732180345268,0.11168132066936688,0.12813489067955455,10.900534759358289,11.210695187165776,True,True,True,True,True,True,True,True,0.0,True,
2018-02-28,120,False,2854,2854,40287,2809,2809,0.9842326559215137,39578,40243,0.391169110413865,0.39489928525016244,0.5210175714997198,0.10580829557246237,0.12636457371818222,9.868992524029904,10.342470630117479,True,True,True,True,True,True,True,True,0.0,True,
2018-03-30,120,False,2901,2901,41688,2808,2808,0.96794208893485,39880,39368,0.36432469258670275,0.35294117647058826,0.510888671998138,0.10469040553651994,0.11924037231543166,10.632478632478632,10.267806267806268,True,True,True,True,True,True,True,True,0.0,True,
2018-04-27,120,False,2942,2942,42860,2866,2866,0.9741672331747111,41434,40649,0.40605931364128306,0.4,0.5556839186745821,0.08486697116112162,0.0943038638125845,9.30844382414515,8.760642009769715,True,True,True,True,True,True,True,True,0.0,True,
2018-05-31,120,False,2966,2966,43584,2888,2888,0.973701955495617,42410,41498,0.3850793314329515,0.38095238095238093,0.5421531719151483,0.09022760593962477,0.09920146723087266,9.944598337950138,9.313019390581717,True,True,True,True,True,True,True,True,0.0,True,
2018-06-29,120,False,2972,2972,43806,2909,2909,0.9788021534320323,42611,42680,0.43495893725377593,0.45454545454545453,0.5763905623525338,0.09196935302519325,0.10426215971572121,8.567205225163287,8.614644207631489,True,True,True,True,True,True,True,True,0.0,True,
2018-07-31,120,False,3020,3020,45320,2955,2955,0.9784768211920529,44061,43414,0.41109450335240644,0.42105263157894735,0.5529463547643091,0.08733577960345724,0.09881296692279862,9.574280879864636,9.136379018612521,True,True,True,True,True,True,True,True,0.0,True,
2018-08-31,120,False,3102,3102,47925,3014,3014,0.9716312056737588,46239,45200,0.36198632310177986,0.36700680272108843,0.5860613348056999,0.10072108385722908,0.11538309563249352,12.191771731917717,11.502322495023225,True,True,True,True,True,True,True,True,0.0,True,
2018-09-28,120,False,3146,3146,49338,3093,3093,0.9831532104259377,48428,47655,0.4330025490101361,0.44562647754137114,0.6120218121525937,0.08660390602970948,0.10242049662473017,10.093113482056257,9.593275137407048,True,True,True,True,True,True,True,True,0.0,True,
2018-10-31,120,False,3207,3207,51298,3137,3137,0.9781727471156845,50221,49064,0.3466707142910812,0.336734693877551,0.5163793865888432,0.10863854421660718,0.12343219193909566,13.503984698756774,12.766337264902774,True,True,True,True,True,True,True,True,0.0,True,
2018-11-30,120,False,3273,3273,53462,3198,3198,0.9770852428964253,51707,51056,0.3635483025017839,0.35714285714285715,0.5192010712468074,0.10046851956930589,0.11188267880267319,12.743589743589743,12.3364602876798,True,True,True,True,True,True,True,True,0.0,True,
2018-12-28,120,False,3343,3343,55801,3271,3271,0.9784624588692791,54077,53442,0.3906135003576635,0.4,0.5693599837726844,0.0971250247782518,0.10925025526015439,12.30143686945888,11.913176398654846,True,True,True,True,True,True,True,True,0.0,True,
2019-01-31,120,False,3389,3389,57344,3342,3342,0.9861316022425495,56125,55752,0.3486312416461967,0.3333333333333333,0.503457049186423,0.10745063889522637,0.11914538038309111,14.105924596050269,13.882704967085578,True,True,True,True,True,True,True,True,0.0,True,
2019-02-28,120,False,3422,3422,58457,3389,3389,0.9903565166569258,57904,57344,0.46808325934446854,0.5,0.6207237191664184,0.0881597641304661,0.10069673995933584,10.97078784302154,10.64030687518442,True,True,True,True,True,True,True,True,0.0,True,
2019-03-29,120,False,3470,3470,60086,3420,3420,0.9855907780979827,58610,58452,0.3249930233475029,0.31645569620253167,0.44463070436904484,0.1327190183170653,0.14762435660690018,15.304093567251462,15.211695906432748,True,True,True,True,True,True,True,True,0.0,True,
2019-04-30,120,False,3516,3516,61630,3468,3468,0.9863481228668942,60397,60029,0.32019443347267273,0.30886644219977555,0.4580036920969767,0.11380815755472101,0.12476363993614416,15.440599769319492,15.228373702422145,True,True,True,True,True,True,True,True,0.0,True,
2019-05-31,120,False,3532,3532,62204,3504,3504,0.9920724801812004,61466,61098,0.42824253686526165,0.4411764705882353,0.5851576225585918,0.08734903042284414,0.09862496355271835,11.247146118721462,11.037100456621005,True,True,True,True,True,True,True,True,0.0,True,
2019-06-28,120,False,3546,3546,62665,3531,3531,0.9957698815566836,62496,62191,0.5313684327231467,0.5588235294117647,0.6838089975263356,0.0701319456030041,0.08380903509058085,8.233361653922401,8.06060606060606,True,True,True,True,True,True,True,True,0.0,True,
2019-07-31,120,False,3561,3561,63192,3544,3544,0.9952260600954788,62616,62621,0.5028170543219579,0.5263157894736842,0.6662601416971587,0.07889488258977992,0.09258872700672131,9.070541760722348,9.073363431151241,True,True,True,True,True,True,True,True,0.0,True,
2019-08-30,120,False,3570,3570,63526,3557,3557,0.996358543417367,63001,63055,0.4041647954813218,0.4166666666666667,0.5959055735247787,0.10328777104367166,0.11926714554349666,13.285915096991847,13.316277762159123,True,True,True,True,True,True,True,True,0.0,True,
2019-09-30,120,False,3580,3580,63938,3568,3568,0.9966480446927374,63533,63460,0.3291913339873951,0.3076923076923077,0.5080576722580716,0.1300598997310156,0.1451668536618245,16.55156950672646,16.510650224215247,True,True,True,True,True,True,True,True,0.0,True,
2019-10-31,120,False,3594,3594,64474,3578,3578,0.9955481357818586,63942,63920,0.30370188887542426,0.2777777777777778,0.47267608142933615,0.13689992822620933,0.15303748029818076,17.953046394633873,17.94074902179989,True,True,True,True,True,True,True,True,0.0,True,
2019-11-29,120,False,3600,3600,64704,3591,3591,0.9975,64528,64387,0.34305373626334,0.3333333333333333,0.49048458977812426,0.12890430895452923,0.14305002443039522,16.53299916457811,16.454469507101088,True,True,True,True,True,True,True,True,0.0,True,
2019-12-31,120,False,3635,3635,65954,3597,3597,0.9895460797799175,64941,64642,0.3695797589385316,0.375,0.5180101602286643,0.1062500282445174,0.1189152494897955,14.654434250764526,14.48818459827634,True,True,True,True,True,True,True,True,0.0,True,
2020-01-23,120,False,3647,3647,66413,3632,3632,0.9958870304359748,66038,65895,0.39853901893059634,0.4065148305084746,0.5221611515965615,0.1037423696560784,0.11266318670536095,13.623348017621145,13.544603524229075,True,True,True,True,True,True,True,True,0.0,True,
2020-02-28,120,False,3657,3657,66794,3647,3647,0.9972655181843041,66711,66413,0.2205922207742714,0.18421052631578946,0.30847929967207943,0.15705387624915795,0.17624626624290934,19.63476830271456,19.47134631203729,True,True,True,True,True,True,True,True,0.0,True,
2020-03-31,120,False,3668,3668,67189,3654,3654,0.9961832061068703,66936,66743,0.3390820353436203,0.3333333333333333,0.5237731876994577,0.10032756580014371,0.11594500345400648,13.961138478379858,13.855500821018062,True,True,True,True,True,True,True,True,0.0,True,
2020-04-30,120,False,3700,3700,68349,3664,3664,0.9902702702702703,67388,67145,0.4364804590893531,0.47320574162679424,0.6034356021009006,0.07411978628047168,0.08894093248249846,10.318231441048034,10.185589519650655,True,True,True,True,True,True,True,True,0.0,True,
2020-05-29,120,False,3715,3715,68897,3689,3689,0.9930013458950202,68146,68258,0.5230988729829827,0.5675675675675675,0.6928017854430188,0.06406972380786706,0.078621821021511,8.11710490647872,8.177825969097317,True,True,True,True,True,True,True,True,0.0,True,
2020-06-30,120,False,3729,3729,69405,3707,3707,0.9941002949852508,68793,68742,0.5357613686399436,0.5865817091454273,0.6931687752432689,0.0611769806298206,0.07580906898067699,7.70919881305638,7.6816833018613435,True,True,True,True,True,True,True,True,0.0,True,
2020-07-31,120,False,3752,3752,70253,3722,3722,0.9920042643923241,69544,69366,0.34975636785955355,0.35294117647058826,0.5120379373055212,0.10216955270609192,0.12757346002442832,14.636217087587319,14.540569586243954,True,True,True,True,True,True,True,True,0.0,True,
2020-08-31,120,False,3761,3761,70590,3748,3748,0.9965434724807232,70143,70171,0.34983491874791817,0.3443165780045597,0.5543993926148101,0.09839142440023595,0.11825059463782225,13.63180362860192,13.64674493062967,True,True,True,True,True,True,True,True,0.0,True,
2020-09-30,120,False,3780,3780,71279,3758,3758,0.9941798941798942,70978,70548,0.3452299747361066,0.3333333333333333,0.46094846698773834,0.12428325072425046,0.14318812278394452,15.47365620010644,15.244811069717935,True,True,True,True,True,True,True,True,0.0,True,
2020-10-30,120,False,3802,3802,72132,3780,3780,0.9942135718043135,71715,71279,0.47306823486457567,0.5,0.6381337356989087,0.06670055665943042,0.0815985595654887,9.27089947089947,9.04021164021164,True,True,True,True,True,True,True,True,0.0,True,
2020-11-30,120,False,3828,3828,73144,3800,3800,0.9926854754440961,72793,72107,0.43283668129111563,0.45287828947368425,0.6007525612019693,0.07245331923060708,0.08663766491224888,10.349473684210526,9.98842105263158,True,True,True,True,True,True,True,True,0.0,True,
2020-12-31,120,False,3879,3879,75107,3827,3827,0.9865944831142047,73940,73142,0.3750748788956823,0.38235294117647056,0.6022256574659841,0.0901517701674246,0.10458835070373369,14.039717794617193,13.62268095113666,True,True,True,True,True,True,True,True,0.0,True,
2021-01-29,120,False,3922,3922,76788,3876,3876,0.9882712901580826,75679,75037,0.30047055693016395,0.2759678442987096,0.4643376995196222,0.11303703074479982,0.13160443649315287,17.367905056759547,17.036635706914346,True,True,True,True,True,True,True,True,0.0,True,
2021-02-26,120,False,3971,3971,78728,3919,3919,0.9869050616973055,77560,76752,0.3993051047569673,0.4,0.5487761661647671,0.08557311229730506,0.09955552360952308,13.864761418729268,13.452411329420771,True,True,True,True,True,True,True,True,0.0,True,
2021-03-31,120,False,4028,4028,81033,3968,3968,0.9851042701092354,79734,78718,0.3579410901857781,0.35294117647058826,0.5308465436610491,0.10673807202082601,0.1191431894604626,16.853326612903224,16.341229838709676,True,True,True,True,True,True,True,True,0.0,True,
2021-04-30,120,False,4055,4055,82120,4027,4027,0.993094944512947,81303,81029,0.42084129510470636,0.42857142857142855,0.5797144203648682,0.07273520980280532,0.08445372253367728,13.283834119692079,13.147752669481003,True,True,True,True,True,True,True,True,0.0,True,
2021-05-31,120,False,4085,4085,83286,4053,4053,0.9921664626682987,82669,82030,0.4786934956282066,0.5,0.6347388548115934,0.0679287974335609,0.08136350072283624,11.320503330866025,11.005181347150259,True,True,True,True,True,True,True,True,0.0,True,
2021-06-30,120,False,4120,4120,84741,4081,4081,0.9905339805825243,83780,83234,0.4248975072338582,0.4375,0.5898680667749087,0.08126340488776797,0.09525617489757032,12.93555501102671,12.667973535898064,True,True,True,True,True,True,True,True,0.0,True,
2021-07-30,120,False,4163,4163,86524,4117,4117,0.988950276243094,85292,84711,0.33671368120815404,0.3333333333333333,0.5032643783735594,0.10256758750403218,0.12440638930066102,16.91231479232451,16.630070439640516,True,True,True,True,True,True,True,True,0.0,True,
2021-08-31,120,False,4196,4196,87913,4161,4161,0.9916587225929456,86908,86473,0.34128062596043807,0.3333333333333333,0.5055154252633638,0.1091003535647546,0.13219916570893478,17.472242249459264,17.263157894736842,True,True,True,True,True,True,True,True,0.0,True,
2021-09-30,120,False,4249,4249,90153,4195,4195,0.9872911273240762,89260,87897,0.3879791654534019,0.381630740393627,0.5153641652981077,0.09434497944319108,0.11269844522053174,16.325625744934445,15.67580452920143,True,True,True,True,True,True,True,True,0.0,True,
2021-10-29,120,False,4289,4289,91871,4248,4248,0.9904406621590114,91062,90147,0.4777436435527106,0.5,0.6306721252316255,0.06394929820434901,0.08031870627313625,11.854990583804144,11.424199623352166,True,True,True,True,True,True,True,True,0.0,True,
2021-11-30,120,False,4340,4340,94091,4289,4289,0.9882488479262673,93222,91871,0.4275054454154101,0.4444444444444444,0.5795765751271097,0.0765644936240631,0.09260819810405978,13.454884588482164,12.824900909302867,True,True,True,True,True,True,True,True,0.0,True,
2021-12-31,120,False,4390,4390,96287,4337,4337,0.9879271070615034,95052,93918,0.399798198997361,0.40350877192982454,0.5471004919725805,0.07990271272041129,0.09491158084929985,14.932902928291446,14.40996080239797,True,True,True,True,True,True,True,True,0.0,True,
2022-01-28,120,False,4433,4433,98182,4388,4388,0.9898488608166027,97412,96080,0.40101905210767563,0.41379310344827586,0.5620944931175127,0.08027788225277824,0.09647801329135963,14.964448495897903,14.357338195077483,True,True,True,True,True,True,True,True,0.0,True,
2022-02-28,120,False,4458,4458,99292,4433,4433,0.9943921040825482,98752,98182,0.47260066585143196,0.5,0.6302519622107305,0.065900013162953,0.07913203374060696,12.117302052785924,11.86013986013986,True,True,True,True,True,True,True,True,0.0,True,
2022-03-31,120,False,4501,4501,101221,4456,4456,0.9900022217285048,100452,99290,0.3464363712921934,0.3548387096774194,0.5317411310371654,0.09523123482081712,0.11169616623109699,18.058797127468583,17.53725314183124,True,True,True,True,True,True,True,True,0.0,True,
2022-04-29,120,False,4532,4532,102605,4494,4494,0.9916151809355693,101481,101204,0.37831289853340383,0.3888888888888889,0.5419315498017461,0.08815289367550697,0.10309362071989084,16.17311971517579,16.049844236760123,True,True,True,True,True,True,True,True,0.0,True,
