factor_order,factor_name,target_name,target_role,window,year,month_count,mean_q5_minus_q1,median_q5_minus_q1,positive_spread_share,mean_portfolio_return_spearman,mean_q5_minus_q1_bps
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,60,2021,12,-0.0019259985703676923,-0.011444290297657665,0.4166666666666667,-0.14166666666666664,-19.25998570367692
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,60,2022,12,0.014346890797027346,0.010768446524296652,0.6666666666666666,0.25,143.46890797027345
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,60,2023,12,0.0038756898879872405,0.0016183397325542463,0.5833333333333334,0.024999999999999984,38.7568988798724
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,60,2024,10,-0.005209636196099691,-6.296401848642288e-05,0.5,-0.019999999999999973,-52.096361960996916
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,60,2025,12,-0.0002713682373306839,0.0017471735863798478,0.5,0.008333333333333331,-2.7136823733068387
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,60,2026,6,-0.0079805721759894,-0.04171236021989966,0.16666666666666666,-0.4166666666666665,-79.805721759894
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,120,2015,1,0.012601593975255967,0.012601593975255967,1.0,-0.09999999999999999,126.01593975255967
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,120,2016,12,-0.00958185984385052,-0.013663257690119512,0.4166666666666667,-0.22499999999999998,-95.8185984385052
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,120,2017,12,0.006141251809024438,0.01020838291026675,0.75,0.20833333333333334,61.41251809024438
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,120,2018,12,0.003735187901237738,0.0038731926307259933,0.5833333333333334,0.17499999999999996,37.35187901237738
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,120,2019,12,-0.0018787756611104457,-0.001163655454574133,0.4166666666666667,-0.12499999999999999,-18.787756611104456
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,120,2020,12,-0.0012746421992227287,0.0018813567755682908,0.5833333333333334,-0.016666666666666663,-12.746421992227287
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,120,2021,12,-0.006348176453701439,-0.011841504225767388,0.4166666666666667,-0.06666666666666665,-63.48176453701439
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,120,2022,12,0.006645059902565969,0.009532248749951608,0.5833333333333334,0.15833333333333333,66.45059902565968
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,120,2023,12,0.0025635074484974233,-0.007690746177960674,0.4166666666666667,-0.2333333333333333,25.635074484974233
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,120,2024,12,0.00042122194334707,0.0025633955212974683,0.5,-0.016666666666666677,4.2122194334707
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,120,2025,12,-0.00484602294023529,-0.0024174015749421278,0.4166666666666667,0.00833333333333334,-48.4602294023529
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,120,2026,7,-0.008548595301911719,-0.03961811540381103,0.14285714285714285,-0.457142857142857,-85.48595301911719
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2016,4,0.012991867973944856,0.016414224040754148,0.75,0.025000000000000036,129.91867973944855
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2017,12,0.012887115324026107,0.010098394441732555,0.8333333333333334,0.40833333333333327,128.87115324026107
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2018,12,0.0009534550199020754,0.002810323455253814,0.5833333333333334,0.17499999999999996,9.534550199020755
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2019,12,0.005675592584261309,0.005061246586251049,0.5833333333333334,0.04166666666666665,56.75592584261309
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2020,12,-0.0007580330525275517,0.001280253189618062,0.5,-0.075,-7.580330525275517
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2021,12,-0.01318436160311498,0.00038887082724023934,0.5,-0.2083333333333333,-131.8436160311498
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2022,12,-0.0005472641052488425,0.0013959936787864384,0.5833333333333334,0.15833333333333333,-5.4726410524884255
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2023,12,0.0014738347038763908,-0.008234346602551623,0.3333333333333333,-0.19999999999999996,14.738347038763909
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2024,12,-0.0035522962757379324,0.0056254075945480105,0.5833333333333334,0.008333333333333323,-35.522962757379325
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2025,12,-0.010330770651088025,-0.004721829611681315,0.3333333333333333,-0.0833333333333333,-103.30770651088025
1,residual_degree_percentile,future_total_return,ROBUSTNESS_TOTAL_RETURN,252,2026,7,-0.004238669602174565,-0.011451619821393325,0.14285714285714285,-0.2857142857142857,-42.38669602174565
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2015,9,-0.04414222141298177,-0.05457373806758245,0.1111111111111111,-0.6555555555555554,-441.4222141298177
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2016,12,-0.014085217890530835,-0.010667419830664809,0.16666666666666666,-0.4333333333333333,-140.85217890530836
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2017,12,0.0043189683135453905,0.006539373724849215,0.5833333333333334,-0.02499999999999998,43.189683135453905
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2018,12,-0.009284070137101568,-0.003913924786858654,0.3333333333333333,-0.19999999999999996,-92.84070137101568
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2019,12,-0.009264774727036153,-0.009004201341329898,0.08333333333333333,-0.4416666666666666,-92.64774727036153
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2020,12,0.006003343374025794,0.005813978469965382,0.75,0.24166666666666667,60.03343374025794
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2021,12,-0.023704550313803224,-0.028027506301140922,0.25,-0.5333333333333332,-237.04550313803225
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2022,12,-0.01208958524434887,-0.002897775508480285,0.4166666666666667,-0.08333333333333331,-120.89585244348869
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2023,12,-0.014573084278714154,-0.022378969997072964,0.16666666666666666,-0.4666666666666666,-145.73084278714154
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2024,12,-0.012851314857695839,-0.012595295932977129,0.3333333333333333,-0.425,-128.5131485769584
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2025,12,-0.015429467026780429,-0.011109863513808747,0.16666666666666666,-0.44999999999999996,-154.2946702678043
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,60,2026,7,-0.012302998982771358,-0.013875502380214899,0.14285714285714285,-0.2714285714285714,-123.02998982771358
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,120,2015,6,-0.028671846004254042,-0.036844438934150056,0.16666666666666666,-0.49999999999999994,-286.7184600425404
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,120,2016,12,-0.01109117056600912,-0.012233959346546171,0.25,-0.3499999999999999,-110.9117056600912
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,120,2017,12,0.012465723547461942,0.020159770489373424,0.75,0.3333333333333333,124.65723547461941
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,120,2018,12,-0.010088581326281485,-0.005814912009847004,0.4166666666666667,-0.16666666666666663,-100.88581326281485
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,120,2019,12,-0.004429716572952372,-0.003303453197858295,0.16666666666666666,-0.28333333333333327,-44.297165729523726
2,delta_degree_percentile,future_excess_return,PRIMARY_ALPHA,120,2020,12,-0.001479940237509955,-0.0038670880590157292,0.4166666666666667,-0.04999999999999999,-14.79940237509955
