analysis_date,previous_analysis_date,window,factor_name,method,portfolio_leg,turnover,total_abs_trade_weight,strategy_nav_cny,leg_gross_notional_cny,strategy_gross_exposure,trade_notional_cny
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.34619960127676,0.69239920255352,100000000.0,100000000.0,2.0,69239920.255352
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.44487077792325713,0.8897415558465143,100000000.0,100000000.0,2.0,88974155.58465143
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.43363286006067,0.86726572012134,100000000.0,100000000.0,2.0,86726572.012134
2015-08-31,2015-07-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.4140301515840643,0.8280603031681286,100000000.0,100000000.0,2.0,82806030.31681286
2015-08-31,2015-07-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.39345082723301217,0.7869016544660243,100000000.0,100000000.0,2.0,78690165.44660243
2015-08-31,2015-07-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.46332401180177823,0.9266480236035565,100000000.0,100000000.0,2.0,92664802.36035565
2015-08-31,2015-07-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.4818175231336838,0.9636350462673676,100000000.0,100000000.0,2.0,96363504.62673676
2015-08-31,2015-07-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.4720594880492493,0.9441189760984986,100000000.0,100000000.0,2.0,94411897.60984986
2015-08-31,2015-07-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.34672748042638923,0.6934549608527785,100000000.0,100000000.0,2.0,69345496.08527784
2015-09-30,2015-08-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.5663502624745856,1.1327005249491713,100000000.0,100000000.0,2.0,113270052.49491712
2015-09-30,2015-08-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.4219263706628805,0.843852741325761,100000000.0,100000000.0,2.0,84385274.13257611
2015-09-30,2015-08-31,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.5782927665278018,1.1565855330556036,100000000.0,100000000.0,2.0,115658553.30556037
2015-09-30,2015-08-31,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.5355534338996791,1.0711068677993583,100000000.0,100000000.0,2.0,107110686.77993582
2015-09-30,2015-08-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.8462255579230376,1.692451115846075,100000000.0,100000000.0,2.0,169245111.5846075
2015-09-30,2015-08-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.8490312209964817,1.6980624419929633,100000000.0,100000000.0,2.0,169806244.19929633
2015-09-30,2015-08-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.49460326065486937,0.9892065213097387,100000000.0,100000000.0,2.0,98920652.13097388
2015-09-30,2015-08-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.5561570632120871,1.1123141264241743,100000000.0,100000000.0,2.0,111231412.64241743
2015-09-30,2015-08-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.8523366436263425,1.704673287252685,100000000.0,100000000.0,2.0,170467328.7252685
2015-09-30,2015-08-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.8442251309668898,1.6884502619337796,100000000.0,100000000.0,2.0,168845026.19337794
2015-09-30,2015-08-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.6320201990109375,1.264040398021875,100000000.0,100000000.0,2.0,126404039.8021875
2015-09-30,2015-08-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.6511623506124207,1.3023247012248413,100000000.0,100000000.0,2.0,130232470.12248413
2015-09-30,2015-08-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.7672406638174435,1.534481327634887,100000000.0,100000000.0,2.0,153448132.7634887
2015-09-30,2015-08-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.7371971079103466,1.4743942158206933,100000000.0,100000000.0,2.0,147439421.58206934
2015-09-30,2015-08-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.5786685246914602,1.1573370493829205,100000000.0,100000000.0,2.0,115733704.93829204
2015-09-30,2015-08-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.5907935674060363,1.1815871348120726,100000000.0,100000000.0,2.0,118158713.48120725
2015-09-30,2015-08-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.5703396584199253,1.1406793168398506,100000000.0,100000000.0,2.0,114067931.68398505
2015-09-30,2015-08-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.4216504755005983,0.8433009510011966,100000000.0,100000000.0,2.0,84330095.10011967
2015-09-30,2015-08-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.4006209772912081,0.8012419545824162,100000000.0,100000000.0,2.0,80124195.45824163
2015-09-30,2015-08-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.31679986003831984,0.6335997200766397,100000000.0,100000000.0,2.0,63359972.007663965
2015-09-30,2015-08-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.4148941408153731,0.8297882816307462,100000000.0,100000000.0,2.0,82978828.16307463
2015-09-30,2015-08-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.40603577275496594,0.8120715455099319,100000000.0,100000000.0,2.0,81207154.55099319
2015-09-30,2015-08-31,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.8421236222193175,1.684247244438635,100000000.0,100000000.0,2.0,168424724.44386348
2015-09-30,2015-08-31,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.8116507955108752,1.6233015910217503,100000000.0,100000000.0,2.0,162330159.10217503
2015-09-30,2015-08-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.35944227182994143,0.7188845436598829,100000000.0,100000000.0,2.0,71888454.36598828
2015-09-30,2015-08-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.42325997953955874,0.8465199590791175,100000000.0,100000000.0,2.0,84651995.90791175
2015-09-30,2015-08-31,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.8085312667257525,1.617062533451505,100000000.0,100000000.0,2.0,161706253.3451505
2015-09-30,2015-08-31,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.7855342416603172,1.5710684833206343,100000000.0,100000000.0,2.0,157106848.33206344
2015-09-30,2015-08-31,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.7017871512555622,1.4035743025111245,100000000.0,100000000.0,2.0,140357430.25111246
2015-09-30,2015-08-31,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.6777777289161764,1.3555554578323528,100000000.0,100000000.0,2.0,135555545.78323528
2015-09-30,2015-08-31,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.7997732233230883,1.5995464466461766,100000000.0,100000000.0,2.0,159954644.66461766
2015-09-30,2015-08-31,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.6968519253318665,1.393703850663733,100000000.0,100000000.0,2.0,139370385.0663733
2015-09-30,2015-08-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.39867766179177466,0.7973553235835493,100000000.0,100000000.0,2.0,79735532.35835493
2015-09-30,2015-08-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.4160035566485389,0.8320071132970778,100000000.0,100000000.0,2.0,83200711.32970777
2015-09-30,2015-08-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.41597871112123075,0.8319574222424615,100000000.0,100000000.0,2.0,83195742.22424614
2015-09-30,2015-08-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.30432151873277713,0.6086430374655543,100000000.0,100000000.0,2.0,60864303.746555425
2015-10-30,2015-09-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.5789603087050235,1.157920617410047,100000000.0,100000000.0,2.0,115792061.74100469
2015-10-30,2015-09-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.5155994036143325,1.031198807228665,100000000.0,100000000.0,2.0,103119880.7228665
2015-10-30,2015-09-30,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.616675957389539,1.233351914779078,100000000.0,100000000.0,2.0,123335191.47790779
2015-10-30,2015-09-30,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.6186237814475428,1.2372475628950856,100000000.0,100000000.0,2.0,123724756.28950857
2015-10-30,2015-09-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.8565738872910211,1.7131477745820423,100000000.0,100000000.0,2.0,171314777.45820424
2015-10-30,2015-09-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.8594363222260782,1.7188726444521565,100000000.0,100000000.0,2.0,171887264.44521564
2015-10-30,2015-09-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.47797484702798465,0.9559496940559693,100000000.0,100000000.0,2.0,95594969.40559693
2015-10-30,2015-09-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.5836178259292468,1.1672356518584937,100000000.0,100000000.0,2.0,116723565.18584937
2015-10-30,2015-09-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.8377638030033799,1.6755276060067599,100000000.0,100000000.0,2.0,167552760.600676
2015-10-30,2015-09-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.8475307397662067,1.6950614795324135,100000000.0,100000000.0,2.0,169506147.95324135
2015-10-30,2015-09-30,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.6743534056400082,1.3487068112800165,100000000.0,100000000.0,2.0,134870681.12800166
2015-10-30,2015-09-30,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.6672327501116497,1.3344655002232995,100000000.0,100000000.0,2.0,133446550.02232994
2015-10-30,2015-09-30,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.7274700960977543,1.4549401921955085,100000000.0,100000000.0,2.0,145494019.21955085
2015-10-30,2015-09-30,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.7670708372327895,1.534141674465579,100000000.0,100000000.0,2.0,153414167.44655788
2015-10-30,2015-09-30,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.5826355234007566,1.1652710468015133,100000000.0,100000000.0,2.0,116527104.68015133
2015-10-30,2015-09-30,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.6013609413573824,1.2027218827147648,100000000.0,100000000.0,2.0,120272188.27147648
2015-10-30,2015-09-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.5680026105154953,1.1360052210309906,100000000.0,100000000.0,2.0,113600522.10309905
2015-10-30,2015-09-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.4917765882526196,0.9835531765052392,100000000.0,100000000.0,2.0,98355317.65052392
2015-10-30,2015-09-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.38464655949115256,0.7692931189823051,100000000.0,100000000.0,2.0,76929311.89823051
2015-10-30,2015-09-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.31116565259869466,0.6223313051973893,100000000.0,100000000.0,2.0,62233130.519738935
2015-10-30,2015-09-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.4040984317632358,0.8081968635264716,100000000.0,100000000.0,2.0,80819686.35264716
2015-10-30,2015-09-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.43912931427094304,0.8782586285418861,100000000.0,100000000.0,2.0,87825862.8541886
2015-10-30,2015-09-30,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.8325940853346561,1.6651881706693121,100000000.0,100000000.0,2.0,166518817.06693122
2015-10-30,2015-09-30,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.8210725416606887,1.6421450833213773,100000000.0,100000000.0,2.0,164214508.33213773
2015-10-30,2015-09-30,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.3063095720060115,0.612619144012023,100000000.0,100000000.0,2.0,61261914.4012023
2015-10-30,2015-09-30,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.3805791596585479,0.7611583193170958,100000000.0,100000000.0,2.0,76115831.93170957
2015-10-30,2015-09-30,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.8605206126145555,1.721041225229111,100000000.0,100000000.0,2.0,172104122.5229111
2015-10-30,2015-09-30,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.8336808573153318,1.6673617146306636,100000000.0,100000000.0,2.0,166736171.46306637
2015-10-30,2015-09-30,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.6628133847853293,1.3256267695706585,100000000.0,100000000.0,2.0,132562676.95706585
2015-10-30,2015-09-30,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.6630679929684697,1.3261359859369395,100000000.0,100000000.0,2.0,132613598.59369394
2015-10-30,2015-09-30,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.8407794138865812,1.6815588277731623,100000000.0,100000000.0,2.0,168155882.77731624
2015-10-30,2015-09-30,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.6695021495500054,1.3390042991000108,100000000.0,100000000.0,2.0,133900429.91000108
2015-10-30,2015-09-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.3802453903892381,0.7604907807784762,100000000.0,100000000.0,2.0,76049078.07784761
2015-10-30,2015-09-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.35609612726618667,0.7121922545323733,100000000.0,100000000.0,2.0,71219225.45323734
2015-10-30,2015-09-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.4061665052300858,0.8123330104601716,100000000.0,100000000.0,2.0,81233301.04601716
2015-10-30,2015-09-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.28951846789682056,0.5790369357936411,100000000.0,100000000.0,2.0,57903693.57936411
2015-11-30,2015-10-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.6221357064104645,1.244271412820929,100000000.0,100000000.0,2.0,124427141.28209288
2015-11-30,2015-10-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.5584267008323147,1.1168534016646294,100000000.0,100000000.0,2.0,111685340.16646294
2015-11-30,2015-10-30,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.5743317398813992,1.1486634797627984,100000000.0,100000000.0,2.0,114866347.97627984
2015-11-30,2015-10-30,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.5940744328933021,1.1881488657866042,100000000.0,100000000.0,2.0,118814886.57866041
2015-11-30,2015-10-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.880343479686848,1.760686959373696,100000000.0,100000000.0,2.0,176068695.9373696
2015-11-30,2015-10-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.8647589604831065,1.729517920966213,100000000.0,100000000.0,2.0,172951792.0966213
2015-11-30,2015-10-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.5704496436098789,1.1408992872197579,100000000.0,100000000.0,2.0,114089928.72197579
2015-11-30,2015-10-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.6065364575300879,1.2130729150601758,100000000.0,100000000.0,2.0,121307291.50601758
2015-11-30,2015-10-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.8942868383032905,1.788573676606581,100000000.0,100000000.0,2.0,178857367.6606581
2015-11-30,2015-10-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.8805938001254765,1.761187600250953,100000000.0,100000000.0,2.0,176118760.0250953
2015-11-30,2015-10-30,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.677902253268315,1.35580450653663,100000000.0,100000000.0,2.0,135580450.653663
2015-11-30,2015-10-30,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.7058094855495447,1.4116189710990894,100000000.0,100000000.0,2.0,141161897.10990894
2015-11-30,2015-10-30,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.7593491626197744,1.5186983252395487,100000000.0,100000000.0,2.0,151869832.52395487
2015-11-30,2015-10-30,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.7962458666014713,1.5924917332029427,100000000.0,100000000.0,2.0,159249173.32029426
2015-11-30,2015-10-30,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.7194370850497847,1.4388741700995693,100000000.0,100000000.0,2.0,143887417.00995693
2015-11-30,2015-10-30,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.6494993528696567,1.2989987057393133,100000000.0,100000000.0,2.0,129899870.57393134
2015-11-30,2015-10-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.6057139195929369,1.2114278391858737,100000000.0,100000000.0,2.0,121142783.91858737
2015-11-30,2015-10-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.5641921019398708,1.1283842038797416,100000000.0,100000000.0,2.0,112838420.38797416
2015-11-30,2015-10-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.460937545172288,0.921875090344576,100000000.0,100000000.0,2.0,92187509.03445761
2015-11-30,2015-10-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.3394612016055508,0.6789224032111016,100000000.0,100000000.0,2.0,67892240.32111016
2015-11-30,2015-10-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.4521533802231505,0.904306760446301,100000000.0,100000000.0,2.0,90430676.0446301
2015-11-30,2015-10-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.5380207730009083,1.0760415460018167,100000000.0,100000000.0,2.0,107604154.60018167
2015-11-30,2015-10-30,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.8046503496168154,1.6093006992336307,100000000.0,100000000.0,2.0,160930069.92336306
2015-11-30,2015-10-30,120,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.8694222474878022,1.7388444949756043,100000000.0,100000000.0,2.0,173884449.49756044
2015-11-30,2015-10-30,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.30796594881682143,0.6159318976336429,100000000.0,100000000.0,2.0,61593189.763364285
2015-11-30,2015-10-30,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.40913767288266367,0.8182753457653273,100000000.0,100000000.0,2.0,81827534.57653274
2015-11-30,2015-10-30,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.8421555162693766,1.6843110325387531,100000000.0,100000000.0,2.0,168431103.25387532
2015-11-30,2015-10-30,120,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.8394170076473249,1.6788340152946497,100000000.0,100000000.0,2.0,167883401.52946496
2015-11-30,2015-10-30,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.6863995059662309,1.3727990119324618,100000000.0,100000000.0,2.0,137279901.1932462
2015-11-30,2015-10-30,120,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.666644321867264,1.333288643734528,100000000.0,100000000.0,2.0,133328864.3734528
2015-11-30,2015-10-30,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.8046046361305839,1.6092092722611677,100000000.0,100000000.0,2.0,160920927.22611678
2015-11-30,2015-10-30,120,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.7120665236830805,1.424133047366161,100000000.0,100000000.0,2.0,142413304.7366161
2015-11-30,2015-10-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.4110323853283885,0.822064770656777,100000000.0,100000000.0,2.0,82206477.0656777
2015-11-30,2015-10-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.42949812071482196,0.8589962414296439,100000000.0,100000000.0,2.0,85899624.1429644
2015-11-30,2015-10-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.45802958397539284,0.9160591679507857,100000000.0,100000000.0,2.0,91605916.79507856
2015-11-30,2015-10-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.36034246153451555,0.7206849230690311,100000000.0,100000000.0,2.0,72068492.30690311
2015-12-31,2015-11-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.64802066352006,1.29604132704012,100000000.0,100000000.0,2.0,129604132.704012
2015-12-31,2015-11-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.5606343173663693,1.1212686347327385,100000000.0,100000000.0,2.0,112126863.47327386
2015-12-31,2015-11-30,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.577827696846008,1.155655393692016,100000000.0,100000000.0,2.0,115565539.3692016
2015-12-31,2015-11-30,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,0.6127370143466311,1.2254740286932622,100000000.0,100000000.0,2.0,122547402.86932622
2015-12-31,2015-11-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,0.891675177796616,1.783350355593232,100000000.0,100000000.0,2.0,178335035.5593232
