analysis_date,previous_analysis_date,window,factor_name,method,portfolio_leg,security_id,previous_target_weight,dedicated_drift_status,drift_total_return
2026-04-30,2026-03-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600355.XSHG,0.0009775171065493646,MISSING_SOURCE_RECORD,
2018-12-28,2018-11-30,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,000022.XSHE,0.0014925373134328358,MISSING_SOURCE_RECORD,
2021-01-29,2020-12-31,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,600317.XSHG,0.0013054830287206266,MISSING_SOURCE_RECORD,
2024-01-31,2023-12-29,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,002776.XSHE,0.0010131712259371835,MISSING_SOURCE_RECORD,
2021-09-30,2021-08-31,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,600068.XSHG,0.001201923076923077,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,600311.XSHG,0.0010683760683760685,MISSING_SOURCE_RECORD,
2025-05-30,2025-04-30,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,300108.XSHE,0.000998003992015968,MISSING_SOURCE_RECORD,
2025-12-31,2025-11-28,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,600200.XSHG,0.0009832841691248771,MISSING_SOURCE_RECORD,
2021-01-29,2020-12-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600317.XSHG,0.0013123359580052493,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600247.XSHG,0.001277139208173691,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600978.XSHG,0.001277139208173691,MISSING_SOURCE_RECORD,
2022-04-29,2022-03-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,002619.XSHE,0.001122334455667789,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600139.XSHG,0.0010526315789473684,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600311.XSHG,0.0010526315789473684,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600811.XSHG,0.0009930486593843098,MISSING_SOURCE_RECORD,
2018-12-28,2018-11-30,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,000022.XSHE,0.0015082956259426848,MISSING_SOURCE_RECORD,
2024-03-29,2024-02-29,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,603555.XSHG,0.0009940357852882703,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600139.XSHG,0.0010515247108307045,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,600247.XSHG,0.001277139208173691,MISSING_SOURCE_RECORD,
2024-03-29,2024-02-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,603555.XSHG,0.0009930486593843098,MISSING_SOURCE_RECORD,
2024-06-28,2024-05-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,600321.XSHG,0.0009910802775024777,MISSING_SOURCE_RECORD,
2021-01-29,2020-12-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600317.XSHG,0.0013123359580052493,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600247.XSHG,0.001277139208173691,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600978.XSHG,0.001277139208173691,MISSING_SOURCE_RECORD,
2022-04-29,2022-03-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,002619.XSHE,0.001122334455667789,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600139.XSHG,0.0010526315789473684,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600311.XSHG,0.0010526315789473684,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600811.XSHG,0.0009930486593843098,MISSING_SOURCE_RECORD,
2018-12-28,2018-11-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,000022.XSHE,0.0015082956259426848,MISSING_SOURCE_RECORD,
2024-03-29,2024-02-29,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,603555.XSHG,0.0009940357852882703,MISSING_SOURCE_RECORD,
2025-05-30,2025-04-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,300108.XSHE,0.0009930486593843098,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600247.XSHG,0.001277139208173691,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600978.XSHG,0.001277139208173691,MISSING_SOURCE_RECORD,
2021-09-30,2021-08-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600068.XSHG,0.0012048192771084338,MISSING_SOURCE_RECORD,
2022-04-29,2022-03-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,002619.XSHE,0.0011248593925759281,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600139.XSHG,0.001059322033898305,MISSING_SOURCE_RECORD,
2023-06-30,2023-05-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600122.XSHG,0.0010384215991692627,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,300117.XSHE,0.0009940357852882703,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600070.XSHG,0.0009940357852882703,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600811.XSHG,0.0009940357852882703,MISSING_SOURCE_RECORD,
2025-05-30,2025-04-30,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,300108.XSHE,0.0009930486593843098,MISSING_SOURCE_RECORD,
2024-03-29,2024-02-29,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,603555.XSHG,0.0010121457489878543,MISSING_SOURCE_RECORD,
2026-04-30,2026-03-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,600355.XSHG,0.0009861932938856016,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600247.XSHG,0.0012787723785166241,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600978.XSHG,0.0012787723785166241,MISSING_SOURCE_RECORD,
2021-09-30,2021-08-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600068.XSHG,0.0012048192771084338,MISSING_SOURCE_RECORD,
2022-04-29,2022-03-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,002619.XSHE,0.0011337868480725624,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600139.XSHG,0.0010893246187363835,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600311.XSHG,0.0010893246187363835,MISSING_SOURCE_RECORD,
2023-06-30,2023-05-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600122.XSHG,0.0010427528675703858,MISSING_SOURCE_RECORD,
2024-06-28,2024-05-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600321.XSHG,0.001145475372279496,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,300117.XSHE,0.000998003992015968,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600070.XSHG,0.000998003992015968,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,600811.XSHG,0.000998003992015968,MISSING_SOURCE_RECORD,
2025-05-30,2025-04-30,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,300108.XSHE,0.00099601593625498,MISSING_SOURCE_RECORD,
2018-12-28,2018-11-30,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,000022.XSHE,0.0015082956259426848,MISSING_SOURCE_RECORD,
2024-03-29,2024-02-29,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,603555.XSHG,0.0010193679918450561,MISSING_SOURCE_RECORD,
2026-04-30,2026-03-31,60,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,600355.XSHG,0.0009930486593843098,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600978.XSHG,0.0012755102040816326,MISSING_SOURCE_RECORD,
2021-09-30,2021-08-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600068.XSHG,0.0012004801920768306,MISSING_SOURCE_RECORD,
2022-04-29,2022-03-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,002619.XSHE,0.0011198208286674132,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600139.XSHG,0.0010515247108307045,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600311.XSHG,0.0010515247108307045,MISSING_SOURCE_RECORD,
2023-06-30,2023-05-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600122.XSHG,0.0010351966873706005,MISSING_SOURCE_RECORD,
2024-01-31,2023-12-29,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,002776.XSHE,0.0010030090270812437,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600070.XSHG,0.0009910802775024777,MISSING_SOURCE_RECORD,
2025-05-30,2025-04-30,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,300108.XSHE,0.0009891196834817012,MISSING_SOURCE_RECORD,
2025-12-31,2025-11-28,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600200.XSHG,0.0009794319294809011,MISSING_SOURCE_RECORD,
2026-04-30,2026-03-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600355.XSHG,0.0009775171065493646,MISSING_SOURCE_RECORD,
2018-12-28,2018-11-30,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,000022.XSHE,0.0014925373134328358,MISSING_SOURCE_RECORD,
2024-03-29,2024-02-29,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,603555.XSHG,0.0009930486593843098,MISSING_SOURCE_RECORD,
2024-06-28,2024-05-31,60,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,600321.XSHG,0.0009910802775024777,MISSING_SOURCE_RECORD,
2018-12-28,2018-11-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600270.XSHG,0.0014903129657228018,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600978.XSHG,0.0012755102040816326,MISSING_SOURCE_RECORD,
2021-09-30,2021-08-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600068.XSHG,0.0012004801920768306,MISSING_SOURCE_RECORD,
2022-04-29,2022-03-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,002619.XSHE,0.0011198208286674132,MISSING_SOURCE_RECORD,
2023-02-28,2023-01-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600260.XSHG,0.001059322033898305,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600139.XSHG,0.0010515247108307045,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600311.XSHG,0.0010515247108307045,MISSING_SOURCE_RECORD,
2023-06-30,2023-05-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600122.XSHG,0.0010351966873706005,MISSING_SOURCE_RECORD,
2024-01-31,2023-12-29,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,002776.XSHE,0.0010030090270812437,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600070.XSHG,0.0009910802775024777,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600811.XSHG,0.0009910802775024777,MISSING_SOURCE_RECORD,
2025-05-30,2025-04-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,300108.XSHE,0.0009891196834817012,MISSING_SOURCE_RECORD,
2025-12-31,2025-11-28,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600200.XSHG,0.0009794319294809011,MISSING_SOURCE_RECORD,
2026-04-30,2026-03-31,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600355.XSHG,0.0009775171065493646,MISSING_SOURCE_RECORD,
2018-12-28,2018-11-30,60,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,000022.XSHE,0.0014925373134328358,MISSING_SOURCE_RECORD,
2018-12-28,2018-11-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600270.XSHG,0.0015313935681470138,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600978.XSHG,0.0012674271229404308,MISSING_SOURCE_RECORD,
2021-09-30,2021-08-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600068.XSHG,0.0011961722488038277,MISSING_SOURCE_RECORD,
2021-10-29,2021-09-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600723.XSHG,0.001184834123222749,MISSING_SOURCE_RECORD,
2022-04-29,2022-03-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,002619.XSHE,0.0011148272017837235,MISSING_SOURCE_RECORD,
2022-06-30,2022-05-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600291.XSHG,0.0011111111111111111,MISSING_SOURCE_RECORD,
2023-02-28,2023-01-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600260.XSHG,0.0010559662090813093,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600139.XSHG,0.0010471204188481676,MISSING_SOURCE_RECORD,
2024-07-31,2024-06-28,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600836.XSHG,0.0009881422924901185,MISSING_SOURCE_RECORD,
2024-08-30,2024-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600112.XSHG,0.0009881422924901185,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600070.XSHG,0.0009832841691248771,MISSING_SOURCE_RECORD,
2026-04-30,2026-03-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600355.XSHG,0.0009727626459143969,MISSING_SOURCE_RECORD,
2023-06-30,2023-05-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,601258.XSHG,0.0010319917440660474,MISSING_SOURCE_RECORD,
2021-10-29,2021-09-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,600723.XSHG,0.0011961722488038277,MISSING_SOURCE_RECORD,
2018-12-28,2018-11-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,600270.XSHG,0.0015337423312883436,MISSING_SOURCE_RECORD,
2023-03-31,2023-02-28,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,600311.XSHG,0.0011402508551881414,MISSING_SOURCE_RECORD,
2023-06-30,2023-05-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,600122.XSHG,0.001076426264800861,MISSING_SOURCE_RECORD,
2023-06-30,2023-05-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,601258.XSHG,0.001076426264800861,MISSING_SOURCE_RECORD,
2024-01-31,2023-12-29,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,600290.XSHG,0.001040582726326743,MISSING_SOURCE_RECORD,
2024-08-30,2024-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,600297.XSHG,0.0011025358324145535,MISSING_SOURCE_RECORD,
2025-02-28,2025-01-27,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,600898.XSHG,0.001017293997965412,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,300117.XSHE,0.001026694045174538,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,600811.XSHG,0.001026694045174538,MISSING_SOURCE_RECORD,
2022-06-30,2022-05-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600291.XSHG,0.0011111111111111111,MISSING_SOURCE_RECORD,
2023-06-30,2023-05-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,000540.XSHE,0.0010319917440660474,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600070.XSHG,0.0009832841691248771,MISSING_SOURCE_RECORD,
2021-01-29,2020-12-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,600317.XSHG,0.0012987012987012987,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,600247.XSHG,0.0012674271229404308,MISSING_SOURCE_RECORD,
2023-06-30,2023-05-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,601258.XSHG,0.0010319917440660474,MISSING_SOURCE_RECORD,
2024-01-31,2023-12-29,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,600290.XSHG,0.001001001001001001,MISSING_SOURCE_RECORD,
2024-06-28,2024-05-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,600321.XSHG,0.0009900990099009901,MISSING_SOURCE_RECORD,
2024-07-31,2024-06-28,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,600277.XSHG,0.0009881422924901185,MISSING_SOURCE_RECORD,
2025-02-28,2025-01-27,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,600898.XSHG,0.0009852216748768472,MISSING_SOURCE_RECORD,
2026-04-30,2026-03-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,600355.XSHG,0.0009727626459143969,MISSING_SOURCE_RECORD,
2018-12-28,2018-11-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600270.XSHG,0.0015313935681470138,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600978.XSHG,0.0012674271229404308,MISSING_SOURCE_RECORD,
2021-10-29,2021-09-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600723.XSHG,0.001184834123222749,MISSING_SOURCE_RECORD,
2022-04-29,2022-03-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,002619.XSHE,0.0011148272017837235,MISSING_SOURCE_RECORD,
2022-06-30,2022-05-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600291.XSHG,0.0011111111111111111,MISSING_SOURCE_RECORD,
2024-01-31,2023-12-29,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,002776.XSHE,0.001001001001001001,MISSING_SOURCE_RECORD,
2024-01-31,2023-12-29,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600290.XSHG,0.001001001001001001,MISSING_SOURCE_RECORD,
2025-04-30,2025-03-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600070.XSHG,0.0009832841691248771,MISSING_SOURCE_RECORD,
2025-05-30,2025-04-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,300108.XSHE,0.0009823182711198428,MISSING_SOURCE_RECORD,
2025-12-31,2025-11-28,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600200.XSHG,0.0009746588693957114,MISSING_SOURCE_RECORD,
2026-04-30,2026-03-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600355.XSHG,0.0009727626459143969,MISSING_SOURCE_RECORD,
2023-06-30,2023-05-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,601258.XSHG,0.0010319917440660474,MISSING_SOURCE_RECORD,
2024-06-28,2024-05-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,600321.XSHG,0.0009900990099009901,MISSING_SOURCE_RECORD,
2024-07-31,2024-06-28,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,600277.XSHG,0.0009881422924901185,MISSING_SOURCE_RECORD,
2018-12-28,2018-11-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600270.XSHG,0.0015313935681470138,MISSING_SOURCE_RECORD,
2021-03-31,2021-02-26,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600978.XSHG,0.0012674271229404308,MISSING_SOURCE_RECORD,
2021-09-30,2021-08-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600068.XSHG,0.0011961722488038277,MISSING_SOURCE_RECORD,
2021-10-29,2021-09-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600723.XSHG,0.001184834123222749,MISSING_SOURCE_RECORD,
2022-04-29,2022-03-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,002619.XSHE,0.0011148272017837235,MISSING_SOURCE_RECORD,
2022-06-30,2022-05-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,600291.XSHG,0.0011111111111111111,MISSING_SOURCE_RECORD,
