security_id,stock_code,stock_name,exchange,list_date,delist_date,list_status,security_type,board,is_standard_a_share_code,_source_file,exclude_reason
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
,,,SZSE,,,,,SZSE_MAIN,False,D:\lowfreq\uqer_daily_info\main\trade_date.csv,NON_STANDARD_A_SHARE_CODE
