trade_date,total_stock_count,SSE,SZSE,net_change
2020-03-10,3799,1594,2205,1.0
2020-03-11,3799,1594,2205,0.0
2020-03-12,3801,1594,2207,2.0
2020-03-13,3802,1594,2208,1.0
2020-03-16,3802,1594,2208,0.0
2020-03-17,3803,1594,2209,1.0
2020-03-18,3803,1594,2209,0.0
2020-03-19,3804,1594,2210,1.0
2020-03-20,3805,1595,2210,1.0
2020-03-23,3806,1596,2210,1.0
2020-03-24,3806,1596,2210,0.0
2020-03-25,3806,1596,2210,0.0
2020-03-26,3807,1597,2210,1.0
2020-03-27,3809,1598,2211,2.0
2020-03-30,3809,1598,2211,0.0
2020-03-31,3809,1598,2211,0.0
2020-04-01,3809,1598,2211,0.0
2020-04-02,3809,1598,2211,0.0
2020-04-03,3810,1598,2212,1.0
2020-04-07,3811,1599,2212,1.0
2020-04-08,3812,1599,2213,1.0
2020-04-09,3814,1601,2213,2.0
2020-04-10,3815,1601,2214,1.0
2020-04-13,3815,1601,2214,0.0
2020-04-14,3815,1601,2214,0.0
2020-04-15,3817,1602,2215,2.0
2020-04-16,3818,1603,2215,1.0
2020-04-17,3820,1603,2217,2.0
2020-04-20,3821,1604,2217,1.0
2020-04-21,3823,1605,2218,2.0
2020-04-22,3825,1606,2219,2.0
2020-04-23,3825,1606,2219,0.0
2020-04-24,3826,1606,2220,1.0
2020-04-27,3827,1607,2220,1.0
2020-04-28,3829,1608,2221,2.0
2020-04-29,3832,1610,2222,3.0
2020-04-30,3833,1611,2222,1.0
2020-05-06,3834,1611,2223,1.0
2020-05-07,3836,1611,2225,2.0
2020-05-08,3837,1612,2225,1.0
2020-05-11,3838,1613,2225,1.0
2020-05-12,3839,1613,2226,1.0
2020-05-13,3839,1613,2226,0.0
2020-05-14,3839,1613,2226,0.0
2020-05-15,3839,1613,2226,0.0
2020-05-18,3842,1615,2227,3.0
2020-05-19,3843,1616,2227,1.0
2020-05-20,3844,1616,2228,1.0
2020-05-21,3845,1617,2228,1.0
2020-05-22,3846,1618,2228,1.0
2020-05-25,3848,1618,2230,2.0
2020-05-26,3849,1619,2230,1.0
2020-05-27,3849,1619,2230,0.0
2020-05-28,3851,1620,2231,2.0
2020-05-29,3851,1620,2231,0.0
2020-06-01,3852,1621,2231,1.0
2020-06-02,3853,1621,2232,1.0
2020-06-03,3854,1622,2232,1.0
2020-06-04,3854,1622,2232,0.0
2020-06-05,3856,1623,2233,2.0
2020-06-08,3859,1625,2234,3.0
2020-06-09,3860,1626,2234,1.0
2020-06-10,3862,1627,2235,2.0
2020-06-11,3862,1627,2235,0.0
2020-06-12,3863,1628,2235,1.0
2020-06-15,3863,1628,2235,0.0
2020-06-16,3865,1629,2236,2.0
2020-06-17,3865,1629,2236,0.0
2020-06-18,3867,1630,2237,2.0
2020-06-19,3869,1631,2238,2.0
2020-06-22,3871,1633,2238,2.0
2020-06-23,3872,1634,2238,1.0
2020-06-24,3872,1634,2238,0.0
2020-06-29,3874,1636,2238,2.0
2020-06-30,3876,1637,2239,2.0
2020-07-01,3878,1638,2240,2.0
2020-07-02,3878,1637,2241,0.0
2020-07-03,3880,1638,2242,2.0
2020-07-06,3880,1638,2242,0.0
2020-07-07,3881,1639,2242,1.0
2020-07-08,3884,1641,2243,3.0
2020-07-09,3886,1642,2244,2.0
2020-07-10,3889,1644,2245,3.0
2020-07-13,3891,1644,2247,2.0
2020-07-14,3892,1645,2247,1.0
2020-07-15,3893,1647,2246,1.0
2020-07-16,3896,1650,2246,3.0
2020-07-17,3899,1652,2247,3.0
2020-07-20,3901,1654,2247,2.0
2020-07-21,3901,1655,2246,0.0
2020-07-22,3909,1662,2247,8.0
2020-07-23,3910,1662,2248,1.0
2020-07-24,3911,1662,2249,1.0
2020-07-27,3913,1662,2251,2.0
2020-07-28,3914,1663,2251,1.0
2020-07-29,3915,1664,2251,1.0
2020-07-30,3917,1666,2251,2.0
2020-07-31,3922,1670,2252,5.0
2020-08-03,3923,1671,2252,1.0
2020-08-04,3924,1672,2252,1.0
2020-08-05,3926,1673,2253,2.0
2020-08-06,3928,1674,2254,2.0
2020-08-07,3930,1676,2254,2.0
2020-08-10,3932,1678,2254,2.0
2020-08-11,3933,1680,2253,1.0
2020-08-12,3936,1683,2253,3.0
2020-08-13,3937,1684,2253,1.0
2020-08-14,3936,1683,2253,-1.0
2020-08-17,3941,1687,2254,5.0
2020-08-18,3945,1691,2254,4.0
2020-08-19,3947,1693,2254,2.0
2020-08-20,3949,1695,2254,2.0
2020-08-21,3951,1697,2254,2.0
2020-08-24,3969,1697,2272,18.0
2020-08-25,3969,1699,2270,0.0
2020-08-26,3970,1700,2270,1.0
2020-08-27,3969,1699,2270,-1.0
2020-08-28,3974,1703,2271,5.0
2020-08-31,3975,1704,2271,1.0
2020-09-01,3979,1705,2274,4.0
2020-09-02,3982,1708,2274,3.0
2020-09-03,3986,1710,2276,4.0
2020-09-04,3987,1711,2276,1.0
2020-09-07,3988,1712,2276,1.0
2020-09-08,3990,1714,2276,2.0
2020-09-09,3991,1715,2276,1.0
2020-09-10,3995,1716,2279,4.0
2020-09-11,3998,1718,2280,3.0
2020-09-14,3999,1718,2281,1.0
2020-09-15,4000,1719,2281,1.0
2020-09-16,4004,1721,2283,4.0
2020-09-17,4008,1722,2286,4.0
2020-09-18,4010,1724,2286,2.0
2020-09-21,4015,1727,2288,5.0
2020-09-22,4019,1729,2290,4.0
2020-09-23,4021,1729,2292,2.0
2020-09-24,4025,1730,2295,4.0
2020-09-25,4029,1731,2298,4.0
2020-09-28,4036,1736,2300,7.0
2020-09-29,4038,1738,2300,2.0
2020-09-30,4041,1740,2301,3.0
2020-10-09,4041,1740,2301,0.0
2020-10-12,4042,1741,2301,1.0
2020-10-13,4043,1741,2302,1.0
2020-10-14,4043,1741,2302,0.0
2020-10-15,4045,1742,2303,2.0
2020-10-16,4048,1743,2305,3.0
2020-10-19,4050,1744,2306,2.0
2020-10-20,4051,1745,2306,1.0
2020-10-21,4053,1746,2307,2.0
2020-10-22,4055,1747,2308,2.0
2020-10-23,4056,1748,2308,1.0
2020-10-26,4059,1749,2310,3.0
2020-10-27,4060,1750,2310,1.0
2020-10-28,4061,1751,2310,1.0
2020-10-29,4065,1752,2313,4.0
2020-10-30,4067,1754,2313,2.0
2020-11-02,4068,1755,2313,1.0
2020-11-03,4068,1755,2313,0.0
2020-11-04,4068,1755,2313,0.0
2020-11-05,4071,1755,2316,3.0
2020-11-06,4072,1755,2317,1.0
2020-11-09,4073,1756,2317,1.0
2020-11-10,4073,1757,2316,0.0
2020-11-11,4075,1759,2316,2.0
2020-11-12,4077,1760,2317,2.0
2020-11-13,4077,1760,2317,0.0
2020-11-16,4077,1760,2317,0.0
2020-11-17,4078,1760,2318,1.0
2020-11-18,4081,1761,2320,3.0
2020-11-19,4081,1761,2320,0.0
2020-11-20,4081,1761,2320,0.0
2020-11-23,4083,1762,2321,2.0
2020-11-24,4084,1763,2321,1.0
2020-11-25,4085,1764,2321,1.0
2020-11-26,4086,1764,2322,1.0
2020-11-27,4087,1764,2323,1.0
2020-11-30,4087,1764,2323,0.0
2020-12-01,4088,1765,2323,1.0
2020-12-02,4092,1767,2325,4.0
2020-12-03,4094,1768,2326,2.0
2020-12-04,4096,1769,2327,2.0
2020-12-07,4100,1771,2329,4.0
2020-12-08,4102,1772,2330,2.0
2020-12-09,4102,1772,2330,0.0
2020-12-10,4103,1773,2330,1.0
2020-12-11,4106,1774,2332,3.0
2020-12-14,4107,1775,2332,1.0
2020-12-15,4110,1777,2333,3.0
2020-12-16,4112,1779,2333,2.0
2020-12-17,4111,1779,2332,-1.0
2020-12-18,4114,1780,2334,3.0
2020-12-21,4116,1781,2335,2.0
2020-12-22,4120,1783,2337,4.0
2020-12-23,4122,1784,2338,2.0
2020-12-24,4126,1786,2340,4.0
2020-12-25,4130,1788,2342,4.0
2020-12-28,4133,1790,2343,3.0
2020-12-29,4134,1791,2343,1.0
2020-12-30,4137,1793,2344,3.0
2020-12-31,4140,1795,2345,3.0
2021-01-04,4141,1795,2346,1.0
2021-01-05,4141,1795,2346,0.0
2021-01-06,4144,1796,2348,3.0
2021-01-07,4147,1797,2350,3.0
2021-01-08,4147,1797,2350,0.0
2021-01-11,4148,1797,2351,1.0
2021-01-12,4149,1797,2352,1.0
2021-01-13,4150,1798,2352,1.0
2021-01-14,4150,1798,2352,0.0
2021-01-15,4150,1798,2352,0.0
2021-01-18,4152,1800,2352,2.0
2021-01-19,4154,1801,2353,2.0
2021-01-20,4157,1802,2355,3.0
2021-01-21,4160,1803,2357,3.0
2021-01-22,4163,1804,2359,3.0
2021-01-25,4164,1805,2359,1.0
2021-01-26,4165,1805,2360,1.0
2021-01-27,4168,1806,2362,3.0
2021-01-28,4171,1807,2364,3.0
2021-01-29,4172,1808,2364,1.0
2021-02-01,4174,1810,2364,2.0
2021-02-02,4174,1810,2364,0.0
2021-02-03,4175,1810,2365,1.0
2021-02-04,4176,1810,2366,1.0
2021-02-05,4178,1812,2366,2.0
2021-02-08,4182,1815,2367,4.0
2021-02-09,4187,1818,2369,5.0
2021-02-10,4192,1819,2373,5.0
2021-02-18,4192,1819,2373,0.0
2021-02-19,4192,1819,2373,0.0
2021-02-22,4192,1819,2373,0.0
2021-02-23,4193,1820,2373,1.0
2021-02-24,4195,1822,2373,2.0
2021-02-25,4197,1823,2374,2.0
2021-02-26,4200,1824,2376,3.0
2021-03-01,4203,1827,2376,3.0
2021-03-02,4204,1828,2376,1.0
2021-03-03,4205,1828,2377,1.0
2021-03-04,4205,1828,2377,0.0
2021-03-05,4205,1828,2377,0.0
2021-03-08,4207,1829,2378,2.0
2021-03-09,4209,1831,2378,2.0
2021-03-10,4210,1832,2378,1.0
2021-03-11,4212,1833,2379,2.0
2021-03-12,4213,1834,2379,1.0
2021-03-15,4213,1834,2379,0.0
2021-03-16,4214,1835,2379,1.0
2021-03-17,4214,1835,2379,0.0
2021-03-18,4215,1835,2380,1.0
2021-03-19,4216,1836,2380,1.0
2021-03-22,4218,1836,2382,2.0
2021-03-23,4219,1837,2382,1.0
2021-03-24,4221,1838,2383,2.0
2021-03-25,4223,1839,2384,2.0
2021-03-26,4226,1841,2385,3.0
2021-03-29,4230,1843,2387,4.0
2021-03-30,4232,1844,2388,2.0
2021-03-31,4234,1846,2388,2.0
2021-04-01,4236,1848,2388,2.0
2021-04-02,4237,1848,2389,1.0
2021-04-06,4241,1849,2392,4.0
2021-04-07,4242,1850,2392,1.0
2021-04-08,4244,1852,2392,2.0
2021-04-09,4248,1853,2395,4.0
2021-04-12,4252,1856,2396,4.0
2021-04-13,4255,1858,2397,3.0
2021-04-14,4255,1858,2397,0.0
2021-04-15,4259,1859,2400,4.0
2021-04-16,4260,1860,2400,1.0
2021-04-19,4263,1861,2402,3.0
2021-04-20,4267,1863,2404,4.0
2021-04-21,4272,1866,2406,5.0
2021-04-22,4273,1867,2406,1.0
2021-04-23,4273,1867,2406,0.0
2021-04-26,4276,1868,2408,3.0
2021-04-27,4279,1869,2410,3.0
2021-04-28,4282,1871,2411,3.0
2021-04-29,4285,1872,2413,3.0
2021-04-30,4287,1873,2414,2.0
2021-05-06,4290,1876,2414,3.0
2021-05-07,4291,1877,2414,1.0
2021-05-10,4292,1877,2415,1.0
2021-05-11,4295,1879,2416,3.0
2021-05-12,4298,1880,2418,3.0
2021-05-13,4302,1883,2419,4.0
2021-05-14,4302,1883,2419,0.0
2021-05-17,4304,1885,2419,2.0
2021-05-18,4307,1887,2420,3.0
2021-05-19,4308,1888,2420,1.0
2021-05-20,4310,1889,2421,2.0
2021-05-21,4312,1891,2421,2.0
2021-05-24,4313,1891,2422,1.0
2021-05-25,4317,1893,2424,4.0
2021-05-26,4319,1894,2425,2.0
2021-05-27,4320,1895,2425,1.0
2021-05-28,4325,1898,2427,5.0
2021-05-31,4325,1899,2426,0.0
2021-06-01,4326,1898,2428,1.0
2021-06-02,4328,1898,2430,2.0
2021-06-03,4330,1899,2431,2.0
2021-06-04,4330,1899,2431,0.0
2021-06-07,4334,1901,2433,4.0
2021-06-08,4336,1903,2433,2.0
2021-06-09,4338,1905,2433,2.0
2021-06-10,4339,1906,2433,1.0
2021-06-11,4341,1907,2434,2.0
2021-06-15,4344,1910,2434,3.0
2021-06-16,4347,1912,2435,3.0
2021-06-17,4350,1913,2437,3.0
2021-06-18,4354,1915,2439,4.0
2021-06-21,4355,1916,2439,1.0
2021-06-22,4357,1917,2440,2.0
2021-06-23,4360,1919,2441,3.0
2021-06-24,4361,1919,2442,1.0
2021-06-25,4364,1921,2443,3.0
2021-06-28,4367,1923,2444,3.0
2021-06-29,4368,1923,2445,1.0
2021-06-30,4373,1926,2447,5.0
2021-07-01,4374,1927,2447,1.0
2021-07-02,4375,1927,2448,1.0
2021-07-05,4377,1928,2449,2.0
2021-07-06,4380,1929,2451,3.0
2021-07-07,4384,1931,2453,4.0
2021-07-08,4386,1932,2454,2.0
2021-07-09,4389,1935,2454,3.0
2021-07-12,4390,1936,2454,1.0
2021-07-13,4392,1938,2454,2.0
2021-07-14,4392,1938,2454,0.0
2021-07-15,4394,1939,2455,2.0
2021-07-16,4396,1940,2456,2.0
2021-07-19,4397,1940,2457,1.0
2021-07-20,4400,1942,2458,3.0
2021-07-21,4398,1940,2458,-2.0
2021-07-22,4402,1942,2460,4.0
2021-07-23,4403,1943,2460,1.0
2021-07-26,4406,1945,2461,3.0
2021-07-27,4407,1946,2461,1.0
2021-07-28,4410,1947,2463,3.0
2021-07-29,4413,1948,2465,3.0
2021-07-30,4416,1950,2466,3.0
2021-08-02,4418,1952,2466,2.0
2021-08-03,4419,1952,2467,1.0
2021-08-04,4422,1953,2469,3.0
2021-08-05,4426,1954,2472,4.0
2021-08-06,4427,1955,2472,1.0
2021-08-09,4427,1955,2472,0.0
2021-08-10,4428,1956,2472,1.0
2021-08-11,4431,1957,2474,3.0
2021-08-12,4434,1958,2476,3.0
2021-08-13,4437,1959,2478,3.0
2021-08-16,4440,1961,2479,3.0
2021-08-17,4442,1962,2480,2.0
2021-08-18,4444,1963,2481,2.0
2021-08-19,4446,1965,2481,2.0
2021-08-20,4447,1966,2481,1.0
2021-08-23,4449,1967,2482,2.0
2021-08-24,4452,1968,2484,3.0
2021-08-25,4452,1968,2484,0.0
2021-08-26,4453,1969,2484,1.0
2021-08-27,4454,1969,2485,1.0
2021-08-30,4454,1969,2485,0.0
2021-08-31,4455,1970,2485,1.0
2021-09-01,4457,1971,2486,2.0
2021-09-02,4457,1971,2486,0.0
2021-09-03,4457,1971,2486,0.0
2021-09-06,4460,1972,2488,3.0
2021-09-07,4462,1973,2489,2.0
2021-09-08,4464,1974,2490,2.0
2021-09-09,4468,1976,2492,4.0
2021-09-10,4469,1977,2492,1.0
2021-09-13,4472,1977,2495,3.0
2021-09-14,4475,1978,2497,3.0
2021-09-15,4476,1979,2497,1.0
2021-09-16,4479,1981,2498,3.0
2021-09-17,4481,1983,2498,2.0
2021-09-22,4483,1983,2500,2.0
2021-09-23,4484,1983,2501,1.0
2021-09-24,4486,1983,2503,2.0
2021-09-27,4487,1983,2504,1.0
2021-09-28,4489,1984,2505,2.0
2021-09-29,4492,1984,2508,3.0
2021-09-30,4494,1984,2510,2.0
2021-10-08,4494,1984,2510,0.0
2021-10-11,4495,1984,2511,1.0
2021-10-12,4495,1984,2511,0.0
2021-10-13,4496,1985,2511,1.0
2021-10-14,4497,1985,2512,1.0
2021-10-15,4499,1986,2513,2.0
2021-10-18,4502,1987,2515,3.0
2021-10-19,4505,1988,2517,3.0
2021-10-20,4508,1989,2519,3.0
2021-10-21,4511,1990,2521,3.0
2021-10-22,4511,1990,2521,0.0
2021-10-25,4514,1992,2522,3.0
2021-10-26,4517,1994,2523,3.0
2021-10-27,4522,1997,2525,5.0
2021-10-28,4524,1998,2526,2.0
2021-10-29,4525,1998,2527,1.0
2021-11-01,4527,1998,2529,2.0
2021-11-02,4529,1998,2531,2.0
2021-11-03,4530,1998,2532,1.0
2021-11-04,4530,1998,2532,0.0
2021-11-05,4530,1998,2532,0.0
2021-11-08,4530,1998,2532,0.0
2021-11-09,4530,1998,2532,0.0
2021-11-10,4533,1999,2534,3.0
2021-11-11,4535,2000,2535,2.0
2021-11-12,4538,2001,2537,3.0
2021-11-15,4540,2003,2537,2.0
2021-11-16,4543,2005,2538,3.0
2021-11-17,4545,2006,2539,2.0
2021-11-18,4548,2008,2540,3.0
2021-11-19,4549,2008,2541,1.0
2021-11-22,4552,2009,2543,3.0
2021-11-23,4552,2009,2543,0.0
2021-11-24,4553,2009,2544,1.0
2021-11-25,4553,2009,2544,0.0
2021-11-26,4556,2011,2545,3.0
2021-11-29,4557,2012,2545,1.0
2021-11-30,4558,2012,2546,1.0
2021-12-01,4560,2014,2546,2.0
2021-12-02,4561,2014,2547,1.0
2021-12-03,4562,2014,2548,1.0
2021-12-06,4565,2015,2550,3.0
2021-12-07,4568,2015,2553,3.0
2021-12-08,4569,2015,2554,1.0
2021-12-09,4570,2015,2555,1.0
2021-12-10,4573,2017,2556,3.0
2021-12-13,4573,2017,2556,0.0
2021-12-14,4574,2018,2556,1.0
2021-12-15,4578,2020,2558,4.0
2021-12-16,4580,2021,2559,2.0
2021-12-17,4581,2021,2560,1.0
2021-12-20,4583,2022,2561,2.0
2021-12-21,4583,2022,2561,0.0
2021-12-22,4587,2023,2564,4.0
2021-12-23,4590,2024,2566,3.0
2021-12-24,4594,2026,2568,4.0
2021-12-27,4595,2027,2568,1.0
2021-12-28,4599,2029,2570,4.0
2021-12-29,4599,2029,2570,0.0
2021-12-30,4602,2031,2571,3.0
2021-12-31,4603,2032,2571,1.0
2022-01-04,4603,2032,2571,0.0
2022-01-05,4604,2033,2571,1.0
2022-01-06,4605,2034,2571,1.0
2022-01-07,4607,2035,2572,2.0
2022-01-10,4607,2035,2572,0.0
2022-01-11,4610,2035,2575,3.0
2022-01-12,4612,2037,2575,2.0
2022-01-13,4613,2037,2576,1.0
2022-01-14,4614,2038,2576,1.0
2022-01-17,4617,2038,2579,3.0
2022-01-18,4619,2039,2580,2.0
2022-01-19,4619,2039,2580,0.0
2022-01-20,4620,2039,2581,1.0
2022-01-21,4621,2040,2581,1.0
2022-01-24,4622,2041,2581,1.0
2022-01-25,4624,2042,2582,2.0
2022-01-26,4626,2043,2583,2.0
2022-01-27,4629,2045,2584,3.0
2022-01-28,4632,2045,2587,3.0
2022-02-07,4632,2045,2587,0.0
2022-02-08,4632,2045,2587,0.0
2022-02-09,4633,2046,2587,1.0
2022-02-10,4635,2047,2588,2.0
2022-02-11,4635,2047,2588,0.0
2022-02-14,4635,2047,2588,0.0
2022-02-15,4636,2048,2588,1.0
2022-02-16,4639,2050,2589,3.0
2022-02-17,4639,2050,2589,0.0
2022-02-18,4641,2051,2590,2.0
2022-02-21,4642,2051,2591,1.0
2022-02-22,4644,2052,2592,2.0
2022-02-23,4645,2052,2593,1.0
2022-02-24,4645,2052,2593,0.0
2022-02-25,4645,2052,2593,0.0
2022-02-28,4647,2052,2595,2.0
2022-03-01,4647,2052,2595,0.0
2022-03-02,4647,2052,2595,0.0
2022-03-03,4647,2052,2595,0.0
2022-03-04,4647,2052,2595,0.0
2022-03-07,4649,2053,2596,2.0
2022-03-08,4650,2053,2597,1.0
2022-03-09,4651,2053,2598,1.0
2022-03-10,4652,2054,2598,1.0
2022-03-11,4654,2055,2599,2.0
2022-03-14,4656,2056,2600,2.0
2022-03-15,4659,2058,2601,3.0
2022-03-16,4660,2059,2601,1.0
2022-03-17,4662,2060,2602,2.0
2022-03-18,4665,2062,2603,3.0
2022-03-21,4665,2062,2603,0.0
2022-03-22,4670,2064,2606,5.0
2022-03-23,4672,2065,2607,2.0
2022-03-24,4673,2066,2607,1.0
2022-03-25,4675,2067,2608,2.0
2022-03-28,4676,2067,2609,1.0
2022-03-29,4679,2067,2612,3.0
2022-03-30,4680,2068,2612,1.0
2022-03-31,4681,2069,2612,1.0
2022-04-01,4682,2070,2612,1.0
2022-04-06,4683,2071,2612,1.0
2022-04-07,4685,2071,2614,2.0
2022-04-08,4686,2072,2614,1.0
2022-04-11,4687,2072,2615,1.0
2022-04-12,4690,2074,2616,3.0
2022-04-13,4692,2074,2618,2.0
2022-04-14,4692,2074,2618,0.0
2022-04-15,4693,2075,2618,1.0
2022-04-18,4693,2075,2618,0.0
2022-04-19,4698,2077,2621,5.0
2022-04-20,4701,2079,2622,3.0
2022-04-21,4704,2080,2624,3.0
2022-04-22,4708,2082,2626,4.0
2022-04-25,4709,2083,2626,1.0
2022-04-26,4710,2083,2627,1.0
2022-04-27,4710,2083,2627,0.0
2022-04-28,4710,2084,2626,0.0
2022-04-29,4714,2086,2628,4.0
2022-05-05,4714,2086,2628,0.0
2022-05-06,4715,2087,2628,1.0
2022-05-09,4715,2087,2628,0.0
2022-05-10,4715,2087,2628,0.0
2022-05-11,4715,2087,2628,0.0
2022-05-12,4717,2088,2629,2.0
2022-05-13,4717,2088,2629,0.0
2022-05-16,4717,2088,2629,0.0
2022-05-17,4718,2088,2630,1.0
2022-05-18,4719,2088,2631,1.0
2022-05-19,4719,2088,2631,0.0
2022-05-20,4722,2090,2632,3.0
2022-05-23,4721,2090,2631,-1.0
2022-05-24,4720,2088,2632,-1.0
2022-05-25,4721,2089,2632,1.0
2022-05-26,4723,2090,2633,2.0
2022-05-27,4724,2091,2633,1.0
2022-05-30,4724,2091,2633,0.0
2022-05-31,4724,2091,2633,0.0
2022-06-01,4724,2091,2633,0.0
2022-06-02,4724,2091,2633,0.0
2022-06-06,4729,2093,2636,5.0
2022-06-07,4729,2093,2636,0.0
2022-06-08,4733,2095,2638,4.0
2022-06-09,4733,2095,2638,0.0
2022-06-10,4733,2095,2638,0.0
2022-06-13,4733,2095,2638,0.0
2022-06-14,4732,2093,2639,-1.0
2022-06-15,4732,2093,2639,0.0
2022-06-16,4732,2093,2639,0.0
2022-06-17,4732,2093,2639,0.0
2022-06-20,4732,2093,2639,0.0
2022-06-21,4729,2090,2639,-3.0
2022-06-22,4727,2088,2639,-2.0
2022-06-23,4726,2087,2639,-1.0
2022-06-24,4728,2088,2640,2.0
2022-06-27,4724,2088,2636,-4.0
2022-06-28,4721,2088,2633,-3.0
2022-06-29,4721,2089,2632,0.0
2022-06-30,4719,2088,2631,-2.0
2022-07-01,4721,2089,2632,2.0
2022-07-04,4718,2089,2629,-3.0
2022-07-05,4720,2089,2631,2.0
2022-07-06,4722,2090,2632,2.0
2022-07-07,4722,2089,2633,0.0
2022-07-08,4725,2090,2635,3.0
2022-07-11,4726,2090,2636,1.0
2022-07-12,4727,2091,2636,1.0
2022-07-13,4727,2091,2636,0.0
2022-07-14,4727,2091,2636,0.0
2022-07-15,4730,2093,2637,3.0
2022-07-18,4730,2093,2637,0.0
2022-07-19,4730,2093,2637,0.0
2022-07-20,4730,2093,2637,0.0
2022-07-21,4730,2093,2637,0.0
2022-07-22,4732,2095,2637,2.0
2022-07-25,4734,2096,2638,2.0
2022-07-26,4735,2096,2639,1.0
2022-07-27,4736,2096,2640,1.0
2022-07-28,4737,2097,2640,1.0
2022-07-29,4740,2099,2641,3.0
2022-08-01,4741,2099,2642,1.0
2022-08-02,4743,2100,2643,2.0
2022-08-03,4743,2100,2643,0.0
2022-08-04,4744,2100,2644,1.0
2022-08-05,4749,2102,2647,5.0
2022-08-08,4752,2102,2650,3.0
2022-08-09,4753,2103,2650,1.0
2022-08-10,4755,2103,2652,2.0
2022-08-11,4757,2104,2653,2.0
2022-08-12,4759,2105,2654,2.0
2022-08-15,4760,2105,2655,1.0
2022-08-16,4762,2106,2656,2.0
2022-08-17,4764,2107,2657,2.0
2022-08-18,4770,2110,2660,6.0
2022-08-19,4773,2110,2663,3.0
2022-08-22,4774,2111,2663,1.0
2022-08-23,4775,2112,2663,1.0
2022-08-24,4775,2112,2663,0.0
2022-08-25,4778,2114,2664,3.0
2022-08-26,4780,2115,2665,2.0
2022-08-29,4782,2116,2666,2.0
2022-08-30,4782,2116,2666,0.0
2022-08-31,4787,2118,2669,5.0
2022-09-01,4787,2118,2669,0.0
2022-09-02,4790,2119,2671,3.0
2022-09-05,4791,2119,2672,1.0
2022-09-06,4791,2119,2672,0.0
2022-09-07,4791,2119,2672,0.0
2022-09-08,4794,2119,2675,3.0
2022-09-09,4799,2121,2678,5.0
2022-09-13,4801,2122,2679,2.0
2022-09-14,4802,2122,2680,1.0
2022-09-15,4803,2123,2680,1.0
2022-09-16,4803,2123,2680,0.0
2022-09-19,4808,2125,2683,5.0
2022-09-20,4809,2125,2684,1.0
2022-09-21,4813,2127,2686,4.0
2022-09-22,4814,2127,2687,1.0
2022-09-23,4815,2128,2687,1.0
2022-09-26,4819,2130,2689,4.0
2022-09-27,4821,2132,2689,2.0
2022-09-28,4823,2132,2691,2.0
2022-09-29,4826,2134,2692,3.0
2022-09-30,4829,2134,2695,3.0
2022-10-10,4830,2135,2695,1.0
2022-10-11,4832,2137,2695,2.0
2022-10-12,4834,2138,2696,2.0
2022-10-13,4836,2139,2697,2.0
2022-10-14,4836,2139,2697,0.0
2022-10-17,4836,2139,2697,0.0
2022-10-18,4838,2141,2697,2.0
2022-10-19,4842,2143,2699,4.0
2022-10-20,4842,2143,2699,0.0
2022-10-21,4842,2143,2699,0.0
2022-10-24,4842,2143,2699,0.0
2022-10-25,4845,2144,2701,3.0
2022-10-26,4849,2146,2703,4.0
2022-10-27,4849,2146,2703,0.0
2022-10-28,4850,2147,2703,1.0
2022-10-31,4853,2147,2706,3.0
2022-11-01,4856,2147,2709,3.0
2022-11-02,4856,2147,2709,0.0
2022-11-03,4856,2147,2709,0.0
2022-11-04,4856,2147,2709,0.0
2022-11-07,4858,2148,2710,2.0
2022-11-08,4859,2149,2710,1.0
2022-11-09,4861,2149,2712,2.0
2022-11-10,4862,2150,2712,1.0
2022-11-11,4863,2150,2713,1.0
2022-11-14,4864,2150,2714,1.0
2022-11-15,4864,2150,2714,0.0
2022-11-16,4868,2151,2717,4.0
2022-11-17,4868,2151,2717,0.0
2022-11-18,4871,2153,2718,3.0
2022-11-21,4872,2153,2719,1.0
2022-11-22,4874,2153,2721,2.0
2022-11-23,4874,2153,2721,0.0
2022-11-24,4874,2153,2721,0.0
2022-11-25,4875,2154,2721,1.0
2022-11-28,4875,2154,2721,0.0
2022-11-29,4875,2154,2721,0.0
2022-11-30,4877,2154,2723,2.0
2022-12-01,4878,2154,2724,1.0
2022-12-02,4879,2155,2724,1.0
2022-12-05,4880,2155,2725,1.0
2022-12-06,4880,2155,2725,0.0
2022-12-07,4880,2155,2725,0.0
2022-12-08,4883,2157,2726,3.0
2022-12-09,4885,2159,2726,2.0
2022-12-12,4887,2160,2727,2.0
2022-12-13,4887,2160,2727,0.0
2022-12-14,4887,2160,2727,0.0
2022-12-15,4889,2160,2729,2.0
2022-12-16,4891,2161,2730,2.0
2022-12-19,4891,2161,2730,0.0
2022-12-20,4891,2161,2730,0.0
2022-12-21,4892,2162,2730,1.0
2022-12-22,4893,2163,2730,1.0
2022-12-23,4895,2165,2730,2.0
2022-12-26,4897,2166,2731,2.0
2022-12-27,4899,2166,2733,2.0
2022-12-28,4902,2168,2734,3.0
2022-12-29,4902,2168,2734,0.0
2022-12-30,4905,2169,2736,3.0
2023-01-03,4905,2169,2736,0.0
2023-01-04,4905,2169,2736,0.0
2023-01-05,4905,2169,2736,0.0
2023-01-06,4906,2170,2736,1.0
2023-01-09,4906,2170,2736,0.0
2023-01-10,4906,2170,2736,0.0
2023-01-11,4906,2170,2736,0.0
2023-01-12,4906,2170,2736,0.0
2023-01-13,4906,2170,2736,0.0
2023-01-16,4906,2170,2736,0.0
2023-01-17,4906,2170,2736,0.0
2023-01-18,4907,2171,2736,1.0
