window,density_fraction,network_id,date_t,date_t1,calendar_gap_days,edge_budget_t,edge_budget_t1,node_count_t,node_count_t1,common_node_count,node_jaccard,full_edge_count_t,full_edge_count_t1,full_edge_jaccard,common_node_edge_count_t,common_node_edge_count_t1,common_edge_intersection_count,common_edge_jaccard,forward_edge_retention,backward_edge_retention,symmetric_edge_retention,edge_turnover,lost_edge_count,gained_edge_count,gross_edge_changes,delta_edge_count,node_common_node_count,node_degree_rank_spearman,node_strength_rank_spearman,node_top1pct_degree_hub_retention,node_top1pct_degree_hub_jaccard,node_top1pct_strength_hub_retention,node_top1pct_strength_hub_jaccard,node_top5pct_degree_hub_retention,node_top5pct_degree_hub_jaccard,node_top5pct_strength_hub_retention,node_top5pct_strength_hub_jaccard,community_common_active_node_count,community_active_node_jaccard,community_community_temporal_nmi,community_community_temporal_ari,initial_same_edge_count,initial_cross_edge_count,persistent_same_edge_count,persistent_cross_edge_count,same_industry_edge_retention,cross_industry_edge_retention,same_minus_cross_retention
60,0.01,B0_RAW_POSITIVE,2016-12-30,2017-01-26,27,31101,32057,2499,2537,2436,0.936923076923077,31101,32057,0.28182334794609515,30266,30812,13886,0.29424478725207664,0.4587986519526862,0.45066857068674543,0.4546972723402862,0.7057552127479234,16380,16926,33306,546,2436,0.7930033061130844,0.7939124758047232,0.48,0.3157894736842105,0.44,0.28205128205128205,0.6147540983606558,0.4437869822485207,0.6147540983606558,0.4437869822485207,1243,0.7579268292682927,0.508514626269124,0.3639244149070714,3809,26457,2082,11804,0.5466001575216592,0.44615791661942017,0.10044224090223908
60,0.01,B0_RAW_POSITIVE,2017-01-26,2017-02-28,33,32057,33152,2537,2579,2468,0.93202416918429,32057,33152,0.2721473302249361,30497,31811,13950,0.2884734687125191,0.4574220415122799,0.4385275533620446,0.4477755665404122,0.7115265312874809,16547,17861,34408,1314,2468,0.8577458214562514,0.8589210696182862,0.4,0.25,0.44,0.28205128205128205,0.5806451612903226,0.4090909090909091,0.5806451612903226,0.4090909090909091,1181,0.7910247823174816,0.4706286219549418,0.334281728307268,3530,26967,1911,12039,0.5413597733711049,0.4464345310935588,0.09492524227754606
60,0.01,B0_RAW_POSITIVE,2017-02-28,2017-03-31,31,33152,35348,2579,2663,2512,0.9201465201465201,33152,35348,0.18733966581155098,32017,33823,10808,0.1963948248291903,0.3375706655839085,0.3195458711527659,0.32831105710814096,0.8036051751708098,21209,23015,44224,1806,2512,0.7125774000295658,0.7147394403269653,0.19230769230769232,0.10638297872340426,0.15384615384615385,0.08333333333333333,0.4365079365079365,0.27918781725888325,0.4365079365079365,0.27918781725888325,1157,0.668013856812933,0.4328617250047003,0.2695096306481933,3435,28582,1582,9226,0.46055312954876276,0.3227905674900287,0.13776256205873405
60,0.01,B0_RAW_POSITIVE,2017-03-31,2017-04-28,28,35348,36197,2663,2696,2584,0.9311711711711712,35348,36197,0.15133325823530358,33684,33819,9404,0.16186164994233979,0.27918299489371806,0.27806854135249415,0.27862465371909395,0.8381383500576602,24280,24415,48695,135,2584,0.6508731613335534,0.6515574608384158,0.23076923076923078,0.13043478260869565,0.2692307692307692,0.15555555555555556,0.36923076923076925,0.22641509433962265,0.36923076923076925,0.22641509433962265,1495,0.7129232236528373,0.3996214296108277,0.28414842467583096,3758,29926,1437,7967,0.3823842469398616,0.26622335093229965,0.11616089600756196
60,0.01,B0_RAW_POSITIVE,2017-04-28,2017-05-31,33,36197,36257,2696,2699,2606,0.9343850842595912,36197,36257,0.25093232044198893,34597,34200,14534,0.2678436503694967,0.42009422782322164,0.4249707602339181,0.42251842376847826,0.7321563496305032,20063,19666,39729,-397,2606,0.7921336777254233,0.7932336382120937,0.4074074074074074,0.2558139534883721,0.4074074074074074,0.2558139534883721,0.5954198473282443,0.42391304347826086,0.5725190839694656,0.40106951871657753,1668,0.7927756653992395,0.47820540839597575,0.3132221333303544,3798,30799,1828,12706,0.4813059505002633,0.4125458618786324,0.06876008862163091
60,0.01,B0_RAW_POSITIVE,2017-05-31,2017-06-30,30,36257,37626,2699,2750,2635,0.9363894811656006,36257,37626,0.300047509281906,35011,35448,17052,0.31928398899020727,0.4870469281083088,0.48104265402843605,0.48402617124852754,0.6807160110097927,17959,18396,36355,437,2635,0.820720981375832,0.8221376074570679,0.4444444444444444,0.2857142857142857,0.4444444444444444,0.2857142857142857,0.6287878787878788,0.4585635359116022,0.6287878787878788,0.4585635359116022,1434,0.7587301587301587,0.5679474513405923,0.41196657395428926,3328,31683,1737,15315,0.5219350961538461,0.48338225546823216,0.03855284068561399
60,0.01,B0_RAW_POSITIVE,2017-06-30,2017-07-31,31,37626,38606,2750,2783,2661,0.9265320334261838,37626,38606,0.20597354932607734,35889,36542,13020,0.21915133561125044,0.3627852545348157,0.35630233703683434,0.35951457248967983,0.7808486643887496,22869,23522,46391,653,2661,0.7424467702548959,0.7441754205376708,0.4444444444444444,0.2857142857142857,0.48148148148148145,0.3170731707317073,0.5671641791044776,0.3958333333333333,0.5746268656716418,0.4031413612565445,1175,0.6863317757009346,0.4227673256711758,0.30548042794875446,3138,32751,1362,11658,0.4340344168260038,0.3559585966840707,0.0780758201419331
60,0.01,B0_RAW_POSITIVE,2017-07-31,2017-08-31,31,38606,40066,2783,2834,2726,0.9429263230716015,38606,40066,0.21390547609128363,37463,36678,13863,0.22998440558744485,0.3700451111763607,0.377964992638639,0.37396312431717943,0.7700155944125552,23600,22815,46415,-785,2726,0.7443145114993504,0.7465799220361136,0.5357142857142857,0.36585365853658536,0.5,0.3333333333333333,0.5474452554744526,0.3768844221105528,0.5474452554744526,0.3768844221105528,1200,0.6964596633778294,0.5087183927327557,0.364328642440806,3461,34002,1676,12187,0.48425310603871713,0.35842009293570964,0.12583301310300748
60,0.01,B0_RAW_POSITIVE,2017-08-31,2017-09-29,29,40066,41851,2834,2897,2787,0.946671195652174,40066,41851,0.28356314634910684,38911,39974,18097,0.2977067842337303,0.4650869933951839,0.4527192675238905,0.4588198009761045,0.7022932157662697,20814,21877,42691,1063,2787,0.8083827669855896,0.809555359654124,0.42857142857142855,0.2727272727272727,0.5,0.3333333333333333,0.6357142857142857,0.46596858638743455,0.65,0.48148148148148145,1488,0.7553299492385787,0.5209154612471695,0.35887494085303623,4501,34410,2798,15299,0.6216396356365252,0.44460912525428653,0.17703051038223871
60,0.01,B0_RAW_POSITIVE,2017-09-29,2017-10-31,32,41851,43133,2897,2941,2835,0.9440559440559441,41851,43133,0.22171906671841982,40610,42125,15423,0.2291270501545044,0.37978330460477716,0.36612462908011867,0.3728289115851816,0.7708729498454956,25187,26702,51889,1515,2835,0.7044103382635106,0.7061136968815852,0.3793103448275862,0.23404255319148937,0.3793103448275862,0.23404255319148937,0.5070422535211268,0.33962264150943394,0.5,0.3333333333333333,1781,0.7594882729211088,0.4548560634200302,0.3225745858578248,5565,35045,3372,12051,0.6059299191374663,0.3438721643601084,0.2620577547773579
60,0.01,B0_RAW_POSITIVE,2017-10-31,2017-11-30,30,43133,43668,2941,2959,2864,0.9433465085638999,43133,43668,0.2343889987058974,41432,42612,16482,0.2439537017850271,0.3978084572311257,0.3867924528301887,0.3922231212222169,0.7560462982149729,24950,26130,51080,1180,2864,0.7722537514402932,0.772919101588599,0.41379310344827586,0.2608695652173913,0.41379310344827586,0.2608695652173913,0.5347222222222222,0.36492890995260663,0.5347222222222222,0.36492890995260663,1928,0.8016632016632017,0.4081169738676859,0.322229307034667,7404,34028,3684,12798,0.49756888168557534,0.3761020336193723,0.12146684806620306
60,0.01,B0_RAW_POSITIVE,2017-11-30,2017-12-29,29,43668,44751,2959,2995,2875,0.9337447223124391,43668,44751,0.24616295294067905,43136,42963,17466,0.2544839945798668,0.40490541543026703,0.40653585643460655,0.40571899789776883,0.7455160054201332,25670,25497,51167,-173,2875,0.8394394648248732,0.8415015433841998,0.3793103448275862,0.23404255319148937,0.3793103448275862,0.23404255319148937,0.5069444444444444,0.3395348837209302,0.5,0.3333333333333333,1666,0.7666820064427059,0.4795212215904746,0.3487384678677763,6418,36718,3085,14381,0.48067933935805546,0.3916607658369192,0.08901857352113624
