analysis_date,window,expected_node_count,actual_node_count,expected_edge_count,expected_degree_sum,raw_degree_sum,residual_degree_sum,node_count_ok,key_unique,raw_degree_sum_ok,residual_degree_sum_ok,degree_nonnegative,strength_nonnegative,percentile_valid,degree_percentile_match,percentile_source_copy_ok,max_raw_degree_percentile_diff,max_residual_degree_percentile_diff,raw_strength_float32_rank_diff,residual_strength_float32_rank_diff,raw_degree_source_copy_diff,raw_strength_source_copy_diff,residual_degree_source_copy_diff,residual_strength_source_copy_diff,raw_isolated_share,residual_isolated_share,mean_delta_degree_percentile,mean_delta_strength_percentile,median_abs_delta_degree_percentile,median_abs_delta_strength_percentile,qa_pass,qa_errors
2016-02-29,60,2241,2241,24958,49916,49916,49916,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9789023692217143e-08,2.9789023692217143e-08,0.0,0.0,0.0,0.0,0.46229361892012494,0.036590807675145026,8.411409598490534e-10,-1.5177108623363353e-09,0.19656401872634888,0.2032574564218521,True,
2016-03-31,60,2290,2290,26045,52090,52090,52090,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9776294208083698e-08,2.9776294208083698e-08,0.0,0.0,0.0,0.0,0.49563318777292575,0.02052401746724891,-1.9724517409978475e-10,-2.3437606976021846e-09,0.22969432175159454,0.2312227264046669,True,
2016-04-29,60,2246,2246,25028,50056,50056,50056,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9775784282648488e-08,2.9775784282648488e-08,0.0,0.0,0.0,0.0,0.4772929652715939,0.006233303650934996,1.6770855534426993e-09,-9.516408320313994e-11,0.22684770822525024,0.226179838180542,True,
2016-05-31,60,2265,2265,25417,50834,50834,50834,True,True,True,True,True,True,True,True,True,0.0,0.0,0.00022076818327243508,0.00022076960431027803,0.0,0.0,0.0,0.0,0.46225165562913906,0.0013245033112582781,-4.988794870855529e-09,3.90055574986582e-10,0.2220750544220209,0.21898454427719116,True,
2016-06-30,60,2284,2284,25884,51768,51768,51768,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9750129137973147e-08,0.00021890938386404102,0.0,0.0,0.0,0.0,0.46190893169877406,0.0013134851138353765,3.304788369796322e-09,-5.428297624592189e-10,0.2086251974105835,0.20818737894296646,True,
2016-07-29,60,2332,2332,27072,54144,54144,54144,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0002144059840443191,0.00021443420168054672,0.0,0.0,0.0,0.0,0.42538593481989706,0.004288164665523156,-6.393856955228907e-10,6.799213907730927e-10,0.2105488833039999,0.21312178671360016,True,
2016-08-31,60,2409,2409,28881,57762,57762,57762,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9789951172531914e-08,2.9789951172531914e-08,0.0,0.0,0.0,0.0,0.32004981320049813,0.0008302200083022001,1.314782756722879e-09,2.314147163273735e-09,0.19364884495735168,0.19427144527435303,True,
2016-09-30,60,2429,2429,29342,58684,58684,58684,True,True,True,True,True,True,True,True,True,0.0,0.0,0.00020584531554768137,0.00020586018603541145,0.0,0.0,0.0,0.0,0.31659118979003703,0.0008233841086867024,-1.9559116030289047e-10,-1.6758726053200617e-09,0.1844380497932434,0.1786743402481079,True,
2016-10-31,60,2451,2451,29911,59822,59822,59822,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9790163114107315e-08,2.9790163114107315e-08,0.0,0.0,0.0,0.0,0.32354141166870665,0.0004079967360261118,4.772149499084744e-10,1.8577410766162565e-09,0.19094246625900269,0.19257444143295288,True,
2016-11-30,60,2460,2460,30101,60202,60202,60202,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9753863373116474e-08,2.9753863373116474e-08,0.0,0.0,0.0,0.0,0.28495934959349595,0.0004065040650406504,8.82165495124532e-10,5.518251886152155e-10,0.1825203150510788,0.18150406330823898,True,
2016-12-30,60,2499,2499,31101,62202,62202,62202,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9790396705031696e-08,2.9790396705031696e-08,0.0,0.0,0.0,0.0,0.3865546218487395,0.0,7.811332998775683e-10,-3.785827197507173e-10,0.1860744310542941,0.190876305103302,True,
2017-01-26,60,2537,2537,32057,64114,64114,64114,True,True,True,True,True,True,True,True,True,0.0,0.0,2.979057533991636e-08,2.979057533991636e-08,0.0,0.0,0.0,0.0,0.4359479700433583,0.00039416633819471815,-4.491190234060404e-09,-3.022393215393334e-09,0.19747734256088734,0.20122189819812775,True,
2017-02-28,60,2579,2579,33152,66304,66304,66304,True,True,True,True,True,True,True,True,True,0.0,0.0,2.976765511863988e-08,2.97907666313435e-08,0.0,0.0,0.0,0.0,0.4846839860411012,0.0007754943776657619,7.377815378317772e-09,3.4767961741279567e-09,0.2060876227915287,0.21015894412994385,True,
2017-03-31,60,2663,2663,35348,70696,70696,70696,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9791131117562486e-08,0.00018775836332732276,0.0,0.0,0.0,0.0,0.37176117161096506,0.0007510326699211416,3.7920006931701016e-09,1.0609400846480966e-09,0.21498309075832367,0.21686068177223206,True,
2017-04-28,60,2696,2696,36197,72394,72394,72394,True,True,True,True,True,True,True,True,True,0.0,0.0,2.971388823880261e-08,2.971388823880261e-08,0.0,0.0,0.0,0.0,0.23998516320474778,0.002967359050445104,1.7375936759331813e-10,-5.028831001470634e-10,0.17433235049247742,0.17507420480251312,True,
2017-05-31,60,2699,2699,36257,72514,72514,72514,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9791280442559298e-08,0.00018527579334060018,0.0,0.0,0.0,0.0,0.3160429788810671,0.001852537977028529,-3.583642311474269e-09,-8.745598611941201e-10,0.17562061548233032,0.17117449641227722,True,
2017-06-30,60,2750,2750,37626,75252,75252,75252,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9780647947674765e-08,2.9780647947674765e-08,0.0,0.0,0.0,0.0,0.42218181818181816,0.0061818181818181816,-2.4267726323821327e-09,-1.7504631118340927e-09,0.17581818997859955,0.1727272868156433,True,
2017-07-31,60,2783,2783,38606,77212,77212,77212,True,True,True,True,True,True,True,True,True,0.0,0.0,2.979161373151129e-08,2.979161373151129e-08,0.0,0.0,0.0,0.0,0.4962270930650377,0.001437297879985627,-1.7117193565067096e-09,1.3477907543168666e-09,0.19295722246170044,0.19151993840932846,True,
2017-08-31,60,2834,2834,40066,80132,80132,80132,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9781290433739116e-08,2.9781290433739116e-08,0.0,0.0,0.0,0.0,0.43330980945659847,0.004234297812279464,1.3723370047968379e-09,3.171228950260892e-09,0.1838391125202179,0.1852505225688219,True,
2017-09-29,60,2897,2897,41851,83702,83702,83702,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9792035061149136e-08,2.9792035061149136e-08,0.0,0.0,0.0,0.0,0.32930617880566104,0.0037970314118053157,8.653391578257557e-10,1.2885653122894345e-09,0.162236750125885,0.1618916392326355,True,
2017-10-31,60,2941,2941,43133,86266,86266,86266,True,True,True,True,True,True,True,True,True,0.0,0.0,2.979218893806035e-08,2.979218893806035e-08,0.0,0.0,0.0,0.0,0.22101326079564773,0.00034002040122407346,-2.9817918319963185e-09,3.5961686460309516e-10,0.15997958183288574,0.1591295301914215,True,
2017-11-30,60,2959,2959,43668,87336,87336,87336,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9792250666460518e-08,2.9792250666460518e-08,0.0,0.0,0.0,0.0,0.27171341669482935,0.001013856032443393,3.2071653978874572e-09,6.001939648971964e-10,0.1677931547164917,0.1688070446252823,True,
2017-12-29,60,2995,2995,44751,89502,89502,89502,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9792371680770202e-08,0.0001669732079482289,0.0,0.0,0.0,0.0,0.4013355592654424,0.0,6.690188365458248e-10,1.256245706161991e-09,0.18196994066238403,0.18080133199691772,True,
2018-01-31,60,3026,3026,45680,91360,91360,91360,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9782624921814715e-08,0.00016522446926747758,0.0,0.0,0.0,0.0,0.34368803701255785,0.00033046926635822867,-3.6335930348880544e-09,-2.136198072512656e-09,0.1756444275379181,0.1749834567308426,True,
2018-02-28,60,2961,2961,43725,87450,87450,87450,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9792257438820968e-08,2.9792257438820968e-08,0.0,0.0,0.0,0.0,0.4393785883147585,0.004390408645727794,3.5012664876649284e-09,6.360577766011995e-10,0.19571090675890446,0.1948665976524353,True,
2018-03-30,60,3008,3008,45124,90248,90248,90248,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9168230386567018e-08,2.9168230386567018e-08,0.0,0.0,0.0,0.0,0.3986037234042553,0.0029920212765957447,-4.307908734227431e-09,-2.3827213110362597e-09,0.19780585705302656,0.1951462726574391,True,
2018-04-27,60,3025,3025,45637,91274,91274,91274,True,True,True,True,True,True,True,True,True,0.0,0.0,2.979247037959709e-08,2.979247037959709e-08,0.0,0.0,0.0,0.0,0.3381818181818182,0.003305785123966942,-1.4600213155273564e-09,9.391733930130635e-10,0.20495867729187012,0.20132231712341309,True,
2018-05-31,60,3097,3097,47832,95664,95664,95664,True,True,True,True,True,True,True,True,True,0.0,0.0,2.979269941860707e-08,2.979269941860707e-08,0.0,0.0,0.0,0.0,0.2986761381982564,0.0,1.0748024853075708e-09,-1.4968691102036901e-09,0.20277684926986694,0.20180821418762207,True,
2018-06-29,60,3080,3080,47343,94686,94686,94686,True,True,True,True,True,True,True,True,True,0.0,0.0,2.972491375263786e-08,2.972491375263786e-08,0.0,0.0,0.0,0.0,0.42175324675324677,0.000974025974025974,1.153758993106229e-10,-3.906905759948415e-10,0.1983766257762909,0.20064935833215714,True,
2018-07-31,60,3166,3166,50065,100130,100130,100130,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9783495891777534e-08,2.9783495891777534e-08,0.0,0.0,0.0,0.0,0.4583070120025268,0.0003158559696778269,-5.110875313333221e-09,-1.0225685067423068e-09,0.19867339730262756,0.20056855026632547,True,
2018-08-31,60,3263,3263,53204,106408,106408,106408,True,True,True,True,True,True,True,True,True,0.0,0.0,2.979318902696093e-08,2.979318902696093e-08,0.0,0.0,0.0,0.0,0.49433037082439474,0.0009193993257738277,1.4134846545511543e-09,8.876712886040612e-10,0.20946979522705078,0.20349371433258057,True,
2018-09-28,60,3334,3334,55549,111098,111098,111098,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9784444577352076e-08,2.9784444577352076e-08,0.0,0.0,0.0,0.0,0.34343131373725255,0.00029994001199760045,-2.4866927292222523e-09,-1.397228285214396e-10,0.19496101140975952,0.19181162863969803,True,
2018-10-31,60,3359,3359,56379,112758,112758,112758,True,True,True,True,True,True,True,True,True,0.0,0.0,2.979345004039402e-08,2.979345004039402e-08,0.0,0.0,0.0,0.0,0.5111640369157487,0.00029770765108663293,4.849075923370761e-09,2.459962496017728e-09,0.2048228606581688,0.20571598038077354,True,
2018-11-30,60,3374,3374,56889,113778,113778,113778,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9784656518927477e-08,2.9784656518927477e-08,0.0,0.0,0.0,0.0,0.45050385299347956,0.0005927682276229994,2.961465702450127e-09,2.078154959583961e-09,0.2215471265371889,0.22213989484589547,True,
2018-12-28,60,3426,3426,58655,117310,117310,117310,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9784924637787924e-08,2.9784924637787924e-08,0.0,0.0,0.0,0.0,0.45213076474022185,0.0002918855808523059,-1.6522412751059189e-09,4.490111099302734e-10,0.23124635219573975,0.2337273806333542,True,
2019-01-31,60,3492,3492,60937,121874,121874,121874,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9768184584000323e-08,0.000143192034270212,0.0,0.0,0.0,0.0,0.30097365406643756,0.0,1.891848992850772e-09,-1.9711761000349622e-10,0.20604239404201508,0.20718786120414734,True,
2019-02-28,60,3522,3522,61991,123982,123982,123982,True,True,True,True,True,True,True,True,True,0.0,0.0,2.978539881404174e-08,2.978539881404174e-08,0.0,0.0,0.0,0.0,0.28421351504826803,0.0,3.4235921582076984e-09,6.983266621912697e-10,0.20797842741012573,0.20954002439975739,True,
2019-03-29,60,3517,3517,61817,123634,123634,123634,True,True,True,True,True,True,True,True,True,0.0,0.0,2.979384861045986e-08,0.00014219393877945574,0.0,0.0,0.0,0.0,0.28234290588569805,0.0011373329542223485,2.4682563883966094e-09,1.9020350363432835e-09,0.2163776159286499,0.21467161178588867,True,
2019-04-30,60,3515,3515,61735,123470,123470,123470,True,True,True,True,True,True,True,True,True,0.0,0.0,0.00014226974159015082,2.9793843725478553e-08,0.0,0.0,0.0,0.0,0.25433854907539116,0.0008534850640113798,-6.278644277479706e-10,-1.4268080432333615e-09,0.22588905692100525,0.22418206930160522,True,
2019-05-31,60,3512,3512,61618,123236,123236,123236,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9734435580408558e-08,2.9734435580408558e-08,0.0,0.0,0.0,0.0,0.3351366742596811,0.0,2.7509417877042485e-10,-1.9805024034324567e-10,0.21590262651443481,0.2172551155090332,True,
2019-06-28,60,3528,3528,62184,124368,124368,124368,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9734743445253287e-08,2.9734743445253287e-08,0.0,0.0,0.0,0.0,0.3656462585034014,0.0002834467120181406,3.770587671771983e-09,2.265058401359621e-09,0.21045918762683868,0.2129393294453621,True,
2019-07-31,60,3548,3548,62916,125832,125832,125832,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9768723375234174e-08,2.9768723375234174e-08,0.0,0.0,0.0,0.0,0.38190529875986473,0.0,2.841724911253173e-10,-1.9509820010315675e-09,0.19419389963150024,0.1982807293534279,True,
2019-08-30,60,3566,3566,63555,127110,127110,127110,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9785607646992673e-08,0.00014022669629037976,0.0,0.0,0.0,0.0,0.4248457655636568,0.0,-2.1225555768039076e-10,-5.52262730094167e-10,0.20078521966934204,0.2009253976866603,True,
2019-09-30,60,3588,3588,64340,128680,128680,128680,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9769097964482683e-08,2.9769097964482683e-08,0.0,0.0,0.0,0.0,0.4333890746934225,0.0002787068004459309,-1.6332131970378933e-09,5.321507238333374e-10,0.1927257478237152,0.19439798966050148,True,
2019-10-31,60,3628,3628,65783,131566,131566,131566,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9769464227058506e-08,2.9769464227058506e-08,0.0,0.0,0.0,0.0,0.37679162072767364,0.0,-4.95727758242645e-10,-2.4663731471205167e-09,0.183434396982193,0.18701764720026404,True,
2019-11-29,60,3638,3638,66142,132284,132284,132284,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9785938493454012e-08,2.9785938493454012e-08,0.0,0.0,0.0,0.0,0.34084661902144037,0.0,2.0652199691389866e-09,1.4038318220306845e-10,0.16643762588500977,0.16994229500414804,True,
2019-12-31,60,3641,3641,66254,132508,132508,132508,True,True,True,True,True,True,True,True,True,0.0,0.0,2.979413715742396e-08,2.979413715742396e-08,0.0,0.0,0.0,0.0,0.30348805273276575,0.00027464982147761604,1.9516592266729197e-10,-1.2073173722013343e-10,0.1592969000339508,0.15655040740966797,True,
2020-01-23,60,3663,3663,67055,134110,134110,134110,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9794186340303952e-08,2.9794186340303952e-08,0.0,0.0,0.0,0.0,0.3327873327873328,0.001092001092001092,2.8622977653227963e-09,1.4692547988149595e-09,0.16461914777755737,0.16243515815585852,True,
2020-02-28,60,3697,3697,68314,136628,136628,136628,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9794261169335812e-08,2.9794261169335812e-08,0.0,0.0,0.0,0.0,0.48931566134703813,0.053827427644035704,3.79330682406272e-09,1.4656301701684756e-09,0.1618880182504654,0.15444952249526978,True,
2020-03-31,60,3718,3718,69094,138188,138188,138188,True,True,True,True,True,True,True,True,True,0.0,0.0,2.978629098926433e-08,2.978629098926433e-08,0.0,0.0,0.0,0.0,0.3827326519634212,0.023130715438407747,-2.782445174510149e-09,-2.264431434783197e-09,0.15277031064033508,0.1572081446647644,True,
2020-04-30,60,3744,3744,70054,140108,140108,140108,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9547601698709514e-08,2.9547601698709514e-08,0.0,0.0,0.0,0.0,0.3189102564102564,0.004807692307692308,-1.9000821277244477e-09,-1.4310627061332393e-09,0.17668268084526062,0.17628206312656403,True,
2020-05-29,60,3738,3738,69827,139654,139654,139654,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9786376809504134e-08,2.9786376809504134e-08,0.0,0.0,0.0,0.0,0.32102728731942215,0.0005350454788657035,2.097702570710034e-09,-6.607145672975982e-10,0.18331995606422424,0.1801096871495247,True,
2020-06-30,60,3749,3749,70222,140444,140444,140444,True,True,True,True,True,True,True,True,True,0.0,0.0,2.979437296879439e-08,2.979437296879439e-08,0.0,0.0,0.0,0.0,0.18724993331555081,0.0,-2.76037682643745e-09,-3.1939687822923307e-10,0.18831688165664673,0.18618297576904297,True,
2020-07-31,60,3765,3765,70835,141670,141670,141670,True,True,True,True,True,True,True,True,True,0.0,0.0,2.979440671957434e-08,2.979440671957434e-08,0.0,0.0,0.0,0.0,0.30783532536520586,0.0031872509960159364,1.6370498801607534e-09,-1.3021200618262627e-09,0.14382469654083252,0.14422309398651123,True,
2020-08-31,60,3791,3791,71816,143632,143632,143632,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9794461009480244e-08,2.9794461009480244e-08,0.0,0.0,0.0,0.0,0.25929833816934844,0.0013189132155104195,-4.81537499754198e-10,-1.9257507905800342e-09,0.15404903888702393,0.1522025763988495,True,
2020-09-30,60,3821,3821,72960,145920,145920,145920,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9794522737880413e-08,2.9794522737880413e-08,0.0,0.0,0.0,0.0,0.2530751112274274,0.004449097095001309,2.7138388841696915e-09,7.646667749836195e-10,0.14917561411857605,0.14865219593048096,True,
2020-10-30,60,3864,3864,74612,149224,149224,149224,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9740619855722628e-08,2.9740619855722628e-08,0.0,0.0,0.0,0.0,0.21920289855072464,0.002329192546583851,-4.5071770562395054e-10,3.633459578759922e-10,0.15741463005542755,0.1577380932867527,True,
2020-11-30,60,3936,3936,77425,154850,154850,154850,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9560027092756513e-08,2.9560027092756513e-08,0.0,0.0,0.0,0.0,0.23704268292682926,0.001524390243902439,5.1810142084411e-10,3.3451658787160386e-10,0.15663111209869385,0.1544715315103531,True,
2020-12-31,60,4004,4004,80127,160254,160254,160254,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9772549869910847e-08,2.9772549869910847e-08,0.0,0.0,0.0,0.0,0.2062937062937063,0.0,-7.836955025434852e-10,-3.89579920327062e-10,0.16558441519737244,0.1657717041671276,True,
2021-01-29,60,4030,4030,81174,162348,162348,162348,True,True,True,True,True,True,True,True,True,0.0,0.0,2.978753210758356e-08,2.978753210758356e-08,0.0,0.0,0.0,0.0,0.21836228287841192,0.001488833746898263,4.073091905111119e-11,7.129355192776057e-11,0.14578162878751755,0.1459677405655384,True,
2021-02-26,60,4045,4045,81778,163556,163556,163556,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9794954725659295e-08,0.00012362600109627753,0.0,0.0,0.0,0.0,0.3122373300370828,0.000988875154511743,-8.0060356553317e-10,-2.1034766481302873e-09,0.1449938267469406,0.14660074841231108,True,
2021-03-31,60,4099,4099,83973,167946,167946,167946,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9795051759151647e-08,0.00012200398979089755,0.0,0.0,0.0,0.0,0.26030739204684067,0.0031715052451817514,1.7774424252785772e-09,-1.0069257916692234e-09,0.1378384828567505,0.13710659742355347,True,
2021-04-30,60,4136,4136,85486,170972,170972,170972,True,True,True,True,True,True,True,True,True,0.0,0.0,2.974467760985533e-08,0.00012091407462289094,0.0,0.0,0.0,0.0,0.13781431334622823,0.0007253384912959381,1.1127219085961695e-09,-4.638528529684306e-10,0.16283850371837616,0.16543763130903244,True,
2021-05-31,60,4160,4160,86480,172960,172960,172960,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9343825147520874e-08,2.9343825147520874e-08,0.0,0.0,0.0,0.0,0.05432692307692308,0.0,5.843993186807403e-10,1.4926207278711866e-11,0.14254805445671082,0.14038461446762085,True,
2021-06-30,60,4199,4199,88094,176188,176188,176188,True,True,True,True,True,True,True,True,True,0.0,0.0,0.00011909076161942256,2.979522495394349e-08,0.0,0.0,0.0,0.0,0.01428911645629912,0.0,6.647234475166918e-10,-2.263015156971554e-12,0.12943556904792786,0.1266968548297882,True,
2021-07-30,60,4256,4256,90518,181036,181036,181036,True,True,True,True,True,True,True,True,True,0.0,0.0,0.0001174859086373603,0.00011749375135383655,0.0,0.0,0.0,0.0,0.03477443609022556,0.00046992481203007516,-1.4234344296409447e-09,-9.546275215601562e-12,0.14585289359092712,0.14461935684084892,True,
2021-08-31,60,4309,4309,92800,185600,185600,185600,True,True,True,True,True,True,True,True,True,0.0,0.0,0.00011603695025547145,2.9795406142341108e-08,0.0,0.0,0.0,0.0,0.04246925040612671,0.0,1.468753948354699e-09,9.205969114070094e-12,0.15664887428283691,0.15386399626731873,True,
2021-09-30,60,4360,4360,95013,190026,190026,190026,True,True,True,True,True,True,True,True,True,0.0,0.0,2.974763924079582e-08,0.00011468228943850578,0.0,0.0,0.0,0.0,0.12339449541284404,0.005275229357798165,9.869135608640286e-10,-1.3868375724061913e-10,0.1367546021938324,0.13514910452067852,True,
2021-10-29,60,4398,4398,96678,193356,193356,193356,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9788769673189108e-08,2.9788769673189108e-08,0.0,0.0,0.0,0.0,0.13847203274215553,0.0050022737608003635,2.3636704360750274e-09,-2.367482124647806e-10,0.13699409365653992,0.1356298327445984,True,
2021-11-30,60,4432,4432,98181,196362,196362,196362,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9694732783802635e-08,2.9694732783802635e-08,0.0,0.0,0.0,0.0,0.18231046931407943,0.004512635379061372,8.344498970663504e-10,5.145178980022561e-10,0.12240526080131531,0.12184114009141922,True,
2021-12-31,60,4472,4472,99964,199928,199928,199928,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9749008700896695e-08,2.9749008700896695e-08,0.0,0.0,0.0,0.0,0.09928443649373882,0.0022361359570661895,-4.790938244416163e-10,1.628044326264871e-10,0.14562836289405823,0.14451030641794205,True,
2022-01-28,60,4502,4502,101310,202620,202620,202620,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9789082756082053e-08,2.9789082756082053e-08,0.0,0.0,0.0,0.0,0.19680142159040426,0.0053309640159928924,1.3980182050758337e-09,4.5645563324945653e-10,0.15048864483833313,0.14915594458580017,True,
2022-02-28,60,4532,4532,102663,205326,205326,205326,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9776018539706683e-08,0.00011034119160746592,0.0,0.0,0.0,0.0,0.20542806707855252,0.009708737864077669,-9.24746598801777e-10,-1.5823441801719295e-11,0.16703441739082336,0.1680273562669754,True,
2022-03-31,60,4578,4578,104760,209520,209520,209520,True,True,True,True,True,True,True,True,True,0.0,0.0,2.978930258024093e-08,2.978930258024093e-08,0.0,0.0,0.0,0.0,0.3320227173438183,0.01310615989515072,-2.262190264247296e-10,9.697716717326314e-10,0.15945827588438988,0.15945827774703503,True,
2022-04-29,60,4602,4602,105854,211708,211708,211708,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9789370525890035e-08,2.9789370525890035e-08,0.0,0.0,0.0,0.0,0.3843980877879183,0.007822685788787484,-1.0523418922208797e-11,-1.2972137556030459e-09,0.20371578633785248,0.2055627927184105,True,
2022-05-31,60,4568,4568,104293,208586,208586,208586,True,True,True,True,True,True,True,True,True,0.0,0.0,0.00010948057976367664,2.9750129137973147e-08,0.0,0.0,0.0,0.0,0.3914185639229422,0.0037215411558669,-1.3257278987384302e-10,7.496147715011954e-10,0.2143717110157013,0.21667034178972244,True,
2022-06-30,60,4602,4602,105846,211692,211692,211692,True,True,True,True,True,True,True,True,True,0.0,0.0,0.00010867253017132761,2.9789370525890035e-08,0.0,0.0,0.0,0.0,0.35158626684050415,0.0010864841373315949,-1.0256159496936836e-09,-1.2500986889140703e-09,0.20675790309906006,0.20621469616889954,True,
2022-07-29,60,4643,4643,107744,215488,215488,215488,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9795903633278442e-08,2.9795903633278442e-08,0.0,0.0,0.0,0.0,0.19340943355589058,0.0047383157441309495,6.125908125943725e-10,2.254590940917075e-10,0.14430326223373413,0.14085721969604492,True,
2022-08-31,60,4671,4671,109061,218122,218122,218122,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9795942046995094e-08,0.0001070530811179693,0.0,0.0,0.0,0.0,0.18582744594305287,0.019267822736030827,-3.2639157667427497e-09,-1.1404763705417549e-10,0.13573111593723297,0.13423246145248413,True,
2022-09-30,60,4709,4709,110843,221686,221686,221686,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9795993561343437e-08,2.9795993561343437e-08,0.0,0.0,0.0,0.0,0.2845614780208112,0.04544489275854746,-4.573349589171443e-09,1.5315697638187015e-09,0.1370779275894165,0.13314926624298096,True,
2022-10-31,60,4734,4734,112021,224042,224042,224042,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9789731681439946e-08,2.9789731681439946e-08,0.0,0.0,0.0,0.0,0.3020701309674694,0.03210815378115758,-6.468501532183552e-10,-1.610830004425758e-09,0.1458069086074829,0.14390580356121063,True,
2022-11-30,60,4774,4774,113921,227842,227842,227842,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9789837152627285e-08,0.00010473222776496982,0.0,0.0,0.0,0.0,0.28655215751989943,0.03309593632174277,5.618368275853745e-10,1.9437993576599556e-09,0.16527020931243896,0.16301844269037247,True,
2022-12-30,60,4812,4812,115741,231482,231482,231482,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9777549093168432e-08,2.9777549093168432e-08,0.0,0.0,0.0,0.0,0.22049044056525352,0.03345802161263508,5.643675452158635e-10,2.337983520647336e-10,0.14915835857391357,0.14775562286376953,True,
2023-01-31,60,4838,4838,116993,233986,233986,233986,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9790002242791047e-08,2.9790002242791047e-08,0.0,0.0,0.0,0.0,0.17879288962381149,0.033691608102521704,7.430560434096211e-11,-8.046565444176726e-11,0.14158743619918823,0.14127739146351814,True,
2023-02-28,60,4853,4853,117727,235454,235454,235454,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9796181411079203e-08,2.9796181411079203e-08,0.0,0.0,0.0,0.0,0.18297960024726972,0.01483618380383268,9.088695061567909e-10,5.975970528235319e-10,0.14382857084274292,0.14424067735671997,True,
2023-03-31,60,4884,4884,119238,238476,238476,238476,True,True,True,True,True,True,True,True,True,0.0,0.0,2.977791424552123e-08,2.977791424552123e-08,0.0,0.0,0.0,0.0,0.15274365274365273,0.0028665028665028664,8.703499306283165e-10,-4.785327602370072e-10,0.15090090036392212,0.15069615840911865,True,
2023-04-28,60,4896,4896,119821,239642,239642,239642,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9607535978470878e-08,2.9607535978470878e-08,0.0,0.0,0.0,0.0,0.1744281045751634,0.006127450980392157,2.9702075860566564e-09,-2.3406708089549557e-10,0.16104983538389206,0.15895630791783333,True,
2023-05-31,60,4888,4888,119425,238850,238850,238850,True,True,True,True,True,True,True,True,True,0.0,0.0,2.9753546071376036e-08,0.0001023210792416851,0.0,0.0,0.0,0.0,0.15752864157119476,0.008183306055646482,5.685488057799894e-10,5.877925823831324e-10,0.14760640263557434,0.1456116996705532,True,
