qa_name,qa_value
primary_density,0.01
panel_row_count,402
network_row_count,402
unique_analysis_dates,138
window_count,3
duplicate_date_window_count,0
core_network_state_missing_row_count,0
market_state_missing_row_count,0
density_is_primary_for_all_rows,True
future_market_data_used,False
future_network_data_used,False
market_windows_end_at_analysis_date,True
regime_classification_performed,False
network_stress_score_constructed,False
all_formal_qa_pass,True
