trade_date,valid_stock_n,sum_r,sum_r2,positive_n,market_ew_return_1d,market_breadth_1d,cross_sectional_dispersion_1d,market_return_20d,market_vol_20d_ann,market_dispersion_20d,market_breadth_20d,market_return_60d,market_vol_60d_ann,market_dispersion_60d,market_breadth_60d
2015-01-06,2333,42.504990415874175,2.82286503252367,1774,0.01821902718211495,0.7603943420488641,0.029638078868625507,,,,,,,,
2015-01-07,2334,-1.4218195775619773,1.2067561991231184,889,-0.0006091771968988764,0.3808911739502999,0.02273508007162045,,,,,,,,
2015-01-08,2337,-8.308875590321248,1.5511769098674086,893,-0.0035553596877711804,0.3821138211382114,0.025522249463911843,,,,,,,,
2015-01-09,2335,-17.286365297651763,1.022597903474152,568,-0.007403154303062854,0.24325481798715204,0.019578071624478634,,,,,,,,
2015-01-12,2326,-36.43895732656951,2.686894285529289,590,-0.015665931782704003,0.25365434221840066,0.03016830256945007,,,,,,,,
2015-01-13,2328,38.21599980968376,1.8534869184037999,1887,0.016415807478386495,0.8105670103092784,0.022954715447925288,,,,,,,,
2015-01-14,2326,-11.658950226319165,1.2823863780892537,750,-0.005012446356972986,0.32244196044711954,0.02294403209590078,,,,,,,,
2015-01-15,2318,22.147052567858218,1.2209521648636428,1643,0.009554379882596298,0.7088006902502157,0.02087171093542202,,,,,,,,
2015-01-16,2323,31.475227338952397,1.490531862871411,1767,0.013549387575958844,0.7606543263021954,0.021406828028109025,,,,,,,,
2015-01-19,2315,-77.19274587298636,5.916787785969068,373,-0.03334459864923817,0.1611231101511879,0.038008020443910176,,,,,,,,
2015-01-20,2316,89.6931447080143,4.7284734880481585,2269,0.03872760997755367,0.979706390328152,0.02328221414563199,,,,,,,,
2015-01-21,2315,59.960449694715855,2.725152395288739,2097,0.02590084220074119,0.9058315334773218,0.02250637333589847,,,,,,,,
2015-01-22,2310,37.62198292893093,1.8449252274941914,1859,0.016286572696506896,0.8047619047619048,0.023100811580644937,,,,,,,,
2015-01-23,2322,-20.513896315287553,1.6503833276189919,576,-0.008834580669805149,0.24806201550387597,0.025159137244529763,,,,,,,,
2015-01-26,2321,50.410710047120965,2.326286355417043,2078,0.021719392523533377,0.8953037483843171,0.02303853926794595,,,,,,,,
2015-01-27,2326,14.062755003739568,1.6257025865742034,1225,0.006045896390257768,0.5266552020636286,0.02574215092282189,,,,,,,,
2015-01-28,2332,-7.994906378318811,1.4054051524653235,798,-0.0034283475035672435,0.3421955403087479,0.024313798642678304,,,,,,,,
2015-01-29,2337,-12.565218783420217,1.430663833257138,713,-0.005376644751142584,0.30509199828840394,0.02415617986209938,,,,,,,,
2015-01-30,2342,-25.5448240854337,1.9128270919686725,612,-0.01090726903733292,0.26131511528608026,0.026421183745544172,,,,,,,,
2015-02-02,2335,-10.299043369024371,1.9489633437709464,929,-0.004410725211573607,0.39785867237687367,0.028558161563979452,0.06729320721153176,0.2650700686982002,0.025005281993056405,0.5225338857791115,,,,
2015-02-03,2337,44.174360422672784,1.9749370000610955,2041,0.01890216534988138,0.87334189131365,0.022090508242695133,0.06800926997070156,0.2655874173938569,0.024627903461759887,0.5281812632423508,,,,
2015-02-04,2344,-4.241212918096416,1.4872797008644738,770,-0.0018093911766622933,0.32849829351535836,0.025129673831652547,0.06672664897090064,0.2658634039312467,0.024747633149761493,0.5255616192206038,,,,
2015-02-05,2342,-8.895375524516535,1.6372000420224389,703,-0.0037981962102974103,0.3001707941929974,0.026171106381536132,0.06646668451382753,0.2659486561947697,0.024780075995642706,0.5214644678733431,,,,
2015-02-06,2341,-50.11672464484555,2.7394889131475093,351,-0.02140825486751198,0.14993592481845366,0.02668731010922044,0.05141931333790595,0.2778434485653048,0.025135537919879797,0.5167985232149082,,,,
2015-02-09,2332,-15.447518296362587,1.7396813526094834,850,-0.00662415021284845,0.3644939965694683,0.02650331783540088,0.061077318761558974,0.27172196323726994,0.024952288683177337,0.5223405059324616,,,,
2015-02-10,2337,29.296113990704345,1.3875082511591992,1831,0.012535778344332197,0.7834830979888746,0.020898673720591128,0.057026800381200005,0.26954177999050644,0.02484948659681063,0.5209863103164414,,,,
2015-02-11,2343,30.56229899441223,1.4667498562256336,1760,0.013044088345886568,0.7511737089201878,0.021355561417437306,0.07620919219409616,0.27011960377225064,0.024770063062887454,0.5424228977400948,,,,
2015-02-12,2351,23.816121923363987,1.3009478816042521,1654,0.010130209240052737,0.7035304125903871,0.02123511326597317,0.07682304010558894,0.2702895241402893,0.024788233179415014,0.5421593838571033,,,,
2015-02-13,2349,41.1746845154777,1.7079340397042484,2049,0.017528601326299575,0.8722860791826309,0.02049431102863547,0.08105066739282019,0.27254407708671397,0.024742607329441335,0.5477409715011251,,,,
2015-02-16,2345,46.46537784351895,2.1637324182269877,2068,0.01981466006120211,0.8818763326226012,0.02302836905682605,0.14050086239170567,0.239090748798408,0.02399362476008713,0.5837786326246958,,,,
2015-02-17,2359,15.077965717954424,1.4599143987139829,1282,0.006391676862210438,0.5434506146672319,0.02404707104823513,0.10499669435954329,0.2070482098609821,0.024031867605217284,0.5619658438416498,,,,
2015-02-25,2378,-2.1898115681550907,1.971474257732999,999,-0.0009208627284083645,0.4201009251471825,0.0287845034814243,0.07610706481189844,0.1926744817318531,0.024345774112493578,0.5376793134251427,,,,
2015-02-26,2382,27.111415313557526,1.5526757215038869,1710,0.01138178644565807,0.7178841309823678,0.022858505862887787,0.07091357384416153,0.18919491116128007,0.02433365882660572,0.5333354247361659,,,,
2015-02-27,2381,28.618866627981163,1.6618604252244482,1589,0.012019683590080286,0.6673666526669466,0.023531408508784886,0.09344575084801288,0.1856119606081231,0.024252272389818474,0.5543006565943195,,,,
2015-03-02,2370,55.69866623140517,3.030796754572265,2045,0.02350154693308235,0.8628691983122363,0.026959249895502628,0.09535301538731389,0.1878932829009881,0.02444830792119631,0.5526789290907155,,,,
2015-03-03,2367,-11.51995632476737,2.3047413837994273,773,-0.0048669017003664435,0.3265737220109844,0.030828753476293172,0.08347148360256362,0.1907739972736786,0.024702638048869872,0.5426748550880832,,,,
2015-03-04,2370,45.65856726341027,2.555584924127363,1905,0.019265218254603488,0.8037974683544303,0.026598040252913322,0.10814390058195955,0.1958592563579276,0.024816850129381625,0.5657549514903673,,,,
2015-03-05,2364,14.445807154777663,2.1467335858361776,1189,0.006110747527401718,0.5029610829103215,0.029514758894277,0.12094239723889433,0.191819348572506,0.025084779080990504,0.5756484057214631,,,,
2015-03-06,2359,-25.49792366063884,2.605436568669222,711,-0.010808784934565002,0.301398897838067,0.031433350977354814,0.12105400963153512,0.1917059047235119,0.025335387442581035,0.5776525948490626,,,,
2015-03-09,2354,34.23453025124543,2.0829767110300965,1783,0.014543130947852775,0.7574341546304163,0.025954776573199948,0.14239644168015309,0.19011709628367765,0.025205218193042063,0.5956313689617397,,,,
2015-03-10,2357,30.40317047770463,1.8544207923345937,1616,0.012899096511542057,0.6856173101400085,0.024912813693248756,0.13566578125631845,0.18617985040021442,0.02534633346556974,0.5862451399030577,,,,
2015-03-11,2358,0.36474180770309106,1.8914090456044363,879,0.00015468270046780792,0.3727735368956743,0.028327383502008346,0.13790035597020522,0.18515240780950695,0.025506218949087535,0.5884589020720734,,,,
2015-03-12,2357,-9.128258610935275,1.6639416428204223,916,-0.0038728292791409733,0.38862961391599493,0.02629166961555226,0.13781510718298007,0.18520788462086052,0.02551224711078834,0.5928818430582232,,,,
2015-03-13,2350,36.82534943792183,1.7733821236055665,1880,0.01567036146294546,0.8,0.022567391973060468,0.18092666011001235,0.15535456160369965,0.02530625120398034,0.6253850468173006,,,,
2015-03-16,2336,76.09810461623547,3.7117785798464586,2308,0.03257624341448436,0.988013698630137,0.022977395096777986,0.22752814526917264,0.1669720535575185,0.0251299550670492,0.656561031920334,,,,
2015-03-17,2341,34.95841302806038,2.266768279388499,1609,0.014933111075634506,0.6873131140538231,0.027305883766982675,0.2304345051867056,0.16760300808049075,0.025450315569368775,0.6517525327235815,,,,
2015-03-18,2341,50.591140894083374,2.5900599048919752,2022,0.021610910249501656,0.8637334472447672,0.025290950542052243,0.2408396922770415,0.17204463075039758,0.02564708502559952,0.6573805196398104,,,,
2015-03-19,2330,20.7601983397177,2.0231728797483557,1262,0.008909956368977553,0.5416309012875536,0.02809387760566969,0.23934073879243623,0.17217181711197904,0.02599002324258435,0.6492855440746689,,,,
2015-03-20,2339,27.831545819557938,2.0723527297905595,1409,0.011898908003231269,0.6023941855493801,0.027289812085612826,0.23248382265947254,0.17042283729637348,0.026329798295433214,0.6357909493930063,,,,
2015-03-23,2330,65.21892124992898,3.7803063644141788,2122,0.027990953326149776,0.9107296137339056,0.028970948150207603,0.24236517617694675,0.1785871127215534,0.026626927250102288,0.6372336134485714,,,,
2015-03-24,2335,15.857513160501616,3.605893203424299,940,0.006791226192934311,0.4025695931477516,0.0387143497433069,0.24285840976190998,0.17845685928683444,0.02736029118485588,0.6301895623725974,,,,
2015-03-25,2339,33.04088171729876,3.5648628070020396,1351,0.014126071704702333,0.5775972637879435,0.036402164734821024,0.26157685588260415,0.17304842332780734,0.02774117424752572,0.6380643793046354,,,,
2015-03-26,2330,-22.9233557180755,3.9152131085859136,831,-0.009838350093594635,0.35665236051502147,0.03980245935357721,0.2351072936506482,0.18926723867048437,0.028588371922060186,0.6200027907812682,,,,
2015-03-27,2328,30.794849407340976,2.370175066247967,1590,0.013228028095936845,0.6829896907216495,0.02904303767549988,0.2365820032206556,0.18942914669996863,0.028863953380395935,0.6207839426840033,,,,
2015-03-30,2314,21.90061037572806,2.6485283147023524,1489,0.009464395149407114,0.6434745030250648,0.03248766624920309,0.21962248877323454,0.18334325297646695,0.029140374198080965,0.6098142079196448,,,,
2015-03-31,2319,6.308614398341162,2.0154895859960664,1032,0.00272040293158308,0.445019404915912,0.02936139116515042,0.22892139298424974,0.1770311352128122,0.02906700608252382,0.6157364920648911,,,,
2015-04-01,2331,62.873801983178765,3.3568668786573257,2188,0.026972888023671714,0.9386529386529386,0.02669955922336769,0.23821447990571376,0.18411218211205063,0.029072082031046543,0.6224792655798166,,,,
2015-04-02,2323,58.108187449067046,3.6000275741248577,1862,0.02501428646107062,0.8015497201894103,0.030404201562781483,0.2614789522181842,0.18985891633246718,0.029116554164471765,0.637408697443771,,,,
2015-04-03,2328,53.574890392774535,3.7063377900293712,1701,0.023013269069061225,0.7306701030927835,0.03260238523518181,0.3046109661266778,0.1738432154584895,0.029175005877363113,0.6588722577065068,,,,
2015-04-07,2317,57.35876732292517,3.5216181526736405,1909,0.024755618179941808,0.8239102287440656,0.030123998270957703,0.31774330365673875,0.17842176358115655,0.029383466962250998,0.6621960614121892,0.6066874634567441,0.22246366052153518,0.026531322382783155,0.5934537720510135
2015-04-08,2315,-22.837603475921277,3.641566317166942,663,-0.009865055497158218,0.2863930885529158,0.03842329005217277,0.2881280053746087,0.19748138339237256,0.030058990780197203,0.6422348503328346,0.5623724954990685,0.22440673169453165,0.02667774256917561,0.5855537511594144
2015-04-09,2309,-23.028401482183998,3.8705198230373683,645,-0.009973322426238197,0.2793417063663924,0.03971764594636865,0.27508385603656627,0.20902646005499256,0.030628503902415217,0.6375632588063705,0.5477332946815696,0.226672277259439,0.026960785333754747,0.5838612600330159
2015-04-10,2311,65.98850587747857,3.889669802242933,2047,0.028554091682162948,0.8857637386412809,0.029464395973178695,0.3165916520630623,0.20742283254633082,0.030787140220296542,0.6624199650426348,0.597607482316955,0.22957335396276451,0.027026487775575862,0.5922554253247336
2015-04-13,2307,59.65678146433621,4.055062595751501,1875,0.02585902967678206,0.812743823146944,0.03300763475405669,0.32979900360638803,0.21166768714102654,0.03130915235934635,0.663057156199982,0.6511437334492995,0.23019713478538698,0.027250313827735496,0.6017469087440636
2015-04-14,2312,4.173433966496845,3.221347911524585,986,0.0018051184976197428,0.4264705882352941,0.03729154883229107,0.29017053886563127,0.20476259952120976,0.032024860046122004,0.63498000068024,0.6804500595417999,0.2250927022710317,0.02736903459878285,0.6046271795110117
2015-04-15,2306,-91.11501740717011,7.276963213095437,321,-0.03951214978628366,0.13920208152645272,0.039939286882337124,0.22096039015892832,0.2762958402785238,0.03265653020188973,0.6075744490538714,0.5879838282770291,0.2452739587674102,0.027652110789356376,0.593437764031298
2015-04-16,2300,30.767719929165715,2.4662058988720235,1574,0.013377269534419875,0.6843478260869565,0.02989482663605594,0.21112009863594605,0.2733060043815161,0.032886724006589915,0.5986051679959808,0.6173335134416509,0.2440457656156233,0.02776795736502563,0.5994695284586288
2015-04-17,2303,16.92847232075496,2.2585388143774714,1304,0.007350617594769848,0.5662179765523231,0.03044774538298391,0.20924823037049456,0.2734267027534123,0.03300441739545563,0.5998345217592193,0.613803026451762,0.2440338262367508,0.02792755793915166,0.5970931498969971
2015-04-20,2300,-51.34793441099882,4.868663517135116,571,-0.022325188874347313,0.2482608695652174,0.04023804323201307,0.16834945257963208,0.2958243391939363,0.03365182895277564,0.5821278559600112,0.5566824748951762,0.25158575857923177,0.028241411525883397,0.5885532589513808
2015-04-21,2305,92.70183603188096,5.41353924228896,2200,0.0402177162828117,0.9544468546637744,0.027045511265791522,0.18224561748362822,0.30965675379005964,0.03355555710855483,0.5843137180065046,0.675145751785188,0.2456419316459959,0.02805870303958142,0.6017753213599238
2015-04-22,2315,71.91731661814421,3.82709425840287,2190,0.03106579551539707,0.9460043196544277,0.02623711443483631,0.21075053732317062,0.31961808316206064,0.032931695343131305,0.6114854543318384,0.6627896193169984,0.24212528504799063,0.02810795137773482,0.6012136201820285
2015-04-23,2324,30.038555531128743,3.0752650261286574,1309,0.012925368128712884,0.5632530120481928,0.03401023900570466,0.20931703458583262,0.31943092321623556,0.03281209905667549,0.6107682417448509,0.6417588503526215,0.23961824307366147,0.028299682472231594,0.5955039781582097
2015-04-24,2332,5.474916374241062,3.3036539437033707,945,0.002347734294271467,0.40523156089193824,0.03757332482243862,0.22420030080457587,0.3123752947518599,0.03270064233011856,0.6131972017636966,0.6192413715968144,0.23936354849069658,0.02854089102626149,0.5888451390937103
2015-04-27,2338,24.140432879094156,2.703706492508603,1386,0.010325249306712641,0.592814371257485,0.03240766815667264,0.22069311133843406,0.3121904386190667,0.03286887385417719,0.6086884357904886,0.6505422914692047,0.23675414008514517,0.028661699874797202,0.5945910116896037
2015-04-28,2350,-75.44084782393153,6.4527493620011915,378,-0.032102488435715545,0.16085106382978723,0.0414247660962283,0.17042842771414857,0.34648152563566775,0.033315728846528454,0.5845572638307246,0.5635954336727134,0.2492775248290588,0.028968136988601907,0.5823501336136949
2015-04-29,2350,61.8970198713256,3.971865094827094,2036,0.026339157392053444,0.8663829787234043,0.03157258826332522,0.19799749040292336,0.3516978804593132,0.0334262887014372,0.6056254425210993,0.5951351977635821,0.25218985539141897,0.029065310944276963,0.5880122632246911
2015-04-30,2347,11.484518933904814,2.810277053372424,1086,0.00489327606898373,0.46271836386876863,0.03426291289743354,0.1722409003125176,0.34566951707658955,0.033804456385140486,0.5818287137818907,0.6084549772594798,0.25116259951588277,0.02923112951518955,0.5900209769506916
2015-05-04,2337,27.928817022458812,3.289574883820135,1382,0.011950713317269495,0.5913564398801883,0.03557144555673592,0.15730095757644214,0.3403119108095113,0.03406281858483821,0.5713190497664297,0.6364759111947396,0.24970478936425702,0.02942138394343349,0.5947920509772212
2015-05-05,2334,-69.56851889947501,5.456520239960517,411,-0.029806563367384322,0.17609254498714652,0.03807926948164274,0.09754763422673407,0.3595826392960403,0.03433666279716126,0.5435901718611478,0.6052066085889007,0.2587739762459121,0.02961568537236847,0.5933716748055724
2015-05-06,2339,-25.9665065167137,3.2261443208887903,736,-0.011101541905392774,0.314664386489953,0.035448224033190825,0.05914341323632222,0.35584092662225136,0.03460287408527291,0.5181278797484421,0.5944188837250932,0.2605075043633465,0.029730519746855325,0.5919851033741238
2015-05-07,2340,-51.21738159668401,5.366261536796139,679,-0.021887769913112823,0.2901709401709402,0.042602527151955935,0.046282763429367435,0.36412087796742465,0.03481183594026207,0.5183167723293434,0.5305891606555486,0.2665179083157955,0.030072386728676338,0.5822655875217452
2015-05-08,2339,109.30260224497594,7.026047525693248,2277,0.04673048407224281,0.973492945703292,0.02864403529701322,0.10620863886697607,0.3928265319723469,0.0342581554077943,0.5530243342961884,0.6050184392510713,0.2777907394490057,0.030130959419765683,0.5930154983915441
2015-05-11,2337,115.37524074832672,7.347761075847863,2322,0.04936895196761948,0.993581514762516,0.026591519056667123,0.12859499506426997,0.4154317273316351,0.03411451156196872,0.5584152231022501,0.6906780444267759,0.2892250276534397,0.030137966297684535,0.6045723437343695
2015-05-12,2348,57.261636020373665,4.236310119312475,1740,0.024387408867280094,0.7410562180579217,0.034784914559343544,0.12697599690546935,0.4145489618819302,0.03420337555223306,0.554830842847799,0.7697975787897837,0.28386971052199594,0.03027292637185325,0.6144243486216939
2015-05-13,2342,28.900179843778965,3.935323851358529,1323,0.012339957234747637,0.5649017933390265,0.039098648869841414,0.1388271146216753,0.4147146610559754,0.03429373055411058,0.5617524031029856,0.8035840166741499,0.28186048011212833,0.030482848555760597,0.6177644785678532
2015-05-14,2342,29.975520133051536,3.982563165630995,1330,0.012799111927007487,0.5678906917164817,0.039208874107658026,0.2008513070421325,0.377017925689945,0.034257209915376625,0.583186833612487,0.8040530808306217,0.2818709855013788,0.030788018562211708,0.6141712717966467
