analysis_date,previous_analysis_date,window,factor_name,method,scope,portfolio_scope,liquidity_basis,participation_cap,target_executable_share,execution_days,trade_name_n,total_abs_trade_weight,zero_adv_trade_weight_share,capacity_status,capacity_cny,capacity_yi_cny,baseline_executable_share,coverage_at_capacity,root_upper_bracket_cny,root_iterations,name_capacity_p10_cny,name_capacity_p50_cny,name_capacity_p90_cny,gross_notional_at_capacity_cny
2023-05-31,2023-04-28,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2720,1.7098426633365453,0.008066051075675052,PASS,1055305417.5195074,10.553054175195074,0.9919339489243248,0.9500000000004136,1055305417.526068,41,1178912285.720258,11575564984.60789,171641947648.35626,2110610835.0390148
2023-06-30,2023-05-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2713,1.6987356239708207,0.0018958411494277181,PASS,1275828889.2861395,12.758288892861394,0.9981041588505722,0.9500000000004426,1275828889.2931125,41,1344581560.2213721,12647468105.156511,213650357467.9626,2551657778.572279
2023-07-31,2023-06-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2992,2.250327378721333,5.020761268615642e-06,PASS,1237850946.9185133,12.378509469185133,0.9999949792387312,0.9500000000000677,1237850946.9285288,40,1184869956.8179867,6581483634.975001,115001511775.89528,2475701893.8370266
2023-08-31,2023-07-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2898,2.0195197574228074,3.004894430093504e-07,PASS,1391364454.6944294,13.913644546944294,0.9999996995105571,0.9500000000002351,1391364454.7042327,40,1290745989.0738587,7049096092.807718,172347848378.9327,2782728909.388859
2023-09-28,2023-08-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2813,1.80900198802696,0.0006164664929390934,PASS,1382122760.0510325,13.821227600510326,0.999383533507061,0.950000000000157,1382122760.0612264,40,1299945187.337642,9403447846.2975,271293244506.70953,2764245520.102065
2023-10-31,2023-09-28,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2797,1.7572391217197265,0.00017358771509316036,PASS,1463990234.7165458,14.639902347165458,0.9998264122849068,0.9500000000003996,1463990234.7289467,40,1393157027.9215117,12228550493.875,210429090578.49683,2927980469.4330916
2023-11-30,2023-10-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2868,1.871304003572018,0.0005153788968294027,PASS,1463697966.5203114,14.636979665203114,0.9994846211031706,0.9500000000006827,1463697966.5327697,40,1389271065.520657,10381067303.291115,270373990956.22723,2927395933.0406227
2023-12-29,2023-11-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2917,1.9334450253752984,0.0007936678159358218,PASS,1570320544.3473523,15.703205443473523,0.9992063321840644,0.9500000000008912,1570320544.358477,40,1465123195.8231409,8737597826.515001,240210968881.50162,3140641088.6947045
2024-01-31,2023-12-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3207,2.49221849504035,0.0007516186494103752,PASS,1681961701.8935907,16.819617018935908,0.9992483813505897,0.9500000000000277,1681961701.9025416,40,1470175578.7366478,5689619473.330019,69924564486.76355,3363923403.7871814
2024-02-29,2024-01-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3313,2.651606559536286,0.0007311753186148345,PASS,2323685499.723505,23.23685499723505,0.9992688246813852,0.950000000000502,2323685499.7447386,39,1976760011.9474435,5991879619.6394005,109842602723.46135,4647370999.44701
2024-03-29,2024-02-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2646,1.3620118977563633,0.0003714880054673532,PASS,2114043930.2176573,21.140439302176574,0.9996285119945327,0.9500000000008603,2114043930.236178,40,2396150536.8510003,23424510534.15255,294998523976.4614,4228087860.4353147
2024-04-30,2024-03-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2687,1.425880068907911,0.010234092631643769,PASS,1956993221.9846654,19.569932219846653,0.9897659073683562,0.9500000000006467,1956993222.0008163,40,2286860998.561007,20637491583.862854,267517426653.32526,3913986443.969331
2024-05-31,2024-04-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3120,2.2319767366881584,0.0030205988319539946,PASS,1470516350.5256164,14.705163505256165,0.9969794011680461,0.9500000000007258,1470516350.536335,40,1411993050.5200994,7187307704.175655,200290435242.3365,2941032701.051233
2024-06-28,2024-05-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2868,1.7637076427027465,0.00225274134240645,PASS,1236003337.4543538,12.360033374543539,0.9977472586575935,0.9500000000005134,1236003337.4657745,40,1247336207.1758714,9918364284.778757,205211489371.53088,2472006674.9087076
2024-07-31,2024-06-28,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3128,2.2569272757101437,0.0017891850555116651,PASS,942121595.787977,9.42121595787977,0.9982108149444882,0.9500000000004142,942121595.796912,40,889666432.3037424,5020088219.810456,119445160777.57645,1884243191.575954
2024-08-30,2024-07-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2989,1.985990726668635,0.0027471093067282545,PASS,948216488.2599432,9.482164882599433,0.9972528906932718,0.9500000000004594,948216488.2683656,40,943191599.5320144,6054740540.491671,151292333042.88895,1896432976.5198865
2024-09-30,2024-08-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3087,2.1758540300975007,0.0017833073500248817,PASS,1157710094.7406716,11.577100947406716,0.9982166926499753,0.9500000000006785,1157710094.750973,40,1159348477.081368,6619816435.612501,170464119568.17975,2315420189.4813433
2024-10-31,2024-09-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3160,2.3639726197083193,0.002417107139873514,PASS,3323918187.3393984,33.23918187339398,0.9975828928601265,0.9500000000005466,3323918187.3631167,40,3154689238.6610007,14783406212.146822,176893341528.87903,6647836374.678797
2024-11-29,2024-10-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2876,1.8130277562272679,0.0011682037114854283,PASS,3131467122.178155,31.31467122178155,0.9988317962885146,0.950000000000466,3131467122.205155,40,3347472309.3838563,22806629996.652725,374902482669.4488,6262934244.35631
2024-12-31,2024-11-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2853,1.7691481768967265,0.0019182637529016285,PASS,2901515419.44655,29.0151541944655,0.9980817362470983,0.9500000000004202,2901515419.4697056,40,3042057970.5492067,20730180373.501198,318510564647.88983,5803030838.8931
2025-01-27,2024-12-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3025,2.068144375952014,0.0034125340422953565,PASS,1763251758.0002031,17.63251758000203,0.9965874659577045,0.9500000000000325,1763251758.0162938,40,1819690692.117911,11832629545.132736,222151354214.08643,3526503516.0004063
2025-02-28,2025-01-27,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2938,1.9256607930021747,0.0018172692904068592,PASS,2354649289.9308763,23.546492899308763,0.998182730709593,0.9500000000004292,2354649289.9540997,40,2304582292.0627265,17060785470.844852,277597046165.51794,4709298579.8617525
2025-03-31,2025-02-28,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2931,1.888759453303701,0.002566431307355261,PASS,2881348256.547446,28.81348256547446,0.9974335686926448,0.9500000000005654,2881348256.5680904,40,2894724222.5091524,17507308365.82867,397776973315.5189,5762696513.094892
2025-04-30,2025-03-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3215,2.427909522445301,0.007377665152270328,PASS,2294422930.664875,22.94422930664875,0.9926223348477297,0.9500000000003086,2294422930.679435,40,2218264802.8348045,9575603904.534922,160541204185.48483,4588845861.32975
2025-05-30,2025-04-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2757,1.5514260039290764,0.006140965550005679,PASS,2576644966.0125623,25.766449660125623,0.9938590344499945,0.9500000000006259,2576644966.032196,40,2832289634.6841187,26032767470.445164,395801003498.7972,5153289932.025125
2025-06-30,2025-05-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2757,1.55060913539783,0.0023543768770325066,PASS,2952838686.6689987,29.52838686668999,0.9976456231229676,0.9500000000005185,2952838686.6901464,40,3053517543.002206,26700917587.593723,465199105089.8005,5905677373.337997
2025-07-31,2025-06-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3417,2.80024459558921,0.005010163971677223,PASS,3108638364.933831,31.086383649338313,0.9949898360283229,0.9500000000002646,3108638364.9515743,40,2717881393.4227815,10421686188.572094,158124106024.40533,6217276729.867662
2025-08-29,2025-07-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3067,2.1465915767733206,0.0023029274517662943,PASS,4389558523.711786,43.895585237117864,0.9976970725482337,0.9500000000000178,4389558523.740814,40,4005811326.543161,21348485036.033295,319179063626.004,8779117047.423573
2025-09-30,2025-08-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3083,2.1461915847861626,0.0025388512233447628,PASS,3414185583.4656925,34.14185583465692,0.997461148776655,0.9500000000003794,3414185583.4953804,40,3202762182.523346,19044814624.422512,301686372073.6824,6828371166.931385
2025-10-31,2025-09-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2883,1.7320544442529853,0.0018765728131186316,PASS,3242429320.195809,32.424293201958086,0.9981234271868815,0.9500000000005133,3242429320.224104,40,3408891720.7153125,26177025630.04846,554847074188.0248,6484858640.391618
2025-11-28,2025-10-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2968,1.8926729375665334,0.005241475743063097,PASS,3302899539.8188887,33.02899539818889,0.9947585242569368,0.9500000000006128,3302899539.84311,40,3270590232.264376,21279158449.24073,398251646870.2993,6605799079.637777
2025-12-31,2025-11-28,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2987,1.9511303949304872,0.002002868349502524,PASS,2565166709.897835,25.651667098978347,0.9979971316504974,0.9500000000003295,2565166709.9210534,40,2578955687.767658,17109683362.571049,327576900716.8978,5130333419.79567
2026-01-30,2025-12-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3070,2.1045895621099273,0.0032838342478375346,PASS,4084440434.46021,40.8444043446021,0.9967161657521625,0.9500000000005627,4084440434.4959755,40,3893570402.7325635,23520099024.13001,379321746156.29376,8168880868.92042
2026-02-27,2026-01-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2877,1.707476027931635,0.002829805634078612,PASS,3634176182.9431295,36.3417618294313,0.9971701943659212,0.9500000000004508,3634176182.962321,41,3744982906.240864,34599218830.79233,819679571181.4855,7268352365.886259
2026-03-31,2026-02-27,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3123,2.2002177878282385,0.002532139508230775,PASS,3220762878.4970827,32.20762878497083,0.9974678604917694,0.9500000000008301,3220762878.526946,40,2960880983.667267,18677446169.004173,279012184225.2073,6441525756.994165
2026-04-30,2026-03-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3001,1.978482220146841,0.006558552876052176,PASS,3051930764.0042906,30.519307640042907,0.9934414471239479,0.9500000000002422,3051930764.0203266,41,3097886584.2182813,20479066150.812496,303246346837.3967,6103861528.008581
2026-05-29,2026-04-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3033,2.0430338922460187,0.0024033803553322754,PASS,3938056446.4714036,39.380564464714034,0.9975966196446675,0.9500000000003517,3938056446.4923496,41,3690468003.4687505,24861074007.991585,328123412525.1515,7876112892.942807
2026-06-30,2026-05-29,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3076,2.14074782060505,0.002835685138032975,PASS,2915056603.1797085,29.150566031797084,0.9971643148619671,0.9500000000002478,2915056603.1983194,41,2728634152.1873474,19552177547.009438,213716211332.77823,5830113206.359417
2026-07-31,2026-06-30,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,3076,2.1119510593016626,0.0004979170088142057,PASS,2468293956.1706004,24.682939561706004,0.9995020829911858,0.9500000000001795,2468293956.1874933,41,2459970999.1755815,16118593204.538221,152171595158.13037,4936587912.341201
2026-08-31,2026-07-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2922,1.7898403867660575,0.002488211473551816,PASS,2529535598.6831403,25.295355986831403,0.997511788526448,0.9500000000005975,2529535598.699978,41,2548649071.354116,21509879919.266724,315406558756.53174,5059071197.366281
2026-09-03,2026-08-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,2438,0.7694054017434941,0.0012841897187030671,PASS,2408595161.263412,24.08595161263412,0.998715810281297,0.9500000000001905,2408595161.2781096,42,3952072296.4134974,213090429797.39804,2563611454928.296,4817190322.526824
2015-08-31,2015-07-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1001,3.3624240731895227,0.057644746158243346,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9423552538417566,0.9423552538417566,0.0,0,1518373376.284781,3970180329.1090374,20063219152.316177,0.0
2015-09-30,2015-08-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1043,3.3931235491864644,0.027770116405256007,PASS,733730917.1413906,7.337309171413906,0.972229883594744,0.9500000000000093,733730917.1477436,39,774450997.9748573,2067438561.897889,12439731725.225365,1467461834.2827811
2015-10-30,2015-09-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1116,3.3705890855391734,0.032792188600719537,PASS,1159355879.6577969,11.593558796577968,0.9672078113992804,0.9500000000000649,1159355879.6669786,39,1221219957.2943141,3265228580.1720476,16941022704.985016,2318711759.3155937
2015-11-30,2015-10-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1283,3.549761276857534,0.02875990958580599,PASS,2067801559.2018726,20.678015592018728,0.9712400904141942,0.9500000000004656,2067801559.2139935,39,2100541641.9905484,4817837249.213743,16200396364.879448,4135603118.403745
2015-12-31,2015-11-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1403,3.437499156426096,0.03390188873618152,PASS,1658791883.2522542,16.587918832522544,0.9660981112638185,0.9500000000003617,1658791883.2623959,39,1727792991.4219487,3915678897.685,16117459390.746502,3317583766.5045085
2016-01-29,2015-12-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1482,3.4641399868535734,0.03155479472648659,PASS,1104579897.6462674,11.045798976462674,0.9684452052735135,0.9500000000000193,1104579897.6533184,39,1144580320.5820563,2716234623.216259,11341124824.968601,2209159795.292535
2016-02-29,2016-01-29,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1522,3.340625845926313,0.03682711290631935,PASS,910076044.7025144,9.100760447025143,0.9631728870936807,0.9500000000000246,910076044.7091798,39,1002739142.6113105,2610679183.689826,13364801552.853962,1820152089.4050288
2016-03-31,2016-02-29,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1549,3.3090730326986453,0.0415668992216497,PASS,1047847264.6086009,10.478472646086008,0.9584331007783502,0.9500000000002187,1047847264.6169252,39,1259337234.5438533,2947267167.9556236,18830140100.061096,2095694529.2172017
2016-04-29,2016-03-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1604,3.5670386577295385,0.03970100787768861,PASS,1250547269.1820843,12.505472691820843,0.9602989921223116,0.950000000000191,1250547269.1903906,39,1438223777.209099,3150209674.0967255,12603884669.510529,2501094538.3641686
2016-05-31,2016-04-29,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1587,3.5011144784068877,0.02720064142992546,PASS,898290253.7693472,8.982902537693471,0.9727993585700745,0.9500000000001042,898290253.7753935,39,847938486.4370843,2097417479.1834083,9528537737.34681,1796580507.5386944
2016-06-30,2016-05-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1621,3.572040795764826,0.02511065269333002,PASS,1049696954.7998668,10.496969547998669,0.9748893473066699,0.9500000000006332,1049696954.8077049,39,995777013.0573243,2741661317.590161,12378453487.76987,2099393909.5997336
2016-07-29,2016-06-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1631,3.502472365949312,0.0218317091512818,PASS,1400810280.1525826,14.008102801525826,0.9781682908487181,0.9500000000004529,1400810280.1612387,39,1310067685.0810547,3317136414.283456,13834048228.608356,2801620560.3051653
2016-08-31,2016-07-29,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1635,3.3926555959630114,0.01882922525723592,PASS,1086784569.20858,10.8678456920858,0.9811707747427643,0.9500000000004638,1086784569.2158878,39,998365281.6922215,2530488774.397714,16214508333.159302,2173569138.41716
2016-09-30,2016-08-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1701,3.519426503474052,0.028035048093476584,PASS,1001358407.5451857,10.013584075451856,0.9719649519065234,0.9500000000000383,1001358407.5512578,39,954759920.1146219,2233613702.956107,9066181205.327307,2002716815.0903714
2016-10-31,2016-09-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1747,3.5746993953823267,0.019628266364512034,PASS,1241227885.8444352,12.412278858444353,0.980371733635488,0.9500000000006006,1241227885.850791,39,1116024429.330963,2462762049.765,8985474272.119982,2482455771.6888704
2016-11-30,2016-10-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1775,3.62497419712484,0.022898143576482552,PASS,1673964134.1415794,16.739641341415794,0.9771018564235174,0.9500000000005694,1673964134.150455,39,1516029807.5501218,3252258004.8481913,11401414707.279875,3347928268.283159
2016-12-30,2016-11-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1746,3.510954717476104,0.022671332069327595,PASS,935162607.6112385,9.351626076112385,0.9773286679306723,0.9500000000003761,935162607.6173875,39,840508549.462233,1997862874.575,11424465969.969233,1870325215.222477
2017-01-26,2016-12-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1755,3.4639086355424267,0.01910984021619633,PASS,903998443.8596331,9.039984438596331,0.9808901597838037,0.9500000000002876,903998443.8646977,39,801230057.8470585,1730607378.0371456,8896708081.120142,1807996887.7192662
2017-02-28,2017-01-26,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1778,3.4240395670970285,0.016427369769119682,PASS,943150706.4482911,9.431507064482911,0.9835726302308805,0.9500000000007139,943150706.4542139,39,833101820.7694379,1963480450.5408168,11711695622.077293,1886301412.8965821
2017-03-31,2017-02-28,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1816,3.4782219291090377,0.0195452144426283,PASS,1198416898.3213773,11.984168983213772,0.9804547855573718,0.9500000000000473,1198416898.3287272,39,1068351949.3656497,2421643347.030188,13029774739.27822,2396833796.6427546
2017-04-28,2017-03-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1861,3.5322321741562894,0.025975579251264157,PASS,967911531.379678,9.67911531379678,0.9740244207487357,0.9500000000003841,967911531.3870921,39,899821229.827055,2181985104.785533,13281627251.811674,1935823062.759356
2017-05-31,2017-04-28,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1859,3.456332854249343,0.026255168037666914,PASS,615479503.6535463,6.154795036535464,0.973744831962333,0.9500000000006504,615479503.659378,39,589335327.9001273,1534744024.4349396,12121357342.318268,1230959007.3070927
2017-06-30,2017-05-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1854,3.3679150358212278,0.01742521396867657,PASS,656817146.68731,6.5681714668731,0.9825747860313232,0.9500000000001558,656817146.6929647,39,590808042.115623,1672203257.2776942,14227659961.630478,1313634293.37462
2017-07-31,2017-06-30,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1893,3.4088245527793317,0.0234307041820824,PASS,622084930.7276225,6.220849307276225,0.9765692958179175,0.9500000000001134,622084930.7312996,40,585822842.4920875,1990689241.95,15398320728.150002,1244169861.455245
2017-08-31,2017-07-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,ADV20,0.05,0.95,1,1952,3.4992736262868194,0.012498143828993249,PASS,754107297.8626307,7.541072978626307,0.9875018561710069,0.950000000000467,754107297.8664768,40,673313406.6113893,1943672155.703821,15224302416.127333,1508214595.7252614
