analysis_date,previous_analysis_date,window,factor_name,method,portfolio_leg,scope,portfolio_scope,liquidity_basis,participation_cap,target_executable_share,execution_days,trade_name_n,total_abs_trade_weight,zero_adv_trade_weight_share,capacity_status,capacity_cny,capacity_yi_cny,baseline_executable_share,coverage_at_capacity,root_upper_bracket_cny,root_iterations,name_capacity_p10_cny,name_capacity_p50_cny,name_capacity_p90_cny,gross_notional_at_capacity_cny,rebalance_type
2015-08-31,2015-07-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,396,0.69239920255352,0.05742636250661361,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9425736374933864,0.9425736374933864,0.0,0,1928065868.829493,15622980447.690002,218396877660.50037,0.0,PORTFOLIO_LEG
2015-11-30,2015-10-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,426,0.6789224032111016,0.055841830498143674,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9441581695018563,0.9441581695018563,0.0,0,2679855112.2364025,13881850897.8213,189589961473.4473,0.0,PORTFOLIO_LEG
2015-12-31,2015-11-30,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,496,0.8680235030361199,0.061719803417558596,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9382801965824416,0.9382801965824416,0.0,0,1821843186.049329,7939616255.792788,70953565531.40613,0.0,PORTFOLIO_LEG
2016-02-29,2016-01-29,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,525,0.6818721981185225,0.06376807278849837,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9362319272115018,0.9362319272115018,0.0,0,1156338294.7609727,11464352111.825138,159857451610.13226,0.0,PORTFOLIO_LEG
2016-03-31,2016-02-29,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,535,0.669634464217422,0.05486163331119199,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9451383666888081,0.9451383666888081,0.0,0,1486336666.3438973,12935236767.00151,125698114537.53244,0.0,PORTFOLIO_LEG
2016-04-29,2016-03-31,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,528,0.5975821931822831,0.0833889636376092,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9166110363623908,0.9166110363623908,0.0,0,1694826383.4687889,22359655322.072517,260176093421.07013,0.0,PORTFOLIO_LEG
2018-05-31,2018-04-27,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,735,0.5547255079733413,0.054462913252566546,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9455370867474335,0.9455370867474335,0.0,0,1027258419.4473429,14324766096.396511,165570668872.09027,0.0,PORTFOLIO_LEG
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,343,0.8897415558465143,0.08267654497709852,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9173234550229014,0.9173234550229014,0.0,0,1995246960.712106,8428740392.286093,99575451826.66342,0.0,PORTFOLIO_LEG
2015-09-30,2015-08-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,321,0.8297882816307462,0.06839053238890355,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9316094676110964,0.9316094676110964,0.0,0,801406332.0763112,6160223754.958187,87392432666.17355,0.0,PORTFOLIO_LEG
2016-02-29,2016-01-29,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,457,0.7997692553909417,0.066040706096509,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9339592939034909,0.9339592939034909,0.0,0,989156522.8090993,6604568755.606853,123970041877.37737,0.0,PORTFOLIO_LEG
2016-03-31,2016-02-29,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,513,0.9500567855746254,0.05249391191434255,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9475060880856574,0.9475060880856574,0.0,0,1226019099.9448898,5493356049.953419,108992940927.31706,0.0,PORTFOLIO_LEG
2016-04-29,2016-03-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,499,0.8074793235608393,0.06171872873365916,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9382812712663409,0.9382812712663409,0.0,0,1593898650.5907874,9935695588.734392,131688298724.51933,0.0,PORTFOLIO_LEG
2015-08-31,2015-07-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,342,0.86726572012134,0.08870734861154526,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9112926513884547,0.9112926513884547,0.0,0,1777970874.5321596,7867246468.476558,101010900074.8685,0.0,PORTFOLIO_LEG
2015-09-30,2015-08-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,318,0.8120715455099319,0.07317971176525766,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9268202882347423,0.9268202882347423,0.0,0,791479568.2180394,5518105040.697425,69396790576.563,0.0,PORTFOLIO_LEG
2015-10-30,2015-09-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,331,0.8782586285418861,0.054742947467444215,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9452570525325557,0.9452570525325557,0.0,0,1275017635.0198674,5858507038.518007,123609063278.43303,0.0,PORTFOLIO_LEG
2016-02-29,2016-01-29,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,482,0.9288333390913098,0.07883193997629442,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9211680600237057,0.9211680600237057,0.0,0,1010948583.533061,3935201154.4500003,95511616830.63838,0.0,PORTFOLIO_LEG
2016-03-31,2016-02-29,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,521,0.998249853654441,0.08042451008818433,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9195754899118157,0.9195754899118157,0.0,0,1244056435.1562817,4474285059.45829,86435212125.49046,0.0,PORTFOLIO_LEG
2016-04-29,2016-03-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,533,0.9896481579869176,0.07644155157201386,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9235584484279862,0.9235584484279862,0.0,0,1423809100.3146253,4496209105.481198,77251829741.0794,0.0,PORTFOLIO_LEG
2016-09-30,2016-08-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,609,0.7308846114872767,0.05012500209419025,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9498749979058096,0.9498749979058096,0.0,0,1121646118.1323645,9288390733.982662,173978597263.14313,0.0,PORTFOLIO_LEG
2016-10-31,2016-09-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,614,0.7088976528594616,0.05548475897383041,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9445152410261697,0.9445152410261697,0.0,0,1367845053.7365463,16747678116.20248,249438948062.20294,0.0,PORTFOLIO_LEG
2016-11-30,2016-10-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,631,0.7544836288480472,0.05030162411440722,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9496983758855929,0.9496983758855929,0.0,0,1817974909.0327725,12347518627.708893,266187776561.3943,0.0,PORTFOLIO_LEG
2017-04-28,2017-03-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,685,0.8054749579732983,0.054087151332838326,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9459128486671619,0.9459128486671619,0.0,0,1103887249.125,7385478459.488,115777306268.71658,0.0,PORTFOLIO_LEG
2017-05-31,2017-04-28,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,680,0.7706305097111944,0.08407966081992846,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9159203391800714,0.9159203391800714,0.0,0,760901659.5271655,7277334031.216121,77529302434.5057,0.0,PORTFOLIO_LEG
2017-06-30,2017-05-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,677,0.7161235685018141,0.05056656555813569,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9494334344418642,0.9494334344418642,0.0,0,786459270.0574657,9136656822.937752,153936368918.31363,0.0,PORTFOLIO_LEG
2017-07-31,2017-06-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,736,0.9123381347361967,0.05382491103971913,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9461750889602809,0.9461750889602809,0.0,0,768830655.2154179,4884489489.037057,95533213648.15509,0.0,PORTFOLIO_LEG
2017-12-29,2017-11-30,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,738,0.6614736128833647,0.06447830721590936,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9355216927840907,0.9355216927840907,0.0,0,571811341.8811971,8429824306.499636,168221478616.00052,0.0,PORTFOLIO_LEG
2018-02-28,2018-01-31,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,741,0.6427187975116984,0.08013257901225765,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9198674209877423,0.9198674209877423,0.0,0,598141247.628,9298747227.11145,141236812490.81775,0.0,PORTFOLIO_LEG
2015-08-31,2015-07-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,414,0.8280603031681286,0.10702556086917138,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.8929744391308286,0.8929744391308286,0.0,0,2517369798.4875,12580359447.905323,155526424403.42752,0.0,PORTFOLIO_LEG
2015-09-30,2015-08-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,403,0.7188845436598829,0.07604467145761355,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9239553285423864,0.9239553285423864,0.0,0,1170913845.58454,11917034257.328863,186360840954.78165,0.0,PORTFOLIO_LEG
2015-10-30,2015-09-30,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,402,0.612619144012023,0.058448909007163645,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9415510909928366,0.9415510909928366,0.0,0,2014379754.8469245,25576216730.351574,198442296873.92584,0.0,PORTFOLIO_LEG
2016-02-29,2016-01-29,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,513,0.6160385307090259,0.06694094808443751,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9330590519155626,0.9330590519155626,0.0,0,1169174178.767758,19042580994.847748,237686285903.6498,0.0,PORTFOLIO_LEG
2016-03-31,2016-02-29,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,569,0.8238282079245084,0.06713293567689067,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9328670643231092,0.9328670643231092,0.0,0,1401919794.030125,8361682652.291112,188593067041.41467,0.0,PORTFOLIO_LEG
2016-04-29,2016-03-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,574,0.8179482633884876,0.08260464732917487,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9173953526708251,0.9173953526708251,0.0,0,1674069922.50398,7526336665.99896,165631974002.8682,0.0,PORTFOLIO_LEG
2017-05-31,2017-04-28,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,709,0.86472379972995,0.05635692249278423,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9436430775072158,0.9436430775072158,0.0,0,659994459.3749712,4691446671.026741,85621610160.44766,0.0,PORTFOLIO_LEG
2015-08-31,2015-07-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,406,0.7869016544660243,0.08084287785554321,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9191571221444568,0.9191571221444568,0.0,0,1772135986.946724,9347402012.915722,148609606230.82263,0.0,PORTFOLIO_LEG
2015-09-30,2015-08-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,422,0.8465199590791175,0.05843566597219367,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9415643340278061,0.9415643340278061,0.0,0,1004316200.8879999,6264204944.61842,84559753675.07872,0.0,PORTFOLIO_LEG
2016-02-29,2016-01-29,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,561,0.8645755793830077,0.05953479629115305,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9404652037088469,0.9404652037088469,0.0,0,1153089359.6652453,5053652144.98824,102981017568.08403,0.0,PORTFOLIO_LEG
2016-03-31,2016-02-29,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,600,0.9827911227151751,0.05506404850792206,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9449359514920779,0.9449359514920779,0.0,0,1311389495.591209,4569649442.320117,97890356500.85875,0.0,PORTFOLIO_LEG
2016-04-29,2016-03-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,572,0.81043621732879,0.0856360202244086,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9143639797755915,0.9143639797755915,0.0,0,1680869121.165071,8766654443.583935,149007524508.2138,0.0,PORTFOLIO_LEG
2016-09-30,2016-08-31,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,621,0.7724580741407211,0.05911078205845505,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9408892179415449,0.9408892179415449,0.0,0,1227781946.474302,6931076643.331653,161500978027.51614,0.0,PORTFOLIO_LEG
2017-05-31,2017-04-28,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,697,0.8264670330590048,0.05624038138109683,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9437596186189033,0.9437596186189033,0.0,0,735743820.5405494,5282449370.164309,87195798104.6114,0.0,PORTFOLIO_LEG
2015-08-31,2015-07-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,429,0.9266480236035565,0.09481868556259383,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9051813144374061,0.9051813144374061,0.0,0,2104777298.6212504,9193677809.48934,174059451580.4579,0.0,PORTFOLIO_LEG
2015-09-30,2015-08-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,413,0.7973553235835493,0.05282077426568602,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9471792257343139,0.9471792257343139,0.0,0,1196664404.859,7751688310.319796,144662143139.1418,0.0,PORTFOLIO_LEG
2015-12-31,2015-11-30,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,530,1.048906681795239,0.06020089843476471,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9397991015652355,0.9397991015652355,0.0,0,1906615234.9743228,5975734090.047998,131373130321.8357,0.0,PORTFOLIO_LEG
2016-02-29,2016-01-29,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,577,0.9325620206439034,0.08582231721086285,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9141776827891372,0.9141776827891372,0.0,0,1135965015.203656,5176909929.47971,124098464190.3845,0.0,PORTFOLIO_LEG
2016-03-31,2016-02-29,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,620,1.0732430167280116,0.09391488013296057,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9060851198670397,0.9060851198670397,0.0,0,1226609392.7680001,4726374327.174665,129141214882.27347,0.0,PORTFOLIO_LEG
2016-04-29,2016-03-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,626,1.065084535148265,0.06534565165919486,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9346543483408051,0.9346543483408051,0.0,0,1607780431.9911065,4723807838.229996,101527273499.59166,0.0,PORTFOLIO_LEG
2016-11-30,2016-10-31,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,734,1.1730769028734862,0.057007624814566935,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.942992375185433,0.942992375185433,0.0,0,1652789629.2069633,4251034634.8601036,130983781183.6116,0.0,PORTFOLIO_LEG
2017-05-31,2017-04-28,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,774,1.1166611859026934,0.059644898003655855,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9403551019963443,0.9403551019963443,0.0,0,646313309.1417216,2430109123.1194143,46069930550.282776,0.0,PORTFOLIO_LEG
2016-02-29,2016-01-29,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,560,0.8481769321746806,0.05017948284197018,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9498205171580298,0.9498205171580298,0.0,0,1074627828.4055588,5433179266.3488655,177714942156.9178,0.0,PORTFOLIO_LEG
2015-08-31,2015-07-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,430,0.9441189760984986,0.10830695990393052,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.8916930400960695,0.8916930400960695,0.0,0,2178015056.086568,8211996830.785274,121946220080.68102,0.0,PORTFOLIO_LEG
2015-10-30,2015-09-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,432,0.8123330104601716,0.06705945302535973,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9329405469746404,0.9329405469746404,0.0,0,1657918679.863446,10519480712.051094,168215162210.33716,0.0,PORTFOLIO_LEG
2016-01-29,2015-12-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,577,1.0774929060984215,0.05109345095978935,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9489065490402107,0.9489065490402107,0.0,0,1305935772.7890198,3808878257.2324147,72216915118.80553,0.0,PORTFOLIO_LEG
2016-02-29,2016-01-29,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,560,0.8558680634116691,0.07143855700005729,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9285614429999427,0.9285614429999427,0.0,0,1117765070.1299784,6016280016.976602,134967079263.45198,0.0,PORTFOLIO_LEG
2016-03-31,2016-02-29,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,590,0.9366175255208568,0.06260571348677041,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9373942865132295,0.9373942865132295,0.0,0,1424479473.0585737,5179660052.449094,123845929016.87334,0.0,PORTFOLIO_LEG
2016-04-29,2016-03-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,591,0.9031992805739515,0.06774438633268312,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.932255613667317,0.932255613667317,0.0,0,1746799679.705605,5794906078.466181,131474092108.61104,0.0,PORTFOLIO_LEG
2016-06-30,2016-05-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,595,0.8227092223704233,0.06862281751306319,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9313771824869368,0.9313771824869368,0.0,0,1377905731.9810672,7629389657.482242,153726328762.40726,0.0,PORTFOLIO_LEG
2016-09-30,2016-08-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,639,0.8522403420600135,0.05509476195321609,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.944905238046784,0.944905238046784,0.0,0,1167223647.3726437,5103024502.562695,118198543983.0136,0.0,PORTFOLIO_LEG
2016-11-30,2016-10-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,652,0.8316030739110112,0.05148896030731605,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.948511039692684,0.948511039692684,0.0,0,1700920510.027736,7590736624.549807,240324514936.6264,0.0,PORTFOLIO_LEG
2017-05-31,2017-04-28,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,694,0.8147389027442692,0.08906850107054497,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.910931498929455,0.910931498929455,0.0,0,707998929.3943546,5116581150.063741,74142782249.5004,0.0,PORTFOLIO_LEG
2017-07-31,2017-06-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,710,0.790255937790429,0.06466751384386935,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9353324861561305,0.9353324861561305,0.0,0,800461337.3580459,6974243906.744524,97216798613.6668,0.0,PORTFOLIO_LEG
2017-12-29,2017-11-30,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,741,0.6632623105938174,0.061381043274001,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9386189567259989,0.9386189567259989,0.0,0,537736579.9597222,8012810913.755491,100297262739.05806,0.0,PORTFOLIO_LEG
2018-02-28,2018-01-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,795,0.8135582523071185,0.0705563330852303,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9294436669147698,0.9294436669147698,0.0,0,578546378.378958,4352789237.877833,97560544876.12813,0.0,PORTFOLIO_LEG
2018-06-29,2018-05-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PORTFOLIO_LEG,Q1,ADV20,0.05,0.95,1,786,0.6935396509775129,0.05890319619945396,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.941096803800546,0.941096803800546,0.0,0,512049956.93135405,5942100188.761565,89961019903.37404,0.0,PORTFOLIO_LEG
2015-08-31,2015-07-31,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,396,0.6934549608527785,0.06688829722263587,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.9331117027773641,0.9331117027773641,0.0,0,1904652773.9999092,15364495281.99065,212195655589.47235,0.0,PORTFOLIO_LEG
2016-02-29,2016-01-29,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PORTFOLIO_LEG,Q5,ADV20,0.05,0.95,1,523,0.6707433921769572,0.06512665795055998,ZERO_CAPACITY_BASELINE_BELOW_TARGET,0.0,0.0,0.93487334204944,0.93487334204944,0.0,0,1211896971.2049544,11714774176.526516,179284650679.18085,0.0,PORTFOLIO_LEG
