scope,portfolio_scope,factor_name,method,window,liquidity_basis,participation_cap,target_executable_share,execution_days,rebalance_n,no_trade_rebalance_n,capacity_status,mean_coverage_capacity_cny,mean_coverage_capacity_yi_cny,baseline_mean_executable_share,mean_executable_share_at_capacity,root_upper_bracket_cny,root_iterations,rebalance_capacity_zero_share,rebalance_capacity_infinite_share,rebalance_capacity_mean_cny_finite,rebalance_capacity_p10_cny_finite,rebalance_capacity_p25_cny_finite,rebalance_capacity_p50_cny_finite,rebalance_capacity_p75_cny_finite,rebalance_capacity_p90_cny_finite,share_rebalances_meeting_95pct_at_aggregate_capacity,gross_notional_at_capacity_cny,step3_grid_lower_pass_cny,step3_grid_upper_fail_cny,capacity_within_step3_grid_bracket
PORTFOLIO_LEG,Q1,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,128,0,PASS,780866134.698771,7.80866134698771,0.9866519764962066,0.9500000000001754,780866134.7046242,42,0.078125,0.0,1302667957.669479,280966798.82448214,663319111.9113612,1024443222.5029143,1653836984.0025578,2843872968.030213,0.65625,780866134.698771,500000000.0,1000000000.0,True
PORTFOLIO_LEG,Q5,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,128,0,PASS,758850943.2796545,7.588509432796545,0.9844617549431134,0.95000000000014,758850943.2868922,41,0.1015625,0.0,1259028816.08741,132897767.32087104,596246850.6905507,953389358.373178,1560052149.9522347,2903280967.654888,0.609375,758850943.2796545,500000000.0,1000000000.0,True
PORTFOLIO_LEG,Q1,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,128,0,PASS,762499700.7227244,7.624997007227244,0.9857526312719739,0.9500000000003457,762499700.729597,41,0.078125,0.0,1246179936.0538836,280410619.44514257,562773738.2396678,1002312374.9537187,1496684760.0098562,2719019423.2642293,0.6484375,762499700.7227244,500000000.0,1000000000.0,True
PORTFOLIO_LEG,Q5,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,128,0,PASS,803999027.7944305,8.039990277944305,0.9912697007279354,0.9500000000002538,803999027.798845,42,0.015625,0.0,1342894340.3666234,413171919.87799144,699975513.2132223,980980926.8770959,1740278758.26543,2893140371.839816,0.671875,803999027.7944305,500000000.0,1000000000.0,True
PORTFOLIO_LEG,Q1,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,128,0,PASS,689739652.3607897,6.897396523607896,0.9822155993518912,0.9500000000003177,689739652.3648834,42,0.1484375,0.0,1156625714.3763416,0.0,551991242.5825441,918246201.3757155,1385374101.774867,2585466123.9525037,0.671875,689739652.3607897,500000000.0,1000000000.0,True
PORTFOLIO_LEG,Q5,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,128,0,PASS,872249905.932976,8.72249905932976,0.9877197406530868,0.9500000000002637,872249905.9389608,42,0.0625,0.0,1467501772.190833,345794820.27054733,644202022.5475714,1239934505.1342022,1881143956.6633668,2981744511.615627,0.6328125,872249905.932976,500000000.0,1000000000.0,True
PORTFOLIO_LEG,Q1,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,127,0,PASS,715580460.2947419,7.155804602947419,0.9896625324706261,0.9500000000002381,715580460.2990407,41,0.015748031496062992,0.0,1241290626.5101748,399185441.8347356,625425752.4769706,900381724.981169,1463673437.4771545,2851244267.5991926,0.6377952755905512,715580460.2947419,500000000.0,1000000000.0,True
PORTFOLIO_LEG,Q5,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,127,0,PASS,701252467.4452267,7.0125246744522665,0.9899916329023352,0.9500000000001175,701252467.4497167,41,0.023622047244094488,0.0,1187719390.0584202,384992547.8791965,607621635.8864994,881705135.9622345,1450650905.7021484,2525277019.854313,0.6692913385826772,701252467.4452267,500000000.0,1000000000.0,True
PORTFOLIO_LEG,Q1,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,127,0,PASS,707888586.1316744,7.078885861316744,0.9891074092194992,0.9500000000002683,707888586.1359344,41,0.023622047244094488,0.0,1206861299.8671796,372133013.18958706,608173248.2809062,865703065.2894841,1459000432.9022117,2675531717.763908,0.6220472440944882,707888586.1316744,500000000.0,1000000000.0,True
PORTFOLIO_LEG,Q5,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,127,0,PASS,698299322.2399805,6.982993222399805,0.9901944573457692,0.9500000000002118,698299322.2445194,41,0.015748031496062992,0.0,1178659832.9828236,380477836.1954214,592891140.1335785,873376790.568396,1457108975.8988254,2560106833.4025316,0.6535433070866141,698299322.2399805,500000000.0,1000000000.0,True
PORTFOLIO_LEG,Q1,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,127,0,PASS,638879877.419697,6.38879877419697,0.9878906495259535,0.950000000000046,638879877.4236213,41,0.05511811023622047,0.0,1045816895.774947,270301468.5720833,538371609.99741,787992041.4226253,1238662474.5162323,2431696435.644358,0.6141732283464567,638879877.419697,500000000.0,1000000000.0,True
PORTFOLIO_LEG,Q5,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,127,0,PASS,675768450.9512656,6.757684509512655,0.9900085297868805,0.950000000000243,675768450.9557078,41,0.015748031496062992,0.0,1114376467.0687883,361726580.5406611,594483477.4334933,816150601.2591672,1323034491.305077,2459788616.4399915,0.6220472440944882,675768450.9512656,500000000.0,1000000000.0,True
PORTFOLIO_LEG,Q1,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,127,0,PASS,624913100.6423559,6.249131006423559,0.9878175416107199,0.9500000000001871,624913100.646162,41,0.03937007874015748,0.0,1067955542.7542113,306768503.9178588,521590773.83690417,782690533.6789377,1285527783.070643,2501152669.762694,0.6299212598425197,624913100.6423559,500000000.0,1000000000.0,True
PORTFOLIO_LEG,Q5,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,127,0,PASS,629948141.655936,6.2994814165593604,0.9900195964210206,0.9500000000004556,629948141.6599238,41,0.015748031496062992,0.0,1058595275.5636772,334856154.3989587,569653740.5022856,799983607.3290683,1284664671.46703,2259064432.635594,0.6535433070866141,629948141.655936,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,ADV20,0.05,0.95,1,134,0,PASS,875708754.4900548,8.757087544900548,0.9891425935139063,0.9500000000004689,875708754.4964035,41,0.014925373134328358,0.0,1325105957.7436655,524586356.5902012,733725007.035192,1018263093.2027047,1534377401.2920828,2699233855.2763453,0.6343283582089553,1751417508.9801097,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,60,ADV20,0.05,0.95,1,134,0,PASS,971313427.7486272,9.713134277486272,0.9890028933366136,0.9500000000005455,971313427.7559388,41,0.029850746268656716,0.0,1421786578.4732757,527792685.58628964,802661105.4482073,1120557655.7546396,1631481592.8923488,2941984416.819193,0.6268656716417911,1942626855.4972544,500000000.0,1000000000.0,True
