scope,portfolio_scope,factor_name,method,window,liquidity_basis,participation_cap,target_executable_share,execution_days,rebalance_n,no_trade_rebalance_n,capacity_status,mean_coverage_capacity_cny,mean_coverage_capacity_yi_cny,baseline_mean_executable_share,mean_executable_share_at_capacity,root_upper_bracket_cny,root_iterations,rebalance_capacity_zero_share,rebalance_capacity_infinite_share,rebalance_capacity_mean_cny_finite,rebalance_capacity_p10_cny_finite,rebalance_capacity_p25_cny_finite,rebalance_capacity_p50_cny_finite,rebalance_capacity_p75_cny_finite,rebalance_capacity_p90_cny_finite,share_rebalances_meeting_95pct_at_aggregate_capacity,gross_notional_at_capacity_cny,step3_grid_lower_pass_cny,step3_grid_upper_fail_cny,capacity_within_step3_grid_bracket
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,ADV20,0.05,0.95,1,134,0,PASS,867731496.8108288,8.677314968108288,0.9916705850809269,0.9500000000000297,867731496.8152637,41,0.007462686567164179,0.0,1336049860.5925236,506488689.07853323,738602703.9809921,1065657886.2983499,1582429816.661406,2627116293.361822,0.6791044776119403,1735462993.6216576,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,ADV20,0.05,0.95,1,134,0,PASS,881520873.6773393,8.815208736773393,0.9897514983469068,0.9500000000005016,881520873.6833421,41,0.022388059701492536,0.0,1345923917.475049,503660550.01788497,719971086.1405458,1028899594.6560302,1577157010.1387503,2910994248.059761,0.6492537313432836,1763041747.3546786,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,ADV20,0.05,0.95,1,134,0,PASS,853981268.7821571,8.53981268782157,0.9916628923293802,0.9500000000001696,853981268.7864761,41,0.007462686567164179,0.0,1320946409.0677545,499224204.4892453,723987732.4206092,1052087012.8056066,1579642342.6625013,2584360002.0207396,0.6865671641791045,1707962537.5643141,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,60,ADV20,0.05,0.95,1,134,0,PASS,882423863.7801328,8.824238637801328,0.9910433296544914,0.9500000000002669,882423863.7850345,41,0.0,0.0,1322672249.629804,536476701.87445277,758063961.2406646,1041429569.0947726,1491343091.2506955,2588304956.199123,0.6417910447761194,1764847727.5602655,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,60,ADV20,0.05,0.95,1,134,0,PASS,846375932.8340886,8.463759328340887,0.9911921887514011,0.9500000000003681,846375932.8384554,41,0.007462686567164179,0.0,1262080477.4831014,511094404.4641075,727802402.3255588,1038723074.7485745,1433043335.164886,2510081293.9784274,0.6343283582089553,1692751865.6681771,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,ADV20,0.05,0.95,1,134,0,PASS,892970722.53019,8.9297072253019,0.9901587634130156,0.9500000000000743,892970722.5357633,41,0.014925373134328358,0.0,1340917980.7303762,519572396.14727217,759934806.773734,1032468324.8799552,1560195164.9499738,2714438888.671295,0.6567164179104478,1785941445.06038,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,ADV20,0.05,0.95,1,134,0,PASS,867374456.5197134,8.673744565197135,0.9885475846851072,0.9500000000005375,867374456.5260327,41,0.014925373134328358,0.0,1308792095.7489088,517384628.4292938,735689211.3714479,1001014281.3439822,1564262845.4698725,2648949495.31218,0.6417910447761194,1734748913.0394268,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,ADV20,0.05,0.95,1,134,0,PASS,850161392.2141633,8.501613922141633,0.986218055306724,0.9500000000000575,850161392.2219497,41,0.05223880597014925,0.0,1281458284.8750958,375334390.11607605,693421688.6991874,1016276948.0204668,1568064583.983995,2779885488.039519,0.5970149253731343,1700322784.4283266,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,120,ADV20,0.05,0.95,1,134,0,PASS,868867046.8463485,8.688670468463485,0.9858984101332039,0.950000000000135,868867046.8542638,41,0.06716417910447761,0.0,1294660674.7003105,389967983.7561474,695370994.4603658,1050058628.6015425,1490453738.3210955,2825911012.597359,0.6194029850746269,1737734093.692697,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,ADV20,0.05,0.95,1,134,0,PASS,870111488.2446382,8.701114882446381,0.9873490316882034,0.9500000000003699,870111488.2520932,41,0.04477611940298507,0.0,1331823152.9491577,449901588.78865916,725899766.1634245,1011520235.5647862,1632725279.2803614,2836659572.45551,0.6268656716417911,1740222976.4892764,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,ADV20,0.05,0.95,1,134,0,PASS,874327947.8824549,8.74327947882455,0.9884803161551879,0.9500000000003799,874327947.889183,41,0.03731343283582089,0.0,1314752328.69418,459061236.6677515,738155892.7980785,1035113827.4793384,1584889495.7475448,2728450797.5886087,0.6268656716417911,1748655895.7649097,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,ADV20,0.05,0.95,1,134,0,PASS,850948955.226074,8.50948955226074,0.9855846312438906,0.9500000000004818,850948955.234054,41,0.06716417910447761,0.0,1280326242.7740674,357969850.4010855,657036066.1402448,1049883461.095431,1557358306.7511797,2747424529.9406323,0.6044776119402985,1701897910.452148,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,120,ADV20,0.05,0.95,1,133,0,PASS,833710565.6473771,8.33710565647377,0.9906297997396805,0.9500000000001017,833710565.6518395,41,0.015037593984962405,0.0,1291757007.0030632,486789042.42666173,704477304.7131941,991616590.7974446,1541746586.458127,2636704953.014948,0.6541353383458647,1667421131.2947543,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,120,ADV20,0.05,0.95,1,133,0,PASS,821981633.7998565,8.219816337998566,0.990580475177594,0.9500000000000417,821981633.8042758,41,0.015037593984962405,0.0,1282712956.5843472,487614468.6542673,695120094.4093747,973081681.2347603,1573549052.237493,2557678979.3116536,0.6466165413533834,1643963267.599713,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,120,ADV20,0.05,0.95,1,133,0,PASS,794854430.886785,7.9485443088678505,0.9893028787295023,0.9500000000000574,794854430.8912084,41,0.015037593984962405,0.0,1203835506.687935,448665222.2600632,651726537.5004985,914591630.9626409,1427110269.308701,2493624239.2195525,0.631578947368421,1589708861.77357,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,120,ADV20,0.05,0.95,1,133,0,PASS,770041141.6959145,7.700411416959145,0.9896229308024102,0.9500000000003188,770041141.6999296,41,0.007518796992481203,0.0,1172780280.6178234,463228482.9400889,629314685.5166285,900703419.8790207,1394138630.3346488,2441907928.706688,0.6466165413533834,1540082283.391829,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,128,0,PASS,769538635.5551627,7.695386355551626,0.9861399713123855,0.9500000000001398,769538635.559733,42,0.0703125,0.0,1280479209.580493,279700821.7916179,628363270.646864,999781365.4639634,1496280473.76512,2912301996.2757063,0.640625,1539077271.1103253,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,128,0,PASS,694018503.0395769,6.940185030395769,0.9858499880035727,0.9500000000002021,694018503.0437202,42,0.0546875,0.0,1152310118.0620937,311368982.45140064,541524694.3376774,887129459.1860952,1402824130.6906247,2556223366.2916245,0.640625,1388037006.0791538,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,128,0,PASS,769716312.1376748,7.697163121376748,0.9855156601328363,0.9500000000002086,769716312.1423129,42,0.0859375,0.0,1275843927.844162,283828001.9371692,625109541.1879928,973803876.2522504,1606380330.3937547,2885461445.963359,0.640625,1539432624.2753496,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,128,0,PASS,781261052.568747,7.812610525687471,0.9882435365762914,0.9500000000003505,781261052.5765059,41,0.03125,0.0,1293299393.565711,380616685.29826736,655268903.1844158,997042714.2397923,1549091511.7612362,2818320015.586673,0.640625,1562522105.137494,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,128,0,PASS,763408800.9594871,7.634088009594871,0.984695990791214,0.9500000000001398,763408800.9644353,42,0.1171875,0.0,1276944538.8749204,0.0,578867217.8150095,990879610.2560638,1548990510.6898417,2736933642.658629,0.65625,1526817601.9189742,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,127,0,PASS,708345184.0693705,7.083451840693705,0.9898279987154768,0.9500000000004714,708345184.0737633,41,0.007874015748031496,0.0,1214562260.2490015,404710969.2868662,613698036.4785466,875444711.4709824,1449740541.7392533,2673830802.066108,0.6456692913385826,1416690368.138741,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,127,0,PASS,703061540.284468,7.03061540284468,0.9896540641311802,0.9500000000003102,703061540.2888663,41,0.023622047244094488,0.0,1187308877.2093399,371385676.5640653,601024659.6482226,888627763.7099321,1453341975.6056664,2687794197.5400553,0.6141732283464567,1406123080.568936,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,127,0,PASS,656654198.2463477,6.566541982463477,0.9889295914222918,0.9500000000002813,656654198.2505283,41,0.023622047244094488,0.0,1084718111.8845434,347334822.3106128,572117912.9883313,801272090.2368526,1267752729.5547085,2384320336.332957,0.6220472440944882,1313308396.4926953,500000000.0,1000000000.0,True
HYPOTHETICAL_Q1_Q5_PAIR,Q1_Q5_PAIR,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,252,ADV20,0.05,0.95,1,127,0,PASS,627156793.7534935,6.271567937534935,0.9888642488158559,0.9500000000003475,627156793.7573903,41,0.023622047244094488,0.0,1062447839.492917,307927949.9501319,538407367.6779096,795303758.1738883,1270192480.2918031,2344931726.7911835,0.6377952755905512,1254313587.506987,500000000.0,1000000000.0,True
