regime_type,sample_scope,factor_name,window,regime,alpha_ic,alpha_ic_t,idio_ic,idio_ic_t,mean_capacity_yi,median_capacity_yi,p10_capacity_yi,zero_capacity_share
NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,120,MEDIUM,0.0028528388177134,0.8694545318832768,-0.0052899792814543,-1.0777240528713894,15.50374121987353,12.245822214471763,5.310425705172506,0.0
NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,252,HIGH,0.0013623474442121,0.3777557297067719,0.0089314447124577,2.0561303359406917,17.452595040870584,14.676061535771767,7.759017150915668,0.0
NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,252,LOW,0.0086381302693248,1.7938578619530887,-0.0016659352216889,-0.3715643581590611,8.569692635195976,7.580912319961137,5.976266314605475,0.0
NETWORK,NATIVE,delta_cross_industry_degree_percentile_1m,252,MEDIUM,-0.0064386683785317,-0.9781714164201076,-0.0089191422926763,-1.7974734086413573,17.16180473365031,13.38723199478509,5.833053304412426,0.0
NETWORK,NATIVE,delta_degree_percentile,60,HIGH,-0.0170859464175866,-3.3613811019198656,0.0137532073288249,1.7952612773227514,17.243927917044555,15.762390262096035,5.368322470096632,0.0
NETWORK,NATIVE,delta_degree_percentile,60,LOW,-0.0030876411517506,-0.4260979729254182,-0.0023372202196745,-0.3307286891728434,11.503530448397308,9.598865239309486,6.411059010473174,0.0
NETWORK,NATIVE,delta_degree_percentile,60,MEDIUM,0.0047895218839291,0.5658384357590704,0.0127555512080122,1.3656971081204885,15.945926435586024,13.821227600510325,4.7198917127864455,0.0
NETWORK,NATIVE,delta_degree_percentile,120,HIGH,-0.0160615677690284,-2.799643918169208,0.0327512686400576,5.103294393124083,17.623482571667118,15.581963072310383,5.746565146634225,0.0
NETWORK,NATIVE,delta_degree_percentile,120,LOW,-0.0219556940016539,-3.52012083795254,0.0047067161809222,0.6294978695196789,10.246898262011351,9.370146135873489,6.912291775765596,0.0
NETWORK,NATIVE,delta_degree_percentile,120,MEDIUM,0.0056729775022584,0.850901120509219,0.0329230965632895,3.5365549708919155,15.977945592260973,12.674112750362848,5.719982740123216,0.0
NETWORK,NATIVE,delta_degree_percentile,252,HIGH,-0.0180809294336004,-2.7031409828726427,0.0628924428774264,8.41447364508973,19.191938190579453,16.18109483962234,8.788416471444242,0.0
NETWORK,NATIVE,delta_degree_percentile,252,LOW,-0.0107535337755597,-1.9778556359888664,0.0446062444317625,4.3847363481789605,9.655019109590883,8.478441076553484,6.619338672437647,0.0
NETWORK,NATIVE,delta_degree_percentile,252,MEDIUM,0.0067251238337012,0.6723727573802355,0.0511014316611891,5.149240455443013,18.61235242414473,14.346282020094437,7.481673671023475,0.0
NETWORK,NATIVE,delta_residual_degree_percentile_1m,60,HIGH,-0.0007986423210578,-0.1245625115082761,-0.0084682392926424,-1.3489217937173563,16.26813550184965,15.31866155092537,5.221241403615838,0.0
NETWORK,NATIVE,delta_residual_degree_percentile_1m,60,LOW,0.0127576826751642,2.866544207835685,-0.0038772122620994,-0.6456080371880041,11.432340462550256,9.157989777086383,6.565125246602922,0.0
NETWORK,NATIVE,delta_residual_degree_percentile_1m,60,MEDIUM,0.0006494417893966,0.1303840828723789,-0.0146558306614609,-2.414690136207709,15.45938426631064,12.858180877655306,4.671755990951971,0.0
NETWORK,NATIVE,delta_residual_degree_percentile_1m,120,HIGH,-0.0044956798681637,-1.374269113069834,0.0037200986783878,0.6482591961889619,15.906445441115183,14.312161720250064,5.27782929147754,0.0
NETWORK,NATIVE,delta_residual_degree_percentile_1m,120,LOW,0.0124652056671285,1.4584600673896866,0.0009697999416847,0.1696498708715486,9.613086359236474,9.072217110331176,6.520342632118963,0.0
NETWORK,NATIVE,delta_residual_degree_percentile_1m,120,MEDIUM,0.0017336742840901,0.473087236768586,0.000443314092831,0.0772532418895171,15.467453960589282,12.208111418161227,5.258063105559996,0.0
NETWORK,NATIVE,delta_residual_degree_percentile_1m,252,HIGH,0.0001937639439414,0.0521792948681329,0.010327873701543,2.1530450861227783,17.133856319604007,13.982806541835508,7.581206070909803,0.0
NETWORK,NATIVE,delta_residual_degree_percentile_1m,252,LOW,0.0099353997758114,1.6858084272463494,-0.0015815413907279,-0.3141785262173165,8.426722676555196,7.636383228695736,5.831876007819638,0.0
NETWORK,NATIVE,delta_residual_degree_percentile_1m,252,MEDIUM,-0.008553481712341,-1.429117953700017,-5.5353956263023366e-05,-0.0083681893070969,17.12742872320548,13.445494402251772,5.934251483139405,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,60,HIGH,0.0001950003111495,0.0324966568371154,-0.0689586248566032,-8.003625910479327,16.127004767493375,14.730082915892927,5.631503873695453,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,60,LOW,0.0042046404372198,0.6048854313840722,-0.0799989476901946,-12.693907836270991,11.48359529800314,8.994784409384987,6.503790335232717,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,60,MEDIUM,0.0274830332190046,3.329835838466242,-0.0701695806822158,-10.173975909553556,15.488615262249054,13.250598065416415,4.7625713630899575,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,120,HIGH,0.0028781521253466,0.5538212989633075,-0.0439783163593201,-7.420126187501633,15.072571128936952,12.884975550986994,5.124316228383653,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,120,LOW,0.001601567070919,0.1823080662407901,-0.0580686085925935,-9.811491080069558,9.166425491823407,8.50306097243121,6.229020636749789,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,120,MEDIUM,0.0088484711520268,0.953920214592908,-0.0417105370285285,-5.115611106196631,14.541894334700434,11.427664769521192,5.284599873891042,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,252,HIGH,0.0058690017700548,1.4842391257841794,-0.0017852516298855,-0.3267298561246621,15.540020141459529,12.403915333029532,7.235359991527392,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,252,LOW,0.0113189622868353,1.1308822657681663,-0.0181610049501068,-1.9963139708931943,7.863463940497683,6.734865519467533,5.7228564916157785,0.0
NETWORK,NATIVE,neighbor_jaccard_1m,252,MEDIUM,-0.00089390206086,-0.1080660262157932,-0.0117976670283892,-1.835252669653808,15.66721327209934,12.156437575965017,5.560806337311091,0.0
