qa_name,qa_value
step3_qa_pass,True
step4_qa_pass,True
step5_qa_pass,True
regime_level_row_count,324
expected_regime_level_row_count,324
high_low_row_count,108
expected_high_low_row_count,108
regime_level_missing_value_count,0
high_low_missing_core_value_count,0
new_alpha_estimation,False
new_risk_estimation,False
capacity_reestimated,False
regime_reestimated,False
factor_selected_from_summary,False
window_selected_from_summary,False
future_information_used,False
all_formal_qa_pass,True
