regime_type,sample_scope,factor_name,window,alpha_hl,alpha_hl_t,idio_hl,idio_hl_t,idio_hl_q,capacity_mean_hl_yi,capacity_median_hl_yi,capacity_hl_t,capacity_hl_q,risk_capacity_pattern
RECONFIG,NATIVE,delta_residual_degree_percentile_1m,60,-0.0097500734276883,-1.5855459376838752,0.0007314022347903,0.0885256403101151,0.9926325738034072,1.8243029416192336,3.0194352319696733,1.070812043002784,0.993865216538566,RISK_UP_CAPACITY_UP
RECONFIG,NATIVE,delta_residual_degree_percentile_1m,120,0.0001135325254898,0.014329904065775,-0.0076014158034845,-0.9747906423055782,0.6846870180801096,0.0127964061804632,2.2330334092853263,0.0076888866007645,0.993865216538566,RISK_DOWN_CAPACITY_UP
RECONFIG,NATIVE,delta_residual_degree_percentile_1m,252,-0.00571887919407,-0.8047571760368024,-0.0114821081486996,-2.049979488222,0.6595407122718964,-0.5898662193303803,0.3496506997077571,-0.3436160295766655,0.993865216538566,RISK_DOWN_CAPACITY_DOWN
RECONFIG,NATIVE,neighbor_jaccard_1m,60,-0.0201944193366134,-2.455021047127441,0.0067000989766675,0.7769364391323513,0.8156992227310995,2.1318592446745264,2.549538011375594,1.335882097279378,0.993865216538566,RISK_UP_CAPACITY_UP
RECONFIG,NATIVE,neighbor_jaccard_1m,120,-0.0062318829401764,-0.6103869593738724,0.0117507477552215,1.1992920797551203,0.6595407122718964,-0.0425627126171139,2.007928742030211,-0.0273442284143565,0.993865216538566,RISK_UP_CAPACITY_DOWN
RECONFIG,NATIVE,neighbor_jaccard_1m,252,-0.0199640120397485,-2.1162721627694867,-0.0039045584064045,-0.5105883897285702,0.914458961061872,-0.2253890418552107,0.312658174698031,-0.1490776405375805,0.993865216538566,RISK_DOWN_CAPACITY_DOWN
RECONFIG,NATIVE,neighbor_retention_1m,60,-0.0253931043897789,-3.019653708235259,0.0070704201434434,0.7501469009955338,0.8156992227310995,2.037682328679379,2.048376301733448,1.317784388705522,0.993865216538566,RISK_UP_CAPACITY_UP
RECONFIG,NATIVE,neighbor_retention_1m,120,-0.0105053675208789,-1.194594658589199,0.0124311449221409,1.3739662834671182,0.6595407122718964,-0.2238193290920662,1.7618662735076978,-0.144400403556203,0.993865216538566,RISK_UP_CAPACITY_DOWN
RECONFIG,NATIVE,neighbor_retention_1m,252,-0.0202323343636815,-2.3024219187622506,-0.0087734427911531,-1.1514568923494828,0.6595407122718964,-0.5136324763199802,-0.0264213785818334,-0.3474201257112324,0.993865216538566,RISK_DOWN_CAPACITY_DOWN
RECONFIG,NATIVE,outside_community_degree_percentile,60,-0.0231048463955155,-2.1126039659512483,0.0083434568327678,0.9968218835471676,0.6846870180801096,1.9176151517579711,3.0534091983581497,1.1636283203064015,0.993865216538566,RISK_UP_CAPACITY_UP
