factor_order,factor_name,method,window,target_name,month_count,mean_risk_ic,median_risk_ic,std_risk_ic,positive_share,negative_share,hac_lag,hac_se,hac_t_stat
3,cross_industry_degree_percentile,INDUSTRY_SIZE_COMMON,60,future_realized_vol_annualized,133,-0.08179027514150708,-0.08810106542726275,0.0783396641856675,0.16541353383458646,0.8345864661654135,4,0.012366491121475686,-6.61386276334035
3,cross_industry_degree_percentile,INDUSTRY_SIZE_COMMON,60,future_downside_vol_annualized,133,-0.07463244835578933,-0.08204729552658596,0.08756108279689753,0.18045112781954886,0.8195488721804511,4,0.013941631121463939,-5.353207792228013
3,cross_industry_degree_percentile,INDUSTRY_SIZE_COMMON,60,future_max_drawdown,133,-0.06988421028116924,-0.0694753959410069,0.08135187559098257,0.19548872180451127,0.8045112781954887,4,0.011902324094687533,-5.87147600125939
3,cross_industry_degree_percentile,INDUSTRY_SIZE_COMMON,60,future_idio_vol_annualized,133,-0.11156055200012992,-0.1141542085011141,0.06153485603039027,0.03007518796992481,0.9699248120300752,4,0.008737982684767793,-12.767312093053727
3,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,future_realized_vol_annualized,133,-0.042700351140571316,-0.04638899165722356,0.04450863445884618,0.17293233082706766,0.8270676691729323,4,0.0050994289124559255,-8.373555524280558
3,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,future_downside_vol_annualized,133,-0.03471928627177078,-0.03855805627634213,0.04606844004134385,0.21052631578947367,0.7894736842105263,4,0.0054596501462762775,-6.359251113452914
3,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,future_max_drawdown,133,-0.03784858288486276,-0.03581740034261713,0.04695699083214123,0.21804511278195488,0.7819548872180451,4,0.004936006973311594,-7.667854419474196
3,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,future_idio_vol_annualized,133,-0.07072233141399874,-0.07269344873332138,0.042544244780917714,0.05263157894736842,0.9473684210526315,4,0.004537547763264059,-15.586024677594805
4,cross_industry_degree_ratio,RAW_COMMON,60,future_realized_vol_annualized,133,-0.016397743543761733,-0.019749471099120904,0.06824123730501101,0.38345864661654133,0.6165413533834586,4,0.009490139011926444,-1.7278717965199841
4,cross_industry_degree_ratio,RAW_COMMON,60,future_downside_vol_annualized,133,-0.019339498697712555,-0.01717105251001685,0.06859235898782219,0.38345864661654133,0.6165413533834586,4,0.009116214894332276,-2.121439536241767
4,cross_industry_degree_ratio,RAW_COMMON,60,future_max_drawdown,133,-0.015368733415871699,-0.01646233348528389,0.07189270013235212,0.40601503759398494,0.5939849624060151,4,0.00758532029684495,-2.0261152877439064
4,cross_industry_degree_ratio,RAW_COMMON,60,future_idio_vol_annualized,133,-0.01916631700870463,-0.019061859340031434,0.05887239650425117,0.37593984962406013,0.6240601503759399,4,0.008054390866405872,-2.3796109881686505
4,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,60,future_realized_vol_annualized,133,-0.004089457023905326,-0.005207798105414214,0.038264286128565146,0.46616541353383456,0.5338345864661654,4,0.00515676486623263,-0.7930276306922162
4,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,60,future_downside_vol_annualized,133,-0.00859636074648072,-0.007173129376972646,0.036627549803767465,0.42105263157894735,0.5789473684210527,4,0.004874454197719079,-1.7635534970260354
4,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,60,future_max_drawdown,133,-0.004251267390770681,-0.003938310642638148,0.0340304143420447,0.45112781954887216,0.5488721804511278,4,0.003731925268948726,-1.1391619832645397
4,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,60,future_idio_vol_annualized,133,0.0140979558567633,0.013284775425747141,0.03631022900791751,0.6616541353383458,0.3383458646616541,4,0.004114677220170883,3.426260457965597
4,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,60,future_realized_vol_annualized,133,-0.0052026545132501465,-0.005596000075926804,0.03390437965848592,0.43609022556390975,0.5639097744360902,4,0.004209142175050381,-1.2360367734995488
4,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,60,future_downside_vol_annualized,133,-0.008504554087100996,-0.01109201438915058,0.028558572405220094,0.3684210526315789,0.631578947368421,4,0.00368029654575447,-2.3108339182372983
4,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,60,future_max_drawdown,133,-0.004222073759650293,-0.005382416082159021,0.028017826464607234,0.44360902255639095,0.556390977443609,4,0.003259484695598972,-1.295319399827534
4,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,60,future_idio_vol_annualized,133,0.01179696911755327,0.013208735742389796,0.035879349077540985,0.6240601503759399,0.37593984962406013,4,0.004659996156519161,2.531540525210466
5,delta_residual_degree_percentile_1m,RAW_COMMON,60,future_realized_vol_annualized,133,-0.011436754002898574,-0.008465740500321539,0.060992269932928334,0.45112781954887216,0.5488721804511278,4,0.004901532474558304,-2.3333016892699834
5,delta_residual_degree_percentile_1m,RAW_COMMON,60,future_downside_vol_annualized,133,-0.015271359476501517,-0.01082931947476098,0.06442218932973713,0.41353383458646614,0.5864661654135338,4,0.0055376103953661444,-2.757752601967185
5,delta_residual_degree_percentile_1m,RAW_COMMON,60,future_max_drawdown,133,-0.016032964714844247,-0.015050568664696694,0.058989058325641504,0.42857142857142855,0.5714285714285714,4,0.005215274512396133,-3.0742321764148093
5,delta_residual_degree_percentile_1m,RAW_COMMON,60,future_idio_vol_annualized,133,-0.015226222632381185,-0.015283896035462914,0.048812714979047746,0.37593984962406013,0.6240601503759399,4,0.004233913906375238,-3.5962523020258446
5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,future_realized_vol_annualized,133,-0.011732723125366286,-0.017437225900467798,0.04130727562426093,0.40601503759398494,0.5939849624060151,4,0.0036224079854457153,-3.238929235057615
5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,future_downside_vol_annualized,133,-0.014439853130072448,-0.010486741224047825,0.04520619798029921,0.39097744360902253,0.6090225563909775,4,0.004297670681695977,-3.3599254571953594
5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,future_max_drawdown,133,-0.013976947338754247,-0.016187712137269963,0.0407492562186373,0.39097744360902253,0.6090225563909775,4,0.003904123577361032,-3.58004736832687
5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,future_idio_vol_annualized,133,-0.0179346666043275,-0.02140849913359454,0.03826787368127362,0.3007518796992481,0.6992481203007519,4,0.003650268790289263,-4.91324547168656
5,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_realized_vol_annualized,133,-0.004934650611250903,-0.006872858658966407,0.0315048175800101,0.39849624060150374,0.6015037593984962,4,0.0032693137510543388,-1.5093842277020677
5,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_downside_vol_annualized,133,-0.005714962840776747,-0.00585195368719153,0.0305553055835858,0.39097744360902253,0.6090225563909775,4,0.0030584593607855875,-1.8685756999265204
5,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_max_drawdown,133,-0.006606947041871077,-0.006616929403067265,0.030217205536996562,0.41353383458646614,0.5864661654135338,4,0.0031881246693979243,-2.0723615689466737
5,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_idio_vol_annualized,133,-0.009981160941705128,-0.012022564155185664,0.033022673800061235,0.3533834586466165,0.6466165413533834,4,0.0032886420774710565,-3.0350402100859126
6,delta_cross_industry_degree_percentile_1m,RAW_COMMON,60,future_realized_vol_annualized,133,-0.015033717280990845,-0.016280746006602096,0.060336347353885524,0.41353383458646614,0.5864661654135338,4,0.004916474666161259,-3.0578246206501953
6,delta_cross_industry_degree_percentile_1m,RAW_COMMON,60,future_downside_vol_annualized,133,-0.019486152039697693,-0.015401163431989356,0.06349126394493503,0.3684210526315789,0.631578947368421,4,0.005582650128824053,-3.4904841947891008
6,delta_cross_industry_degree_percentile_1m,RAW_COMMON,60,future_max_drawdown,133,-0.019880001937188058,-0.020677531009893522,0.05885673854296661,0.37593984962406013,0.6240601503759399,4,0.005208691306219413,-3.816698047252375
6,delta_cross_industry_degree_percentile_1m,RAW_COMMON,60,future_idio_vol_annualized,133,-0.01857306455424886,-0.02493115457953887,0.049548686109558204,0.3082706766917293,0.6917293233082706,4,0.004315731905482679,-4.303572362929623
6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,future_realized_vol_annualized,133,-0.011841054596259505,-0.014311916787515153,0.040123599337669374,0.41353383458646614,0.5864661654135338,4,0.0032988693662631434,-3.5894281590400423
6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,future_downside_vol_annualized,133,-0.01506202247088504,-0.011890387260640067,0.04325993019417276,0.3458646616541353,0.6541353383458647,4,0.0039635322739182905,-3.800151337230047
6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,future_max_drawdown,133,-0.014776060363186705,-0.018557476771498445,0.03971186073111463,0.3684210526315789,0.631578947368421,4,0.0036327624269204203,-4.067444722971528
6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,60,future_idio_vol_annualized,133,-0.016964087412994863,-0.02346092721993653,0.03820780882053095,0.2932330827067669,0.706766917293233,4,0.0033364941471002944,-5.084404966733762
6,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_realized_vol_annualized,133,-0.007118712309128727,-0.006716276067138249,0.03210148538841915,0.38345864661654133,0.6165413533834586,4,0.0032273978688611023,-2.2057126509911242
6,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_downside_vol_annualized,133,-0.008655189627625078,-0.009758324683774825,0.0307711752020776,0.3533834586466165,0.6466165413533834,4,0.0030880129390679916,-2.8028346378099513
6,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_max_drawdown,133,-0.009201544720183589,-0.006485863796599191,0.029925816930340687,0.39097744360902253,0.6090225563909775,4,0.003071942829431616,-2.995350249368442
6,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_idio_vol_annualized,133,-0.011211224382976948,-0.013040623785409431,0.03338471606890123,0.3383458646616541,0.6616541353383458,4,0.003274713251440418,-3.423574378014799
7,neighbor_jaccard_1m,RAW_COMMON,60,future_realized_vol_annualized,133,-0.07664774710642004,-0.07450187245667556,0.08738244909328197,0.18045112781954886,0.8195488721804511,4,0.011383341792034743,-6.733325635539883
7,neighbor_jaccard_1m,RAW_COMMON,60,future_downside_vol_annualized,133,-0.0710805545867301,-0.06218161560010917,0.08492725728112428,0.18796992481203006,0.8120300751879699,4,0.010747746240574093,-6.613531153014394
7,neighbor_jaccard_1m,RAW_COMMON,60,future_max_drawdown,133,-0.058984228261115934,-0.052491622214138035,0.0749422753365711,0.21052631578947367,0.7894736842105263,4,0.00838686706169534,-7.032927531486677
7,neighbor_jaccard_1m,RAW_COMMON,60,future_idio_vol_annualized,133,-0.059718051057023734,-0.053120304274337796,0.07042421636660696,0.18796992481203006,0.8120300751879699,4,0.00803027622386403,-7.436612314724142
7,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,60,future_realized_vol_annualized,133,-0.04019962773877417,-0.03441740410516412,0.06214401364762135,0.2556390977443609,0.7443609022556391,4,0.008572283327961817,-4.689488926205639
7,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,60,future_downside_vol_annualized,133,-0.03503876222142253,-0.0354202295006792,0.06398066742836146,0.2932330827067669,0.706766917293233,4,0.008779539908591965,-3.9909565405736545
7,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,60,future_max_drawdown,133,-0.035133725496523605,-0.026334392841775564,0.0566747558512749,0.3157894736842105,0.6842105263157895,4,0.007205375184101427,-4.876043869866172
7,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,60,future_idio_vol_annualized,133,-0.058637663665051847,-0.056769180648729364,0.05286106375718373,0.10526315789473684,0.8947368421052632,4,0.006563984179485333,-8.933242686402924
7,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_realized_vol_annualized,133,-0.0633171695811179,-0.06443545025786675,0.036080528710854314,0.03759398496240601,0.9624060150375939,4,0.0033348826391776045,-18.986326186498776
7,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_downside_vol_annualized,133,-0.05668752116338994,-0.05427502214483466,0.035599060641529894,0.05263157894736842,0.9473684210526315,4,0.003325556603520508,-17.046025048372137
7,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_max_drawdown,133,-0.05441652889820351,-0.05074458087355635,0.0381090017472395,0.06015037593984962,0.9398496240601504,4,0.0036195380263378246,-15.03410891175553
7,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_idio_vol_annualized,133,-0.06922809476927831,-0.06955191346313491,0.04064731839521281,0.045112781954887216,0.9548872180451128,4,0.004132440572100404,-16.75235095615461
8,neighbor_retention_1m,RAW_COMMON,60,future_realized_vol_annualized,133,-0.07464465183788972,-0.06601693825076578,0.09123825745052425,0.22556390977443608,0.7744360902255639,4,0.01159385051400525,-6.438296901251207
8,neighbor_retention_1m,RAW_COMMON,60,future_downside_vol_annualized,133,-0.07162534076589726,-0.061101644597998224,0.09259017468277783,0.23308270676691728,0.7669172932330827,4,0.011282592833269343,-6.348305023885406
8,neighbor_retention_1m,RAW_COMMON,60,future_max_drawdown,133,-0.06024527240948794,-0.05710542340891297,0.0816363085268239,0.2631578947368421,0.7368421052631579,4,0.008909933088154461,-6.761585279420623
8,neighbor_retention_1m,RAW_COMMON,60,future_idio_vol_annualized,133,-0.059118635862552255,-0.0501413099168749,0.07181799910141194,0.17293233082706766,0.8270676691729323,4,0.008016220548661869,-7.374876415098235
8,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,60,future_realized_vol_annualized,133,-0.04096600474673155,-0.03769239283454554,0.0650631462132011,0.2781954887218045,0.7218045112781954,4,0.0088802554486602,-4.613156117362847
8,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,60,future_downside_vol_annualized,133,-0.037976399979111,-0.03570814503110571,0.06977758834603265,0.3308270676691729,0.6691729323308271,4,0.009314122946616536,-4.077292107562997
8,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,60,future_max_drawdown,133,-0.037439367445448325,-0.02894061634516198,0.061747898154843224,0.3308270676691729,0.6691729323308271,4,0.007616717942061192,-4.915419965691509
8,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,60,future_idio_vol_annualized,133,-0.06003177626036035,-0.05912361704202697,0.05461778198710687,0.12781954887218044,0.8721804511278195,4,0.006702846934080156,-8.956160994089391
8,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_realized_vol_annualized,133,-0.05557655194292581,-0.05634906906652733,0.03639586983010719,0.05263157894736842,0.9473684210526315,4,0.003710196886362045,-14.97940773634259
8,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_downside_vol_annualized,133,-0.05056076487837822,-0.04317266878805676,0.036338468721741186,0.06766917293233082,0.9323308270676691,4,0.0037525366142105642,-13.473756574928153
8,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_max_drawdown,133,-0.0486314486549179,-0.04566383776036835,0.038529433767166756,0.06015037593984962,0.9398496240601504,4,0.003973631965045899,-12.238538717904682
8,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,60,future_idio_vol_annualized,133,-0.06387621279194095,-0.06384663426094814,0.03967885569619413,0.045112781954887216,0.9548872180451128,4,0.00391427763415628,-16.31877418059269
9,outside_community_degree_percentile,RAW_COMMON,60,future_realized_vol_annualized,133,-0.18298184099864478,-0.18976508344179602,0.10113612591503504,0.03007518796992481,0.9699248120300752,4,0.015166405187051429,-12.064944773786513
9,outside_community_degree_percentile,RAW_COMMON,60,future_downside_vol_annualized,133,-0.17798500389992575,-0.1814603033531928,0.10767120348823822,0.07518796992481203,0.924812030075188,4,0.015919203852543997,-11.180521686169785
9,outside_community_degree_percentile,RAW_COMMON,60,future_max_drawdown,133,-0.14417044346739927,-0.1413979824307392,0.10514357552756691,0.09022556390977443,0.9097744360902256,4,0.013377437260365579,-10.777134712830593
9,outside_community_degree_percentile,RAW_COMMON,60,future_idio_vol_annualized,133,-0.1730106557962442,-0.1706679212851142,0.07567258293775359,0.007518796992481203,0.9924812030075187,4,0.010266425632588455,-16.852082895049747
9,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,60,future_realized_vol_annualized,133,-0.1257418162086361,-0.12232234084931463,0.07325654516840391,0.045112781954887216,0.9548872180451128,4,0.01143136092812133,-10.999724092282767
9,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,60,future_downside_vol_annualized,133,-0.12064064730743881,-0.12169675218044884,0.08101063646922595,0.06766917293233082,0.9323308270676691,4,0.012409333519844147,-9.721766855127122
9,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,60,future_max_drawdown,133,-0.10315588390440034,-0.10583436970159445,0.07786214574032875,0.11278195488721804,0.8872180451127819,4,0.01081045612519985,-9.542232326713533
9,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,60,future_idio_vol_annualized,133,-0.1450823466220188,-0.14827588285404592,0.05926999532448043,0.015037593984962405,0.9849624060150376,4,0.008509282154563879,-17.049892574569895
9,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,future_realized_vol_annualized,133,-0.05552971800399049,-0.05236874935461512,0.040728585631645074,0.06766917293233082,0.9323308270676691,4,0.004824142412113738,-11.510795756060542
9,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,future_downside_vol_annualized,133,-0.047464537788399416,-0.04358948806038006,0.04488202460011094,0.10526315789473684,0.8947368421052632,4,0.005312794613835392,-8.934005780083035
9,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,future_max_drawdown,133,-0.04322964882604777,-0.042261215171565114,0.04711124066396826,0.20300751879699247,0.7969924812030075,4,0.004945980082709287,-8.740360475201838
9,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,60,future_idio_vol_annualized,133,-0.07818788469678163,-0.0786364877183463,0.03749299187359193,0.022556390977443608,0.9774436090225563,4,0.003859598759470244,-20.258034466648404
1,residual_degree_percentile,RAW_COMMON,120,future_realized_vol_annualized,133,-0.1145380139592362,-0.12057105243574519,0.11237901121959136,0.15037593984962405,0.849624060150376,4,0.01860909296934283,-6.154948774125075
1,residual_degree_percentile,RAW_COMMON,120,future_downside_vol_annualized,133,-0.10808617996233373,-0.10479066980899135,0.11566340350869847,0.16541353383458646,0.8345864661654135,4,0.0189368231731288,-5.707725048397091
1,residual_degree_percentile,RAW_COMMON,120,future_max_drawdown,133,-0.09076129189002774,-0.09244186185121916,0.10524613453878935,0.17293233082706766,0.8270676691729323,4,0.014646099793568686,-6.1969598165569195
1,residual_degree_percentile,RAW_COMMON,120,future_idio_vol_annualized,133,-0.08991496737977643,-0.08306882306177932,0.08484092220948597,0.14285714285714285,0.8571428571428571,4,0.012464161329477539,-7.213880260609994
1,residual_degree_percentile,INDUSTRY_SIZE_COMMON,120,future_realized_vol_annualized,133,-0.06970135553956505,-0.0805980796540808,0.08465142339888562,0.21804511278195488,0.7819548872180451,4,0.01408149165386509,-4.949855970722634
1,residual_degree_percentile,INDUSTRY_SIZE_COMMON,120,future_downside_vol_annualized,133,-0.06297031964755737,-0.07887344691207235,0.09134814266547457,0.24812030075187969,0.7518796992481203,4,0.01516187092102025,-4.153202462649646
1,residual_degree_percentile,INDUSTRY_SIZE_COMMON,120,future_max_drawdown,133,-0.062189780410858576,-0.06613316785337825,0.08074777019429212,0.22556390977443608,0.7744360902255639,4,0.012157224626802167,-5.115458693899034
1,residual_degree_percentile,INDUSTRY_SIZE_COMMON,120,future_idio_vol_annualized,133,-0.09777845473278929,-0.10239136447710528,0.06529506332733565,0.07518796992481203,0.924812030075188,4,0.009718928924210031,-10.060620413554147
1,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,future_realized_vol_annualized,133,-0.030828318162010725,-0.033325395173444544,0.04560397569295572,0.2556390977443609,0.7443609022556391,4,0.005050589204206864,-6.103905290165437
1,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,future_downside_vol_annualized,133,-0.023564252363725054,-0.02121347904766498,0.045054697760736,0.3157894736842105,0.6842105263157895,4,0.005004206022140023,-4.70888933418611
1,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,future_max_drawdown,133,-0.029697573751217232,-0.02875796265080566,0.0465697837754118,0.2932330827067669,0.706766917293233,4,0.0042799895211802046,-6.938702444072374
1,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,120,future_idio_vol_annualized,133,-0.05699065123554771,-0.058143755554425726,0.04375287646717229,0.10526315789473684,0.8947368421052632,4,0.004770686451040095,-11.946006475257398
2,delta_degree_percentile,RAW_COMMON,120,future_realized_vol_annualized,133,0.02820274630475451,0.03863710489724739,0.12365208345051582,0.5864661654135338,0.41353383458646614,4,0.019823530295188276,1.4226904030106133
