analysis_date,window,universe_n,industry_id1_coverage,log_market_value_coverage,momentum_120_20_coverage,reversal_20_coverage,volatility_60_coverage,log_turnover_20_coverage,all_controls_complete_share
2023-07-31,60,4920,1.0,1.0,0.984959349593496,1.0,0.9985772357723577,1.0,0.984959349593496
2023-07-31,120,4876,1.0,1.0,0.9975389663658737,1.0,1.0,1.0,0.9975389663658737
2023-07-31,252,4724,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-08-31,60,4955,1.0,1.0,0.9832492431886983,1.0,0.9987891019172553,1.0,0.9832492431886983
2023-08-31,120,4897,1.0,1.0,0.9975495201143557,1.0,1.0,1.0,0.9975495201143557
2023-08-31,252,4766,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-09-28,60,4998,1.0,1.0,0.9813925570228091,1.0,0.9979991996798719,1.0,0.9813925570228091
2023-09-28,120,4929,1.0,1.0,0.9955366200040576,1.0,1.0,1.0,0.9955366200040576
2023-09-28,252,4801,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-10-31,60,5021,1.0,1.0,0.9810794662417845,1.0,0.9986058554072894,1.0,0.9810794662417845
2023-10-31,120,4946,1.0,1.0,0.9965628790942176,1.0,1.0,1.0,0.9965628790942176
2023-10-31,252,4825,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-11-30,60,5044,1.0,1.0,0.982355273592387,1.0,0.9994052339413164,1.0,0.982355273592387
2023-11-30,120,4976,1.0,1.0,0.9965836012861736,1.0,1.0,1.0,0.9965836012861736
2023-11-30,252,4844,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2023-12-29,60,5056,1.0,1.0,0.9857594936708861,1.0,0.9996044303797469,1.0,0.9857594936708861
2023-12-29,120,5014,1.0,1.0,0.995811727163941,1.0,1.0,1.0,0.995811727163941
2023-12-29,252,4861,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-01-31,60,5061,1.0,1.0,0.9903181189488244,1.0,0.9996048211815847,1.0,0.9903181189488244
2024-01-31,120,5041,1.0,1.0,0.9964292799047808,1.0,1.0,1.0,0.9964292799047808
2024-01-31,252,4876,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-02-29,60,5068,1.0,1.0,0.9928966061562746,1.0,0.9992107340173638,1.0,0.9928966061562746
2024-02-29,120,5047,1.0,1.0,0.9986130374479889,1.0,1.0,1.0,0.9986130374479889
2024-02-29,252,4892,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-03-29,60,5078,1.0,1.0,0.9931075226467113,1.0,0.999409216226861,1.0,0.9931075226467113
2024-03-29,120,5057,1.0,1.0,0.9988135258058137,1.0,1.0,1.0,0.9988135258058137
2024-03-29,252,4919,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-04-30,60,5091,1.0,1.0,0.993321547829503,1.0,0.9996071498723237,1.0,0.993321547829503
2024-04-30,120,5068,1.0,1.0,0.9988161010260458,1.0,1.0,1.0,0.9988161010260458
2024-04-30,252,4942,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-05-31,60,5075,1.0,1.0,0.9938916256157635,1.0,1.0,1.0,0.9938916256157635
2024-05-31,120,5057,1.0,1.0,0.9986157801067826,1.0,1.0,1.0,0.9986157801067826
2024-05-31,252,4964,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-06-28,60,5074,1.0,1.0,0.9946787544343713,1.0,0.9996058336618053,1.0,0.9946787544343713
2024-06-28,120,5065,1.0,1.0,0.9986179664363277,1.0,1.0,1.0,0.9986179664363277
2024-06-28,252,4980,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-07-31,60,5068,1.0,1.0,0.9962509865824783,1.0,0.999605367008682,1.0,0.9962509865824783
2024-07-31,120,5061,1.0,1.0,0.9990120529539617,1.0,1.0,1.0,0.9990120529539617
2024-07-31,252,4999,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-08-30,60,5068,1.0,1.0,0.9970402525651144,1.0,0.999605367008682,1.0,0.9970402525651144
2024-08-30,120,5061,1.0,1.0,0.9992096423631693,1.0,1.0,1.0,0.9992096423631693
2024-08-30,252,5006,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-09-30,60,5067,1.0,1.0,0.9972370238800079,1.0,0.9996052891257154,1.0,0.9972370238800079
2024-09-30,120,5064,1.0,1.0,0.9994075829383886,1.0,1.0,1.0,0.9994075829383886
2024-09-30,252,5015,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-10-31,60,5062,1.0,1.0,0.9968391939944686,1.0,0.9994073488739629,1.0,0.9968391939944686
2024-10-31,120,5066,1.0,1.0,0.9996052112120016,1.0,1.0,1.0,0.9996052112120016
2024-10-31,252,5023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-11-29,60,5054,1.0,1.0,0.9956470122675108,1.0,0.9994064107637515,1.0,0.9956470122675108
2024-11-29,120,5066,1.0,1.0,0.9992104224240032,1.0,1.0,1.0,0.9992104224240032
2024-11-29,252,5034,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-12-31,60,5053,1.0,1.0,0.9958440530377993,1.0,0.9996041955274094,1.0,0.9958440530377993
2024-12-31,120,5073,1.0,1.0,0.9996057559629411,1.0,1.0,1.0,0.9996057559629411
2024-12-31,252,5042,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-01-27,60,5059,1.0,1.0,0.9950583119193517,1.0,0.9996046649535482,1.0,0.9950583119193517
2025-01-27,120,5078,1.0,1.0,0.9992122883024813,1.0,1.0,1.0,0.9992122883024813
2025-01-27,252,5049,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-02-28,60,5071,1.0,1.0,0.9950700059159929,1.0,0.9994084007099191,1.0,0.9950700059159929
2025-02-28,120,5082,1.0,1.0,0.9990161353797717,1.0,1.0,1.0,0.9990161353797717
2025-02-28,252,5052,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-03-31,60,5068,1.0,1.0,0.9952644041041832,1.0,0.9994080505130228,1.0,0.9952644041041832
2025-03-31,120,5089,1.0,1.0,0.999213990960896,1.0,1.0,1.0,0.999213990960896
2025-03-31,252,5057,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-04-30,60,5078,1.0,1.0,0.9950768018905081,1.0,1.0,1.0,0.9950768018905081
2025-04-30,120,5089,1.0,1.0,0.9996069954804481,1.0,1.0,1.0,0.9996069954804481
2025-04-30,252,5054,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-05-30,60,5066,1.0,1.0,0.9948677457560205,1.0,0.9992104224240032,1.0,0.9948677457560205
2025-05-30,120,5083,1.0,1.0,0.9990163289396026,1.0,1.0,1.0,0.9990163289396026
2025-05-30,252,5056,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-06-30,60,5084,1.0,1.0,0.9942958300550747,1.0,0.9994099134539732,1.0,0.9942958300550747
2025-06-30,120,5091,1.0,1.0,0.9990178746808093,1.0,1.0,1.0,0.9990178746808093
2025-06-30,252,5049,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-07-31,60,5093,1.0,1.0,0.9952876497152955,1.0,1.0,1.0,0.9952876497152955
2025-07-31,120,5102,1.0,1.0,0.9998039984319874,1.0,1.0,1.0,0.9998039984319874
2025-07-31,252,5055,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-08-29,60,5108,1.0,1.0,0.9943226311667972,1.0,0.9996084573218481,1.0,0.9943226311667972
2025-08-29,120,5111,1.0,1.0,0.998434748581491,1.0,1.0,1.0,0.998434748581491
2025-08-29,252,5062,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-09-30,60,5119,1.0,1.0,0.9957022856026567,1.0,0.9996092986911506,1.0,0.9957022856026567
2025-09-30,120,5122,1.0,1.0,0.9986333463490824,1.0,1.0,1.0,0.9986333463490824
2025-09-30,252,5070,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-10-31,60,5118,1.0,1.0,0.9962876123485737,1.0,0.9996092223524814,1.0,0.9962876123485737
2025-10-31,120,5124,1.0,1.0,0.9994145199063232,1.0,1.0,1.0,0.9994145199063232
2025-10-31,252,5075,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-11-28,60,5119,1.0,1.0,0.9970697401836296,1.0,0.9998046493455753,1.0,0.9970697401836296
2025-11-28,120,5130,1.0,1.0,0.9992202729044835,1.0,1.0,1.0,0.9992202729044835
2025-11-28,252,5082,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025-12-31,60,5119,1.0,1.0,0.9968743895292049,1.0,1.0,1.0,0.9968743895292049
2025-12-31,120,5132,1.0,1.0,0.9992205767731879,1.0,1.0,1.0,0.9992205767731879
2025-12-31,252,5093,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-01-30,60,5126,1.0,1.0,0.9960983222785798,1.0,0.9996098322278579,1.0,0.9960983222785798
2026-01-30,120,5138,1.0,1.0,0.9994161152199299,1.0,1.0,1.0,0.9994161152199299
2026-01-30,252,5096,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-02-27,60,5126,1.0,1.0,0.9960983222785798,1.0,0.999804916113929,1.0,0.9960983222785798
2026-02-27,120,5136,1.0,1.0,0.9996105919003115,1.0,1.0,1.0,0.9996105919003115
2026-02-27,252,5104,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-03-31,60,5145,1.0,1.0,0.9937803692905733,1.0,0.9990281827016521,1.0,0.9937803692905733
2026-03-31,120,5142,1.0,1.0,0.9990276157137301,1.0,1.0,1.0,0.9990276157137301
2026-03-31,252,5111,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-04-30,60,5150,1.0,1.0,0.9949514563106796,1.0,0.9994174757281553,1.0,0.9949514563106796
2026-04-30,120,5150,1.0,1.0,0.9990291262135922,1.0,1.0,1.0,0.9990291262135922
2026-04-30,252,5116,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-05-29,60,5149,1.0,1.0,0.9951446882889882,1.0,0.9998057875315596,1.0,0.9951446882889882
2026-05-29,120,5140,1.0,1.0,0.9994163424124514,1.0,1.0,1.0,0.9994163424124514
2026-05-29,252,5123,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-06-30,60,5156,1.0,1.0,0.9961210240496509,1.0,0.9996121024049651,1.0,0.9961210240496509
2026-06-30,120,5157,1.0,1.0,0.9990304440566221,1.0,1.0,1.0,0.9990304440566221
2026-06-30,252,5115,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-07-31,60,5172,1.0,1.0,0.9953596287703016,1.0,0.9994199535962877,1.0,0.9953596287703016
2026-07-31,120,5168,1.0,1.0,0.9990325077399381,1.0,1.0,1.0,0.9990325077399381
2026-07-31,252,5122,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-08-31,60,5175,1.0,1.0,0.9955555555555555,1.0,0.9998067632850242,1.0,0.9955555555555555
2026-08-31,120,5170,1.0,1.0,0.9996131528046421,1.0,1.0,1.0,0.9996131528046421
2026-08-31,252,5124,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026-09-03,60,5176,1.0,1.0,0.9955564142194745,1.0,1.0,1.0,0.9955564142194745
2026-09-03,120,5170,1.0,1.0,0.9996131528046421,1.0,1.0,1.0,0.9996131528046421
2026-09-03,252,5125,1.0,1.0,1.0,1.0,1.0,1.0,1.0
