analysis_date,window,factor_order,factor_name,method,target_name,common_sample_n,pair_n,alpha_rank_ic,ic_status
2015-08-31,120,3,cross_industry_degree_percentile,RAW_COMMON,future_excess_return,1482,1482,-0.10506472808643771,PASS
2015-08-31,120,3,cross_industry_degree_percentile,INDUSTRY_SIZE_COMMON,future_excess_return,1482,1482,-0.025746786131787526,PASS
2015-08-31,120,3,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,future_excess_return,1482,1482,-0.05201416876569854,PASS
2015-08-31,120,4,cross_industry_degree_ratio,RAW_COMMON,future_excess_return,1173,1173,0.08092102159253388,PASS
2015-08-31,120,4,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,future_excess_return,1173,1173,0.06342573668401046,PASS
2015-08-31,120,4,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,future_excess_return,1173,1173,0.0625425959506618,PASS
2015-08-31,120,5,delta_residual_degree_percentile_1m,RAW_COMMON,future_excess_return,1437,1437,0.07802518600978109,PASS
2015-08-31,120,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,future_excess_return,1437,1437,0.08546646083075625,PASS
2015-08-31,120,5,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,future_excess_return,1437,1437,0.06190521639337839,PASS
2015-08-31,120,6,delta_cross_industry_degree_percentile_1m,RAW_COMMON,future_excess_return,1437,1437,0.08348022677824386,PASS
2015-08-31,120,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,future_excess_return,1437,1437,0.09296679852298785,PASS
2015-08-31,120,6,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,future_excess_return,1437,1437,0.0690385807224114,PASS
2015-08-31,120,7,neighbor_jaccard_1m,RAW_COMMON,future_excess_return,1263,1263,0.014279658799125147,PASS
2015-08-31,120,7,neighbor_jaccard_1m,INDUSTRY_SIZE_COMMON,future_excess_return,1263,1263,0.053077852487867665,PASS
2015-08-31,120,7,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,future_excess_return,1263,1263,0.03750856072041122,PASS
2015-08-31,120,8,neighbor_retention_1m,RAW_COMMON,future_excess_return,1194,1194,0.035099510690696785,PASS
2015-08-31,120,8,neighbor_retention_1m,INDUSTRY_SIZE_COMMON,future_excess_return,1194,1194,0.07560440294247085,PASS
2015-08-31,120,8,neighbor_retention_1m,FULL_CHARACTERISTIC_NEUTRAL,future_excess_return,1194,1194,0.05312076071733838,PASS
2015-08-31,120,9,outside_community_degree_percentile,RAW_COMMON,future_excess_return,1482,1482,-0.13438297272371405,PASS
2015-08-31,120,9,outside_community_degree_percentile,INDUSTRY_SIZE_COMMON,future_excess_return,1482,1482,-0.01783528913750107,PASS
2015-08-31,120,9,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,future_excess_return,1482,1482,-0.07312999883059806,PASS
2015-09-30,60,1,residual_degree_percentile,RAW_COMMON,future_excess_return,1628,1628,-0.1892125876162448,PASS
2015-09-30,60,1,residual_degree_percentile,INDUSTRY_SIZE_COMMON,future_excess_return,1628,1628,-0.050641985367430344,PASS
2015-09-30,60,1,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,future_excess_return,1628,1628,-0.03735881231651391,PASS
2015-09-30,60,2,delta_degree_percentile,RAW_COMMON,future_excess_return,1628,1628,-0.2604411852885762,PASS
2015-09-30,60,2,delta_degree_percentile,INDUSTRY_SIZE_COMMON,future_excess_return,1628,1628,-0.07761609511319054,PASS
2015-09-30,60,2,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,future_excess_return,1628,1628,-0.029941628055547714,PASS
2015-09-30,60,3,cross_industry_degree_percentile,RAW_COMMON,future_excess_return,1628,1628,-0.1637764172692438,PASS
2015-09-30,60,3,cross_industry_degree_percentile,INDUSTRY_SIZE_COMMON,future_excess_return,1628,1628,-0.029798188095515515,PASS
2015-09-30,60,3,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,future_excess_return,1628,1628,-0.016609120971922926,PASS
2015-09-30,60,4,cross_industry_degree_ratio,RAW_COMMON,future_excess_return,1403,1403,0.12401091685324758,PASS
2015-09-30,60,4,cross_industry_degree_ratio,INDUSTRY_SIZE_COMMON,future_excess_return,1403,1403,0.06763499775149781,PASS
2015-09-30,60,4,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,future_excess_return,1403,1403,0.06850160643755268,PASS
2015-09-30,60,5,delta_residual_degree_percentile_1m,RAW_COMMON,future_excess_return,1461,1461,0.06480344894011619,PASS
2015-09-30,60,5,delta_residual_degree_percentile_1m,INDUSTRY_SIZE_COMMON,future_excess_return,1461,1461,0.06427154559324125,PASS
2015-09-30,60,5,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,future_excess_return,1461,1461,0.037319166360085525,PASS
2015-09-30,60,6,delta_cross_industry_degree_percentile_1m,RAW_COMMON,future_excess_return,1461,1461,0.06470677870161291,PASS
2015-09-30,60,6,delta_cross_industry_degree_percentile_1m,INDUSTRY_SIZE_COMMON,future_excess_return,1461,1461,0.06919065234539105,PASS
