analysis_date,window,factor_order,factor_name,factor_universe_n,factor_nonmissing_n,common_sample_n,control_complete_coverage,industry_size_rank,full_control_rank,full_control_count,ind_size_max_abs_industry_mean,ind_size_max_abs_control_corr,full_max_abs_industry_mean,full_max_abs_control_corr
2018-11-30,120,7,neighbor_jaccard_1m,3273,3197,3197,0.9975557592422853,1,5,5,9.009186839171352e-17,1.3334998453203316e-16,9.373194388228781e-17,1.566073507339865e-16
2018-11-30,120,8,neighbor_retention_1m,3273,3190,3190,0.9975557592422853,1,5,5,8.624053851998984e-17,1.1225613118463105e-16,8.128418573148467e-17,2.637465447875981e-16
2018-11-30,120,9,outside_community_degree_percentile,3273,3273,3265,0.9975557592422853,1,5,5,8.967185968126265e-17,4.728905649399708e-17,8.82484968291791e-17,1.1583728343400335e-16
2018-11-30,252,1,residual_degree_percentile,2953,2953,2953,1.0,1,5,5,5.551115123125783e-17,3.688744827175458e-17,5.3455182667137164e-17,2.125861261827721e-16
2018-11-30,252,2,delta_degree_percentile,2953,2953,2953,1.0,1,5,5,2.4626765273503474e-17,1.2321437782201691e-17,2.6039776395753673e-17,1.2555925771169662e-16
2018-11-30,252,3,cross_industry_degree_percentile,2953,2953,2953,1.0,1,5,5,9.663052251367103e-17,8.179132655260823e-17,9.046261682130905e-17,1.7469965867784306e-16
2018-11-30,252,4,cross_industry_degree_ratio,2953,2830,2830,1.0,1,5,5,8.223327456332609e-17,3.524561640737172e-17,7.97234618746788e-17,4.502991397296132e-17
2018-11-30,252,5,delta_residual_degree_percentile_1m,2953,2894,2894,1.0,1,5,5,3.2025664171879517e-18,1.375221837166895e-17,4.285787411236818e-18,5.3627511929154796e-17
2018-11-30,252,6,delta_cross_industry_degree_percentile_1m,2953,2894,2894,1.0,1,5,5,3.0671922328865286e-18,8.360771336994839e-19,5.510298100161622e-18,5.975349816034056e-17
2018-11-30,252,7,neighbor_jaccard_1m,2953,2830,2830,1.0,1,5,5,8.247371040072592e-17,1.9518364366018183e-16,8.564577618536922e-17,2.6274436540359145e-16
2018-11-30,252,8,neighbor_retention_1m,2953,2775,2775,1.0,1,5,5,1.214961045816209e-16,1.7409995872974276e-16,1.131170628863367e-16,2.1447122327981863e-16
2018-11-30,252,9,outside_community_degree_percentile,2953,2953,2953,1.0,1,5,5,6.838973831690964e-17,1.1500532233490312e-17,6.7390537594747e-17,1.1661224741674397e-16
2018-12-28,60,1,residual_degree_percentile,3426,3426,3402,0.9929947460595446,1,5,5,5.838241767425392e-17,3.6515409501853524e-17,5.42050064964047e-17,8.254879423711341e-17
2018-12-28,60,2,delta_degree_percentile,3426,3426,3402,0.9929947460595446,1,5,5,2.3707887505016363e-17,2.3757378683118203e-17,2.6914497566670462e-17,3.208226522475411e-16
2018-12-28,60,3,cross_industry_degree_percentile,3426,3426,3402,0.9929947460595446,1,5,5,7.054542135639015e-17,1.9474290771212826e-17,7.112366251504909e-17,5.215595287139141e-17
2018-12-28,60,4,cross_industry_degree_ratio,3426,3425,3401,0.9929947460595446,1,5,5,1.1400894611694823e-16,9.011454513016811e-17,1.1369456257437637e-16,6.096184488865682e-17
2018-12-28,60,5,delta_residual_degree_percentile_1m,3426,3368,3355,0.9929947460595446,1,5,5,1.299197156476247e-17,1.2587510803930164e-17,1.4173059888831785e-17,9.209825757936728e-17
2018-12-28,60,6,delta_cross_industry_degree_percentile_1m,3426,3368,3355,0.9929947460595446,1,5,5,1.1775092685418327e-17,1.704133965987093e-17,1.3457248783335231e-17,7.967428689931581e-17
2018-12-28,60,7,neighbor_jaccard_1m,3426,3368,3355,0.9929947460595446,1,5,5,4.231747972382859e-17,2.177644757890227e-17,4.0998112573085666e-17,2.0294602785094237e-16
2018-12-28,60,8,neighbor_retention_1m,3426,3366,3353,0.9929947460595446,1,5,5,6.245004513516506e-17,3.2552663797244166e-17,7.312526652579156e-17,1.468588006055221e-16
2018-12-28,60,9,outside_community_degree_percentile,3426,3426,3402,0.9929947460595446,1,5,5,5.055479844275266e-17,9.020180814173324e-18,5.005916316390215e-17,8.433428799158538e-17
2018-12-28,120,1,residual_degree_percentile,3343,3343,3338,0.9985043374214777,1,5,5,5.36938218754726e-17,1.1174306901667187e-18,5.253733955815473e-17,7.82450092739198e-17
2018-12-28,120,2,delta_degree_percentile,3343,3343,3338,0.9985043374214777,1,5,5,1.682156097916904e-17,5.892663607532199e-17,2.5232341468753557e-17,1.2161241374076725e-16
2018-12-28,120,3,cross_industry_degree_percentile,3343,3343,3338,0.9985043374214777,1,5,5,8.326672684688674e-17,1.945368695743623e-17,9.073938182032529e-17,7.557397752621069e-17
2018-12-28,120,4,cross_industry_degree_ratio,3343,3340,3335,0.9985043374214777,1,5,5,8.753681540313734e-17,5.750496294517032e-17,8.700305433360602e-17,1.8098380441854262e-16
2018-12-28,120,5,delta_residual_degree_percentile_1m,3343,3271,3271,0.9985043374214777,1,5,5,6.135443030823233e-18,1.775578022867814e-17,6.792811926982866e-18,2.304933719405299e-16
2018-12-28,120,6,delta_cross_industry_degree_percentile_1m,3343,3271,3271,0.9985043374214777,1,5,5,5.393100707492252e-18,4.7663779897195947e-17,8.381634220561206e-18,2.026382712260908e-16
2018-12-28,120,7,neighbor_jaccard_1m,3343,3270,3270,0.9985043374214777,1,5,5,6.145877457746403e-17,1.2461703712704735e-16,6.405132834375903e-17,2.1614092301412698e-16
2018-12-28,120,8,neighbor_retention_1m,3343,3263,3263,0.9985043374214777,1,5,5,1.206300017140795e-16,2.0971041687695146e-17,1.270351345484554e-16,8.668233460818262e-17
2018-12-28,120,9,outside_community_degree_percentile,3343,3343,3338,0.9985043374214777,1,5,5,7.004978607753964e-17,7.835442125930187e-19,7.071063311600699e-17,4.3484863315722734e-17
2018-12-28,252,1,residual_degree_percentile,3008,3008,3008,1.0,1,5,5,5.808641082446051e-17,4.701517820066927e-16,5.751413091485992e-17,6.150545541645047e-16
2018-12-28,252,2,delta_degree_percentile,3008,3008,3008,1.0,1,5,5,2.095454053100461e-17,4.920318951244215e-16,2.1064499351146942e-17,7.351333954863289e-16
2018-12-28,252,3,cross_industry_degree_percentile,3008,3008,3008,1.0,1,5,5,8.613799328988283e-17,4.528974910261685e-16,8.398454345763577e-17,5.935805379965387e-16
2018-12-28,252,4,cross_industry_degree_ratio,3008,2875,2875,1.0,1,5,5,9.170015174548167e-17,5.504642525005431e-17,9.361420021236243e-17,4.447779356334016e-17
2018-12-28,252,5,delta_residual_degree_percentile_1m,3008,2953,2953,1.0,1,5,5,1.9546180011006278e-18,3.780605048671261e-18,2.4760582947703145e-18,8.689750370867816e-17
2018-12-28,252,6,delta_cross_industry_degree_percentile_1m,3008,2953,2953,1.0,1,5,5,6.122553444624025e-18,1.3735988907740587e-17,5.510298100161622e-18,6.866758354879041e-17
2018-12-28,252,7,neighbor_jaccard_1m,3008,2877,2877,1.0,1,5,5,8.198927357587453e-17,4.513199498107658e-17,8.059568818931576e-17,1.5255342013034944e-16
2018-12-28,252,8,neighbor_retention_1m,3008,2830,2830,1.0,1,5,5,9.223943448124953e-17,8.412433957668631e-17,9.331615939737308e-17,1.2983406876028326e-16
2018-12-28,252,9,outside_community_degree_percentile,3008,3008,3008,1.0,1,5,5,9.459061620395757e-17,2.328238565705289e-16,9.309682654408864e-17,2.427387774153282e-16
2019-01-31,60,1,residual_degree_percentile,3492,3492,3469,0.9934135166093929,1,5,5,5.440092820663267e-17,7.035355836165743e-17,5.301314942585122e-17,3.8158749803432974e-17
2019-01-31,60,2,delta_degree_percentile,3492,3492,3469,0.9934135166093929,1,5,5,1.6653345369377347e-17,1.7984434443302466e-17,1.80012199679638e-17,2.075171665140908e-16
2019-01-31,60,3,cross_industry_degree_percentile,3492,3492,3469,0.9934135166093929,1,5,5,7.856962943501108e-17,1.3295596528087902e-17,7.856962943501108e-17,1.1146848559090547e-16
2019-01-31,60,4,cross_industry_degree_ratio,3492,3492,3469,0.9934135166093929,1,5,5,1.2264091551091845e-16,4.5440037581502796e-17,1.2134995850554036e-16,8.979407976181096e-17
2019-01-31,60,5,delta_residual_degree_percentile_1m,3492,3416,3399,0.9934135166093929,1,5,5,1.1686558153949016e-17,1.8227760963920993e-17,2.2657612747452175e-17,6.189338574938388e-17
2019-01-31,60,6,delta_cross_industry_degree_percentile_1m,3492,3416,3399,0.9934135166093929,1,5,5,1.3594567648471304e-17,2.251262936352108e-17,1.0903976134711359e-17,2.0270774085565418e-17
2019-01-31,60,7,neighbor_jaccard_1m,3492,3416,3399,0.9934135166093929,1,5,5,2.4483576864192984e-17,5.642200166042453e-17,2.3294858105974267e-17,3.2315368542649135e-16
2019-01-31,60,8,neighbor_retention_1m,3492,3415,3398,0.9934135166093929,1,5,5,4.697097411875662e-17,1.476289608773105e-17,4.910601839688192e-17,3.3837781241210575e-16
2019-01-31,60,9,outside_community_degree_percentile,3492,3492,3469,0.9934135166093929,1,5,5,6.539213615042172e-17,2.046469329733762e-17,6.195044477408374e-17,5.027879900962419e-17
2019-01-31,120,1,residual_degree_percentile,3389,3389,3388,0.9997049277072882,1,5,5,5.712017010752616e-17,7.280168747569238e-17,5.148860404058697e-17,2.545418196588423e-16
2019-01-31,120,2,delta_degree_percentile,3389,3389,3388,0.9997049277072882,1,5,5,1.766263902812749e-17,4.508102757981381e-17,2.6474549048753734e-17,2.774247935757503e-16
2019-01-31,120,3,cross_industry_degree_percentile,3389,3389,3388,0.9997049277072882,1,5,5,8.913809861173132e-17,7.668437015202349e-17,8.913809861173132e-17,1.420868229725416e-16
2019-01-31,120,4,cross_industry_degree_ratio,3389,3384,3383,0.9997049277072882,1,5,5,1.3274764885212994e-16,1.4651980734321803e-16,1.3398673704925625e-16,1.6711296912745015e-16
2019-01-31,120,5,delta_residual_degree_percentile_1m,3389,3342,3342,0.9997049277072882,1,5,5,6.340713394949709e-18,5.158576524268037e-18,8.733435430779787e-18,1.0427053077803523e-17
2019-01-31,120,6,delta_cross_industry_degree_percentile_1m,3389,3342,3342,0.9997049277072882,1,5,5,6.938893903907228e-18,4.0734949760541205e-17,6.28428127146315e-18,4.8950027307518463e-17
2019-01-31,120,7,neighbor_jaccard_1m,3389,3341,3341,0.9997049277072882,1,5,5,5.204170427930421e-17,3.3519954978255076e-17,5.088522196198634e-17,7.967252871047861e-17
2019-01-31,120,8,neighbor_retention_1m,3389,3339,3339,0.9997049277072882,1,5,5,9.813578521240223e-17,9.406836268621348e-17,1.030921380009074e-16,1.2756285533962441e-16
2019-01-31,120,9,outside_community_degree_percentile,3389,3389,3388,0.9997049277072882,1,5,5,7.723290606088045e-17,3.92352181964118e-18,8.246221740875257e-17,1.0824805092696e-16
2019-01-31,252,1,residual_degree_percentile,3066,3066,3066,1.0,1,5,5,5.580642331227515e-17,7.816422505234386e-17,5.787332787939646e-17,7.395568682338896e-17
2019-01-31,252,2,delta_degree_percentile,3066,3066,3066,1.0,1,5,5,2.6103458019460526e-17,1.5856858527481218e-17,3.202566417187951e-17,3.5633927498042927e-16
2019-01-31,252,3,cross_industry_degree_percentile,3066,3066,3066,1.0,1,5,5,9.798559270365965e-17,1.0067445941417809e-16,9.293912440990894e-17,8.868404391937592e-17
2019-01-31,252,4,cross_industry_degree_ratio,3066,2940,2940,1.0,1,5,5,1.0467817089322904e-16,5.986014685307467e-17,1.0428166267014863e-16,1.5560087424320143e-16
2019-01-31,252,5,delta_residual_degree_percentile_1m,3066,3008,3008,1.0,1,5,5,2.5830918912355375e-18,5.558249091473772e-19,2.921639538487254e-18,3.4480208675915004e-17
2019-01-31,252,6,delta_cross_industry_degree_percentile_1m,3066,3008,3008,1.0,1,5,5,5.361872562110131e-18,2.1402943234671052e-17,4.218532089307235e-18,6.058283164104623e-17
2019-01-31,252,7,neighbor_jaccard_1m,3066,2936,2936,1.0,1,5,5,7.538904141480383e-17,9.194079428243785e-18,7.445024988662814e-17,8.955159784732136e-17
2019-01-31,252,8,neighbor_retention_1m,3066,2875,2875,1.0,1,5,5,9.475179261887112e-17,6.529773298802734e-17,9.379470380453909e-17,7.692844645924959e-17
2019-01-31,252,9,outside_community_degree_percentile,3066,3066,3066,1.0,1,5,5,7.204316075094937e-17,9.79007536426616e-18,7.280150981148567e-17,3.738104193419034e-17
2019-02-28,60,1,residual_degree_percentile,3522,3522,3495,0.9923339011925043,1,5,5,5.643633708511212e-17,6.297212433691626e-18,5.103444548680155e-17,7.199529368749699e-17
2019-02-28,60,2,delta_degree_percentile,3522,3522,3495,0.9923339011925043,1,5,5,1.609823385706477e-17,7.604971421469585e-17,1.9749159572659035e-17,2.3688157424004757e-16
2019-02-28,60,3,cross_industry_degree_percentile,3522,3522,3495,0.9923339011925043,1,5,5,7.144043810631442e-17,4.19726036173341e-17,7.288855509495593e-17,1.5872187178457295e-16
2019-02-28,60,4,cross_industry_degree_ratio,3522,3522,3495,0.9923339011925043,1,5,5,1.1102230246251565e-16,3.358150840612235e-17,1.1135470456569684e-16,9.388235240039711e-17
2019-02-28,60,5,delta_residual_degree_percentile_1m,3522,3484,3464,0.9923339011925043,1,5,5,1.0547118733938987e-17,4.5008634919075273e-17,9.381384558082573e-18,3.1499769282043837e-16
2019-02-28,60,6,delta_cross_industry_degree_percentile_1m,3522,3484,3464,0.9923339011925043,1,5,5,9.25185853854297e-18,2.7603775349943658e-17,8.360113137237625e-18,3.9992934476538236e-16
2019-02-28,60,7,neighbor_jaccard_1m,3522,3484,3464,0.9923339011925043,1,5,5,2.886579864025407e-17,2.0347908883940272e-17,2.886579864025407e-17,6.988990118085942e-16
2019-02-28,60,8,neighbor_retention_1m,3522,3484,3464,0.9923339011925043,1,5,5,4.255854927729767e-17,9.39097932017184e-17,4.190024395820903e-17,6.695027935301352e-16
2019-02-28,60,9,outside_community_degree_percentile,3522,3522,3495,0.9923339011925043,1,5,5,8.59527502935605e-17,3.236357101041276e-17,8.59527502935605e-17,1.1307800621587417e-16
2019-02-28,120,1,residual_degree_percentile,3422,3422,3416,0.9982466393921683,1,5,5,4.7333169130224306e-17,1.5424620075943725e-17,4.2624633981144406e-17,9.933268141514162e-17
2019-02-28,120,2,delta_degree_percentile,3422,3422,3416,0.9982466393921683,1,5,5,2.9890619893754213e-17,3.6775088585497264e-17,3.255942524141084e-17,2.2949697190528297e-16
2019-02-28,120,3,cross_industry_degree_percentile,3422,3422,3416,0.9982466393921683,1,5,5,1.3023770096564337e-16,5.780956233416247e-17,1.3023770096564337e-16,6.660693570173411e-17
2019-02-28,120,4,cross_industry_degree_ratio,3422,3419,3413,0.9982466393921683,1,5,5,1.2439848348209585e-16,5.291743719652854e-17,1.2590330384679861e-16,5.721921179554972e-17
2019-02-28,120,5,delta_residual_degree_percentile_1m,3422,3389,3389,0.9982466393921683,1,5,5,3.993898235388463e-18,1.6484582319598752e-18,3.308077326281353e-18,4.3660008151783395e-17
2019-02-28,120,6,delta_cross_industry_degree_percentile_1m,3422,3389,3389,0.9982466393921683,1,5,5,4.724353296277262e-18,1.4193997345145335e-17,5.978123978750843e-18,4.884976868060965e-17
2019-02-28,120,7,neighbor_jaccard_1m,3422,3389,3389,0.9982466393921683,1,5,5,1.0948773938761309e-16,2.3451829884313306e-17,1.1796119636642288e-16,3.0945522392828846e-16
2019-02-28,120,8,neighbor_retention_1m,3422,3384,3384,0.9982466393921683,1,5,5,6.234329292125879e-17,3.000010500431143e-17,6.392193172084235e-17,2.3707159854958957e-16
2019-02-28,120,9,outside_community_degree_percentile,3422,3422,3416,0.9982466393921683,1,5,5,6.385793665189985e-17,3.0530100945072312e-18,6.395850033166663e-17,1.372042469925238e-16
2019-02-28,252,1,residual_degree_percentile,3099,3099,3099,1.0,1,5,5,5.756711979537848e-17,1.7760584542062113e-16,5.3455182667137164e-17,9.179157455798828e-17
2019-02-28,252,2,delta_degree_percentile,3099,3099,3099,1.0,1,5,5,2.7221814546097587e-17,1.7132282399943262e-16,2.7755575615628914e-17,2.3342591419559797e-16
2019-02-28,252,3,cross_industry_degree_percentile,3099,3099,3099,1.0,1,5,5,9.756505367918042e-17,1.6449021097920493e-16,1.0008828782605578e-16,8.07437129277451e-17
2019-02-28,252,4,cross_industry_degree_ratio,3099,2966,2966,1.0,1,5,5,1.1188966420050406e-16,1.817240151100778e-17,1.1246790535916299e-16,1.338740400935598e-16
2019-02-28,252,5,delta_residual_degree_percentile_1m,3099,3066,3066,1.0,1,5,5,2.1741867565575984e-18,1.1820952330981908e-18,2.7390370673318007e-18,3.275035841727369e-17
2019-02-28,252,6,delta_cross_industry_degree_percentile_1m,3099,3066,3066,1.0,1,5,5,3.834651894264521e-18,1.527053126948795e-18,2.569960705150825e-18,2.8489976051962503e-17
2019-02-28,252,7,neighbor_jaccard_1m,3099,2998,2998,1.0,1,5,5,9.868649107779169e-17,4.900352100265602e-17,1.0177044392397268e-16,1.123665904793411e-16
2019-02-28,252,8,neighbor_retention_1m,3099,2940,2940,1.0,1,5,5,1.175799384596148e-16,4.9252212193401186e-17,1.1925747324957038e-16,1.1204092399363833e-16
2019-02-28,252,9,outside_community_degree_percentile,3099,3099,3099,1.0,1,5,5,9.251858538542972e-17,5.3772248849710187e-17,9.046261682130905e-17,1.1699478238450761e-16
2019-03-29,60,1,residual_degree_percentile,3517,3517,3498,0.9945976684674438,1,5,5,5.551115123125783e-17,1.2856622131807276e-16,5.758633445485625e-17,1.601942871741221e-16
2019-03-29,60,2,delta_degree_percentile,3517,3517,3498,0.9945976684674438,1,5,5,1.8627903097737527e-17,2.275392962735342e-16,1.883414059631962e-17,2.666450089821387e-16
2019-03-29,60,3,cross_industry_degree_percentile,3517,3517,3498,0.9945976684674438,1,5,5,9.650400137126361e-17,2.0081976087478812e-16,9.564998366001349e-17,2.402290442027827e-16
2019-03-29,60,4,cross_industry_degree_ratio,3517,3513,3494,0.9945976684674438,1,5,5,9.904038730604198e-17,2.076283856054567e-17,9.947643801585035e-17,6.946151440007602e-17
2019-03-29,60,5,delta_residual_degree_percentile_1m,3517,3501,3487,0.9945976684674438,1,5,5,1.2403272853234171e-17,1.742661168908514e-17,1.366962099069724e-17,2.3526810843576566e-16
2019-03-29,60,6,delta_cross_industry_degree_percentile_1m,3517,3501,3487,0.9945976684674438,1,5,5,1.1956247957501686e-17,1.696222144177115e-17,1.0248212535001446e-17,1.1099088458852281e-16
2019-03-29,60,7,neighbor_jaccard_1m,3517,3501,3487,0.9945976684674438,1,5,5,5.105043372160318e-17,6.391895936083524e-17,4.85722573273506e-17,4.3381492364998653e-16
2019-03-29,60,8,neighbor_retention_1m,3517,3501,3487,0.9945976684674438,1,5,5,9.650400137126361e-17,5.2085290395575346e-17,9.308793052626313e-17,3.734707785995225e-16
2019-03-29,60,9,outside_community_degree_percentile,3517,3517,3498,0.9945976684674438,1,5,5,8.866091998773335e-17,2.2029979900614884e-16,9.140705467761889e-17,1.5484999629580232e-16
2019-03-29,120,1,residual_degree_percentile,3470,3470,3467,0.999135446685879,1,5,5,5.0992801712434514e-17,1.1068433546159196e-16,5.034732320974547e-17,4.685600038137178e-16
2019-03-29,120,2,delta_degree_percentile,3470,3470,3467,0.999135446685879,1,5,5,2.1807952269422717e-17,3.2049088975816884e-17,2.0475424634480347e-17,3.1449453084337527e-16
2019-03-29,120,3,cross_industry_degree_percentile,3470,3470,3467,0.999135446685879,1,5,5,6.38378239159465e-17,1.9599546753924603e-16,6.279130221240639e-17,4.2117770471954845e-16
2019-03-29,120,4,cross_industry_degree_ratio,3470,3461,3458,0.999135446685879,1,5,5,1.3520930407042084e-16,1.2756660704557432e-16,1.3471366879157034e-16,1.3487492173430078e-16
2019-03-29,120,5,delta_residual_degree_percentile_1m,3470,3420,3420,0.999135446685879,1,5,5,5.871371764844578e-18,7.278227568118537e-18,6.530723674265627e-18,1.6575577469941402e-16
2019-03-29,120,6,delta_cross_industry_degree_percentile_1m,3470,3420,3420,0.999135446685879,1,5,5,1.1693973482726902e-17,6.012463634369308e-17,9.157931040689743e-18,1.4679098059933168e-16
2019-03-29,120,7,neighbor_jaccard_1m,3470,3419,3419,0.999135446685879,1,5,5,9.223391281501301e-17,1.157751612376805e-16,8.967185968126265e-17,5.060932099179693e-16
2019-03-29,120,8,neighbor_retention_1m,3470,3417,3417,0.999135446685879,1,5,5,9.394194823751324e-17,4.914781863838462e-18,9.650400137126361e-17,1.8210808333761447e-16
2019-03-29,120,9,outside_community_degree_percentile,3470,3470,3467,0.999135446685879,1,5,5,1.1052666718366514e-16,8.783088656103761e-17,1.0903976134711358e-16,2.348294779404565e-16
2019-03-29,252,1,residual_degree_percentile,3161,3161,3161,1.0,1,5,5,5.281060873892637e-17,1.584461567772429e-16,5.1310307354297775e-17,2.4778999761874174e-16
2019-03-29,252,2,delta_degree_percentile,3161,3161,3161,1.0,1,5,5,1.7483827159451284e-17,5.0467376317450974e-17,1.650331523091449e-17,2.8673062580301717e-16
2019-03-29,252,3,cross_industry_degree_percentile,3161,3161,3161,1.0,1,5,5,8.496604780294565e-17,2.8919988402550084e-17,8.836468971506348e-17,2.7685432032005326e-16
2019-03-29,252,4,cross_industry_degree_ratio,3161,3049,3049,1.0,1,5,5,1.1589828196255856e-16,3.4906600770591804e-17,1.1308521686637997e-16,5.45801771302859e-17
2019-03-29,252,5,delta_residual_degree_percentile_1m,3161,3098,3098,1.0,1,5,5,5.4780741346636014e-18,1.371757073790988e-17,5.7519778413967816e-18,1.7280960820909503e-16
2019-03-29,252,6,delta_cross_industry_degree_percentile_1m,3161,3098,3098,1.0,1,5,5,4.289498049688105e-18,6.386170607926937e-19,5.803438537813318e-18,2.0069413818554503e-16
2019-03-29,252,7,neighbor_jaccard_1m,3161,3040,3040,1.0,1,5,5,7.280150981148567e-17,5.262632089163068e-18,7.371152868412924e-17,3.87652805069639e-16
2019-03-29,252,8,neighbor_retention_1m,3161,2965,2965,1.0,1,5,5,1.084990683156403e-16,9.495708089854923e-18,1.084990683156403e-16,3.6176280169586845e-16
2019-03-29,252,9,outside_community_degree_percentile,3161,3161,3161,1.0,1,5,5,8.344239504698566e-17,3.902965524691133e-17,8.221271764629323e-17,1.1213413375963744e-16
2019-04-30,60,1,residual_degree_percentile,3515,3515,3485,0.9914651493598862,1,5,5,5.15460690004537e-17,6.035631473317384e-17,5.105043372160318e-17,1.3773897316521865e-16
2019-04-30,60,2,delta_degree_percentile,3515,3515,3485,0.9914651493598862,1,5,5,1.8239378261699e-17,3.91384315205062e-17,2.4583509830985608e-17,3.4640347428889483e-16
2019-04-30,60,3,cross_industry_degree_percentile,3515,3515,3485,0.9914651493598862,1,5,5,8.624053851998984e-17,1.0390536316853786e-16,8.524926796228881e-17,1.3936452669724492e-16
2019-04-30,60,4,cross_industry_degree_ratio,3515,3512,3482,0.9914651493598862,1,5,5,8.810156905089952e-17,1.0397675857832906e-16,8.845970551045602e-17,1.0125971655978639e-16
2019-04-30,60,5,delta_residual_degree_percentile_1m,3515,3489,3475,0.9914651493598862,1,5,5,9.069256067387518e-18,2.4967623620418606e-17,9.89307645705585e-18,2.885652438955573e-17
2019-04-30,60,6,delta_cross_industry_degree_percentile_1m,3515,3489,3475,0.9914651493598862,1,5,5,1.1541922533231825e-17,9.663621012049868e-18,1.1541922533231825e-17,1.5321182385877903e-16
2019-04-30,60,7,neighbor_jaccard_1m,3515,3489,3475,0.9914651493598862,1,5,5,9.113771097669196e-17,5.169966617597862e-17,9.445180955766257e-17,1.8596516062600794e-16
2019-04-30,60,8,neighbor_retention_1m,3515,3485,3471,0.9914651493598862,1,5,5,8.723180907769087e-17,7.998151208986569e-17,9.070125602964448e-17,4.2295222097590934e-16
2019-04-30,60,9,outside_community_degree_percentile,3515,3515,3485,0.9914651493598862,1,5,5,6.839766848137125e-17,3.898286742424743e-17,6.938893903907228e-17,7.133191193521857e-17
2019-04-30,120,1,residual_degree_percentile,3516,3516,3512,0.9988623435722411,1,5,5,5.551115123125783e-17,1.7920014437182694e-16,5.947623346206196e-17,1.474122315399479e-16
2019-04-30,120,2,delta_degree_percentile,3516,3516,3512,0.9988623435722411,1,5,5,2.5496400856217257e-17,2.1918554635674758e-16,2.8078314866973436e-17,3.1775976286512467e-16
2019-04-30,120,3,cross_industry_degree_percentile,3516,3516,3512,0.9988623435722411,1,5,5,6.938893903907228e-17,2.605451718631541e-16,8.227545628918571e-17,1.0370353459982005e-16
2019-04-30,120,4,cross_industry_degree_ratio,3516,3512,3508,0.9988623435722411,1,5,5,9.439098532775388e-17,3.2422164391246513e-17,9.41707029815981e-17,4.2080354093206e-17
2019-04-30,120,5,delta_residual_degree_percentile_1m,3516,3468,3468,0.9988623435722411,1,5,5,8.3891450413798e-18,1.5417470091408166e-17,7.050451683712811e-18,1.0907529967453035e-16
2019-04-30,120,6,delta_cross_industry_degree_percentile_1m,3516,3468,3468,0.9988623435722411,1,5,5,4.89804275569922e-18,6.670489460247316e-18,4.864379231605067e-18,7.336151201978674e-17
2019-04-30,120,7,neighbor_jaccard_1m,3516,3468,3468,0.9988623435722411,1,5,5,5.650242178895886e-17,1.6067567927361438e-17,6.418476861114186e-17,1.3728847660770024e-16
2019-04-30,120,8,neighbor_retention_1m,3516,3459,3459,0.9988623435722411,1,5,5,8.921435019309294e-17,5.91918945336579e-17,9.218816186619604e-17,2.0541585513100174e-16
2019-04-30,120,9,outside_community_degree_percentile,3516,3516,3512,0.9988623435722411,1,5,5,1.0408340855860843e-16,1.2047479265308547e-16,1.0461716962813975e-16,1.2490790288055303e-16
2019-04-30,252,1,residual_degree_percentile,3237,3237,3237,1.0,1,5,5,5.022691664289771e-17,2.497691022305368e-18,5.0600549391569634e-17,2.7715981506237507e-16
2019-04-30,252,2,delta_degree_percentile,3237,3237,3237,1.0,1,5,5,2.348548705937831e-17,4.199462190737234e-18,3.4961350054301804e-17,3.444046398973931e-16
2019-04-30,252,3,cross_industry_degree_percentile,3237,3237,3237,1.0,1,5,5,1.3237274524376866e-16,1.7265418200223407e-17,1.419804444953325e-16,2.2796305761014416e-16
2019-04-30,252,4,cross_industry_degree_ratio,3237,3174,3174,1.0,1,5,5,9.335966343438817e-17,1.0613184182442538e-17,9.310734001970063e-17,6.928995957014169e-17
2019-04-30,252,5,delta_residual_degree_percentile_1m,3237,3160,3160,1.0,1,5,5,3.0839528461809902e-18,7.348534327994552e-17,4.803849625781927e-18,3.661010584890562e-16
2019-04-30,252,6,delta_cross_industry_degree_percentile_1m,3237,3160,3160,1.0,1,5,5,6.472644115897652e-18,1.0144132818200797e-17,7.898819938044593e-18,2.2212404492744655e-16
2019-04-30,252,7,neighbor_jaccard_1m,3237,3122,3122,1.0,1,5,5,7.440036241411639e-17,1.7276230468033695e-16,7.729156820741107e-17,3.179150130882653e-16
2019-04-30,252,8,neighbor_retention_1m,3237,3048,3048,1.0,1,5,5,1.022519532902909e-16,3.1235425698107556e-17,1.0235513386878766e-16,7.429029735324187e-16
2019-04-30,252,9,outside_community_degree_percentile,3237,3237,3237,1.0,1,5,5,1.0061396160665481e-16,6.109599609227245e-17,1.0234868508263162e-16,2.1933666766694753e-16
2019-05-31,60,1,residual_degree_percentile,3512,3512,3482,0.9914578587699316,1,5,5,5.615662973394687e-17,6.345062476023167e-17,5.4220194225879736e-17,3.887864680343794e-16
2019-05-31,60,2,delta_degree_percentile,3512,3512,3482,0.9914578587699316,1,5,5,3.122502256758253e-17,7.410246282475457e-17,5.15460690004537e-17,4.685929691609609e-16
2019-05-31,60,3,cross_industry_degree_percentile,3512,3512,3482,0.9914578587699316,1,5,5,6.661338147750939e-17,4.591974962598936e-17,7.031412489292658e-17,2.4845526927930157e-16
2019-05-31,60,4,cross_industry_degree_ratio,3512,3512,3482,0.9914578587699316,1,5,5,1.0768460666063622e-16,2.0975718471868825e-16,1.0654276335999327e-16,4.4414674047681625e-16
