analysis_date,window,network_id,top_k,global_max_density,global_cutoff,node_count,nodes_with_at_least_k_stored_edges,nodes_exactly_recoverable,exactly_recoverable_share,all_nodes_exactly_recoverable,formal_topk_available_from_step2_master
2015-04-30,60,B0_RAW_POSITIVE,10,0.02,0.5882624983787537,1993,1214,36,0.01806322127446061,False,False
2015-04-30,60,B0_RAW_POSITIVE,25,0.02,0.5882624983787537,1993,797,2,0.0010035122930255895,False,False
2015-04-30,60,B0_RAW_POSITIVE,50,0.02,0.5882624983787537,1993,502,2,0.0010035122930255895,False,False
2015-04-30,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3428228497505188,1993,1938,57,0.028600100351229302,False,False
2015-04-30,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3428228497505188,1993,1332,5,0.002508780732563974,False,False
2015-04-30,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3428228497505188,1993,483,0,0.0,False,False
2015-05-29,60,B0_RAW_POSITIVE,10,0.02,0.6259856820106506,1914,1168,34,0.017763845350052248,False,False
2015-05-29,60,B0_RAW_POSITIVE,25,0.02,0.6259856820106506,1914,776,6,0.003134796238244514,False,False
2015-05-29,60,B0_RAW_POSITIVE,50,0.02,0.6259856820106506,1914,470,1,0.0005224660397074191,False,False
2015-05-29,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3491979241371155,1914,1813,58,0.030303030303030304,False,False
2015-05-29,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3491979241371155,1914,1069,14,0.0073145245559038665,False,False
2015-05-29,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3491979241371155,1914,440,0,0.0,False,False
2015-06-30,60,B0_RAW_POSITIVE,10,0.02,0.739136278629303,1802,963,32,0.017758046614872364,False,False
2015-06-30,60,B0_RAW_POSITIVE,25,0.02,0.739136278629303,1802,645,3,0.001664816870144284,False,False
2015-06-30,60,B0_RAW_POSITIVE,50,0.02,0.739136278629303,1802,400,0,0.0,False,False
2015-06-30,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3541718125343323,1802,1647,54,0.029966703662597113,False,False
2015-06-30,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3541718125343323,1802,960,8,0.004439511653718091,False,False
2015-06-30,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3541718125343323,1802,390,1,0.0005549389567147614,False,False
2015-07-31,60,B0_RAW_POSITIVE,10,0.02,0.8505398035049438,1572,749,18,0.011450381679389313,False,False
2015-07-31,60,B0_RAW_POSITIVE,25,0.02,0.8505398035049438,1572,477,5,0.0031806615776081423,False,False
2015-07-31,60,B0_RAW_POSITIVE,50,0.02,0.8505398035049438,1572,300,1,0.0006361323155216285,False,False
2015-07-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.4402291178703308,1572,1024,32,0.020356234096692113,False,False
2015-07-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.4402291178703308,1572,530,7,0.004452926208651399,False,False
2015-07-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.4402291178703308,1572,291,1,0.0006361323155216285,False,False
2015-08-31,60,B0_RAW_POSITIVE,10,0.02,0.8848955631256104,1645,777,22,0.013373860182370821,False,False
2015-08-31,60,B0_RAW_POSITIVE,25,0.02,0.8848955631256104,1645,516,4,0.0024316109422492403,False,False
2015-08-31,60,B0_RAW_POSITIVE,50,0.02,0.8848955631256104,1645,331,2,0.0012158054711246201,False,False
2015-08-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.46578559279441833,1645,1138,28,0.01702127659574468,False,False
2015-08-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.46578559279441833,1645,542,7,0.00425531914893617,False,False
2015-08-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.46578559279441833,1645,284,1,0.0006079027355623101,False,False
2015-09-30,60,B0_RAW_POSITIVE,10,0.02,0.898931622505188,1769,818,25,0.014132278123233465,False,False
2015-09-30,60,B0_RAW_POSITIVE,25,0.02,0.898931622505188,1769,565,6,0.0033917467495760316,False,False
2015-09-30,60,B0_RAW_POSITIVE,50,0.02,0.898931622505188,1769,382,2,0.0011305822498586771,False,False
2015-09-30,60,M1_RESIDUAL_POSITIVE,10,0.02,0.4789956510066986,1769,1180,41,0.023176936122102882,False,False
2015-09-30,60,M1_RESIDUAL_POSITIVE,25,0.02,0.4789956510066986,1769,671,17,0.009609949123798756,False,False
2015-09-30,60,M1_RESIDUAL_POSITIVE,50,0.02,0.4789956510066986,1769,360,1,0.0005652911249293386,False,False
2015-10-30,60,B0_RAW_POSITIVE,10,0.02,0.8783358931541443,1962,915,29,0.014780835881753314,False,False
2015-10-30,60,B0_RAW_POSITIVE,25,0.02,0.8783358931541443,1962,668,7,0.003567787971457696,False,False
2015-10-30,60,B0_RAW_POSITIVE,50,0.02,0.8783358931541443,1962,462,5,0.0025484199796126403,False,False
2015-10-30,60,M1_RESIDUAL_POSITIVE,10,0.02,0.42699727416038513,1962,1491,39,0.019877675840978593,False,False
2015-10-30,60,M1_RESIDUAL_POSITIVE,25,0.02,0.42699727416038513,1962,827,8,0.004077471967380225,False,False
2015-10-30,60,M1_RESIDUAL_POSITIVE,50,0.02,0.42699727416038513,1962,442,1,0.0005096839959225281,False,False
2015-11-30,60,B0_RAW_POSITIVE,10,0.02,0.8396292328834534,2037,947,32,0.015709376534118802,False,False
2015-11-30,60,B0_RAW_POSITIVE,25,0.02,0.8396292328834534,2037,698,7,0.003436426116838488,False,False
2015-11-30,60,B0_RAW_POSITIVE,50,0.02,0.8396292328834534,2037,482,1,0.0004909180166912126,False,False
2015-11-30,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3815559446811676,2037,1783,44,0.021600392734413353,False,False
2015-11-30,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3815559446811676,2037,1024,11,0.005400098183603338,False,False
2015-11-30,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3815559446811676,2037,511,5,0.002454590083456063,False,False
2015-12-31,60,B0_RAW_POSITIVE,10,0.02,0.7209058403968811,2119,1142,34,0.01604530438886267,False,False
2015-12-31,60,B0_RAW_POSITIVE,25,0.02,0.7209058403968811,2119,834,11,0.005191127890514393,False,False
2015-12-31,60,B0_RAW_POSITIVE,50,0.02,0.7209058403968811,2119,574,1,0.00047192071731949034,False,False
2015-12-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.369742751121521,2119,1797,44,0.020764511562057573,False,False
2015-12-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.369742751121521,2119,1027,14,0.0066068900424728644,False,False
2015-12-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.369742751121521,2119,548,5,0.0023596035865974517,False,False
2016-01-29,60,B0_RAW_POSITIVE,10,0.02,0.8273434042930603,2199,1031,28,0.01273306048203729,False,False
2016-01-29,60,B0_RAW_POSITIVE,25,0.02,0.8273434042930603,2199,769,6,0.002728512960436562,False,False
2016-01-29,60,B0_RAW_POSITIVE,50,0.02,0.8273434042930603,2199,562,2,0.0009095043201455207,False,False
2016-01-29,60,M1_RESIDUAL_POSITIVE,10,0.02,0.39363211393356323,2199,1771,51,0.023192360163710776,False,False
2016-01-29,60,M1_RESIDUAL_POSITIVE,25,0.02,0.39363211393356323,2199,1025,11,0.0050022737608003635,False,False
2016-01-29,60,M1_RESIDUAL_POSITIVE,50,0.02,0.39363211393356323,2199,581,2,0.0009095043201455207,False,False
2016-02-29,60,B0_RAW_POSITIVE,10,0.02,0.8604322671890259,2241,928,18,0.008032128514056224,False,False
2016-02-29,60,B0_RAW_POSITIVE,25,0.02,0.8604322671890259,2241,727,6,0.002677376171352075,False,False
2016-02-29,60,B0_RAW_POSITIVE,50,0.02,0.8604322671890259,2241,560,3,0.0013386880856760374,False,False
2016-02-29,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3920647203922272,2241,1902,60,0.02677376171352075,False,False
2016-02-29,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3920647203922272,2241,1118,13,0.005800981704596163,False,False
2016-02-29,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3920647203922272,2241,575,2,0.000892458723784025,False,False
2016-03-31,60,B0_RAW_POSITIVE,10,0.02,0.8948566317558289,2290,880,25,0.010917030567685589,False,False
2016-03-31,60,B0_RAW_POSITIVE,25,0.02,0.8948566317558289,2290,693,8,0.0034934497816593887,False,False
2016-03-31,60,B0_RAW_POSITIVE,50,0.02,0.8948566317558289,2290,525,2,0.0008733624454148472,False,False
2016-03-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3918096423149109,2290,2064,57,0.024890829694323144,False,False
2016-03-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3918096423149109,2290,1328,11,0.00480349344978166,False,False
2016-03-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3918096423149109,2290,667,0,0.0,False,False
2016-04-29,60,B0_RAW_POSITIVE,10,0.02,0.8347002863883972,2246,891,16,0.007123775601068566,False,False
2016-04-29,60,B0_RAW_POSITIVE,25,0.02,0.8347002863883972,2246,673,7,0.003116651825467498,False,False
2016-04-29,60,B0_RAW_POSITIVE,50,0.02,0.8347002863883972,2246,517,2,0.0008904719501335708,False,False
2016-04-29,60,M1_RESIDUAL_POSITIVE,10,0.02,0.35469821095466614,2246,2171,58,0.025823686553873553,False,False
2016-04-29,60,M1_RESIDUAL_POSITIVE,25,0.02,0.35469821095466614,2246,1390,14,0.006233303650934996,False,False
2016-04-29,60,M1_RESIDUAL_POSITIVE,50,0.02,0.35469821095466614,2246,575,1,0.0004452359750667854,False,False
2016-05-31,60,B0_RAW_POSITIVE,10,0.02,0.7928480505943298,2265,905,20,0.008830022075055188,False,False
2016-05-31,60,B0_RAW_POSITIVE,25,0.02,0.7928480505943298,2265,671,11,0.004856512141280353,False,False
2016-05-31,60,B0_RAW_POSITIVE,50,0.02,0.7928480505943298,2265,513,2,0.0008830022075055188,False,False
2016-05-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3300017714500427,2265,2252,67,0.029580573951434878,False,False
2016-05-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3300017714500427,2265,1856,13,0.005739514348785872,False,False
2016-05-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3300017714500427,2265,725,1,0.0004415011037527594,False,False
2016-06-30,60,B0_RAW_POSITIVE,10,0.02,0.7775725722312927,2284,878,24,0.010507880910683012,False,False
2016-06-30,60,B0_RAW_POSITIVE,25,0.02,0.7775725722312927,2284,686,7,0.003064798598949212,False,False
2016-06-30,60,B0_RAW_POSITIVE,50,0.02,0.7775725722312927,2284,525,2,0.0008756567425569177,False,False
2016-06-30,60,M1_RESIDUAL_POSITIVE,10,0.02,0.33009740710258484,2284,2272,72,0.03152364273204904,False,False
2016-06-30,60,M1_RESIDUAL_POSITIVE,25,0.02,0.33009740710258484,2284,1862,13,0.005691768826619965,False,False
2016-06-30,60,M1_RESIDUAL_POSITIVE,50,0.02,0.33009740710258484,2284,760,0,0.0,False,False
2016-07-29,60,B0_RAW_POSITIVE,10,0.02,0.7524852156639099,2332,928,24,0.010291595197255575,False,False
2016-07-29,60,B0_RAW_POSITIVE,25,0.02,0.7524852156639099,2332,693,4,0.0017152658662092624,False,False
2016-07-29,60,B0_RAW_POSITIVE,50,0.02,0.7524852156639099,2332,537,1,0.0004288164665523156,False,False
2016-07-29,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3371923863887787,2332,2291,67,0.028730703259005147,False,False
2016-07-29,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3371923863887787,2332,1765,6,0.002572898799313894,False,False
2016-07-29,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3371923863887787,2332,733,0,0.0,False,False
2016-08-31,60,B0_RAW_POSITIVE,10,0.02,0.6833950281143188,2409,1183,33,0.0136986301369863,False,False
2016-08-31,60,B0_RAW_POSITIVE,25,0.02,0.6833950281143188,2409,839,6,0.0024906600249066002,False,False
2016-08-31,60,B0_RAW_POSITIVE,50,0.02,0.6833950281143188,2409,601,3,0.0012453300124533001,False,False
2016-08-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.33493563532829285,2409,2388,85,0.0352843503528435,False,False
2016-08-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.33493563532829285,2409,1971,4,0.0016604400166044002,False,False
2016-08-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.33493563532829285,2409,952,0,0.0,False,False
2016-09-30,60,B0_RAW_POSITIVE,10,0.02,0.6514058709144592,2429,1208,38,0.015644298065047343,False,False
2016-09-30,60,B0_RAW_POSITIVE,25,0.02,0.6514058709144592,2429,863,10,0.004116920543433511,False,False
2016-09-30,60,B0_RAW_POSITIVE,50,0.02,0.6514058709144592,2429,620,3,0.0012350761630300535,False,False
2016-09-30,60,M1_RESIDUAL_POSITIVE,10,0.02,0.33001020550727844,2429,2423,81,0.033347056401811445,False,False
2016-09-30,60,M1_RESIDUAL_POSITIVE,25,0.02,0.33001020550727844,2429,1968,8,0.0032935364347468094,False,False
2016-09-30,60,M1_RESIDUAL_POSITIVE,50,0.02,0.33001020550727844,2429,938,0,0.0,False,False
2016-10-31,60,B0_RAW_POSITIVE,10,0.02,0.623669445514679,2451,1212,36,0.014687882496940025,False,False
2016-10-31,60,B0_RAW_POSITIVE,25,0.02,0.623669445514679,2451,868,8,0.0032639738882088943,False,False
2016-10-31,60,B0_RAW_POSITIVE,50,0.02,0.623669445514679,2451,625,3,0.0012239902080783353,False,False
2016-10-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.31141600012779236,2451,2449,69,0.028151774785801713,False,False
2016-10-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.31141600012779236,2451,2261,13,0.005303957568339453,False,False
2016-10-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.31141600012779236,2451,1003,0,0.0,False,False
2016-11-30,60,B0_RAW_POSITIVE,10,0.02,0.5857669711112976,2460,1270,30,0.012195121951219513,False,False
2016-11-30,60,B0_RAW_POSITIVE,25,0.02,0.5857669711112976,2460,899,15,0.006097560975609756,False,False
2016-11-30,60,B0_RAW_POSITIVE,50,0.02,0.5857669711112976,2460,636,1,0.0004065040650406504,False,False
2016-11-30,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3171587884426117,2460,2454,74,0.03008130081300813,False,False
2016-11-30,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3171587884426117,2460,2147,15,0.006097560975609756,False,False
2016-11-30,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3171587884426117,2460,878,0,0.0,False,False
2016-12-30,60,B0_RAW_POSITIVE,10,0.02,0.6458584666252136,2499,1139,33,0.013205282112845138,False,False
2016-12-30,60,B0_RAW_POSITIVE,25,0.02,0.6458584666252136,2499,826,5,0.0020008003201280513,False,False
2016-12-30,60,B0_RAW_POSITIVE,50,0.02,0.6458584666252136,2499,599,2,0.0008003201280512205,False,False
2016-12-30,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3165002763271332,2499,2499,73,0.02921168467386955,False,False
2016-12-30,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3165002763271332,2499,2191,12,0.004801920768307323,False,False
2016-12-30,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3165002763271332,2499,929,0,0.0,False,False
2017-01-26,60,B0_RAW_POSITIVE,10,0.02,0.6954571008682251,2537,1022,19,0.007489160425699646,False,False
2017-01-26,60,B0_RAW_POSITIVE,25,0.02,0.6954571008682251,2537,785,12,0.004729996058336618,False,False
2017-01-26,60,B0_RAW_POSITIVE,50,0.02,0.6954571008682251,2537,616,0,0.0,False,False
2017-01-26,60,M1_RESIDUAL_POSITIVE,10,0.02,0.32320451736450195,2537,2523,78,0.030744974379188016,False,False
2017-01-26,60,M1_RESIDUAL_POSITIVE,25,0.02,0.32320451736450195,2537,2125,11,0.0043358297201418995,False,False
2017-01-26,60,M1_RESIDUAL_POSITIVE,50,0.02,0.32320451736450195,2537,976,0,0.0,False,False
2017-02-28,60,B0_RAW_POSITIVE,10,0.02,0.7201135754585266,2579,960,26,0.010081426909654904,False,False
2017-02-28,60,B0_RAW_POSITIVE,25,0.02,0.7201135754585266,2579,730,9,0.0034897246994959287,False,False
2017-02-28,60,B0_RAW_POSITIVE,50,0.02,0.7201135754585266,2579,611,1,0.00038774718883288094,False,False
2017-02-28,60,M1_RESIDUAL_POSITIVE,10,0.02,0.32773369550704956,2579,2565,77,0.029856533540131833,False,False
2017-02-28,60,M1_RESIDUAL_POSITIVE,25,0.02,0.32773369550704956,2579,2146,12,0.0046529662659945716,False,False
2017-02-28,60,M1_RESIDUAL_POSITIVE,50,0.02,0.32773369550704956,2579,1018,0,0.0,False,False
2017-03-31,60,B0_RAW_POSITIVE,10,0.02,0.636573851108551,2663,1188,39,0.01464513706346226,False,False
2017-03-31,60,B0_RAW_POSITIVE,25,0.02,0.636573851108551,2663,855,7,0.0026286143447239955,False,False
2017-03-31,60,B0_RAW_POSITIVE,50,0.02,0.636573851108551,2663,688,4,0.0015020653398422831,False,False
2017-03-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3243767321109772,2663,2654,74,0.027788208787082238,False,False
2017-03-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3243767321109772,2663,2297,13,0.00488171235448742,False,False
2017-03-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3243767321109772,2663,1117,0,0.0,False,False
2017-04-28,60,B0_RAW_POSITIVE,10,0.02,0.5767463445663452,2696,1623,48,0.017804154302670624,False,False
2017-04-28,60,B0_RAW_POSITIVE,25,0.02,0.5767463445663452,2696,1194,13,0.004821958456973294,False,False
2017-04-28,60,B0_RAW_POSITIVE,50,0.02,0.5767463445663452,2696,830,2,0.000741839762611276,False,False
2017-04-28,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3394719362258911,2696,2645,87,0.0322700296735905,False,False
2017-04-28,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3394719362258911,2696,2112,16,0.005934718100890208,False,False
2017-04-28,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3394719362258911,2696,1123,1,0.000370919881305638,False,False
2017-05-31,60,B0_RAW_POSITIVE,10,0.02,0.6147737503051758,2699,1416,37,0.013708781030011115,False,False
2017-05-31,60,B0_RAW_POSITIVE,25,0.02,0.6147737503051758,2699,1055,12,0.00444609114486847,False,False
2017-05-31,60,B0_RAW_POSITIVE,50,0.02,0.6147737503051758,2699,795,5,0.001852537977028529,False,False
2017-05-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3348844349384308,2699,2664,65,0.02408299370137088,False,False
2017-05-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3348844349384308,2699,2136,20,0.007410151908114116,False,False
2017-05-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3348844349384308,2699,1144,3,0.0011115227862171174,False,False
2017-06-30,60,B0_RAW_POSITIVE,10,0.02,0.6793571710586548,2750,1211,16,0.005818181818181818,False,False
2017-06-30,60,B0_RAW_POSITIVE,25,0.02,0.6793571710586548,2750,898,12,0.004363636363636364,False,False
2017-06-30,60,B0_RAW_POSITIVE,50,0.02,0.6793571710586548,2750,727,5,0.0018181818181818182,False,False
2017-06-30,60,M1_RESIDUAL_POSITIVE,10,0.02,0.341296523809433,2750,2699,60,0.02181818181818182,False,False
2017-06-30,60,M1_RESIDUAL_POSITIVE,25,0.02,0.341296523809433,2750,2113,20,0.007272727272727273,False,False
2017-06-30,60,M1_RESIDUAL_POSITIVE,50,0.02,0.341296523809433,2750,1084,5,0.0018181818181818182,False,False
2017-07-31,60,B0_RAW_POSITIVE,10,0.02,0.732391893863678,2783,1082,23,0.008264462809917356,False,False
2017-07-31,60,B0_RAW_POSITIVE,25,0.02,0.732391893863678,2783,834,9,0.0032339202299676607,False,False
2017-07-31,60,B0_RAW_POSITIVE,50,0.02,0.732391893863678,2783,657,1,0.00035932446999640676,False,False
2017-07-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3360396921634674,2783,2754,82,0.029464606539705354,False,False
2017-07-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3360396921634674,2783,2290,22,0.007905138339920948,False,False
2017-07-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3360396921634674,2783,1182,2,0.0007186489399928135,False,False
2017-08-31,60,B0_RAW_POSITIVE,10,0.02,0.690453290939331,2834,1184,26,0.009174311926605505,False,False
2017-08-31,60,B0_RAW_POSITIVE,25,0.02,0.690453290939331,2834,897,13,0.0045871559633027525,False,False
2017-08-31,60,B0_RAW_POSITIVE,50,0.02,0.690453290939331,2834,679,5,0.0017642907551164433,False,False
2017-08-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.34183189272880554,2834,2802,73,0.025758645024700072,False,False
2017-08-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.34183189272880554,2834,2265,22,0.0077628793225123505,False,False
2017-08-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.34183189272880554,2834,1171,4,0.0014114326040931546,False,False
2017-09-29,60,B0_RAW_POSITIVE,10,0.02,0.6409385204315186,2897,1465,30,0.010355540214014497,False,False
2017-09-29,60,B0_RAW_POSITIVE,25,0.02,0.6409385204315186,2897,1086,17,0.005868139454608215,False,False
2017-09-29,60,B0_RAW_POSITIVE,50,0.02,0.6409385204315186,2897,807,4,0.001380738695201933,False,False
2017-09-29,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3427562117576599,2897,2856,65,0.02243700379703141,False,False
2017-09-29,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3427562117576599,2897,2284,31,0.010700724887814981,False,False
2017-09-29,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3427562117576599,2897,1218,2,0.0006903693476009665,False,False
2017-10-31,60,B0_RAW_POSITIVE,10,0.02,0.5548741817474365,2941,1812,57,0.019381162869772185,False,False
2017-10-31,60,B0_RAW_POSITIVE,25,0.02,0.5548741817474365,2941,1347,14,0.0047602856171370285,False,False
2017-10-31,60,B0_RAW_POSITIVE,50,0.02,0.5548741817474365,2941,978,0,0.0,False,False
2017-10-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.32342392206192017,2941,2936,84,0.02856171370282217,False,False
2017-10-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.32342392206192017,2941,2709,27,0.009180550833049982,False,False
2017-10-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.32342392206192017,2941,1501,3,0.0010200612036722204,False,False
2017-11-30,60,B0_RAW_POSITIVE,10,0.02,0.5870946645736694,2959,1633,51,0.01723555255153768,False,False
2017-11-30,60,B0_RAW_POSITIVE,25,0.02,0.5870946645736694,2959,1210,14,0.004731328151402501,False,False
2017-11-30,60,B0_RAW_POSITIVE,50,0.02,0.5870946645736694,2959,910,2,0.0006759040216289286,False,False
2017-11-30,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3196977972984314,2959,2955,76,0.02568435282189929,False,False
2017-11-30,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3196977972984314,2959,2737,24,0.008110848259547145,False,False
2017-11-30,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3196977972984314,2959,1606,3,0.001013856032443393,False,False
2017-12-29,60,B0_RAW_POSITIVE,10,0.02,0.6529770493507385,2995,1353,35,0.011686143572621035,False,False
2017-12-29,60,B0_RAW_POSITIVE,25,0.02,0.6529770493507385,2995,1025,16,0.005342237061769616,False,False
2017-12-29,60,B0_RAW_POSITIVE,50,0.02,0.6529770493507385,2995,817,3,0.001001669449081803,False,False
2017-12-29,60,M1_RESIDUAL_POSITIVE,10,0.02,0.31874534487724304,2995,2993,68,0.02270450751252087,False,False
2017-12-29,60,M1_RESIDUAL_POSITIVE,25,0.02,0.31874534487724304,2995,2760,14,0.004674457429048414,False,False
2017-12-29,60,M1_RESIDUAL_POSITIVE,50,0.02,0.31874534487724304,2995,1660,6,0.002003338898163606,False,False
2018-01-31,60,B0_RAW_POSITIVE,10,0.02,0.6256540417671204,3026,1500,44,0.014540647719762063,False,False
2018-01-31,60,B0_RAW_POSITIVE,25,0.02,0.6256540417671204,3026,1131,10,0.003304692663582287,False,False
2018-01-31,60,B0_RAW_POSITIVE,50,0.02,0.6256540417671204,3026,847,3,0.0009914077990746861,False,False
2018-01-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.32190704345703125,3026,3022,101,0.0333773959021811,False,False
2018-01-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.32190704345703125,3026,2794,21,0.006939854593522803,False,False
2018-01-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.32190704345703125,3026,1723,0,0.0,False,False
2018-02-28,60,B0_RAW_POSITIVE,10,0.02,0.7302191257476807,2961,1243,38,0.012833502195204323,False,False
2018-02-28,60,B0_RAW_POSITIVE,25,0.02,0.7302191257476807,2961,945,15,0.005065856129685917,False,False
2018-02-28,60,B0_RAW_POSITIVE,50,0.02,0.7302191257476807,2961,728,4,0.0013508949679162446,False,False
2018-02-28,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3466789722442627,2961,2906,91,0.030732860520094562,False,False
2018-02-28,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3466789722442627,2961,2393,15,0.005065856129685917,False,False
2018-02-28,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3466789722442627,2961,1383,1,0.00033772374197906115,False,False
2018-03-30,60,B0_RAW_POSITIVE,10,0.02,0.7409806847572327,3008,1317,25,0.008311170212765957,False,False
2018-03-30,60,B0_RAW_POSITIVE,25,0.02,0.7409806847572327,3008,1036,12,0.003989361702127659,False,False
2018-03-30,60,B0_RAW_POSITIVE,50,0.02,0.7409806847572327,3008,814,3,0.0009973404255319148,False,False
2018-03-30,60,M1_RESIDUAL_POSITIVE,10,0.02,0.34967416524887085,3008,2960,91,0.030252659574468085,False,False
2018-03-30,60,M1_RESIDUAL_POSITIVE,25,0.02,0.34967416524887085,3008,2439,20,0.006648936170212766,False,False
2018-03-30,60,M1_RESIDUAL_POSITIVE,50,0.02,0.34967416524887085,3008,1425,1,0.0003324468085106383,False,False
2018-04-27,60,B0_RAW_POSITIVE,10,0.02,0.7191323041915894,3025,1484,48,0.015867768595041323,False,False
2018-04-27,60,B0_RAW_POSITIVE,25,0.02,0.7191323041915894,3025,1106,12,0.003966942148760331,False,False
2018-04-27,60,B0_RAW_POSITIVE,50,0.02,0.7191323041915894,3025,838,5,0.001652892561983471,False,False
2018-04-27,60,M1_RESIDUAL_POSITIVE,10,0.02,0.3474076986312866,3025,2983,79,0.026115702479338844,False,False
2018-04-27,60,M1_RESIDUAL_POSITIVE,25,0.02,0.3474076986312866,3025,2417,23,0.007603305785123967,False,False
2018-04-27,60,M1_RESIDUAL_POSITIVE,50,0.02,0.3474076986312866,3025,1299,4,0.001322314049586777,False,False
2018-05-31,60,B0_RAW_POSITIVE,10,0.02,0.6577861905097961,3097,1665,40,0.012915724895059735,False,False
2018-05-31,60,B0_RAW_POSITIVE,25,0.02,0.6577861905097961,3097,1234,15,0.004843396835647401,False,False
2018-05-31,60,B0_RAW_POSITIVE,50,0.02,0.6577861905097961,3097,926,5,0.0016144656118824668,False,False
2018-05-31,60,M1_RESIDUAL_POSITIVE,10,0.02,0.33028948307037354,3097,3090,93,0.030029060381013883,False,False
2018-05-31,60,M1_RESIDUAL_POSITIVE,25,0.02,0.33028948307037354,3097,2744,21,0.006780755569906361,False,False
2018-05-31,60,M1_RESIDUAL_POSITIVE,50,0.02,0.33028948307037354,3097,1561,0,0.0,False,False
2018-06-29,60,B0_RAW_POSITIVE,10,0.02,0.7159265279769897,3080,1316,25,0.008116883116883116,False,False
2018-06-29,60,B0_RAW_POSITIVE,25,0.02,0.7159265279769897,3080,1000,12,0.003896103896103896,False,False
