window,density_fraction,network_id,date_t,date_t1,same_industry_retention,cross_industry_retention,same_minus_cross_retention
60,0.002,B0_RAW_POSITIVE,2015-04-30,2015-05-29,0.6268817204301075,0.2389455782312925,0.387936142198815
60,0.002,M1_RESIDUAL_POSITIVE,2015-04-30,2015-05-29,0.6967150496562261,0.370685791125056,0.3260292585311701
60,0.002,B0_RAW_POSITIVE,2015-05-29,2015-06-30,0.5740944017563118,0.24961399897066391,0.3244804027856478
60,0.002,M1_RESIDUAL_POSITIVE,2015-05-29,2015-06-30,0.684954280964256,0.3570219966159052,0.3279322843483508
60,0.002,B0_RAW_POSITIVE,2015-06-30,2015-07-31,0.40581717451523547,0.1821933962264151,0.22362377828882038
60,0.002,M1_RESIDUAL_POSITIVE,2015-06-30,2015-07-31,0.4616822429906542,0.27870813397129185,0.18297410901936234
60,0.002,B0_RAW_POSITIVE,2015-07-31,2015-08-31,0.4592901878914405,0.2503052503052503,0.2089849375861902
60,0.002,M1_RESIDUAL_POSITIVE,2015-07-31,2015-08-31,0.7083993660855784,0.47753530166880614,0.23086406441677226
60,0.002,B0_RAW_POSITIVE,2015-08-31,2015-09-30,0.38386308068459657,0.30693556320708315,0.07692751747751342
60,0.002,M1_RESIDUAL_POSITIVE,2015-08-31,2015-09-30,0.6447368421052632,0.4245840042941492,0.22015283781111394
60,0.002,B0_RAW_POSITIVE,2015-09-30,2015-10-30,0.43636363636363634,0.3007518796992481,0.13561175666438824
60,0.002,M1_RESIDUAL_POSITIVE,2015-09-30,2015-10-30,0.7129963898916968,0.5883384480491013,0.12465794184259549
60,0.002,B0_RAW_POSITIVE,2015-10-30,2015-11-30,0.3711111111111111,0.21858288770053477,0.15252822341057634
60,0.002,M1_RESIDUAL_POSITIVE,2015-10-30,2015-11-30,0.6666666666666666,0.3850806451612903,0.2815860215053763
60,0.002,B0_RAW_POSITIVE,2015-11-30,2015-12-31,0.4428794992175274,0.16984615384615384,0.2730333453713736
60,0.002,M1_RESIDUAL_POSITIVE,2015-11-30,2015-12-31,0.6970338983050848,0.35294117647058826,0.3440927218344965
60,0.002,B0_RAW_POSITIVE,2015-12-31,2016-01-29,0.4186851211072664,0.2894488188976378,0.12923630220962862
60,0.002,M1_RESIDUAL_POSITIVE,2015-12-31,2016-01-29,0.6719367588932806,0.49653579676674364,0.175400962126537
60,0.002,B0_RAW_POSITIVE,2016-01-29,2016-02-29,0.5449308755760369,0.35633691944371554,0.18859395613232138
60,0.002,M1_RESIDUAL_POSITIVE,2016-01-29,2016-02-29,0.7566929133858268,0.4888956495284454,0.2677972638573814
60,0.002,B0_RAW_POSITIVE,2016-02-29,2016-03-31,0.44165621079046424,0.26290059750135797,0.17875561328910627
60,0.002,M1_RESIDUAL_POSITIVE,2016-02-29,2016-03-31,0.6894736842105263,0.42044444444444445,0.2690292397660819
60,0.002,B0_RAW_POSITIVE,2016-03-31,2016-04-29,0.4341692789968652,0.24651280750697438,0.1876564714898908
60,0.002,M1_RESIDUAL_POSITIVE,2016-03-31,2016-04-29,0.682256867112101,0.36970039570378743,0.31255647140831355
60,0.002,B0_RAW_POSITIVE,2016-04-29,2016-05-31,0.5124069478908189,0.2634791454730417,0.24892780241777718
60,0.002,M1_RESIDUAL_POSITIVE,2016-04-29,2016-05-31,0.6354447439353099,0.3282067056290372,0.3072380383062727
60,0.002,B0_RAW_POSITIVE,2016-05-31,2016-06-30,0.41118421052631576,0.2576219512195122,0.15356225930680356
60,0.002,M1_RESIDUAL_POSITIVE,2016-05-31,2016-06-30,0.6360634081902246,0.3482028241335045,0.28786058405672005
60,0.002,B0_RAW_POSITIVE,2016-06-30,2016-07-29,0.4584323040380047,0.20098383696416022,0.2574484670738445
60,0.002,M1_RESIDUAL_POSITIVE,2016-06-30,2016-07-29,0.6263440860215054,0.26078028747433263,0.36556379854717275
60,0.002,B0_RAW_POSITIVE,2016-07-29,2016-08-31,0.5545361875637105,0.24620060790273557,0.3083355796609749
60,0.002,M1_RESIDUAL_POSITIVE,2016-07-29,2016-08-31,0.6418632788868723,0.3619424054206663,0.27992087346620603
60,0.002,B0_RAW_POSITIVE,2016-08-31,2016-09-30,0.527756059421423,0.20693867578793063,0.3208173836334924
60,0.002,M1_RESIDUAL_POSITIVE,2016-08-31,2016-09-30,0.6690064794816415,0.39282758620689656,0.27617889327474493
60,0.002,B0_RAW_POSITIVE,2016-09-30,2016-10-31,0.5190575190575191,0.21744240714621532,0.30161511191130375
60,0.002,M1_RESIDUAL_POSITIVE,2016-09-30,2016-10-31,0.6621124540199684,0.28800631246712255,0.3741061415528459
60,0.002,B0_RAW_POSITIVE,2016-10-31,2016-11-30,0.5140470766894457,0.1988936988936989,0.3151533777957468
60,0.002,M1_RESIDUAL_POSITIVE,2016-10-31,2016-11-30,0.5745697896749522,0.19624334174376226,0.37832644793118997
60,0.002,B0_RAW_POSITIVE,2016-11-30,2016-12-30,0.45420974889217136,0.21154322516720336,0.242666523724968
60,0.002,M1_RESIDUAL_POSITIVE,2016-11-30,2016-12-30,0.7094594594594594,0.3890122086570477,0.3204472508024117
60,0.002,B0_RAW_POSITIVE,2016-12-30,2017-01-26,0.4699499165275459,0.3651604988754856,0.10478941765206035
60,0.002,M1_RESIDUAL_POSITIVE,2016-12-30,2017-01-26,0.6805555555555556,0.4398227910411026,0.24073276451445297
60,0.002,B0_RAW_POSITIVE,2017-01-26,2017-02-28,0.4744744744744745,0.3462145110410095,0.12825996343346502
60,0.002,M1_RESIDUAL_POSITIVE,2017-01-26,2017-02-28,0.6553398058252428,0.3644287396937574,0.2909110661314854
60,0.002,B0_RAW_POSITIVE,2017-02-28,2017-03-31,0.40748663101604277,0.22677250586325096,0.1807141251527918
60,0.002,M1_RESIDUAL_POSITIVE,2017-02-28,2017-03-31,0.6303131991051454,0.27793266137679606,0.3523805377283493
60,0.002,B0_RAW_POSITIVE,2017-03-31,2017-04-28,0.37464522232734154,0.20105633802816902,0.17358888429917252
60,0.002,M1_RESIDUAL_POSITIVE,2017-03-31,2017-04-28,0.5282051282051282,0.2581309180732812,0.270074210131847
60,0.002,B0_RAW_POSITIVE,2017-04-28,2017-05-31,0.46186085498742663,0.3706075817898563,0.09125327319757032
60,0.002,M1_RESIDUAL_POSITIVE,2017-04-28,2017-05-31,0.6255707762557078,0.4386801449551783,0.18689063130052946
60,0.002,B0_RAW_POSITIVE,2017-05-31,2017-06-30,0.4559915164369035,0.46656711465073836,-0.010575598213834858
60,0.002,M1_RESIDUAL_POSITIVE,2017-05-31,2017-06-30,0.5905413814561294,0.5210349962769918,0.06950638517913765
60,0.002,B0_RAW_POSITIVE,2017-06-30,2017-07-31,0.350597609561753,0.32256546965657834,0.02803213990517467
60,0.002,M1_RESIDUAL_POSITIVE,2017-06-30,2017-07-31,0.5250578257517348,0.16994122586062133,0.35511659989111344
60,0.002,B0_RAW_POSITIVE,2017-07-31,2017-08-31,0.4581772784019975,0.30348110681344836,0.15469617158854915
60,0.002,M1_RESIDUAL_POSITIVE,2017-07-31,2017-08-31,0.6652286453839517,0.3273878020713464,0.3378408433126053
60,0.002,B0_RAW_POSITIVE,2017-08-31,2017-09-29,0.5926530612244898,0.3804780876494024,0.2121749735750874
60,0.002,M1_RESIDUAL_POSITIVE,2017-08-31,2017-09-29,0.7839233038348082,0.5156092648539778,0.2683140389808304
60,0.002,B0_RAW_POSITIVE,2017-09-29,2017-10-31,0.6494287432351172,0.293648310387985,0.35578043284713223
60,0.002,M1_RESIDUAL_POSITIVE,2017-09-29,2017-10-31,0.7615410162736632,0.42929194956353056,0.33224906671013266
60,0.002,B0_RAW_POSITIVE,2017-10-31,2017-11-30,0.46011513157894735,0.33007209062821835,0.130043040950729
60,0.002,M1_RESIDUAL_POSITIVE,2017-10-31,2017-11-30,0.6642897889332573,0.36367476240760294,0.30061502652565436
60,0.002,B0_RAW_POSITIVE,2017-11-30,2017-12-29,0.4188921859545005,0.3166465621230398,0.10224562383146069
60,0.002,M1_RESIDUAL_POSITIVE,2017-11-30,2017-12-29,0.6186071817192601,0.4074151654796816,0.2111920162395785
60,0.002,B0_RAW_POSITIVE,2017-12-29,2018-01-31,0.4525032092426187,0.28192632936792317,0.17057687987469555
60,0.002,M1_RESIDUAL_POSITIVE,2017-12-29,2018-01-31,0.5985748218527316,0.3201320132013201,0.27844280865141147
60,0.002,B0_RAW_POSITIVE,2018-01-31,2018-02-28,0.396483267158253,0.3227543213374894,0.07372894582076361
60,0.002,M1_RESIDUAL_POSITIVE,2018-01-31,2018-02-28,0.6292609351432881,0.3613105098472299,0.26795042529605817
60,0.002,B0_RAW_POSITIVE,2018-02-28,2018-03-30,0.4593613933236575,0.2707531610775151,0.18860823224614237
60,0.002,M1_RESIDUAL_POSITIVE,2018-02-28,2018-03-30,0.6881273797161648,0.4239227605935991,0.26420461912256565
60,0.002,B0_RAW_POSITIVE,2018-03-30,2018-04-27,0.49701393497013935,0.3378142223417126,0.15919971262842675
60,0.002,M1_RESIDUAL_POSITIVE,2018-03-30,2018-04-27,0.6258336258336258,0.48687392055267703,0.13895970528094875
60,0.002,B0_RAW_POSITIVE,2018-04-27,2018-05-31,0.5072655217965654,0.24858376045319666,0.25868176134336873
60,0.002,M1_RESIDUAL_POSITIVE,2018-04-27,2018-05-31,0.6910953506698188,0.3182395932634255,0.37285575740639326
60,0.002,B0_RAW_POSITIVE,2018-05-31,2018-06-29,0.41252006420545745,0.24362380446333687,0.16889625974212058
60,0.002,M1_RESIDUAL_POSITIVE,2018-05-31,2018-06-29,0.6380839739798936,0.3195196211096076,0.318564352870286
60,0.002,B0_RAW_POSITIVE,2018-06-29,2018-07-31,0.4837618403247632,0.254600075103267,0.22916176522149623
60,0.002,M1_RESIDUAL_POSITIVE,2018-06-29,2018-07-31,0.6155639755173419,0.3000666444518494,0.3154973310654925
60,0.002,B0_RAW_POSITIVE,2018-07-31,2018-08-31,0.4772151898734177,0.3221022659864753,0.15511292388694242
60,0.002,M1_RESIDUAL_POSITIVE,2018-07-31,2018-08-31,0.6191440871106609,0.3801953965888392,0.23894869052182172
60,0.002,B0_RAW_POSITIVE,2018-08-31,2018-09-28,0.5398648648648648,0.26678329324294775,0.2730815716219171
60,0.002,M1_RESIDUAL_POSITIVE,2018-08-31,2018-09-28,0.6525687597301505,0.32709580838323354,0.32547295134691695
60,0.002,B0_RAW_POSITIVE,2018-09-28,2018-10-31,0.3239945774966109,0.22625761335438754,0.09773696414222338
60,0.002,M1_RESIDUAL_POSITIVE,2018-09-28,2018-10-31,0.5,0.23039576283654553,0.2696042371634545
60,0.002,B0_RAW_POSITIVE,2018-10-31,2018-11-30,0.42244897959183675,0.2209660842754368,0.20148289531639996
60,0.002,M1_RESIDUAL_POSITIVE,2018-10-31,2018-11-30,0.5934469200524246,0.30801803032372627,0.28542888972869834
60,0.002,B0_RAW_POSITIVE,2018-11-30,2018-12-28,0.5864928909952607,0.3988439306358382,0.18764896035942252
60,0.002,M1_RESIDUAL_POSITIVE,2018-11-30,2018-12-28,0.7240476882814771,0.5025906735751295,0.2214570147063476
