analysis_date,window,density_fraction,density_percent,network_id,n_nodes,n_edges,mean_degree,isolated_node_share,connected_component_count,giant_component_share,degree_gini,strength_gini,top1pct_degree_share,top5pct_degree_share,top1pct_strength_share,top5pct_strength_share,industry_labeled_edge_count,same_industry_edge_share,industry_enrichment
2015-11-30,60,0.002,0.2,M1_RESIDUAL_POSITIVE,2037,4118,4.0432007854688266,0.554246440844379,1217,0.3225331369661267,0.8482667542164946,0.8521911430109697,0.16039339485186985,0.5267119961146187,0.16621626203152287,0.53613538896488,4118,0.2355512384652744,4.7018521634957
2015-12-31,60,0.002,0.2,B0_RAW_POSITIVE,2119,4451,4.2010382255781025,0.584237848041529,1270,0.37895233600755074,0.8371091055040207,0.8376982128437074,0.18085823410469556,0.48517187148955293,0.18120219071886545,0.48565900778206034,4451,0.27319703437429793,5.397205959759859
2015-12-31,60,0.002,0.2,M1_RESIDUAL_POSITIVE,2119,4451,4.2010382255781025,0.5922605002359603,1322,0.31949032562529495,0.8559168053925557,0.8592287010068864,0.15693102673556505,0.5340372949898899,0.16115147032561422,0.542278390199256,4451,0.29678723882273644,5.8632475927983325
2016-01-29,60,0.002,0.2,B0_RAW_POSITIVE,2199,4803,4.368349249658936,0.6493860845839018,1445,0.33515234197362437,0.8665366319765471,0.866643485631118,0.1940453882989798,0.551842598376015,0.19431946692715416,0.5517950941462277,4803,0.18717468249011035,3.697712295982654
2016-01-29,60,0.002,0.2,M1_RESIDUAL_POSITIVE,2199,4803,4.368349249658936,0.5638926784902228,1309,0.33742610277398816,0.8377753331180289,0.8412806613372319,0.1301270039558609,0.48022069539870915,0.1334273310948617,0.4882757456040573,4803,0.27566104518009577,5.445796529344865
2016-02-29,60,0.002,0.2,B0_RAW_POSITIVE,2241,4991,4.4542614904060684,0.6854082998661312,1562,0.2891566265060241,0.8936625864083239,0.8938323223727938,0.23762772991384493,0.6373472250050091,0.23825603696007713,0.637684597009742,4991,0.17050691244239632,3.380019717155633
2016-02-29,60,0.002,0.2,M1_RESIDUAL_POSITIVE,2241,4991,4.4542614904060684,0.5243195002231147,1261,0.3717090584560464,0.8375705453216056,0.8416558883805656,0.1564816670006011,0.5130234421959528,0.15737682468358924,0.5237269536706823,4991,0.2803045481867361,5.556577654877474
2016-03-31,60,0.002,0.2,B0_RAW_POSITIVE,2290,5209,4.549344978165939,0.7192139737991267,1683,0.2441048034934498,0.908444822992788,0.9085949349309843,0.2541754655404108,0.6748896141293914,0.2548451061309296,0.6754601919189198,5209,0.1353426761374544,2.6969461824744085
2016-03-31,60,0.002,0.2,M1_RESIDUAL_POSITIVE,2290,5209,4.549344978165939,0.4318777292576419,1057,0.4960698689956332,0.7867982103530922,0.7930506919802163,0.13707045498176235,0.4498944135150701,0.14091827945651542,0.4616939773271545,5209,0.2764446150892686,5.508656032288154
2016-04-29,60,0.002,0.2,B0_RAW_POSITIVE,2246,5005,4.456812110418522,0.6994657168299199,1601,0.26402493321460374,0.9036299408516684,0.9037988975622895,0.24925074925074925,0.6736263736263737,0.25000793759516354,0.6739004127954686,5005,0.16463536463536463,3.3518140348621266
2016-04-29,60,0.002,0.2,M1_RESIDUAL_POSITIVE,2246,5005,4.456812110418522,0.4746215494211932,1136,0.44879786286731965,0.8175853532042312,0.8251190665445551,0.15244755244755245,0.5050949050949051,0.1607950660595463,0.5223839320277245,5005,0.3096903096903097,6.304989992762495
2016-05-31,60,0.002,0.2,B0_RAW_POSITIVE,2265,5083,4.488300220750552,0.6949227373068433,1605,0.2737306843267108,0.8993901239425535,0.89953935770887,0.24227818217588037,0.6513869761951603,0.24291843447989295,0.6510517902356162,5083,0.18945504623253984,3.8503186603131625
2016-05-31,60,0.002,0.2,M1_RESIDUAL_POSITIVE,2265,5083,4.488300220750552,0.30816777041942606,753,0.6317880794701987,0.7143474829963878,0.7288366870130703,0.10928585481015149,0.38058233326775526,0.11614327088699623,0.40249566336341974,5083,0.33051347629352745,6.7170668217301275
2016-06-30,60,0.002,0.2,B0_RAW_POSITIVE,2284,5176,4.532399299474606,0.6939579684763573,1624,0.2609457092819615,0.9094558070794208,0.9096550015203069,0.241016228748068,0.7021831530139103,0.24211805022669203,0.7027181583218143,5176,0.16711746522411128,3.358042918548711
2016-06-30,60,0.002,0.2,M1_RESIDUAL_POSITIVE,2284,5176,4.532399299474606,0.23992994746059546,596,0.7092819614711033,0.6480231236990339,0.6610966424795628,0.09263910355486862,0.30950540958268935,0.09987321406014366,0.3248859189514508,5176,0.3015842349304482,6.06000577555438
2016-07-29,60,0.002,0.2,B0_RAW_POSITIVE,2332,5414,4.643224699828473,0.6693825042881647,1606,0.2830188679245283,0.8929004341073681,0.8931381182238116,0.24150350942002216,0.6304950129294422,0.242645349818143,0.6311766148489203,5414,0.18489102327299595,3.7445051860420278
