analysis_date,window,density_fraction,density_percent,network_id,n_nodes,n_edges,mean_degree,isolated_node_share,connected_component_count,giant_component_share,degree_gini,strength_gini,top1pct_degree_share,top5pct_degree_share,top1pct_strength_share,top5pct_strength_share,industry_labeled_edge_count,same_industry_edge_share,industry_enrichment
2016-02-29,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2241,12479,11.136992414100847,0.2101740294511379,520,0.7389558232931727,0.7481868244585754,0.7563761988389797,0.12000160269252344,0.4075246413975479,0.1222597266536663,0.41773135137192496,12479,0.1899991986537383,3.76642230214781
2016-03-31,60,0.005,0.5,B0_RAW_POSITIVE,2290,13022,11.37292576419214,0.5973799126637555,1401,0.3685589519650655,0.8765747787251537,0.8768393237701331,0.18234526186453695,0.5674627553371218,0.18314730703549953,0.5685022086973676,13022,0.1082782982644755,2.157639788743541
2016-03-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2290,13022,11.37292576419214,0.13668122270742358,337,0.8406113537117904,0.6790096906880463,0.6889420527972563,0.09748886499769621,0.33758255260328673,0.10115546011103592,0.3494859270273776,13022,0.19428659192136385,3.8715096918589778
2016-04-29,60,0.005,0.5,B0_RAW_POSITIVE,2246,12514,11.143365983971504,0.5770258236865539,1318,0.40071237756010686,0.8718571797983408,0.8722168890115243,0.18075755154227266,0.5751158702253476,0.18190365802699127,0.5764280849970241,12514,0.13464919290394758,2.7413250826023523
2016-04-29,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2246,12514,11.143365983971504,0.11086375779162956,269,0.8717720391807658,0.6749471402358833,0.6912795638434082,0.09777049704331149,0.35472271056416815,0.10630753744550474,0.37569639030433355,12514,0.21479942464439827,4.373104938893248
2016-05-31,60,0.005,0.5,B0_RAW_POSITIVE,2265,12708,11.221192052980133,0.5695364238410596,1314,0.40706401766004413,0.8696315821290024,0.8699925175150505,0.1845294302801385,0.5653918791312559,0.18568423790831184,0.566560949339629,12708,0.1394397230091281,2.8338509750326804
2016-05-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2265,12708,11.221192052980133,0.03443708609271523,80,0.9646799116997793,0.530142733957716,0.5533179101330012,0.06558860560276991,0.2470884482215927,0.0723020469956927,0.2699214605457458,12708,0.2221435316336166,4.514650847921702
2016-06-30,60,0.005,0.5,B0_RAW_POSITIVE,2284,12942,11.332749562171628,0.5766199649737302,1353,0.38791593695271454,0.8787620357131547,0.8792592113556565,0.17779323133982383,0.5945757997218358,0.17930643513384587,0.5965719032296232,12942,0.13004172461752433,2.6130464094948187
2016-06-30,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2284,12942,11.332749562171628,0.0319614711033275,74,0.9680385288966725,0.48868561094750906,0.5064085788220314,0.057834955957348166,0.21557719054242003,0.06336075451555724,0.22928195126134784,12942,0.20522330397156544,4.12373812455035
2016-07-29,60,0.005,0.5,B0_RAW_POSITIVE,2332,13536,11.608919382504288,0.5463121783876501,1317,0.4065180102915952,0.8648589467537682,0.8653432423606227,0.18173758865248227,0.548721926713948,0.183319685100944,0.5504542352260622,13536,0.13608156028368795,2.755991606226257
2016-07-29,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2332,13536,11.608919382504288,0.04202401372212693,103,0.9536878216123499,0.5463283033567308,0.5601551226329553,0.07605644208037825,0.2491873522458629,0.07769538689351414,0.25704096124424725,13536,0.22318262411347517,4.520005777638176
2016-08-31,60,0.005,0.5,B0_RAW_POSITIVE,2409,14440,11.98837691988377,0.42424242424242425,1061,0.5288501452885015,0.8216779125831226,0.8222423365365941,0.1560595567867036,0.4828601108033241,0.15735341170133124,0.4843843650084487,14440,0.17022160664819944,3.4504740077455986
2016-08-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2409,14440,11.98837691988377,0.039850560398505604,102,0.9551681195516812,0.5066434274057694,0.5237597041425284,0.05346260387811634,0.1984764542936288,0.055821162520189926,0.20880619170924072,14440,0.23199445983379502,4.702639514217965
2016-09-30,60,0.005,0.5,B0_RAW_POSITIVE,2429,14671,12.07986825854261,0.44298065047344587,1108,0.5224372169617126,0.8190036333907371,0.8195730786329791,0.15428396155681276,0.47774521164201483,0.15563328963457676,0.47934800871498723,14671,0.17742485174834707,3.606872846144302
2016-09-30,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2429,14671,12.07986825854261,0.03581720872787155,90,0.962536023054755,0.5259958515381937,0.5436517424810985,0.057153568263922025,0.2117442573785018,0.060571374417451106,0.2236156851325419,14671,0.22847794969668053,4.644732147628006
2016-10-31,60,0.005,0.5,B0_RAW_POSITIVE,2451,14955,12.203182374541004,0.45369237046103633,1135,0.5189718482252142,0.8217199129006767,0.8221517649251961,0.16349047141424272,0.48278167836843866,0.16518023969006485,0.48400800937192145,14955,0.16456034770979605,3.3496136769034752
2016-10-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2451,14955,12.203182374541004,0.0138718890248878,36,0.98531211750306,0.45790042506139383,0.485597522656225,0.05713808090939485,0.20635239050484788,0.06735853896186657,0.23105737142851376,14955,0.23463724506853895,4.776023727043598
2016-11-30,60,0.005,0.5,B0_RAW_POSITIVE,2460,15050,12.235772357723578,0.41747967479674797,1060,0.5528455284552846,0.8126682872808795,0.8134891455543449,0.15890365448504984,0.4744186046511628,0.16093946216241645,0.47566067663681993,15050,0.17475083056478405,3.5582844690902613
2016-11-30,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2460,15050,12.235772357723578,0.026422764227642278,70,0.9703252032520325,0.5335435540069686,0.5536712904123178,0.06611295681063123,0.23853820598006645,0.07161100559865939,0.253732468556804,15050,0.23083056478405314,4.700182602897174
2016-12-30,60,0.005,0.5,B0_RAW_POSITIVE,2499,15550,12.44497799119648,0.49459783913565425,1272,0.4557823129251701,0.8490475804469699,0.8495461239311852,0.160032154340836,0.5329903536977492,0.1619857825958878,0.5352364442827707,15550,0.150032154340836,3.0499235496620196
2016-12-30,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2499,15550,12.44497799119648,0.025210084033613446,68,0.9715886354541817,0.5226186165784643,0.5440857130587446,0.05945337620578778,0.22639871382636656,0.06410525706974711,0.24111058402615332,15550,0.21736334405144694,4.418663350989124
2017-01-26,60,0.005,0.5,B0_RAW_POSITIVE,2537,16028,12.635396137169886,0.5545920378399685,1450,0.40165549862041783,0.8637317439848808,0.8643432169704754,0.17681557274769155,0.5457636635887197,0.1789662519722916,0.5481089368681992,16028,0.1328300474170202,2.6892925420491447
2017-01-26,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2537,16028,12.635396137169886,0.031139140717382736,83,0.966495861253449,0.550894674957374,0.5704989941277481,0.06597828799600698,0.24366733216870476,0.07052733846483929,0.2579464460744392,16028,0.19977539306214126,4.044675772494768
2017-02-28,60,0.005,0.5,B0_RAW_POSITIVE,2579,16576,12.85459480418767,0.5843350135711516,1548,0.36525785188057386,0.8743336764796148,0.8749434325003094,0.17461993243243243,0.549167471042471,0.1763442630693066,0.5516697723980728,16576,0.12168194980694981,2.444186858917634
2017-02-28,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2579,16576,12.85459480418767,0.033734005428460646,90,0.964327258627375,0.5464969605261385,0.5632913613271886,0.06729609073359073,0.2446609555984556,0.07007485699658056,0.2558613778173104,16576,0.18629343629343628,3.742017362586839
2017-03-31,60,0.005,0.5,B0_RAW_POSITIVE,2663,17674,13.273751408186255,0.4769057453999249,1320,0.44949305294780323,0.8426728485287276,0.8433750458514,0.17092904831956546,0.5124193730904153,0.17287019853884178,0.5151828323932535,17674,0.1288898947606654,2.581042010974641
2017-03-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2663,17674,13.273751408186255,0.030041306796845663,83,0.9684566278633121,0.5354158179446495,0.5529033230633469,0.060399456829240694,0.23200746859794047,0.06413259331177779,0.24447870510778758,17674,0.19593753536267963,3.923682389817902
2017-04-28,60,0.005,0.5,B0_RAW_POSITIVE,2696,18098,13.425816023738873,0.3367952522255193,934,0.641320474777448,0.7660284609378614,0.7671182622594304,0.12009614322024532,0.39653552878771137,0.12057176675290518,0.3986353645624104,18098,0.12863299812133938,2.5680917208796985
2017-04-28,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2696,18098,13.425816023738873,0.07863501483679525,221,0.9154302670623146,0.6237185863775627,0.6386839556934794,0.07487015139794452,0.2834567355508896,0.07992891340455503,0.2951773772846153,18098,0.18521383578295944,3.697699075768363
2017-05-31,60,0.005,0.5,B0_RAW_POSITIVE,2699,18128,13.43312337902927,0.4305298258614302,1195,0.5387180437198963,0.8167435260092735,0.81804929672126,0.13197815533980584,0.45928949691085613,0.1326850450789226,0.4638876624097433,18128,0.10828552515445719,2.1814320382219714
2017-05-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2699,18128,13.43312337902927,0.07187847350870692,203,0.9221934049648017,0.6235382445265105,0.6398828018726515,0.08914386584289496,0.3115070609002648,0.0970799776245771,0.3267996635351437,18128,0.1684135039717564,3.3927213513457355
2017-06-30,60,0.005,0.5,B0_RAW_POSITIVE,2750,18813,13.682181818181817,0.5392727272727272,1517,0.42727272727272725,0.858555563609303,0.8599999997433254,0.14893956306809122,0.5165576994631372,0.15046510042518318,0.5226732415404319,18813,0.09387125923563493,1.8741203672948055
2017-06-30,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2750,18813,13.682181818181817,0.092,269,0.8949090909090909,0.6833646752970626,0.6982797490523722,0.11141232126720885,0.4004677616541753,0.12149861525602143,0.4168155515197367,18813,0.14330516132461596,2.86105804656104
2017-07-31,60,0.005,0.5,B0_RAW_POSITIVE,2783,19303,13.872080488681279,0.59899389148401,1709,0.36076176787639236,0.8866899704802187,0.8876041332947218,0.17735585142205876,0.5926280888980987,0.17959085423496687,0.596567338769498,19303,0.09894834999740973,2.0021706849272807
2017-07-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2783,19303,13.872080488681279,0.04994610132950054,146,0.9457420050305426,0.5836332962641331,0.598651460426985,0.08045381546909806,0.2800600942858623,0.08775527443922315,0.29388208227356266,19303,0.20685903745531783,4.185689814091431
2017-08-31,60,0.005,0.5,B0_RAW_POSITIVE,2834,20033,14.137614678899082,0.5536344389555399,1635,0.38390966831333806,0.8761137101904652,0.8771635231476334,0.18187490640443268,0.582089552238806,0.18454516104279864,0.5864514351939902,20033,0.13098387660360405,2.642203018448622
2017-08-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2834,20033,14.137614678899082,0.0748059280169372,225,0.9167254763585039,0.6403295536253679,0.6571830053150156,0.0919482853292068,0.33057954375280785,0.10138847387999708,0.34927717739596853,20033,0.24000399341087206,4.841353701486652
2017-09-29,60,0.005,0.5,B0_RAW_POSITIVE,2897,20925,14.445978598550225,0.453572661373835,1351,0.5129444252675182,0.8384811709389972,0.8397180394658106,0.15875746714456393,0.5078375149342891,0.16117114927585563,0.511450288888034,20925,0.16353643966547193,3.3135318850156614
2017-09-29,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2897,20925,14.445978598550225,0.0783569209527097,239,0.9137038315498792,0.6498961023000351,0.6657174109798307,0.08929510155316607,0.3356511350059737,0.09799305327703875,0.352766441711262,20925,0.26169653524492237,5.302425658195722
2017-10-31,60,0.005,0.5,B0_RAW_POSITIVE,2941,21566,14.665759945596736,0.3226793607616457,985,0.6467188031281876,0.7656961290996573,0.767526519602721,0.1297180747472874,0.4022071779653158,0.13040216708746,0.4048506564864699,21566,0.22280441435593062,4.4836438862086725
2017-10-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2941,21566,14.665759945596736,0.028221693301598096,86,0.9704182250935056,0.5507181279434681,0.5723319530340762,0.07430677918946489,0.2657887415376055,0.0822673717850625,0.2832660017634164,21566,0.2979690253176296,5.996232177476988
2017-11-30,60,0.005,0.5,B0_RAW_POSITIVE,2959,21834,14.757688408246029,0.3812098681987158,1172,0.5812774586008786,0.8003811394112255,0.8012976540496015,0.1502702207566181,0.44833745534487496,0.15178373581665694,0.45004664412792494,21834,0.17953650270220756,3.610903651758014
2017-11-30,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2959,21834,14.757688408246029,0.020615072659682324,66,0.976681311253802,0.507319058614351,0.5288393075867528,0.06563158376843455,0.22574883209672988,0.07315033571940477,0.242987972558434,21834,0.2933040212512595,5.899037496392429
2017-12-29,60,0.005,0.5,B0_RAW_POSITIVE,2995,22375,14.941569282136895,0.4964941569282137,1529,0.45475792988313857,0.8497360032083268,0.8503701903083201,0.1646927374301676,0.5220111731843575,0.16642135188693863,0.5244269197159848,22375,0.1512849162011173,3.025881561988634
2017-12-29,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2995,22375,14.941569282136895,0.01736227045075125,55,0.9809682804674458,0.5080634129508212,0.5312563561384511,0.06786592178770949,0.23139664804469273,0.07814840248461831,0.25225808390080856,22375,0.27030167597765364,5.406360911937152
2018-01-31,60,0.005,0.5,B0_RAW_POSITIVE,3026,22840,15.095836087243887,0.43688037012557834,1368,0.5026437541308658,0.8325623782443574,0.833452628668055,0.16169001751313486,0.5127408056042031,0.16387771969350212,0.5156213790410287,22840,0.15652364273204902,3.1160430094450278
2018-01-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3026,22840,15.095836087243887,0.025776602775941838,83,0.9712491738268341,0.508888841945405,0.5295997833193546,0.052320490367775835,0.19986865148861646,0.05791805704605192,0.21672418130624668,22840,0.2679509632224168,5.334316984000999
2018-02-28,60,0.005,0.5,B0_RAW_POSITIVE,2961,21862,14.766632894292469,0.5288753799392097,1605,0.43194866599121917,0.8662112385847538,0.8667594178415376,0.1671621992498399,0.5529686213521179,0.16881249131313447,0.5551457667518567,21862,0.13516604153325404,2.7030630441904515
2018-02-28,60,0.005,0.5,M1_RESIDUAL_POSITIVE,2961,21862,14.766632894292469,0.07835190813914218,240,0.916919959473151,0.6017779049455503,0.6161188013914967,0.0739868264568658,0.27328240783093954,0.08053486242481783,0.28696422631608726,21862,0.23730674229256243,4.745682258294438
2018-03-30,60,0.005,0.5,B0_RAW_POSITIVE,3008,22562,15.001329787234043,0.504654255319149,1572,0.44680851063829785,0.8581812887466593,0.8588052796176924,0.17961616877936354,0.552034394113997,0.18144596188359402,0.5542211951207938,22562,0.14112224093608722,2.819465043785841
2018-03-30,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3008,22562,15.001329787234043,0.061835106382978726,195,0.9325132978723404,0.6050434665140219,0.6201266116804953,0.08079957450580623,0.28284283308217356,0.08772212860230269,0.2983710894875535,22562,0.2403155748603847,4.801237269914205
2018-04-27,60,0.005,0.5,B0_RAW_POSITIVE,3025,22818,15.086280991735537,0.4538842975206612,1415,0.5133884297520661,0.8442563903080722,0.8450172519613037,0.17295556139889562,0.5241695152949426,0.17469390650747113,0.5264635691114832,22818,0.13686563239547725,2.735858326924082
2018-04-27,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3025,22818,15.086280991735537,0.08,249,0.9153719008264463,0.6601210006019607,0.6740552347925328,0.10642913489350513,0.364449119116487,0.1146184149064821,0.3817886472923341,22818,0.2080813392935402,4.159415733664919
2018-05-31,60,0.005,0.5,B0_RAW_POSITIVE,3097,23916,15.444623829512432,0.40200193735873424,1274,0.5695834678721343,0.8274735846261614,0.8286886316438493,0.16654122763003848,0.5051848135139655,0.16889152036219351,0.5086928777222984,23916,0.15257568155209902,3.024169591512194
2018-05-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3097,23916,15.444623829512432,0.03487245721666128,111,0.9635130771714563,0.5637055331373726,0.5790917343940019,0.07271282823214584,0.2590734236494397,0.07736273984130775,0.2718615148568519,23916,0.27157551430005017,5.382839544223541
2018-06-29,60,0.005,0.5,B0_RAW_POSITIVE,3080,23671,15.370779220779221,0.5399350649350649,1707,0.42142857142857143,0.8778815603727945,0.8786281813384313,0.18134003633137594,0.5845549406446707,0.1837170642222463,0.587549449900586,23671,0.12563896751299058,2.501122681988982
2018-06-29,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3080,23671,15.370779220779221,0.030844155844155844,98,0.9678571428571429,0.5540245283422589,0.5692211445177473,0.07236703138861898,0.25609395462802587,0.07722623678666463,0.26880923669695667,23671,0.2616703983777618,5.209130427787407
2018-07-31,60,0.005,0.5,B0_RAW_POSITIVE,3166,25032,15.813013265950726,0.5726468730259002,1856,0.3907138344914719,0.8814598930551458,0.8820450805495443,0.1808884627676574,0.5911633109619687,0.1828892321701259,0.593708963238513,25032,0.12583892617449666,2.5012102753382095
2018-07-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3166,25032,15.813013265950726,0.03474415666456096,113,0.9636765634870499,0.5459880336113552,0.5610687343431242,0.06375838926174497,0.2433485139022052,0.06820692705417576,0.25694107642806563,25032,0.29314477468839883,5.826628889025961
2018-08-31,60,0.005,0.5,B0_RAW_POSITIVE,3263,26602,16.305240576156912,0.5933190315660435,1984,0.3634692001225866,0.8857124289503486,0.886285940841596,0.1855499586497256,0.5898052777986618,0.187444697654824,0.5922647250733885,26602,0.11243515525148486,2.2274041277899372
2018-08-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3263,26602,16.305240576156912,0.02911431198283788,99,0.9690468893656145,0.5171100368900252,0.5311595843050723,0.05621757762574243,0.21691978046763402,0.060016014024309346,0.22826261564042166,26602,0.26437861814901137,5.237490214224884
2018-09-28,60,0.005,0.5,B0_RAW_POSITIVE,3334,27774,16.66106778644271,0.46430713857228556,1603,0.4922015596880624,0.8510064567341447,0.8516893113582407,0.1631561892417369,0.5252754374594945,0.16490172295785463,0.527693672669394,27774,0.15237272269028587,3.016522131312861
2018-09-28,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3334,27774,16.66106778644271,0.016496700659868028,58,0.9823035392921415,0.4904669422563963,0.5048287083459229,0.04972276229567221,0.19527255706776123,0.05211308712321267,0.20517534778635932,27774,0.2831065024843379,5.604658203807427
2018-10-31,60,0.005,0.5,B0_RAW_POSITIVE,3359,28189,16.78416195296219,0.6040488240547782,2078,0.35129502828222686,0.8884810943813097,0.8889437799528381,0.18203909326332968,0.6018659760899642,0.18357414818869103,0.6038642347231237,28189,0.1089432047961971,2.1638447921530144
2018-10-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3359,28189,16.78416195296219,0.02322119678475737,81,0.9755879726108961,0.4922828408349962,0.5080213214163827,0.051935152009649155,0.19431338465358827,0.05778426271247274,0.20794893560763097,28189,0.24129979779346553,4.792729494049106
2018-11-30,60,0.005,0.5,B0_RAW_POSITIVE,3374,28444,16.860699466508596,0.5592768227623,1931,0.4063426200355661,0.8756684897630986,0.8760714632300335,0.17646955421178456,0.5734425537899029,0.17787103472873778,0.5751118138536206,28444,0.11900576571508929,2.3792416465073383
2018-11-30,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3374,28444,16.860699466508596,0.016893894487255482,59,0.9825133372851215,0.4716403624897332,0.4894462176675136,0.04946561665026016,0.18652439881873153,0.05406272634081352,0.20097439754772056,28444,0.21825341020953454,4.363465920684655
2018-12-28,60,0.005,0.5,B0_RAW_POSITIVE,3426,29327,17.12025685931115,0.5604203152364273,1970,0.4025102159953298,0.8787482793361432,0.8792117357289606,0.19299621509189485,0.5794660210727316,0.19464438748605223,0.5813982985506532,29327,0.11450199474886623,2.298993122627533
2018-12-28,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3426,29327,17.12025685931115,0.011967308814944542,43,0.9874489200233508,0.4667997992163211,0.485733840357534,0.04840249599345313,0.1861936099839738,0.05314759564771515,0.20143853098907338,29327,0.22054761823575544,4.428197592958572
2019-01-31,60,0.005,0.5,B0_RAW_POSITIVE,3492,30468,17.45017182130584,0.4063573883161512,1458,0.5647193585337915,0.8281837320240295,0.8289467472393954,0.15739464356045688,0.4904818169883156,0.15888031804460198,0.49240200034220855,30468,0.15009189969804385,3.004194534301551
2019-01-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3492,30468,17.45017182130584,0.014604810996563574,52,0.9853951890034365,0.48747461517095436,0.5060153967044929,0.05996455297361166,0.21532427464881188,0.06534093139191892,0.22895972060616646,30468,0.24934357358540107,4.990786327813007
2019-02-28,60,0.005,0.5,B0_RAW_POSITIVE,3522,30995,17.600795002839295,0.38699602498580354,1404,0.5851788756388415,0.8179431131342372,0.8187878485674116,0.16138086788191644,0.47938377157606066,0.16237268116220635,0.4805434537780009,30995,0.1644781416357477,3.290533136337499
2019-02-28,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3522,30995,17.600795002839295,0.015616127200454287,57,0.9838160136286201,0.537276075101047,0.5574907437302332,0.0642200354895951,0.2434102274560413,0.07099804422935599,0.2629648025180669,30995,0.2608485239554767,5.218509299193543
2019-03-29,60,0.005,0.5,B0_RAW_POSITIVE,3517,30908,17.576343474552175,0.40545919818026727,1463,0.5712254762581745,0.8232073915308435,0.823954912326919,0.16055713731072863,0.4875275009706225,0.16181272717112163,0.4887902199276161,30908,0.15656140804969587,3.127097314526974
2019-03-29,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3517,30908,17.576343474552175,0.037531987489337504,137,0.9601933466022178,0.5675753248498971,0.5829544737257435,0.06724796169276563,0.25533842370907206,0.07312576137036551,0.27112845026533094,30908,0.2398731719943057,4.791134426514359
2019-04-30,60,0.005,0.5,B0_RAW_POSITIVE,3515,30867,17.563015647226173,0.3689900426742532,1340,0.6008534850640114,0.8111041447450795,0.8119146734956082,0.16538698286195613,0.47503806654355785,0.1666257810245187,0.4762748794138506,30867,0.16405870346972495,3.2717133430550973
2019-04-30,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3515,30867,17.563015647226173,0.020483641536273117,74,0.9789473684210527,0.5303920491074887,0.5471463201524278,0.0644863446399067,0.24310752583665404,0.07002306383440378,0.2579236517477882,30867,0.2596624226520232,5.178274574365443
2019-05-31,60,0.005,0.5,B0_RAW_POSITIVE,3512,30809,17.54498861047836,0.4478929384965831,1626,0.5065489749430524,0.8425477929969136,0.8430990024043334,0.1668830536531533,0.5120581648219676,0.16809690006381692,0.5135659646795773,30809,0.15252036742510305,3.0305372515879005
2019-05-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3512,30809,17.54498861047836,0.023633257403189067,85,0.9757972665148064,0.5323441120916137,0.5471343012705994,0.06524067642571976,0.23908598136908046,0.0702537951856652,0.25029405993946324,30809,0.2589827647765263,5.145915456569452
2019-06-28,60,0.005,0.5,B0_RAW_POSITIVE,3528,31092,17.625850340136054,0.4776077097505669,1739,0.48072562358276644,0.8540513899500364,0.85467732033582,0.1738871735494661,0.5380966164929886,0.17548223873072497,0.5401554919872916,31092,0.13588704489900938,2.7047457337106002
2019-06-28,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3528,31092,17.625850340136054,0.012188208616780046,45,0.9872448979591837,0.47766964648546506,0.4924125764506302,0.05946867361379133,0.2049562588447189,0.06252090182197022,0.2136387879670043,31092,0.25575710793773315,5.09068356792111
2019-07-31,60,0.005,0.5,B0_RAW_POSITIVE,3548,31458,17.73280721533258,0.5149379932356257,1877,0.44081172491544535,0.8775915174886821,0.878348232172051,0.1825926632335177,0.5946659037446754,0.18498885626312705,0.5979539539808137,31458,0.11841185072159705,2.343686026482211
2019-07-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3548,31458,17.73280721533258,0.007328072153325817,27,0.9926719278466741,0.4452007035310517,0.4626528105779324,0.04763494182719817,0.17858732277957912,0.05043296936302332,0.18743540304958559,31458,0.24896687647021426,4.927717841451994
2019-08-30,60,0.005,0.5,B0_RAW_POSITIVE,3566,31777,17.822209758833427,0.5288839035333707,1942,0.425967470555244,0.8789032943063986,0.8796019850454664,0.18700632532964093,0.5900179375019668,0.1894471404868663,0.5928708952394789,31777,0.10614595462126696,2.0940668852321553
2019-08-30,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3566,31777,17.822209758833427,0.003925967470555244,15,0.9960740325294447,0.4202386280259882,0.44078686368975317,0.04286118891021808,0.1669131761966202,0.047169218516569134,0.17863592789097926,31777,0.23646033294521196,4.6649328715192455
2019-09-30,60,0.005,0.5,B0_RAW_POSITIVE,3588,32170,17.931995540691194,0.5448717948717948,2021,0.403288740245262,0.8811611616658852,0.8818464375994839,0.18386695679204226,0.5938607398197078,0.18636779262118172,0.5967686809894865,32170,0.10963630711843332,2.1620453154917203
2019-09-30,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3588,32170,17.931995540691194,0.007246376811594203,27,0.9927536231884058,0.44990851278169997,0.4676544584144977,0.05910786447000311,0.1993783027665527,0.062467814102379365,0.20994326292043614,32170,0.2319552377991918,4.574193973404938
2019-10-31,60,0.005,0.5,B0_RAW_POSITIVE,3628,32891,18.13175303197354,0.4815325248070562,1790,0.47739801543550164,0.8585715884182217,0.8591174699070263,0.17357331792891673,0.5384907725517619,0.17569058420967565,0.5405676520443293,32891,0.1319813930862546,2.5818727805617163
2019-10-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3628,32891,18.13175303197354,0.004961411245865491,19,0.9950385887541345,0.4449501220780798,0.46498500883376437,0.05925633151926059,0.1983825362561187,0.06277696146780183,0.20959173789118546,32891,0.23054939041075065,4.510099353835406
2019-11-29,60,0.005,0.5,B0_RAW_POSITIVE,3638,33071,18.180868609125895,0.4433754810335349,1658,0.5217152281473337,0.8397044165842464,0.840365078885249,0.15971697257415862,0.5127453055547156,0.16159929402878118,0.515249613474671,33071,0.1502222491004203,2.9437669039493843
2019-11-29,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3638,33071,18.180868609125895,0.01896646509070918,70,0.9810335349092908,0.5814161990322886,0.5963013123822936,0.10052614072752562,0.3163496719179946,0.10637979215854043,0.326131173527528,33071,0.2127846149194158,4.1697439015885305
2019-12-31,60,0.005,0.5,B0_RAW_POSITIVE,3641,33127,18.19664927217797,0.4108761329305136,1531,0.56220818456468,0.8242265600446881,0.8251396927293588,0.15487366800495064,0.47615238325233195,0.1566347456747548,0.4787447700618691,33127,0.17197452229299362,3.3635057647943167
2019-12-31,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3641,33127,18.19664927217797,0.02444383411150783,92,0.9744575666025818,0.5721422222618708,0.5881168794069198,0.09759410752558337,0.30783047061309504,0.10438225818357912,0.31980137436179196,33127,0.22386572886165362,4.3784024489581626
2020-01-23,60,0.005,0.5,B0_RAW_POSITIVE,3663,33527,18.305760305760305,0.4624624624624625,1747,0.503958503958504,0.8492818884443545,0.8501370837565008,0.16559787633847348,0.521087481731142,0.167866975223829,0.5236983968092378,33527,0.17896024099979121,3.4827146858766334
2020-01-23,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3663,33527,18.305760305760305,0.050505050505050504,199,0.9423969423969424,0.6491141911847611,0.6660397321843075,0.08636322963581591,0.3250067110090375,0.09418774902552539,0.34509470100163314,33527,0.32943597697378235,6.411097284251237
2020-02-28,60,0.005,0.5,B0_RAW_POSITIVE,3697,34157,18.47822558831485,0.5967000270489586,2247,0.3621855558560995,0.8829028907225318,0.8834312114640333,0.16838422578095266,0.5770266709605645,0.17007318790666084,0.5793310659373896,34157,0.1506279825511608,2.9200742663623376
2020-02-28,60,0.005,0.5,M1_RESIDUAL_POSITIVE,3697,34157,18.47822558831485,0.1882607519610495,732,0.7914525290776305,0.7202639415160921,0.7267871575354563,0.10097490997452938,0.3575255438123957,0.10370544558348226,0.3656505059781102,34157,0.3228913546271628,6.259572222295476
2020-03-31,60,0.005,0.5,B0_RAW_POSITIVE,3718,34547,18.583647122108662,0.5099515868746638,1936,0.45158687466379777,0.8604729424048032,0.8611435576299571,0.16820563290589632,0.5311749211219499,0.16977309754204548,0.5335149724553298,34547,0.18429964975251106,3.5757634605963013
