window,density_fraction,density_percent,network_id,date_t,date_t1,common_node_count,common_edge_jaccard,forward_edge_retention
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2016-09-30,2016-10-31,2359,0.2604800353943148,0.4127957931638913
60,0.002,0.2,B0_RAW_POSITIVE,2016-10-31,2016-11-30,2358,0.15348504949484643,0.27470319634703194
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2016-10-31,2016-11-30,2358,0.20135507092949398,0.3361017847676268
60,0.002,0.2,B0_RAW_POSITIVE,2016-11-30,2016-12-30,2367,0.14868421052631578,0.2724911890187349
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2016-11-30,2016-12-30,2367,0.3251850981313903,0.5005426917510853
60,0.002,0.2,B0_RAW_POSITIVE,2016-12-30,2017-01-26,2436,0.23722480307008686,0.3857776317950402
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2016-12-30,2017-01-26,2436,0.35574324324324325,0.519657838460273
60,0.002,0.2,B0_RAW_POSITIVE,2017-01-26,2017-02-28,2468,0.21737011404620332,0.36732004612090263
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2017-01-26,2017-02-28,2468,0.2930503978779841,0.4528611247745532
60,0.002,0.2,B0_RAW_POSITIVE,2017-02-28,2017-03-31,2512,0.14085475965259264,0.2528558196974375
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2017-02-28,2017-03-31,2512,0.2350145489815713,0.37560068206479613
60,0.002,0.2,B0_RAW_POSITIVE,2017-03-31,2017-04-28,2584,0.13029481531684176,0.22829152441739647
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2017-03-31,2017-04-28,2584,0.21157943492357573,0.3354876615746181
60,0.002,0.2,B0_RAW_POSITIVE,2017-04-28,2017-05-31,2606,0.2450168380813689,0.38622668579626973
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2017-04-28,2017-05-31,2606,0.333956141213492,0.4854896354538956
60,0.002,0.2,B0_RAW_POSITIVE,2017-05-31,2017-06-30,2635,0.3022561998881223,0.46513629842180776
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2017-05-31,2017-06-30,2635,0.38903882084284824,0.5370396905000716
60,0.002,0.2,B0_RAW_POSITIVE,2017-06-30,2017-07-31,2661,0.1911546697413935,0.3255259467040673
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2017-06-30,2017-07-31,2661,0.13418403740984386,0.23345284059569774
60,0.002,0.2,B0_RAW_POSITIVE,2017-07-31,2017-08-31,2726,0.19425389395529014,0.31995214674996675
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2017-07-31,2017-08-31,2726,0.27330080753701214,0.4313595326606479
60,0.002,0.2,B0_RAW_POSITIVE,2017-08-31,2017-09-29,2787,0.25377619612495056,0.41401109534253644
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2017-08-31,2017-09-29,2787,0.42790612729431104,0.6103946854239938
60,0.002,0.2,B0_RAW_POSITIVE,2017-09-29,2017-10-31,2835,0.2182287822878229,0.3671011793916822
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2017-09-29,2017-10-31,2835,0.37811529747419653,0.5518001469507715
60,0.002,0.2,B0_RAW_POSITIVE,2017-10-31,2017-11-30,2864,0.22089899063248855,0.36837006539113587
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2017-10-31,2017-11-30,2864,0.3223265436028008,0.49156655745661937
60,0.002,0.2,B0_RAW_POSITIVE,2017-11-30,2017-12-29,2875,0.20591112353269983,0.34053616824589783
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2017-11-30,2017-12-29,2875,0.3330176020206804,0.4992899408284024
60,0.002,0.2,B0_RAW_POSITIVE,2017-12-29,2018-01-31,2916,0.18073593073593072,0.3130638547158758
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2017-12-29,2018-01-31,2916,0.27182377809092934,0.43021481394529876
60,0.002,0.2,B0_RAW_POSITIVE,2018-01-31,2018-02-28,2893,0.20546621574987922,0.3374900804897404
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2018-01-31,2018-02-28,2893,0.30604686318972035,0.4628486511202561
60,0.002,0.2,B0_RAW_POSITIVE,2018-02-28,2018-03-30,2907,0.17385786802030456,0.3007857638086434
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2018-02-28,2018-03-30,2907,0.3398830409356725,0.5139118132515916
60,0.002,0.2,B0_RAW_POSITIVE,2018-03-30,2018-04-27,2955,0.2247485186716274,0.3646322378716745
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2018-03-30,2018-04-27,2955,0.36454372623574144,0.5327005440444496
60,0.002,0.2,B0_RAW_POSITIVE,2018-04-27,2018-05-31,2968,0.16692238844137577,0.29245071684587814
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2018-04-27,2018-05-31,2968,0.2639454826471828,0.42538496376811596
60,0.002,0.2,B0_RAW_POSITIVE,2018-05-31,2018-06-29,3007,0.16235587410408228,0.27721613280834306
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2018-05-31,2018-06-29,3007,0.2816087954909192,0.4354422207876049
60,0.002,0.2,B0_RAW_POSITIVE,2018-06-29,2018-07-31,3071,0.1657921717628611,0.2903770993979085
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2018-06-29,2018-07-31,3071,0.2553011026293469,0.4148203116717905
60,0.002,0.2,B0_RAW_POSITIVE,2018-07-31,2018-08-31,3159,0.20209729099912613,0.3465880707363373
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2018-07-31,2018-08-31,3159,0.3061277200232453,0.4746696035242291
60,0.002,0.2,B0_RAW_POSITIVE,2018-08-31,2018-09-28,3243,0.17577467846095404,0.30481837003576134
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2018-08-31,2018-09-28,3243,0.28402223833695917,0.4461742927662806
60,0.002,0.2,B0_RAW_POSITIVE,2018-09-28,2018-10-31,3310,0.13897820650232226,0.24578030508168608
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2018-09-28,2018-10-31,3310,0.19914125767704766,0.33330301100700443
60,0.002,0.2,B0_RAW_POSITIVE,2018-10-31,2018-11-30,3330,0.14026828650974438,0.2474107142857143
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2018-10-31,2018-11-30,3330,0.2529810222247103,0.40580100574712646
60,0.002,0.2,B0_RAW_POSITIVE,2018-11-30,2018-12-28,3368,0.2667032967032967,0.42668776371308015
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2018-11-30,2018-12-28,3368,0.3977978716860429,0.5696793516560958
60,0.002,0.2,B0_RAW_POSITIVE,2018-12-28,2019-01-31,3416,0.13117587746674989,0.23750326001912545
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2018-12-28,2019-01-31,3416,0.22174049310488925,0.36516129032258066
60,0.002,0.2,B0_RAW_POSITIVE,2019-01-31,2019-02-28,3484,0.23569955224631484,0.3846785450365383
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2019-01-31,2019-02-28,3484,0.28255386232264845,0.44258786731418226
60,0.002,0.2,B0_RAW_POSITIVE,2019-02-28,2019-03-29,3501,0.1440638417024454,0.2540322580645161
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2019-02-28,2019-03-29,3501,0.2272886355682216,0.37228728195888955
60,0.002,0.2,B0_RAW_POSITIVE,2019-03-29,2019-04-30,3489,0.20112689857912788,0.3330088423785187
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2019-03-29,2019-04-30,3489,0.3315080495016975,0.4966773320206744
60,0.002,0.2,B0_RAW_POSITIVE,2019-04-30,2019-05-31,3490,0.23509018740893334,0.3793886321251926
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2019-04-30,2019-05-31,3490,0.3565256174388136,0.5263807720800066
60,0.002,0.2,B0_RAW_POSITIVE,2019-05-31,2019-06-28,3494,0.19994173625946784,0.33425324675324675
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2019-05-31,2019-06-28,3494,0.2734362813913586,0.430043339602584
60,0.002,0.2,B0_RAW_POSITIVE,2019-06-28,2019-07-31,3514,0.11193161475116363,0.20363133040221462
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2019-06-28,2019-07-31,3514,0.19269904036263683,0.3237200259235256
60,0.002,0.2,B0_RAW_POSITIVE,2019-07-31,2019-08-30,3537,0.1496951496951497,0.2618384401114206
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2019-07-31,2019-08-30,3537,0.20048053820278713,0.3349120976157983
60,0.002,0.2,B0_RAW_POSITIVE,2019-08-30,2019-09-30,3556,0.15892686912705978,0.27584305074062404
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2019-08-30,2019-09-30,3556,0.2193830903228911,0.3619402985074627
60,0.002,0.2,B0_RAW_POSITIVE,2019-09-30,2019-10-31,3581,0.18472095150960657,0.3141923436041083
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2019-09-30,2019-10-31,3581,0.3040851848059793,0.4636278488916641
60,0.002,0.2,B0_RAW_POSITIVE,2019-10-31,2019-11-29,3617,0.19109604519774012,0.3216676810712112
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2019-10-31,2019-11-29,3617,0.2457872502017373,0.39508622005188465
60,0.002,0.2,B0_RAW_POSITIVE,2019-11-29,2019-12-31,3622,0.1835323695788812,0.3111111111111111
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2019-11-29,2019-12-31,3622,0.2766350595672259,0.43229483282674774
60,0.002,0.2,B0_RAW_POSITIVE,2019-12-31,2020-01-23,3630,0.20469160402137487,0.3416735958878222
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2019-12-31,2020-01-23,3630,0.23224996512763285,0.3783231083844581
60,0.002,0.2,B0_RAW_POSITIVE,2020-01-23,2020-02-28,3662,0.11144454493134917,0.2024040615200836
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2020-01-23,2020-02-28,3662,0.18595550083545861,0.31538518905212914
60,0.002,0.2,B0_RAW_POSITIVE,2020-02-28,2020-03-31,3679,0.18486995593191047,0.3138707547861806
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2020-02-28,2020-03-31,3679,0.33540859846070886,0.5034213817967773
60,0.002,0.2,B0_RAW_POSITIVE,2020-03-31,2020-04-30,3707,0.16290085935862503,0.2812884545783569
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2020-03-31,2020-04-30,3707,0.32091553342271595,0.487595489268825
60,0.002,0.2,B0_RAW_POSITIVE,2020-04-30,2020-05-29,3724,0.19913848804652165,0.330497569345153
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2020-04-30,2020-05-29,3724,0.3105370046757663,0.4721384460720954
60,0.002,0.2,B0_RAW_POSITIVE,2020-05-29,2020-06-30,3721,0.17678167782658763,0.3012354651162791
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2020-05-29,2020-06-30,3721,0.2456786243433754,0.3941795130384671
60,0.002,0.2,B0_RAW_POSITIVE,2020-06-30,2020-07-31,3727,0.09608929825930841,0.176778918647232
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2020-06-30,2020-07-31,3727,0.15908150599917253,0.27616174674998206
60,0.002,0.2,B0_RAW_POSITIVE,2020-07-31,2020-08-31,3753,0.2784519956850054,0.43911256024950385
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2020-07-31,2020-08-31,3753,0.3934739941118744,0.5679580706848927
60,0.002,0.2,B0_RAW_POSITIVE,2020-08-31,2020-09-30,3770,0.1651633349585568,0.2853833192923336
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2020-08-31,2020-09-30,3770,0.24754848550882544,0.3995216993739889
60,0.002,0.2,B0_RAW_POSITIVE,2020-09-30,2020-10-30,3815,0.25056520069956917,0.4041001651073198
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2020-09-30,2020-10-30,3815,0.3434017865365135,0.5144512657791267
60,0.002,0.2,B0_RAW_POSITIVE,2020-10-30,2020-11-30,3859,0.23208009807928076,0.38057901085645357
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2020-10-30,2020-11-30,3859,0.26518244181642187,0.422290731184237
60,0.002,0.2,B0_RAW_POSITIVE,2020-11-30,2020-12-31,3921,0.13255982596084118,0.23703319502074688
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2020-11-30,2020-12-31,3921,0.1936584617744038,0.32794442280223346
60,0.002,0.2,B0_RAW_POSITIVE,2020-12-31,2021-01-29,3989,0.1544718373222962,0.2696826892868363
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2020-12-31,2021-01-29,3989,0.24619348793628484,0.39660377358490567
60,0.002,0.2,B0_RAW_POSITIVE,2021-01-29,2021-02-26,4025,0.2922307356385724,0.45385042234416423
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2021-01-29,2021-02-26,4025,0.35172068994250477,0.5218520121159671
60,0.002,0.2,B0_RAW_POSITIVE,2021-02-26,2021-03-31,4032,0.2367537805935815,0.38458711100220533
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2021-02-26,2021-03-31,4032,0.3032623434633485,0.4672770847415965
60,0.002,0.2,B0_RAW_POSITIVE,2021-03-31,2021-04-30,4094,0.16173990846209435,0.2798785208122432
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2021-03-31,2021-04-30,4094,0.2677783227072094,0.42305399928477766
60,0.002,0.2,B0_RAW_POSITIVE,2021-04-30,2021-05-31,4123,0.21579358874120408,0.35552432812225543
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2021-04-30,2021-05-31,4123,0.2859669589432883,0.44584604552921847
60,0.002,0.2,B0_RAW_POSITIVE,2021-05-31,2021-06-30,4144,0.21191447460964974,0.35141124329367857
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2021-05-31,2021-06-30,4144,0.2621181635266142,0.4176624890702419
60,0.002,0.2,B0_RAW_POSITIVE,2021-06-30,2021-07-30,4188,0.21396334792122537,0.3557298772169168
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2021-06-30,2021-07-30,4188,0.265231562735055,0.42145702902675014
60,0.002,0.2,B0_RAW_POSITIVE,2021-07-30,2021-08-31,4251,0.21612040133779264,0.3582834331337325
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2021-07-30,2021-08-31,4251,0.27597471022128556,0.43567705445270044
60,0.002,0.2,B0_RAW_POSITIVE,2021-08-31,2021-09-30,4300,0.17373173637674796,0.2992546986390149
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2021-08-31,2021-09-30,4300,0.2774653682622411,0.43714548106531254
60,0.002,0.2,B0_RAW_POSITIVE,2021-09-30,2021-10-29,4351,0.3271138650050475,0.49727469968778115
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2021-09-30,2021-10-29,4351,0.3808868279959426,0.5548870593202448
60,0.002,0.2,B0_RAW_POSITIVE,2021-10-29,2021-11-30,4392,0.29595814867881776,0.4599212924606462
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2021-10-29,2021-11-30,4392,0.3319935415163695,0.5006475677355852
60,0.002,0.2,B0_RAW_POSITIVE,2021-11-30,2021-12-31,4418,0.15113732589715886,0.2640816326530612
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2021-11-30,2021-12-31,4418,0.21158053680934333,0.35179587026694675
60,0.002,0.2,B0_RAW_POSITIVE,2021-12-31,2022-01-28,4459,0.20679597053074725,0.34528292413516093
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2021-12-31,2022-01-28,4459,0.27486777544127955,0.4349601694060704
60,0.002,0.2,B0_RAW_POSITIVE,2022-01-28,2022-02-28,4498,0.30824798535974574,0.47393622272682395
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2022-01-28,2022-02-28,4498,0.40055781282280833,0.5746677863952971
60,0.002,0.2,B0_RAW_POSITIVE,2022-02-28,2022-03-31,4524,0.15276230786366674,0.26723172098007697
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2022-02-28,2022-03-31,4524,0.2978864144643588,0.46091236962666926
60,0.002,0.2,B0_RAW_POSITIVE,2022-03-31,2022-04-29,4560,0.13072950290510008,0.23243579319910088
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2022-03-31,2022-04-29,4560,0.27885500398846413,0.43634181469035044
60,0.002,0.2,B0_RAW_POSITIVE,2022-04-29,2022-05-31,4547,0.21485565066008994,0.3522165144596651
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2022-04-29,2022-05-31,4547,0.38229449559515133,0.550847053209258
60,0.002,0.2,B0_RAW_POSITIVE,2022-05-31,2022-06-30,4561,0.17556545867316908,0.30038843331894693
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2022-05-31,2022-06-30,4561,0.3258003169572108,0.4949918135413657
60,0.002,0.2,B0_RAW_POSITIVE,2022-06-30,2022-07-29,4595,0.15593561368209255,0.27169793443244267
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2022-06-30,2022-07-29,4595,0.27187734856455736,0.42777409894995744
60,0.002,0.2,B0_RAW_POSITIVE,2022-07-29,2022-08-31,4636,0.22118274082893916,0.3664287056171332
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2022-07-29,2022-08-31,4636,0.305582436192089,0.47190958763368046
60,0.002,0.2,B0_RAW_POSITIVE,2022-08-31,2022-09-30,4666,0.27361308470840706,0.4329967875172097
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2022-08-31,2022-09-30,4666,0.3296810028227153,0.49912691848175716
60,0.002,0.2,B0_RAW_POSITIVE,2022-09-30,2022-10-31,4704,0.25402474156922555,0.4057199566943342
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2022-09-30,2022-10-31,4704,0.3162754905732974,0.48219845674834166
60,0.002,0.2,B0_RAW_POSITIVE,2022-10-31,2022-11-30,4727,0.17571458486022407,0.2999955311257094
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2022-10-31,2022-11-30,4727,0.2963037828472423,0.4595780893089085
60,0.002,0.2,B0_RAW_POSITIVE,2022-11-30,2022-12-30,4765,0.2545589162804728,0.408349096027801
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2022-11-30,2022-12-30,4765,0.35689434714086055,0.531085446258684
60,0.002,0.2,B0_RAW_POSITIVE,2022-12-30,2023-01-31,4807,0.264734693877551,0.4207135135135135
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2022-12-30,2023-01-31,4807,0.40727283737548065,0.5821179729086424
60,0.002,0.2,B0_RAW_POSITIVE,2023-01-31,2023-02-28,4825,0.2403976143141153,0.3879122289233928
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2023-01-31,2023-02-28,4825,0.405552384099991,0.5771829299580946
60,0.002,0.2,B0_RAW_POSITIVE,2023-02-28,2023-03-31,4850,0.1615063788027478,0.2795922701210448
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2023-02-28,2023-03-31,4850,0.2358332460458783,0.3825015926948397
60,0.002,0.2,B0_RAW_POSITIVE,2023-03-31,2023-04-28,4878,0.20868134649455833,0.34635580760344464
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2023-03-31,2023-04-28,4878,0.2433150899139953,0.391742195367573
60,0.002,0.2,B0_RAW_POSITIVE,2023-04-28,2023-05-31,4863,0.2777377040421041,0.43405285791824977
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2023-04-28,2023-05-31,4863,0.34304371077148244,0.5105990783410138
60,0.002,0.2,B0_RAW_POSITIVE,2023-05-31,2023-06-30,4867,0.26948922946160586,0.4258373205741627
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2023-05-31,2023-06-30,4867,0.3844678811121764,0.5574136478517271
60,0.002,0.2,B0_RAW_POSITIVE,2023-06-30,2023-07-31,4895,0.1905199384218106,0.32296489603501977
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2023-06-30,2023-07-31,4895,0.25158067285926156,0.4039522058823529
60,0.002,0.2,B0_RAW_POSITIVE,2023-07-31,2023-08-31,4918,0.2203963873557451,0.36303153022852186
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2023-07-31,2023-08-31,4918,0.28566146369806933,0.44697908918092405
60,0.002,0.2,B0_RAW_POSITIVE,2023-08-31,2023-09-28,4952,0.2539597793201637,0.4069502159211277
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2023-08-31,2023-09-28,4952,0.38326028320971006,0.5557547361988185
60,0.002,0.2,B0_RAW_POSITIVE,2023-09-28,2023-10-31,4995,0.21650534895568008,0.3573716665331945
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2023-09-28,2023-10-31,4995,0.33614184775363287,0.5048656441472108
60,0.002,0.2,B0_RAW_POSITIVE,2023-10-31,2023-11-30,5019,0.2046012050775203,0.3414682618546047
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2023-10-31,2023-11-30,5019,0.28305575302122477,0.44256113051762463
60,0.002,0.2,B0_RAW_POSITIVE,2023-11-30,2023-12-29,5040,0.23287373004354137,0.37847932064790063
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2023-11-30,2023-12-29,5040,0.28035270178611804,0.43878273177636234
60,0.002,0.2,B0_RAW_POSITIVE,2023-12-29,2024-01-31,5047,0.13014379431449208,0.23054349102007277
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2023-12-29,2024-01-31,5047,0.22026337134405266,0.3613415779586725
60,0.002,0.2,B0_RAW_POSITIVE,2024-01-31,2024-02-29,5059,0.1520508558335954,0.26433145891908777
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2024-01-31,2024-02-29,5059,0.09508049707477474,0.17389097157138395
60,0.002,0.2,B0_RAW_POSITIVE,2024-02-29,2024-03-29,5063,0.26236385045628496,0.4164881810039332
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2024-02-29,2024-03-29,5063,0.3380600509965135,0.5060761860247721
60,0.002,0.2,B0_RAW_POSITIVE,2024-03-29,2024-04-30,5075,0.24146792516271584,0.3900073703401994
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2024-03-29,2024-04-30,5075,0.29119859578736207,0.45384555260278253
60,0.002,0.2,B0_RAW_POSITIVE,2024-04-30,2024-05-31,5069,0.2061075831154277,0.34069157147267676
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2024-04-30,2024-05-31,5069,0.13412973780139664,0.23574819560770388
60,0.002,0.2,B0_RAW_POSITIVE,2024-05-31,2024-06-28,5063,0.24321974545366726,0.39125874125874127
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2024-05-31,2024-06-28,5063,0.36703103805952286,0.5372576500817566
60,0.002,0.2,B0_RAW_POSITIVE,2024-06-28,2024-07-31,5061,0.17509256296567172,0.29766484050200104
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2024-06-28,2024-07-31,5061,0.24824281927183403,0.39723681650126486
60,0.002,0.2,B0_RAW_POSITIVE,2024-07-31,2024-08-30,5063,0.20127713323353294,0.33511176882934807
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2024-07-31,2024-08-30,5063,0.27160126833135156,0.42719657120592247
60,0.002,0.2,B0_RAW_POSITIVE,2024-08-30,2024-09-30,5059,0.16568262330820238,0.28430035459611114
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2024-08-30,2024-09-30,5059,0.2818953217691672,0.44066204953633054
60,0.002,0.2,B0_RAW_POSITIVE,2024-09-30,2024-10-31,5056,0.14652145716394213,0.2554186808046156
60,0.002,0.2,M1_RESIDUAL_POSITIVE,2024-09-30,2024-10-31,5056,0.1902185320801362,0.3190299237238412
