analysis_date,previous_analysis_date,window,factor_name,method,portfolio_leg,status,previous_n,current_n,union_n,pass_drift_n,delist_cash_carry_n,pretrade_weight_sum,target_weight_sum,turnover,buy_weight,sell_weight,total_abs_trade_weight,trade_notional_per_100m_cny,trade_notional_per_1bn_cny
2015-07-31,,120,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,NO_PREVIOUS_FORMATION,0,305,305,0,0,,1.0,,,,,,
2015-07-31,,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,NO_PREVIOUS_FORMATION,0,254,254,0,0,,1.0,,,,,,
2015-07-31,,120,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,NO_PREVIOUS_FORMATION,0,254,254,0,0,,1.0,,,,,,
2015-07-31,,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,NO_PREVIOUS_FORMATION,0,305,305,0,0,,1.0,,,,,,
2015-07-31,,120,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,NO_PREVIOUS_FORMATION,0,305,305,0,0,,1.0,,,,,,
2015-07-31,,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,NO_PREVIOUS_FORMATION,0,305,305,0,0,,1.0,,,,,,
2015-07-31,,120,outside_community_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,NO_PREVIOUS_FORMATION,0,305,305,0,0,,1.0,,,,,,
2015-07-31,,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,NO_PREVIOUS_FORMATION,0,305,305,0,0,,1.0,,,,,,
2015-07-31,,120,residual_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,NO_PREVIOUS_FORMATION,0,305,305,0,0,,1.0,,,,,,
2015-08-31,2015-07-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PASS,292,300,472,292,0,1.0,1.0,0.6199809016588815,0.6199809016588816,0.6199809016588815,1.239961803317763,123996180.3317763,1239961803.317763
2015-08-31,2015-07-31,60,cross_industry_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PASS,292,299,413,292,0,1.0,1.0000000000000002,0.4241363154958461,0.4241363154958461,0.424136315495846,0.8482726309916921,84827263.09916921,848272630.9916922
2015-08-31,2015-07-31,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q1,PASS,256,266,409,256,0,0.9999999999999998,1.0,0.59079708859357,0.59079708859357,0.59079708859357,1.18159417718714,118159417.71871401,1181594177.18714
2015-08-31,2015-07-31,60,cross_industry_degree_ratio,FULL_CHARACTERISTIC_NEUTRAL,Q5,PASS,255,266,411,255,0,1.0,1.0,0.5989158222974613,0.5989158222974613,0.5989158222974613,1.1978316445949226,119783164.45949227,1197831644.5949225
2015-08-31,2015-07-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,PASS,273,274,503,273,0,1.0,0.9999999999999999,0.8504800078231296,0.8504800078231295,0.8504800078231296,1.7009600156462592,170096001.56462592,1700960015.6462593
2015-08-31,2015-07-31,60,delta_cross_industry_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PASS,273,274,505,273,0,1.0,1.0,0.8549081000099833,0.8549081000099832,0.8549081000099832,1.7098162000199666,170981620.00199667,1709816200.0199666
2015-08-31,2015-07-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q1,PASS,292,300,433,292,0,1.0000000000000002,1.0,0.49014094017148613,0.4901409401714861,0.4901409401714861,0.9802818803429723,98028188.03429723,980281880.3429723
2015-08-31,2015-07-31,60,delta_degree_percentile,FULL_CHARACTERISTIC_NEUTRAL,Q5,PASS,292,299,429,292,0,1.0,1.0000000000000002,0.4832516838975182,0.4832516838975183,0.48325168389751827,0.9665033677950364,96650336.77950364,966503367.7950364
2015-08-31,2015-07-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,PASS,273,274,501,273,0,1.0000000000000002,0.9999999999999999,0.844360029314729,0.8443600293147289,0.8443600293147291,1.688720058629458,168872005.8629458,1688720058.629458
2015-08-31,2015-07-31,60,delta_residual_degree_percentile_1m,FULL_CHARACTERISTIC_NEUTRAL,Q5,PASS,273,274,500,273,0,1.0000000000000002,0.9999999999999999,0.8368520072800322,0.836852007280032,0.8368520072800322,1.6737040145600643,167370401.45600644,1673704014.5600643
2015-08-31,2015-07-31,60,neighbor_jaccard_1m,FULL_CHARACTERISTIC_NEUTRAL,Q1,PASS,271,263,453,271,0,0.9999999999999998,1.0,0.7129150404289462,0.7129150404289463,0.7129150404289462,1.4258300808578923,142583008.08578923,1425830080.8578923
